box_5_LMRR(Clone) stack 41 Shelf_0 Rack_1_0_0
-7.902372, 1.557025, 8.21835, 421.9098, 146.3198
-7.902372, 1.733275, 8.21835, 421.9098, 132.3656
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.323061, 1.369311, 8.240984, 467.0974, 161.1036
-7.522299, 1.369311, 8.223553, 451.8559, 161.1636
-7.5429, 1.369311, 8.459017, 443.8953, 160.3757
-7.343661, 1.369311, 8.476448, 458.6965, 160.3193
-7.5429, 1.369311, 8.459017, 443.8953, 160.3757
-7.5429, 1.204311, 8.459017, 443.8953, 173.0372
-7.343661, 1.204311, 8.476448, 458.6965, 172.9525
-7.343661, 1.369311, 8.476448, 458.6965, 160.3193
-7.343661, 1.369311, 8.476448, 458.6965, 160.3193
-7.343661, 1.204311, 8.476448, 458.6965, 172.9525
-7.323061, 1.204311, 8.240984, 467.0974, 174.1282
-7.323061, 1.369311, 8.240984, 467.0974, 161.1036
-7.522299, 1.204311, 8.223553, 451.8559, 174.2182
-7.323061, 1.204311, 8.240984, 467.0974, 174.1282
-7.343661, 1.204311, 8.476448, 458.6965, 172.9525
-7.5429, 1.204311, 8.459017, 443.8953, 173.0372
-7.522299, 1.369311, 8.223553, 451.8559, 161.1636
-7.522299, 1.204311, 8.223553, 451.8559, 174.2182
-7.5429, 1.204311, 8.459017, 443.8953, 173.0372
-7.5429, 1.369311, 8.459017, 443.8953, 160.3757
-7.323061, 1.369311, 8.240984, 467.0974, 161.1036
-7.323061, 1.204311, 8.240984, 467.0974, 174.1282
-7.522299, 1.204311, 8.223553, 451.8559, 174.2182
-7.522299, 1.369311, 8.223553, 451.8559, 161.1636
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.321175, 1.534311, 8.242919, 467.1884, 148.0757
-7.520079, 1.534311, 8.222013, 452.0746, 148.1117
-7.544785, 1.534311, 8.457082, 443.801, 147.7174
-7.345881, 1.534311, 8.477987, 458.4835, 147.6835
-7.544785, 1.534311, 8.457082, 443.801, 147.7174
-7.544785, 1.369311, 8.457082, 443.801, 160.382
-7.345881, 1.369311, 8.477987, 458.4835, 160.3143
-7.345881, 1.534311, 8.477987, 458.4835, 147.6835
-7.345881, 1.534311, 8.477987, 458.4835, 147.6835
-7.345881, 1.369311, 8.477987, 458.4835, 160.3143
-7.321175, 1.369311, 8.242919, 467.1884, 161.097
-7.321175, 1.534311, 8.242919, 467.1884, 148.0757
-7.520079, 1.369311, 8.222013, 452.0746, 161.1689
-7.321175, 1.369311, 8.242919, 467.1884, 161.097
-7.345881, 1.369311, 8.477987, 458.4835, 160.3143
-7.544785, 1.369311, 8.457082, 443.801, 160.382
-7.520079, 1.534311, 8.222013, 452.0746, 148.1117
-7.520079, 1.369311, 8.222013, 452.0746, 161.1689
-7.544785, 1.369311, 8.457082, 443.801, 160.382
-7.544785, 1.534311, 8.457082, 443.801, 147.7174
-7.321175, 1.534311, 8.242919, 467.1884, 148.0757
-7.321175, 1.369311, 8.242919, 467.1884, 161.097
-7.520079, 1.369311, 8.222013, 452.0746, 161.1689
-7.520079, 1.534311, 8.222013, 452.0746, 148.1117
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.321175, 1.699311, 8.242919, 467.1884, 135.0544
-7.520079, 1.699311, 8.222013, 452.0746, 135.0545
-7.544785, 1.699311, 8.457082, 443.801, 135.0529
-7.345881, 1.699311, 8.477987, 458.4835, 135.0527
-7.544785, 1.699311, 8.457082, 443.801, 135.0529
-7.544785, 1.534311, 8.457082, 443.801, 147.7174
-7.345881, 1.534311, 8.477987, 458.4835, 147.6835
-7.345881, 1.699311, 8.477987, 458.4835, 135.0527
-7.345881, 1.699311, 8.477987, 458.4835, 135.0527
-7.345881, 1.534311, 8.477987, 458.4835, 147.6835
-7.321175, 1.534311, 8.242919, 467.1884, 148.0757
-7.321175, 1.699311, 8.242919, 467.1884, 135.0544
-7.520079, 1.534311, 8.222013, 452.0746, 148.1117
-7.321175, 1.534311, 8.242919, 467.1884, 148.0757
-7.345881, 1.534311, 8.477987, 458.4835, 147.6835
-7.544785, 1.534311, 8.457082, 443.801, 147.7174
-7.520079, 1.699311, 8.222013, 452.0746, 135.0545
-7.520079, 1.534311, 8.222013, 452.0746, 148.1117
-7.544785, 1.534311, 8.457082, 443.801, 147.7174
-7.544785, 1.699311, 8.457082, 443.801, 135.0529
-7.321175, 1.699311, 8.242919, 467.1884, 135.0544
-7.321175, 1.534311, 8.242919, 467.1884, 148.0757
-7.520079, 1.534311, 8.222013, 452.0746, 148.1117
-7.520079, 1.699311, 8.222013, 452.0746, 135.0545
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.323061, 1.864311, 8.240984, 467.0974, 122.0298
-7.522299, 1.864311, 8.223553, 451.8559, 121.9999
-7.5429, 1.864311, 8.459017, 443.8953, 122.3914
-7.343661, 1.864311, 8.476448, 458.6965, 122.4195
-7.5429, 1.864311, 8.459017, 443.8953, 122.3914
-7.5429, 1.699311, 8.459017, 443.8953, 135.0529
-7.343661, 1.699311, 8.476448, 458.6965, 135.0527
-7.343661, 1.864311, 8.476448, 458.6965, 122.4195
-7.343661, 1.864311, 8.476448, 458.6965, 122.4195
-7.343661, 1.699311, 8.476448, 458.6965, 135.0527
-7.323061, 1.699311, 8.240984, 467.0974, 135.0544
-7.323061, 1.864311, 8.240984, 467.0974, 122.0298
-7.522299, 1.699311, 8.223553, 451.8559, 135.0545
-7.323061, 1.699311, 8.240984, 467.0974, 135.0544
-7.343661, 1.699311, 8.476448, 458.6965, 135.0527
-7.5429, 1.699311, 8.459017, 443.8953, 135.0529
-7.522299, 1.864311, 8.223553, 451.8559, 121.9999
-7.522299, 1.699311, 8.223553, 451.8559, 135.0545
-7.5429, 1.699311, 8.459017, 443.8953, 135.0529
-7.5429, 1.864311, 8.459017, 443.8953, 122.3914
-7.323061, 1.864311, 8.240984, 467.0974, 122.0298
-7.323061, 1.699311, 8.240984, 467.0974, 135.0544
-7.522299, 1.699311, 8.223553, 451.8559, 135.0545
-7.522299, 1.864311, 8.223553, 451.8559, 121.9999
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.335058, 2.029311, 8.230091, 466.4749, 108.9678
-7.535028, 2.029311, 8.233582, 450.5704, 108.9798
-7.530902, 2.029311, 8.46991, 444.5309, 109.7651
-7.330933, 2.029311, 8.466419, 459.9525, 109.7539
-7.530902, 2.029311, 8.46991, 444.5309, 109.7651
-7.530902, 1.864311, 8.46991, 444.5309, 122.409
-7.330933, 1.864311, 8.466419, 459.9525, 122.4034
-7.330933, 2.029311, 8.466419, 459.9525, 109.7539
-7.330933, 2.029311, 8.466419, 459.9525, 109.7539
-7.330933, 1.864311, 8.466419, 459.9525, 122.4034
-7.335058, 1.864311, 8.230091, 466.4749, 122.0111
-7.335058, 2.029311, 8.230091, 466.4749, 108.9678
-7.535028, 1.864311, 8.233582, 450.5704, 122.0171
-7.335058, 1.864311, 8.230091, 466.4749, 122.0111
-7.330933, 1.864311, 8.466419, 459.9525, 122.4034
-7.530902, 1.864311, 8.46991, 444.5309, 122.409
-7.535028, 2.029311, 8.233582, 450.5704, 108.9798
-7.535028, 1.864311, 8.233582, 450.5704, 122.0171
-7.530902, 1.864311, 8.46991, 444.5309, 122.409
-7.530902, 2.029311, 8.46991, 444.5309, 109.7651
-7.335058, 2.029311, 8.230091, 466.4749, 108.9678
-7.335058, 1.864311, 8.230091, 466.4749, 122.0111
-7.535028, 1.864311, 8.233582, 450.5704, 122.0171
-7.535028, 2.029311, 8.233582, 450.5704, 108.9798
box_6_melody(Clone) stack 47 Shelf_1 Rack_1_0_0
-7.140865, 1.391943, 8.47507, 474.2648, 158.5907
-7.140865, 1.391943, 8.47507, 474.2648, 158.5907
-7.140865, 1.204443, 8.47507, 474.2648, 172.9492
-7.140865, 1.204443, 8.47507, 474.2648, 172.9492
-7.140865, 1.204443, 8.47507, 474.2648, 172.9492
-7.140865, 1.391943, 8.47507, 474.2648, 158.5907
box_6_melody(Clone) stack 47 Shelf_1 Rack_1_0_0
-7.134192, 1.579443, 8.479795, 474.6343, 144.2266
-7.134192, 1.579443, 8.479795, 474.6343, 144.2266
-7.134192, 1.391943, 8.479795, 474.6343, 158.5764
-7.134192, 1.391943, 8.479795, 474.6343, 158.5764
-7.134192, 1.391943, 8.479795, 474.6343, 158.5764
-7.134192, 1.579443, 8.479795, 474.6343, 144.2266
box_1_Parle-G-GOLD(Clone) stack 48 Shelf_2 Rack_1_0_0
-8.074084, 2.560843, 8.245652, 407.7107, 67.08922
-8.274085, 2.560843, 8.245652, 391.9329, 67.08922
-8.274085, 2.560843, 8.454349, 387.8753, 68.90291
-8.074084, 2.560843, 8.454349, 403.2317, 68.90291
-8.274085, 2.560843, 8.454349, 387.8753, 68.90291
-8.274085, 2.388343, 8.454349, 387.8753, 82.14775
-8.074084, 2.388343, 8.454349, 403.2317, 82.14775
-8.074084, 2.560843, 8.454349, 403.2317, 68.90291
-8.074084, 2.560843, 8.454349, 403.2317, 68.90291
-8.074084, 2.388343, 8.454349, 403.2317, 82.14775
-8.074084, 2.388343, 8.245652, 407.7107, 80.69751
-8.074084, 2.560843, 8.245652, 407.7107, 67.08922
-8.274085, 2.388343, 8.245652, 391.9329, 80.69751
-8.074084, 2.388343, 8.245652, 407.7107, 80.69751
-8.074084, 2.388343, 8.454349, 403.2317, 82.14775
-8.274085, 2.388343, 8.454349, 387.8753, 82.14775
-8.274085, 2.560843, 8.245652, 391.9329, 67.08922
-8.274085, 2.388343, 8.245652, 391.9329, 80.69751
-8.274085, 2.388343, 8.454349, 387.8753, 82.14775
-8.274085, 2.560843, 8.454349, 387.8753, 68.90291
-8.074084, 2.560843, 8.245652, 407.7107, 67.08922
-8.074084, 2.388343, 8.245652, 407.7107, 80.69751
-8.274085, 2.388343, 8.245652, 391.9329, 80.69751
-8.274085, 2.560843, 8.245652, 391.9329, 67.08922
box_8_lizol(Clone) stack 49 Shelf_2 Rack_1_0_0
-7.7016, 2.565368, 8.21835, 437.8056, 66.48628
-7.900839, 2.565368, 8.235782, 421.6135, 66.64352
-7.879328, 2.565368, 8.48165, 417.5651, 68.78677
-7.680089, 2.565368, 8.464219, 433.2393, 68.63925
-7.879328, 2.565368, 8.48165, 417.5651, 68.78677
-7.879328, 2.389118, 8.48165, 417.5651, 82.27245
-7.680089, 2.389118, 8.464219, 433.2393, 82.15498
-7.680089, 2.565368, 8.464219, 433.2393, 68.63925
-7.680089, 2.565368, 8.464219, 433.2393, 68.63925
-7.680089, 2.389118, 8.464219, 433.2393, 82.15498
-7.7016, 2.389118, 8.21835, 437.8056, 80.44051
-7.7016, 2.565368, 8.21835, 437.8056, 66.48628
-7.900839, 2.389118, 8.235782, 421.6135, 80.5657
