box_5_LMRR(Clone) stack 41 Shelf_0 Rack_1_0_0
-7.726587, 0.1961813, 8.21682, 420.0291, 254.0858
-7.925492, 0.0199313, 8.237725, 403.826, 267.6767
-7.726587, 0.0199313, 8.21682, 420.0291, 268.0428
-7.700789, 0.0199313, 8.462276, 416.3587, 263.868
-7.899693, 0.0199313, 8.483181, 400.6725, 263.5245
-7.925492, 0.1961813, 8.237725, 403.826, 253.7581
-7.925492, 0.0199313, 8.237725, 403.826, 267.6767
-7.899693, 0.0199313, 8.483181, 400.6725, 263.5245
-7.899693, 0.1961813, 8.483181, 400.6725, 250.0415
-7.726587, 0.1961813, 8.21682, 420.0291, 254.0858
-7.726587, 0.0199313, 8.21682, 420.0291, 268.0428
-7.925492, 0.0199313, 8.237725, 403.826, 267.6767
-7.925492, 0.1961813, 8.237725, 403.826, 253.7581
box_8_lizol(Clone) stack 43 Shelf_0 Rack_1_0_0
-7.698847, 0.3724313, 8.239703, 421.6771, 239.8122
-7.897356, 0.3724313, 8.215329, 406.5388, 240.1494
-7.927434, 0.3724313, 8.460298, 399.0144, 236.8556
-7.728925, 0.3724313, 8.484672, 413.7033, 236.5391
-7.927434, 0.3724313, 8.460298, 399.0144, 236.8556
-7.927434, 0.1961813, 8.460298, 399.0144, 250.3781
-7.728925, 0.1961813, 8.484672, 413.7033, 250.0196
-7.728925, 0.3724313, 8.484672, 413.7033, 236.5391
-7.728925, 0.3724313, 8.484672, 413.7033, 236.5391
-7.728925, 0.1961813, 8.484672, 413.7033, 250.0196
-7.698847, 0.1961813, 8.239703, 421.6771, 253.7272
-7.698847, 0.3724313, 8.239703, 421.6771, 239.8122
-7.897356, 0.1961813, 8.215329, 406.5388, 254.1092
-7.698847, 0.1961813, 8.239703, 421.6771, 253.7272
-7.728925, 0.1961813, 8.484672, 413.7033, 250.0196
-7.927434, 0.1961813, 8.460298, 399.0144, 250.3781
-7.897356, 0.3724313, 8.215329, 406.5388, 240.1494
-7.897356, 0.1961813, 8.215329, 406.5388, 254.1092
-7.927434, 0.1961813, 8.460298, 399.0144, 250.3781
-7.927434, 0.3724313, 8.460298, 399.0144, 236.8556
-7.698847, 0.3724313, 8.239703, 421.6771, 239.8122
-7.698847, 0.1961813, 8.239703, 421.6771, 253.7272
-7.897356, 0.1961813, 8.215329, 406.5388, 254.1092
-7.897356, 0.3724313, 8.215329, 406.5388, 240.1494
box_8_lizol(Clone) stack 43 Shelf_0 Rack_1_0_0
-7.726587, 0.5486813, 8.21682, 420.0291, 226.1717
-7.925492, 0.5486813, 8.237725, 403.826, 225.9208
-7.899693, 0.5486813, 8.483181, 400.6725, 223.0754
-7.700789, 0.5486813, 8.462276, 416.3587, 223.3108
-7.899693, 0.5486813, 8.483181, 400.6725, 223.0754
-7.899693, 0.3724313, 8.483181, 400.6725, 236.5584
-7.700789, 0.3724313, 8.462276, 416.3587, 236.8299
-7.700789, 0.5486813, 8.462276, 416.3587, 223.3108
-7.700789, 0.5486813, 8.462276, 416.3587, 223.3108
-7.700789, 0.3724313, 8.462276, 416.3587, 236.8299
-7.726587, 0.3724313, 8.21682, 420.0291, 240.1287
-7.726587, 0.5486813, 8.21682, 420.0291, 226.1717
-7.925492, 0.3724313, 8.237725, 403.826, 239.8394
-7.726587, 0.3724313, 8.21682, 420.0291, 240.1287
-7.700789, 0.3724313, 8.462276, 416.3587, 236.8299
-7.899693, 0.3724313, 8.483181, 400.6725, 236.5584
-7.925492, 0.5486813, 8.237725, 403.826, 225.9208
-7.925492, 0.3724313, 8.237725, 403.826, 239.8394
-7.899693, 0.3724313, 8.483181, 400.6725, 236.5584
-7.899693, 0.5486813, 8.483181, 400.6725, 223.0754
-7.726587, 0.5486813, 8.21682, 420.0291, 226.1717
-7.726587, 0.3724313, 8.21682, 420.0291, 240.1287
-7.925492, 0.3724313, 8.237725, 403.826, 239.8394
-7.925492, 0.5486813, 8.237725, 403.826, 225.9208
box_8_lizol(Clone) stack 43 Shelf_0 Rack_1_0_0
-7.708895, 0.7249313, 8.230162, 421.1112, 212.0789
-7.908773, 0.7249313, 8.223182, 405.463, 212.1498
-7.917386, 0.7249314, 8.469839, 399.5905, 209.7195
-7.717508, 0.7249314, 8.476819, 414.7514, 209.6529
-7.917386, 0.7249314, 8.469839, 399.5905, 209.7195
-7.917386, 0.5486813, 8.469839, 399.5905, 223.2255
-7.717508, 0.5486813, 8.476819, 414.7514, 223.1469
-7.717508, 0.7249314, 8.476819, 414.7514, 209.6529
-7.717508, 0.7249314, 8.476819, 414.7514, 209.6529
-7.717508, 0.5486813, 8.476819, 414.7514, 223.1469
-7.708895, 0.5486813, 8.230162, 421.1112, 226.0114
-7.708895, 0.7249313, 8.230162, 421.1112, 212.0789
-7.908773, 0.5486813, 8.223182, 405.463, 226.0952
-7.708895, 0.5486813, 8.230162, 421.1112, 226.0114
-7.717508, 0.5486813, 8.476819, 414.7514, 223.1469
-7.917386, 0.5486813, 8.469839, 399.5905, 223.2255
-7.908773, 0.7249313, 8.223182, 405.463, 212.1498
-7.908773, 0.5486813, 8.223182, 405.463, 226.0952
-7.917386, 0.5486813, 8.469839, 399.5905, 223.2255
-7.917386, 0.7249314, 8.469839, 399.5905, 209.7195
-7.708895, 0.7249313, 8.230162, 421.1112, 212.0789
-7.708895, 0.5486813, 8.230162, 421.1112, 226.0114
-7.908773, 0.5486813, 8.223182, 405.463, 226.0952
-7.908773, 0.7249313, 8.223182, 405.463, 212.1498
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.096589, 1.369311, 8.225131, 390.5638, 161.1582
-8.296103, 1.369311, 8.239082, 374.5345, 161.1102
-8.279614, 1.369311, 8.47487, 371.7484, 160.3244
-8.080101, 1.369311, 8.460918, 387.2895, 160.3696
-8.279614, 1.369311, 8.47487, 371.7484, 160.3244
-8.279614, 1.204311, 8.47487, 371.7484, 172.9602
-8.080101, 1.204311, 8.460918, 387.2895, 173.0279
-8.080101, 1.369311, 8.460918, 387.2895, 160.3696
-8.080101, 1.369311, 8.460918, 387.2895, 160.3696
-8.080101, 1.204311, 8.460918, 387.2895, 173.0279
-8.096589, 1.204311, 8.225131, 390.5638, 174.21
-8.096589, 1.369311, 8.225131, 390.5638, 161.1582
-8.296103, 1.204311, 8.239082, 374.5345, 174.1381
-8.096589, 1.204311, 8.225131, 390.5638, 174.21
-8.080101, 1.204311, 8.460918, 387.2895, 173.0279
-8.279614, 1.204311, 8.47487, 371.7484, 172.9602
-8.296103, 1.369311, 8.239082, 374.5345, 161.1102
-8.296103, 1.204311, 8.239082, 374.5345, 174.1381
-8.279614, 1.204311, 8.47487, 371.7484, 172.9602
-8.279614, 1.369311, 8.47487, 371.7484, 160.3244
-8.096589, 1.369311, 8.225131, 390.5638, 161.1582
-8.096589, 1.204311, 8.225131, 390.5638, 174.21
-8.296103, 1.204311, 8.239082, 374.5345, 174.1381
-8.296103, 1.369311, 8.239082, 374.5345, 161.1102
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.084038, 1.534311, 8.23538, 391.3522, 148.0886
-8.283916, 1.534311, 8.2284, 375.6873, 148.1007
-8.292166, 1.534311, 8.464621, 370.9585, 147.7052
-8.092287, 1.534311, 8.471601, 386.155, 147.6938
-8.292166, 1.534311, 8.464621, 370.9585, 147.7052
-8.292166, 1.369311, 8.464621, 370.9585, 160.3575
-8.092287, 1.369311, 8.471601, 386.155, 160.335
-8.092287, 1.534311, 8.471601, 386.155, 147.6938
-8.092287, 1.534311, 8.471601, 386.155, 147.6938
-8.092287, 1.369311, 8.471601, 386.155, 160.335
-8.084038, 1.369311, 8.23538, 391.3522, 161.1229
-8.084038, 1.534311, 8.23538, 391.3522, 148.0886
-8.283916, 1.369311, 8.2284, 375.6873, 161.1469
-8.084038, 1.369311, 8.23538, 391.3522, 161.1229
-8.092287, 1.369311, 8.471601, 386.155, 160.335
-8.292166, 1.369311, 8.464621, 370.9585, 160.3575
-8.283916, 1.534311, 8.2284, 375.6873, 148.1007
-8.283916, 1.369311, 8.2284, 375.6873, 161.1469
-8.292166, 1.369311, 8.464621, 370.9585, 160.3575
-8.292166, 1.534311, 8.464621, 370.9585, 147.7052
-8.084038, 1.534311, 8.23538, 391.3522, 148.0886
-8.084038, 1.369311, 8.23538, 391.3522, 161.1229
-8.283916, 1.369311, 8.2284, 375.6873, 161.1469
-8.283916, 1.534311, 8.2284, 375.6873, 148.1007
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.101003, 1.699311, 8.222013, 390.2765, 135.0545
-8.299908, 1.699311, 8.242919, 374.1663, 135.0544
-8.275201, 1.699311, 8.477987, 372.0339, 135.0527
-8.076296, 1.699311, 8.457082, 387.6539, 135.0529
-8.275201, 1.699311, 8.477987, 372.0339, 135.0527
-8.275201, 1.534311, 8.477987, 372.0339, 147.6835
-8.076296, 1.534311, 8.457082, 387.6539, 147.7174
-8.076296, 1.699311, 8.457082, 387.6539, 135.0529
-8.076296, 1.699311, 8.457082, 387.6539, 135.0529
-8.076296, 1.534311, 8.457082, 387.6539, 147.7174
-8.101003, 1.534311, 8.222013, 390.2765, 148.1117
-8.101003, 1.699311, 8.222013, 390.2765, 135.0545
-8.299908, 1.534311, 8.242919, 374.1663, 148.0757
-8.101003, 1.534311, 8.222013, 390.2765, 148.1117
-8.076296, 1.534311, 8.457082, 387.6539, 147.7174
-8.275201, 1.534311, 8.477987, 372.0339, 147.6835
-8.299908, 1.699311, 8.242919, 374.1663, 135.0544
-8.299908, 1.534311, 8.242919, 374.1663, 148.0757
-8.275201, 1.534311, 8.477987, 372.0339, 147.6835
-8.275201, 1.699311, 8.477987, 372.0339, 135.0527
-8.101003, 1.699311, 8.222013, 390.2765, 135.0545
-8.101003, 1.534311, 8.222013, 390.2765, 148.1117
-8.299908, 1.534311, 8.242919, 374.1663, 148.0757
-8.299908, 1.699311, 8.242919, 374.1663, 135.0544
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.701157, 1.380775, 8.237725, 421.5419, 160.2095
-7.900062, 1.380775, 8.21682, 406.2918, 160.2791
-7.92586, 1.380775, 8.462276, 399.0949, 159.4859
-7.726955, 1.380775, 8.483181, 413.8869, 159.4206
-7.92586, 1.380775, 8.462276, 399.0949, 159.4859
-7.92586, 1.204525, 8.462276, 399.0949, 173.0049
-7.726955, 1.204525, 8.483181, 413.8869, 172.9037
-7.726955, 1.380775, 8.483181, 413.8869, 159.4206
-7.726955, 1.380775, 8.483181, 413.8869, 159.4206
-7.726955, 1.204525, 8.483181, 413.8869, 172.9037
-7.701157, 1.204525, 8.237725, 421.5419, 174.1282
-7.701157, 1.380775, 8.237725, 421.5419, 160.2095
-7.900062, 1.204525, 8.21682, 406.2918, 174.2361
-7.701157, 1.204525, 8.237725, 421.5419, 174.1282
-7.726955, 1.204525, 8.483181, 413.8869, 172.9037
-7.92586, 1.204525, 8.462276, 399.0949, 173.0049
-7.900062, 1.380775, 8.21682, 406.2918, 160.2791
-7.900062, 1.204525, 8.21682, 406.2918, 174.2361
-7.92586, 1.204525, 8.462276, 399.0949, 173.0049
-7.92586, 1.380775, 8.462276, 399.0949, 159.4859
-7.701157, 1.380775, 8.237725, 421.5419, 160.2095
-7.701157, 1.204525, 8.237725, 421.5419, 174.1282
-7.900062, 1.204525, 8.21682, 406.2918, 174.2361
-7.900062, 1.380775, 8.21682, 406.2918, 160.2791
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.724645, 1.557025, 8.21835, 420.1465, 146.3198
-7.923883, 1.557025, 8.235782, 403.995, 146.2938
-7.902372, 1.557025, 8.48165, 400.4989, 145.9397
-7.703134, 1.557025, 8.464219, 416.1351, 145.9641
-7.902372, 1.557025, 8.48165, 400.4989, 145.9397
-7.902372, 1.380775, 8.48165, 400.4989, 159.4254
-7.703134, 1.380775, 8.464219, 416.1351, 159.4798
-7.703134, 1.557025, 8.464219, 416.1351, 145.9641
-7.703134, 1.557025, 8.464219, 416.1351, 145.9641
-7.703134, 1.380775, 8.464219, 416.1351, 159.4798
-7.724645, 1.380775, 8.21835, 420.1465, 160.274
-7.724645, 1.557025, 8.21835, 420.1465, 146.3198
-7.923883, 1.380775, 8.235782, 403.995, 160.216
-7.724645, 1.380775, 8.21835, 420.1465, 160.274
-7.703134, 1.380775, 8.464219, 416.1351, 159.4798
-7.902372, 1.380775, 8.48165, 400.4989, 159.4254
-7.923883, 1.557025, 8.235782, 403.995, 146.2938
-7.923883, 1.380775, 8.235782, 403.995, 160.216
-7.902372, 1.380775, 8.48165, 400.4989, 159.4254
-7.902372, 1.557025, 8.48165, 400.4989, 145.9397
-7.724645, 1.557025, 8.21835, 420.1465, 146.3198
-7.724645, 1.380775, 8.21835, 420.1465, 160.274
-7.923883, 1.380775, 8.235782, 403.995, 160.216
-7.923883, 1.557025, 8.235782, 403.995, 146.2938
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.703134, 1.733275, 8.235782, 421.4323, 132.3716
-7.902372, 1.733275, 8.21835, 406.0752, 132.3656
-7.923883, 1.733275, 8.464219, 399.2069, 132.4483
-7.724645, 1.733275, 8.48165, 414.0977, 132.454
-7.923883, 1.733275, 8.464219, 399.2069, 132.4483
-7.923883, 1.557025, 8.464219, 399.2069, 145.9641
-7.724645, 1.557025, 8.48165, 414.0977, 145.9397
-7.724645, 1.733275, 8.48165, 414.0977, 132.454
-7.724645, 1.733275, 8.48165, 414.0977, 132.454
-7.724645, 1.557025, 8.48165, 414.0977, 145.9397
-7.703134, 1.557025, 8.235782, 421.4323, 146.2938
-7.703134, 1.733275, 8.235782, 421.4323, 132.3716
-7.902372, 1.557025, 8.21835, 406.0752, 146.3198
-7.703134, 1.557025, 8.235782, 421.4323, 146.2938
-7.724645, 1.557025, 8.48165, 414.0977, 145.9397
-7.923883, 1.557025, 8.464219, 399.2069, 145.9641
-7.902372, 1.733275, 8.21835, 406.0752, 132.3656
-7.902372, 1.557025, 8.21835, 406.0752, 146.3198
-7.923883, 1.557025, 8.464219, 399.2069, 145.9641
-7.923883, 1.733275, 8.464219, 399.2069, 132.4483
-7.703134, 1.733275, 8.235782, 421.4323, 132.3716
-7.703134, 1.557025, 8.235782, 421.4323, 146.2938
-7.902372, 1.557025, 8.21835, 406.0752, 146.3198
-7.902372, 1.733275, 8.21835, 406.0752, 132.3656
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.323061, 1.369311, 8.240984, 451.3099, 161.1036
-7.522299, 1.369311, 8.223553, 436.0322, 161.1636
-7.5429, 1.369311, 8.459017, 428.548, 160.3757
-7.343661, 1.369311, 8.476448, 443.3834, 160.3193
-7.5429, 1.369311, 8.459017, 428.548, 160.3757
-7.5429, 1.204311, 8.459017, 428.548, 173.0372
-7.343661, 1.204311, 8.476448, 443.3834, 172.9525
-7.343661, 1.369311, 8.476448, 443.3834, 160.3193
-7.343661, 1.369311, 8.476448, 443.3834, 160.3193
-7.343661, 1.204311, 8.476448, 443.3834, 172.9525
-7.323061, 1.204311, 8.240984, 451.3099, 174.1282
-7.323061, 1.369311, 8.240984, 451.3099, 161.1036
-7.522299, 1.204311, 8.223553, 436.0322, 174.2182
-7.323061, 1.204311, 8.240984, 451.3099, 174.1282
-7.343661, 1.204311, 8.476448, 443.3834, 172.9525
-7.5429, 1.204311, 8.459017, 428.548, 173.0372
-7.522299, 1.369311, 8.223553, 436.0322, 161.1636
-7.522299, 1.204311, 8.223553, 436.0322, 174.2182
-7.5429, 1.204311, 8.459017, 428.548, 173.0372
-7.5429, 1.369311, 8.459017, 428.548, 160.3757
-7.323061, 1.369311, 8.240984, 451.3099, 161.1036
-7.323061, 1.204311, 8.240984, 451.3099, 174.1282
-7.522299, 1.204311, 8.223553, 436.0322, 174.2182
-7.522299, 1.369311, 8.223553, 436.0322, 161.1636
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.321175, 1.534311, 8.242919, 451.405, 148.0757
-7.520079, 1.534311, 8.222013, 436.2477, 148.1117
-7.544785, 1.534311, 8.457082, 428.45, 147.7174
-7.345881, 1.534311, 8.477987, 443.1735, 147.6835
-7.544785, 1.534311, 8.457082, 428.45, 147.7174
-7.544785, 1.369311, 8.457082, 428.45, 160.382
-7.345881, 1.369311, 8.477987, 443.1735, 160.3143
-7.345881, 1.534311, 8.477987, 443.1735, 147.6835
-7.345881, 1.534311, 8.477987, 443.1735, 147.6835
-7.345881, 1.369311, 8.477987, 443.1735, 160.3143
-7.321175, 1.369311, 8.242919, 451.405, 161.097
-7.321175, 1.534311, 8.242919, 451.405, 148.0757
-7.520079, 1.369311, 8.222013, 436.2477, 161.1689
-7.321175, 1.369311, 8.242919, 451.405, 161.097
-7.345881, 1.369311, 8.477987, 443.1735, 160.3143
-7.544785, 1.369311, 8.457082, 428.45, 160.382
-7.520079, 1.534311, 8.222013, 436.2477, 148.1117
-7.520079, 1.369311, 8.222013, 436.2477, 161.1689
-7.544785, 1.369311, 8.457082, 428.45, 160.382
-7.544785, 1.534311, 8.457082, 428.45, 147.7174
-7.321175, 1.534311, 8.242919, 451.405, 148.0757
-7.321175, 1.369311, 8.242919, 451.405, 161.097
-7.520079, 1.369311, 8.222013, 436.2477, 161.1689
-7.520079, 1.534311, 8.222013, 436.2477, 148.1117
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.321175, 1.699311, 8.242919, 451.405, 135.0544
-7.520079, 1.699311, 8.222013, 436.2477, 135.0545
-7.544785, 1.699311, 8.457082, 428.45, 135.0529
-7.345881, 1.699311, 8.477987, 443.1735, 135.0527
-7.544785, 1.699311, 8.457082, 428.45, 135.0529
-7.544785, 1.534311, 8.457082, 428.45, 147.7174
-7.345881, 1.534311, 8.477987, 443.1735, 147.6835
-7.345881, 1.699311, 8.477987, 443.1735, 135.0527
-7.345881, 1.699311, 8.477987, 443.1735, 135.0527
-7.345881, 1.534311, 8.477987, 443.1735, 147.6835
-7.321175, 1.534311, 8.242919, 451.405, 148.0757
-7.321175, 1.699311, 8.242919, 451.405, 135.0544
-7.520079, 1.534311, 8.222013, 436.2477, 148.1117
-7.321175, 1.534311, 8.242919, 451.405, 148.0757
-7.345881, 1.534311, 8.477987, 443.1735, 147.6835
-7.544785, 1.534311, 8.457082, 428.45, 147.7174
-7.520079, 1.699311, 8.222013, 436.2477, 135.0545
-7.520079, 1.534311, 8.222013, 436.2477, 148.1117
-7.544785, 1.534311, 8.457082, 428.45, 147.7174
-7.544785, 1.699311, 8.457082, 428.45, 135.0529
-7.321175, 1.699311, 8.242919, 451.405, 135.0544
-7.321175, 1.534311, 8.242919, 451.405, 148.0757
-7.520079, 1.534311, 8.222013, 436.2477, 148.1117
-7.520079, 1.699311, 8.222013, 436.2477, 135.0545
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.323061, 1.864311, 8.240984, 451.3099, 122.0298
-7.522299, 1.864311, 8.223553, 436.0322, 121.9999
-7.5429, 1.864311, 8.459017, 428.548, 122.3914
-7.343661, 1.864311, 8.476448, 443.3834, 122.4195
-7.5429, 1.864311, 8.459017, 428.548, 122.3914
-7.5429, 1.699311, 8.459017, 428.548, 135.0529
-7.343661, 1.699311, 8.476448, 443.3834, 135.0527
-7.343661, 1.864311, 8.476448, 443.3834, 122.4195
-7.343661, 1.864311, 8.476448, 443.3834, 122.4195
-7.343661, 1.699311, 8.476448, 443.3834, 135.0527
-7.323061, 1.699311, 8.240984, 451.3099, 135.0544
-7.323061, 1.864311, 8.240984, 451.3099, 122.0298
-7.522299, 1.699311, 8.223553, 436.0322, 135.0545
-7.323061, 1.699311, 8.240984, 451.3099, 135.0544
-7.343661, 1.699311, 8.476448, 443.3834, 135.0527
-7.5429, 1.699311, 8.459017, 428.548, 135.0529
-7.522299, 1.864311, 8.223553, 436.0322, 121.9999
-7.522299, 1.699311, 8.223553, 436.0322, 135.0545
-7.5429, 1.699311, 8.459017, 428.548, 135.0529
-7.5429, 1.864311, 8.459017, 428.548, 122.3914
-7.323061, 1.864311, 8.240984, 451.3099, 122.0298
-7.323061, 1.699311, 8.240984, 451.3099, 135.0544
-7.522299, 1.699311, 8.223553, 436.0322, 135.0545
-7.522299, 1.864311, 8.223553, 436.0322, 121.9999
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.335058, 2.029311, 8.230091, 450.6649, 108.9678
-7.535028, 2.029311, 8.233582, 434.7676, 108.9798
-7.530902, 2.029311, 8.46991, 429.2051, 109.7651
-7.330933, 2.029311, 8.466419, 444.6198, 109.7539
-7.530902, 2.029311, 8.46991, 429.2051, 109.7651
-7.530902, 1.864311, 8.46991, 429.2051, 122.409
-7.330933, 1.864311, 8.466419, 444.6198, 122.4034
-7.330933, 2.029311, 8.466419, 444.6198, 109.7539
-7.330933, 2.029311, 8.466419, 444.6198, 109.7539
-7.330933, 1.864311, 8.466419, 444.6198, 122.4034
-7.335058, 1.864311, 8.230091, 450.6649, 122.0111
-7.335058, 2.029311, 8.230091, 450.6649, 108.9678
-7.535028, 1.864311, 8.233582, 434.7676, 122.0171
-7.335058, 1.864311, 8.230091, 450.6649, 122.0111
-7.330933, 1.864311, 8.466419, 444.6198, 122.4034
-7.530902, 1.864311, 8.46991, 429.2051, 122.409
-7.535028, 2.029311, 8.233582, 434.7676, 108.9798
-7.535028, 1.864311, 8.233582, 434.7676, 122.0171
-7.530902, 1.864311, 8.46991, 429.2051, 122.409
-7.530902, 2.029311, 8.46991, 429.2051, 109.7651
-7.335058, 2.029311, 8.230091, 450.6649, 108.9678
-7.335058, 1.864311, 8.230091, 450.6649, 122.0111
-7.535028, 1.864311, 8.233582, 434.7676, 122.0171
-7.535028, 2.029311, 8.233582, 434.7676, 108.9798
box_6_melody(Clone) stack 47 Shelf_1 Rack_1_0_0
-7.153426, 1.391943, 8.235398, 464.8657, 159.3351
-7.140865, 1.391943, 8.47507, 458.949, 158.5907
-6.941139, 1.391943, 8.464602, 474.5571, 158.6222
-7.140865, 1.391943, 8.47507, 458.949, 158.5907
-7.140865, 1.204443, 8.47507, 458.949, 172.9492
-6.941139, 1.204443, 8.464602, 474.5571, 172.9999
-6.941139, 1.391943, 8.464602, 474.5571, 158.6222
-6.941139, 1.391943, 8.464602, 474.5571, 158.6222
-6.941139, 1.204443, 8.464602, 474.5571, 172.9999
-7.153426, 1.204443, 8.235398, 464.8657, 174.1466
-6.941139, 1.204443, 8.464602, 474.5571, 172.9999
-7.140865, 1.204443, 8.47507, 458.949, 172.9492
-7.153426, 1.391943, 8.235398, 464.8657, 159.3351
-7.153426, 1.204443, 8.235398, 464.8657, 174.1466
-7.140865, 1.204443, 8.47507, 458.949, 172.9492
-7.140865, 1.391943, 8.47507, 458.949, 158.5907
-7.153426, 1.204443, 8.235398, 464.8657, 174.1466
-7.153426, 1.391943, 8.235398, 464.8657, 159.3351
box_6_melody(Clone) stack 47 Shelf_1 Rack_1_0_0
-7.159278, 1.579443, 8.241111, 464.2347, 144.5163
-7.134192, 1.579443, 8.479795, 459.3278, 144.2266
-6.935287, 1.579443, 8.45889, 475.1776, 144.2512
-7.134192, 1.579443, 8.479795, 459.3278, 144.2266
-7.134192, 1.391943, 8.479795, 459.3278, 158.5764
-6.935287, 1.391943, 8.45889, 475.1776, 158.6394
-6.935287, 1.579443, 8.45889, 475.1776, 144.2512
-6.935287, 1.579443, 8.45889, 475.1776, 144.2512
-6.935287, 1.391943, 8.45889, 475.1776, 158.6394
-7.159278, 1.391943, 8.241111, 464.2347, 159.3167
-6.935287, 1.391943, 8.45889, 475.1776, 158.6394
-7.134192, 1.391943, 8.479795, 459.3278, 158.5764
-7.159278, 1.579443, 8.241111, 464.2347, 144.5163
-7.159278, 1.391943, 8.241111, 464.2347, 159.3167
-7.134192, 1.391943, 8.479795, 459.3278, 158.5764
-7.134192, 1.579443, 8.479795, 459.3278, 144.2266
-7.159278, 1.391943, 8.241111, 464.2347, 159.3167
-7.159278, 1.579443, 8.241111, 464.2347, 144.5163
box_1_Parle-G-GOLD(Clone) stack 48 Shelf_2 Rack_1_0_0
-8.074084, 2.560843, 8.245652, 391.933, 67.08922
-8.274085, 2.560843, 8.245652, 376.1552, 67.08922
-8.274085, 2.560843, 8.454349, 372.5189, 68.90291
