box_1_Parle-G-GOLD(Clone) stack 42 Shelf_0 Rack_1_0_0
-7.899693, 0.0199313, 8.483181, 423.6224, 263.5245
-7.925492, 0.1961813, 8.237725, 427.5173, 253.7581
-7.925492, 0.0199313, 8.237725, 427.5173, 267.6767
-7.899693, 0.0199313, 8.483181, 423.6224, 263.5245
-7.899693, 0.1961813, 8.483181, 423.6224, 250.0415
-7.726587, 0.1961813, 8.21682, 443.7857, 254.0858
-7.726587, 0.0199313, 8.21682, 443.7857, 268.0428
-7.925492, 0.0199313, 8.237725, 427.5173, 267.6767
-7.925492, 0.1961813, 8.237725, 427.5173, 253.7581
box_8_lizol(Clone) stack 43 Shelf_0 Rack_1_0_0
-7.698847, 0.3724313, 8.239703, 445.3622, 239.8122
-7.897356, 0.3724313, 8.215329, 430.3002, 240.1494
-7.927434, 0.3724313, 8.460298, 422.0314, 236.8556
-7.728925, 0.3724313, 8.484672, 436.6488, 236.5391
-7.927434, 0.3724313, 8.460298, 422.0314, 236.8556
-7.927434, 0.1961813, 8.460298, 422.0314, 250.3781
-7.728925, 0.1961813, 8.484672, 436.6488, 250.0196
-7.728925, 0.3724313, 8.484672, 436.6488, 236.5391
-7.728925, 0.3724313, 8.484672, 436.6488, 236.5391
-7.728925, 0.1961813, 8.484672, 436.6488, 250.0196
-7.698847, 0.1961813, 8.239703, 445.3622, 253.7272
-7.698847, 0.3724313, 8.239703, 445.3622, 239.8122
-7.897356, 0.1961813, 8.215329, 430.3002, 254.1092
-7.698847, 0.1961813, 8.239703, 445.3622, 253.7272
-7.728925, 0.1961813, 8.484672, 436.6488, 250.0196
-7.927434, 0.1961813, 8.460298, 422.0314, 250.3781
-7.897356, 0.3724313, 8.215329, 430.3002, 240.1494
-7.897356, 0.1961813, 8.215329, 430.3002, 254.1092
-7.927434, 0.1961813, 8.460298, 422.0314, 250.3781
-7.927434, 0.3724313, 8.460298, 422.0314, 236.8556
-7.698847, 0.3724313, 8.239703, 445.3622, 239.8122
-7.698847, 0.1961813, 8.239703, 445.3622, 253.7272
-7.897356, 0.1961813, 8.215329, 430.3002, 254.1092
-7.897356, 0.3724313, 8.215329, 430.3002, 240.1494
box_8_lizol(Clone) stack 43 Shelf_0 Rack_1_0_0
-7.726587, 0.5486813, 8.21682, 443.7857, 226.1717
-7.925492, 0.5486813, 8.237725, 427.5173, 225.9208
-7.899693, 0.5486813, 8.483181, 423.6224, 223.0754
-7.700789, 0.5486813, 8.462276, 439.37, 223.3108
-7.899693, 0.5486813, 8.483181, 423.6224, 223.0754
-7.899693, 0.3724313, 8.483181, 423.6224, 236.5584
-7.700789, 0.3724313, 8.462276, 439.37, 236.8299
-7.700789, 0.5486813, 8.462276, 439.37, 223.3108
-7.700789, 0.5486813, 8.462276, 439.37, 223.3108
-7.700789, 0.3724313, 8.462276, 439.37, 236.8299
-7.726587, 0.3724313, 8.21682, 443.7857, 240.1287
-7.726587, 0.5486813, 8.21682, 443.7857, 226.1717
-7.925492, 0.3724313, 8.237725, 427.5173, 239.8394
-7.726587, 0.3724313, 8.21682, 443.7857, 240.1287
-7.700789, 0.3724313, 8.462276, 439.37, 236.8299
-7.899693, 0.3724313, 8.483181, 423.6224, 236.5584
-7.925492, 0.5486813, 8.237725, 427.5173, 225.9208
-7.925492, 0.3724313, 8.237725, 427.5173, 239.8394
-7.899693, 0.3724313, 8.483181, 423.6224, 236.5584
-7.899693, 0.5486813, 8.483181, 423.6224, 223.0754
-7.726587, 0.5486813, 8.21682, 443.7857, 226.1717
-7.726587, 0.3724313, 8.21682, 443.7857, 240.1287
-7.925492, 0.3724313, 8.237725, 427.5173, 239.8394
-7.925492, 0.5486813, 8.237725, 427.5173, 225.9208
box_8_lizol(Clone) stack 43 Shelf_0 Rack_1_0_0
-7.708895, 0.7249313, 8.230162, 444.8261, 212.0789
-7.908773, 0.7249313, 8.223182, 429.1997, 212.1498
-7.917386, 0.7249314, 8.469839, 422.5796, 209.7195
-7.717508, 0.7249314, 8.476819, 437.7199, 209.6529
-7.917386, 0.7249314, 8.469839, 422.5796, 209.7195
-7.917386, 0.5486813, 8.469839, 422.5796, 223.2255
-7.717508, 0.5486813, 8.476819, 437.7199, 223.1469
-7.717508, 0.7249314, 8.476819, 437.7199, 209.6529
-7.717508, 0.7249314, 8.476819, 437.7199, 209.6529
-7.717508, 0.5486813, 8.476819, 437.7199, 223.1469
-7.708895, 0.5486813, 8.230162, 444.8261, 226.0114
-7.708895, 0.7249313, 8.230162, 444.8261, 212.0789
-7.908773, 0.5486813, 8.223182, 429.1997, 226.0952
-7.708895, 0.5486813, 8.230162, 444.8261, 226.0114
-7.717508, 0.5486813, 8.476819, 437.7199, 223.1469
-7.917386, 0.5486813, 8.469839, 422.5796, 223.2255
-7.908773, 0.7249313, 8.223182, 429.1997, 212.1498
-7.908773, 0.5486813, 8.223182, 429.1997, 226.0952
-7.917386, 0.5486813, 8.469839, 422.5796, 223.2255
-7.917386, 0.7249314, 8.469839, 422.5796, 209.7195
-7.708895, 0.7249313, 8.230162, 444.8261, 212.0789
-7.708895, 0.5486813, 8.230162, 444.8261, 226.0114
-7.908773, 0.5486813, 8.223182, 429.1997, 226.0952
-7.908773, 0.7249313, 8.223182, 429.1997, 212.1498
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.096589, 1.369311, 8.225131, 414.2945, 161.1582
-8.296103, 1.369311, 8.239082, 398.2215, 161.1102
-8.279614, 1.369311, 8.47487, 394.7226, 160.3244
-8.080101, 1.369311, 8.460918, 410.3047, 160.3696
-8.279614, 1.369311, 8.47487, 394.7226, 160.3244
-8.279614, 1.204311, 8.47487, 394.7226, 172.9602
-8.080101, 1.204311, 8.460918, 410.3047, 173.0279
-8.080101, 1.369311, 8.460918, 410.3047, 160.3696
-8.080101, 1.369311, 8.460918, 410.3047, 160.3696
-8.080101, 1.204311, 8.460918, 410.3047, 173.0279
-8.096589, 1.204311, 8.225131, 414.2945, 174.21
-8.096589, 1.369311, 8.225131, 414.2945, 161.1582
-8.296103, 1.204311, 8.239082, 398.2215, 174.1381
-8.096589, 1.204311, 8.225131, 414.2945, 174.21
-8.080101, 1.204311, 8.460918, 410.3047, 173.0279
-8.279614, 1.204311, 8.47487, 394.7226, 172.9602
-8.296103, 1.369311, 8.239082, 398.2215, 161.1102
-8.296103, 1.204311, 8.239082, 398.2215, 174.1381
-8.279614, 1.204311, 8.47487, 394.7226, 172.9602
-8.279614, 1.369311, 8.47487, 394.7226, 160.3244
-8.096589, 1.369311, 8.225131, 414.2945, 161.1582
-8.096589, 1.204311, 8.225131, 414.2945, 174.21
-8.296103, 1.204311, 8.239082, 398.2215, 174.1381
-8.296103, 1.369311, 8.239082, 398.2215, 161.1102
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.084038, 1.534311, 8.23538, 415.0508, 148.0886
-8.283916, 1.534311, 8.2284, 399.4078, 148.1007
-8.292166, 1.534311, 8.464621, 393.9628, 147.7052
-8.092287, 1.534311, 8.471601, 409.1389, 147.6938
-8.292166, 1.534311, 8.464621, 393.9628, 147.7052
-8.292166, 1.369311, 8.464621, 393.9628, 160.3575
-8.092287, 1.369311, 8.471601, 409.1389, 160.335
-8.092287, 1.534311, 8.471601, 409.1389, 147.6938
-8.092287, 1.534311, 8.471601, 409.1389, 147.6938
-8.092287, 1.369311, 8.471601, 409.1389, 160.335
-8.084038, 1.369311, 8.23538, 415.0508, 161.1229
-8.084038, 1.534311, 8.23538, 415.0508, 148.0886
-8.283916, 1.369311, 8.2284, 399.4078, 161.1469
-8.084038, 1.369311, 8.23538, 415.0508, 161.1229
-8.092287, 1.369311, 8.471601, 409.1389, 160.335
-8.292166, 1.369311, 8.464621, 393.9628, 160.3575
-8.283916, 1.534311, 8.2284, 399.4078, 148.1007
-8.283916, 1.369311, 8.2284, 399.4078, 161.1469
-8.292166, 1.369311, 8.464621, 393.9628, 160.3575
-8.292166, 1.534311, 8.464621, 393.9628, 147.7052
-8.084038, 1.534311, 8.23538, 415.0508, 148.0886
-8.084038, 1.369311, 8.23538, 415.0508, 161.1229
-8.283916, 1.369311, 8.2284, 399.4078, 161.1469
-8.283916, 1.534311, 8.2284, 399.4078, 148.1007
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.101003, 1.699311, 8.222013, 414.0169, 135.0545
-8.299908, 1.699311, 8.242919, 397.8414, 135.0544
-8.275201, 1.699311, 8.477987, 394.9989, 135.0527
-8.076296, 1.699311, 8.457082, 410.6804, 135.0529
-8.275201, 1.699311, 8.477987, 394.9989, 135.0527
-8.275201, 1.534311, 8.477987, 394.9989, 147.6835
-8.076296, 1.534311, 8.457082, 410.6804, 147.7174
-8.076296, 1.699311, 8.457082, 410.6804, 135.0529
-8.076296, 1.699311, 8.457082, 410.6804, 135.0529
-8.076296, 1.534311, 8.457082, 410.6804, 147.7174
-8.101003, 1.534311, 8.222013, 414.0169, 148.1117
-8.101003, 1.699311, 8.222013, 414.0169, 135.0545
-8.299908, 1.534311, 8.242919, 397.8414, 148.0757
-8.101003, 1.534311, 8.222013, 414.0169, 148.1117
-8.076296, 1.534311, 8.457082, 410.6804, 147.7174
-8.275201, 1.534311, 8.477987, 394.9989, 147.6835
-8.299908, 1.699311, 8.242919, 397.8414, 135.0544
-8.299908, 1.534311, 8.242919, 397.8414, 148.0757
-8.275201, 1.534311, 8.477987, 394.9989, 147.6835
-8.275201, 1.699311, 8.477987, 394.9989, 135.0527
-8.101003, 1.699311, 8.222013, 414.0169, 135.0545
-8.101003, 1.534311, 8.222013, 414.0169, 148.1117
-8.299908, 1.534311, 8.242919, 397.8414, 148.0757
-8.299908, 1.699311, 8.242919, 397.8414, 135.0544
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.701157, 1.380775, 8.237725, 445.2332, 160.2095
-7.900062, 1.380775, 8.21682, 430.0485, 160.2791
-7.92586, 1.380775, 8.462276, 422.1061, 159.4859
-7.726955, 1.380775, 8.483181, 436.8368, 159.4206
-7.92586, 1.380775, 8.462276, 422.1061, 159.4859
-7.92586, 1.204525, 8.462276, 422.1061, 173.0049
-7.726955, 1.204525, 8.483181, 436.8368, 172.9037
-7.726955, 1.380775, 8.483181, 436.8368, 159.4206
-7.726955, 1.380775, 8.483181, 436.8368, 159.4206
-7.726955, 1.204525, 8.483181, 436.8368, 172.9037
-7.701157, 1.204525, 8.237725, 445.2332, 174.1282
-7.701157, 1.380775, 8.237725, 445.2332, 160.2095
-7.900062, 1.204525, 8.21682, 430.0485, 174.2361
-7.701157, 1.204525, 8.237725, 445.2332, 174.1282
-7.726955, 1.204525, 8.483181, 436.8368, 172.9037
-7.92586, 1.204525, 8.462276, 422.1061, 173.0049
-7.900062, 1.380775, 8.21682, 430.0485, 160.2791
-7.900062, 1.204525, 8.21682, 430.0485, 174.2361
-7.92586, 1.204525, 8.462276, 422.1061, 173.0049
-7.92586, 1.380775, 8.462276, 422.1061, 159.4859
-7.701157, 1.380775, 8.237725, 445.2332, 160.2095
-7.701157, 1.204525, 8.237725, 445.2332, 174.1282
-7.900062, 1.204525, 8.21682, 430.0485, 174.2361
-7.900062, 1.380775, 8.21682, 430.0485, 160.2791
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.724645, 1.557025, 8.21835, 443.8983, 146.3198
-7.923883, 1.557025, 8.235782, 427.6924, 146.2938
-7.902372, 1.557025, 8.48165, 423.4532, 145.9397
-7.703134, 1.557025, 8.464219, 439.1406, 145.9641
-7.902372, 1.557025, 8.48165, 423.4532, 145.9397
-7.902372, 1.380775, 8.48165, 423.4532, 159.4254
-7.703134, 1.380775, 8.464219, 439.1406, 159.4798
-7.703134, 1.557025, 8.464219, 439.1406, 145.9641
-7.703134, 1.557025, 8.464219, 439.1406, 145.9641
-7.703134, 1.380775, 8.464219, 439.1406, 159.4798
-7.724645, 1.380775, 8.21835, 443.8983, 160.274
-7.724645, 1.557025, 8.21835, 443.8983, 146.3198
-7.923883, 1.380775, 8.235782, 427.6924, 160.216
-7.724645, 1.380775, 8.21835, 443.8983, 160.274
-7.703134, 1.380775, 8.464219, 439.1406, 159.4798
-7.902372, 1.380775, 8.48165, 423.4532, 159.4254
-7.923883, 1.557025, 8.235782, 427.6924, 146.2938
-7.923883, 1.380775, 8.235782, 427.6924, 160.216
-7.902372, 1.380775, 8.48165, 423.4532, 159.4254
-7.902372, 1.557025, 8.48165, 423.4532, 145.9397
-7.724645, 1.557025, 8.21835, 443.8983, 146.3198
-7.724645, 1.380775, 8.21835, 443.8983, 160.274
-7.923883, 1.380775, 8.235782, 427.6924, 160.216
-7.923883, 1.557025, 8.235782, 427.6924, 146.2938
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.703134, 1.733275, 8.235782, 445.1296, 132.3716
-7.902372, 1.733275, 8.21835, 429.8271, 132.3656
-7.923883, 1.733275, 8.464219, 422.2124, 132.4483
-7.724645, 1.733275, 8.48165, 437.052, 132.454
-7.923883, 1.733275, 8.464219, 422.2124, 132.4483
-7.923883, 1.557025, 8.464219, 422.2124, 145.9641
-7.724645, 1.557025, 8.48165, 437.052, 145.9397
-7.724645, 1.733275, 8.48165, 437.052, 132.454
-7.724645, 1.733275, 8.48165, 437.052, 132.454
-7.724645, 1.557025, 8.48165, 437.052, 145.9397
-7.703134, 1.557025, 8.235782, 445.1296, 146.2938
-7.703134, 1.733275, 8.235782, 445.1296, 132.3716
-7.902372, 1.557025, 8.21835, 429.8271, 146.3198
-7.703134, 1.557025, 8.235782, 445.1296, 146.2938
-7.724645, 1.557025, 8.48165, 437.052, 145.9397
-7.923883, 1.557025, 8.464219, 422.2124, 145.9641
-7.902372, 1.733275, 8.21835, 429.8271, 132.3656
-7.902372, 1.557025, 8.21835, 429.8271, 146.3198
-7.923883, 1.557025, 8.464219, 422.2124, 145.9641
-7.923883, 1.733275, 8.464219, 422.2124, 132.4483
-7.703134, 1.733275, 8.235782, 445.1296, 132.3716
-7.703134, 1.557025, 8.235782, 445.1296, 146.2938
-7.902372, 1.557025, 8.21835, 429.8271, 146.3198
-7.902372, 1.733275, 8.21835, 429.8271, 132.3656
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.323061, 1.369311, 8.240984, 474.9911, 161.1036
-7.522299, 1.369311, 8.223553, 459.7678, 161.1636
-7.5429, 1.369311, 8.459017, 451.5688, 160.3757
-7.343661, 1.369311, 8.476448, 466.353, 160.3193
-7.5429, 1.369311, 8.459017, 451.5688, 160.3757
-7.5429, 1.204311, 8.459017, 451.5688, 173.0372
-7.343661, 1.204311, 8.476448, 466.353, 172.9525
-7.343661, 1.369311, 8.476448, 466.353, 160.3193
-7.343661, 1.369311, 8.476448, 466.353, 160.3193
-7.343661, 1.204311, 8.476448, 466.353, 172.9525
-7.323061, 1.204311, 8.240984, 474.9911, 174.1282
-7.323061, 1.369311, 8.240984, 474.9911, 161.1036
-7.522299, 1.204311, 8.223553, 459.7678, 174.2182
-7.323061, 1.204311, 8.240984, 474.9911, 174.1282
-7.343661, 1.204311, 8.476448, 466.353, 172.9525
-7.5429, 1.204311, 8.459017, 451.5688, 173.0372
-7.522299, 1.369311, 8.223553, 459.7678, 161.1636
-7.522299, 1.204311, 8.223553, 459.7678, 174.2182
-7.5429, 1.204311, 8.459017, 451.5688, 173.0372
-7.5429, 1.369311, 8.459017, 451.5688, 160.3757
-7.323061, 1.369311, 8.240984, 474.9911, 161.1036
-7.323061, 1.204311, 8.240984, 474.9911, 174.1282
-7.522299, 1.204311, 8.223553, 459.7678, 174.2182
-7.522299, 1.369311, 8.223553, 459.7678, 161.1636
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.321175, 1.534311, 8.242919, 475.0801, 148.0757
-7.520079, 1.534311, 8.222013, 459.9881, 148.1117
-7.544785, 1.534311, 8.457082, 451.4765, 147.7174
-7.345881, 1.534311, 8.477987, 466.1385, 147.6835
-7.544785, 1.534311, 8.457082, 451.4765, 147.7174
-7.544785, 1.369311, 8.457082, 451.4765, 160.382
-7.345881, 1.369311, 8.477987, 466.1385, 160.3143
-7.345881, 1.534311, 8.477987, 466.1385, 147.6835
-7.345881, 1.534311, 8.477987, 466.1385, 147.6835
-7.345881, 1.369311, 8.477987, 466.1385, 160.3143
-7.321175, 1.369311, 8.242919, 475.0801, 161.097
-7.321175, 1.534311, 8.242919, 475.0801, 148.0757
-7.520079, 1.369311, 8.222013, 459.9881, 161.1689
-7.321175, 1.369311, 8.242919, 475.0801, 161.097
-7.345881, 1.369311, 8.477987, 466.1385, 160.3143
-7.544785, 1.369311, 8.457082, 451.4765, 160.382
-7.520079, 1.534311, 8.222013, 459.9881, 148.1117
-7.520079, 1.369311, 8.222013, 459.9881, 161.1689
-7.544785, 1.369311, 8.457082, 451.4765, 160.382
-7.544785, 1.534311, 8.457082, 451.4765, 147.7174
-7.321175, 1.534311, 8.242919, 475.0801, 148.0757
-7.321175, 1.369311, 8.242919, 475.0801, 161.097
-7.520079, 1.369311, 8.222013, 459.9881, 161.1689
-7.520079, 1.534311, 8.222013, 459.9881, 148.1117
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.321175, 1.699311, 8.242919, 475.0801, 135.0544
-7.520079, 1.699311, 8.222013, 459.9881, 135.0545
-7.544785, 1.699311, 8.457082, 451.4765, 135.0529
-7.345881, 1.699311, 8.477987, 466.1385, 135.0527
-7.544785, 1.699311, 8.457082, 451.4765, 135.0529
-7.544785, 1.534311, 8.457082, 451.4765, 147.7174
-7.345881, 1.534311, 8.477987, 466.1385, 147.6835
-7.345881, 1.699311, 8.477987, 466.1385, 135.0527
-7.345881, 1.699311, 8.477987, 466.1385, 135.0527
-7.345881, 1.534311, 8.477987, 466.1385, 147.6835
-7.321175, 1.534311, 8.242919, 475.0801, 148.0757
-7.321175, 1.699311, 8.242919, 475.0801, 135.0544
-7.520079, 1.534311, 8.222013, 459.9881, 148.1117
-7.321175, 1.534311, 8.242919, 475.0801, 148.0757
-7.345881, 1.534311, 8.477987, 466.1385, 147.6835
-7.544785, 1.534311, 8.457082, 451.4765, 147.7174
-7.520079, 1.699311, 8.222013, 459.9881, 135.0545
-7.520079, 1.534311, 8.222013, 459.9881, 148.1117
-7.544785, 1.534311, 8.457082, 451.4765, 147.7174
-7.544785, 1.699311, 8.457082, 451.4765, 135.0529
-7.321175, 1.699311, 8.242919, 475.0801, 135.0544
-7.321175, 1.534311, 8.242919, 475.0801, 148.0757
-7.520079, 1.534311, 8.222013, 459.9881, 148.1117
-7.520079, 1.699311, 8.222013, 459.9881, 135.0545
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.323061, 1.864311, 8.240984, 474.9911, 122.0298
-7.522299, 1.864311, 8.223553, 459.7678, 121.9999
-7.5429, 1.864311, 8.459017, 451.5688, 122.3914
-7.343661, 1.864311, 8.476448, 466.353, 122.4195
-7.5429, 1.864311, 8.459017, 451.5688, 122.3914
-7.5429, 1.699311, 8.459017, 451.5688, 135.0529
-7.343661, 1.699311, 8.476448, 466.353, 135.0527
-7.343661, 1.864311, 8.476448, 466.353, 122.4195
-7.343661, 1.864311, 8.476448, 466.353, 122.4195
-7.343661, 1.699311, 8.476448, 466.353, 135.0527
-7.323061, 1.699311, 8.240984, 474.9911, 135.0544
-7.323061, 1.864311, 8.240984, 474.9911, 122.0298
-7.522299, 1.699311, 8.223553, 459.7678, 135.0545
-7.323061, 1.699311, 8.240984, 474.9911, 135.0544
-7.343661, 1.699311, 8.476448, 466.353, 135.0527
-7.5429, 1.699311, 8.459017, 451.5688, 135.0529
-7.522299, 1.864311, 8.223553, 459.7678, 121.9999
-7.522299, 1.699311, 8.223553, 459.7678, 135.0545
-7.5429, 1.699311, 8.459017, 451.5688, 135.0529
-7.5429, 1.864311, 8.459017, 451.5688, 122.3914
-7.323061, 1.864311, 8.240984, 474.9911, 122.0298
-7.323061, 1.699311, 8.240984, 474.9911, 135.0544
-7.522299, 1.699311, 8.223553, 459.7678, 135.0545
-7.522299, 1.864311, 8.223553, 459.7678, 121.9999
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.335058, 2.029311, 8.230091, 474.3799, 108.9678
-7.535028, 2.029311, 8.233582, 458.4718, 108.9798
-7.530902, 2.029311, 8.46991, 452.1938, 109.7651
-7.330933, 2.029311, 8.466419, 467.6188, 109.7539
-7.530902, 2.029311, 8.46991, 452.1938, 109.7651
-7.530902, 1.864311, 8.46991, 452.1938, 122.409
-7.330933, 1.864311, 8.466419, 467.6188, 122.4034
-7.330933, 2.029311, 8.466419, 467.6188, 109.7539
-7.330933, 2.029311, 8.466419, 467.6188, 109.7539
-7.330933, 1.864311, 8.466419, 467.6188, 122.4034
-7.335058, 1.864311, 8.230091, 474.3799, 122.0111
-7.335058, 2.029311, 8.230091, 474.3799, 108.9678
-7.535028, 1.864311, 8.233582, 458.4718, 122.0171
-7.335058, 1.864311, 8.230091, 474.3799, 122.0111
-7.330933, 1.864311, 8.466419, 467.6188, 122.4034
-7.530902, 1.864311, 8.46991, 452.1938, 122.409
-7.535028, 2.029311, 8.233582, 458.4718, 108.9798
-7.535028, 1.864311, 8.233582, 458.4718, 122.0171
-7.530902, 1.864311, 8.46991, 452.1938, 122.409
-7.530902, 2.029311, 8.46991, 452.1938, 109.7651
-7.335058, 2.029311, 8.230091, 474.3799, 108.9678
-7.335058, 1.864311, 8.230091, 474.3799, 122.0111
-7.535028, 1.864311, 8.233582, 458.4718, 122.0171
-7.535028, 2.029311, 8.233582, 458.4718, 108.9798
box_1_Parle-G-GOLD(Clone) stack 48 Shelf_2 Rack_1_0_0
-8.074084, 2.560843, 8.245652, 415.5996, 67.08922
-8.274085, 2.560843, 8.245652, 399.8218, 67.08922
-8.274085, 2.560843, 8.454349, 395.5534, 68.90291
-8.074084, 2.560843, 8.454349, 410.9099, 68.90291
-8.274085, 2.560843, 8.454349, 395.5534, 68.90291
-8.274085, 2.388343, 8.454349, 395.5534, 82.14775
-8.074084, 2.388343, 8.454349, 410.9099, 82.14775
-8.074084, 2.560843, 8.454349, 410.9099, 68.90291
-8.074084, 2.560843, 8.454349, 410.9099, 68.90291
-8.074084, 2.388343, 8.454349, 410.9099, 82.14775
-8.074084, 2.388343, 8.245652, 415.5996, 80.69751
-8.074084, 2.560843, 8.245652, 415.5996, 67.08922
-8.274085, 2.388343, 8.245652, 399.8218, 80.69751
-8.074084, 2.388343, 8.245652, 415.5996, 80.69751
-8.074084, 2.388343, 8.454349, 410.9099, 82.14775
-8.274085, 2.388343, 8.454349, 395.5534, 82.14775
-8.274085, 2.560843, 8.245652, 399.8218, 67.08922
-8.274085, 2.388343, 8.245652, 399.8218, 80.69751
-8.274085, 2.388343, 8.454349, 395.5534, 82.14775
-8.274085, 2.560843, 8.454349, 395.5534, 68.90291
-8.074084, 2.560843, 8.245652, 415.5996, 67.08922
-8.074084, 2.388343, 8.245652, 415.5996, 80.69751
-8.274085, 2.388343, 8.245652, 399.8218, 80.69751
-8.274085, 2.560843, 8.245652, 399.8218, 67.08922
box_8_lizol(Clone) stack 49 Shelf_2 Rack_1_0_0
-7.7016, 2.565368, 8.21835, 445.7229, 66.48628
-7.900839, 2.565368, 8.235782, 429.5126, 66.64352
-7.879328, 2.565368, 8.48165, 425.2166, 68.78677
-7.680089, 2.565368, 8.464219, 440.9078, 68.63925
-7.879328, 2.565368, 8.48165, 425.2166, 68.78677
-7.879328, 2.389118, 8.48165, 425.2166, 82.27245
-7.680089, 2.389118, 8.464219, 440.9078, 82.15498
-7.680089, 2.565368, 8.464219, 440.9078, 68.63925
-7.680089, 2.565368, 8.464219, 440.9078, 68.63925
-7.680089, 2.389118, 8.464219, 440.9078, 82.15498
-7.7016, 2.389118, 8.21835, 445.7229, 80.44051
-7.7016, 2.565368, 8.21835, 445.7229, 66.48628
-7.900839, 2.389118, 8.235782, 429.5126, 80.5657
-7.7016, 2.389118, 8.21835, 445.7229, 80.44051
-7.680089, 2.389118, 8.464219, 440.9078, 82.15498
-7.879328, 2.389118, 8.48165, 425.2166, 82.27245
-7.900839, 2.565368, 8.235782, 429.5126, 66.64352
-7.900839, 2.389118, 8.235782, 429.5126, 80.5657
-7.879328, 2.389118, 8.48165, 425.2166, 82.27245
-7.879328, 2.565368, 8.48165, 425.2166, 68.78677
-7.7016, 2.565368, 8.21835, 445.7229, 66.48628
-7.7016, 2.389118, 8.21835, 445.7229, 80.44051
-7.900839, 2.389118, 8.235782, 429.5126, 80.5657
-7.900839, 2.565368, 8.235782, 429.5126, 66.64352
box_7_litchi(Clone) stack 50 Shelf_2 Rack_1_0_0
-7.303849, 2.599012, 8.246572, 476.3339, 64.08665
-7.503727, 2.599012, 8.253551, 460.3655, 64.15167
-7.496747, 2.599012, 8.453429, 455.2642, 65.96407
-7.296869, 2.599012, 8.446449, 470.8192, 65.90234
-7.496747, 2.599012, 8.453429, 455.2642, 65.96407
-7.496747, 2.389012, 8.453429, 455.2642, 82.09015
-7.296869, 2.389012, 8.446449, 470.8192, 82.04285
-7.296869, 2.599012, 8.446449, 470.8192, 65.90234
-7.296869, 2.599012, 8.446449, 470.8192, 65.90234
