box_3_Hareli(Clone) stack 116 Shelf_0 Rack_1_1_0
-7.953739, 0.01971789, 0.4570819, 393.223, 263.97
-7.929032, 0.1847178, 0.2220132, 399.9286, 254.9113
-7.929032, 0.01971789, 0.2220132, 399.9286, 267.9686
-7.953739, 0.01971789, 0.4570819, 393.223, 263.97
-7.953739, 0.1847178, 0.4570819, 393.223, 251.3055
-7.730128, 0.1847178, 0.2429189, 415.1857, 254.5816
-7.730128, 0.01971789, 0.2429189, 415.1857, 267.6029
-7.929032, 0.01971789, 0.2220132, 399.9286, 267.9686
-7.929032, 0.1847178, 0.2220132, 399.9286, 254.9113
box4_Fairever(Clone) stack 118 Shelf_0 Rack_1_1_0
-7.744011, 0.3497178, 0.2300913, 414.3843, 241.7404
-7.943981, 0.3497178, 0.2335818, 398.5038, 241.6913
-7.939856, 0.3497179, 0.4699094, 394.0358, 238.4711
-7.739886, 0.3497179, 0.4664189, 409.4349, 238.5172
-7.939856, 0.3497179, 0.4699094, 394.0358, 238.4711
-7.939856, 0.1847179, 0.4699094, 394.0358, 251.1149
-7.739886, 0.1847179, 0.4664189, 409.4349, 251.1667
-7.739886, 0.3497179, 0.4664189, 409.4349, 238.5172
-7.739886, 0.3497179, 0.4664189, 409.4349, 238.5172
-7.739886, 0.1847179, 0.4664189, 409.4349, 251.1667
-7.744011, 0.1847178, 0.2300914, 414.3843, 254.7837
-7.744011, 0.3497178, 0.2300913, 414.3843, 241.7404
-7.943981, 0.1847178, 0.2335818, 398.5038, 254.7287
-7.744011, 0.1847178, 0.2300914, 414.3843, 254.7837
-7.739886, 0.1847179, 0.4664189, 409.4349, 251.1667
-7.939856, 0.1847179, 0.4699094, 394.0358, 251.1149
-7.943981, 0.3497178, 0.2335818, 398.5038, 241.6913
-7.943981, 0.1847178, 0.2335818, 398.5038, 254.7287
-7.939856, 0.1847179, 0.4699094, 394.0358, 251.1149
-7.939856, 0.3497179, 0.4699094, 394.0358, 238.4711
-7.744011, 0.3497178, 0.2300913, 414.3843, 241.7404
-7.744011, 0.1847178, 0.2300914, 414.3843, 254.7837
-7.943981, 0.1847178, 0.2335818, 398.5038, 254.7287
-7.943981, 0.3497178, 0.2335818, 398.5038, 241.6913
box4_Fairever(Clone) stack 118 Shelf_0 Rack_1_1_0
-7.728276, 0.5147178, 0.2448864, 415.2866, 228.5148
-7.926785, 0.5147178, 0.2205126, 400.1381, 228.8155
-7.955591, 0.5147178, 0.4551143, 393.1194, 225.9992
-7.757082, 0.5147178, 0.4794882, 407.8364, 225.7163
-7.955591, 0.5147178, 0.4551143, 393.1194, 225.9992
-7.955591, 0.3497178, 0.4551143, 393.1194, 238.667
-7.757082, 0.3497178, 0.4794882, 407.8364, 238.3447
-7.757082, 0.5147178, 0.4794882, 407.8364, 225.7163
-7.757082, 0.5147178, 0.4794882, 407.8364, 225.7163
-7.757082, 0.3497178, 0.4794882, 407.8364, 238.3447
-7.728276, 0.3497178, 0.2448865, 415.2866, 241.5327
-7.728276, 0.5147178, 0.2448864, 415.2866, 228.5148
-7.926785, 0.3497178, 0.2205126, 400.1381, 241.8753
-7.728276, 0.3497178, 0.2448865, 415.2866, 241.5327
-7.757082, 0.3497178, 0.4794882, 407.8364, 238.3447
-7.955591, 0.3497178, 0.4551143, 393.1194, 238.667
-7.926785, 0.5147178, 0.2205126, 400.1381, 228.8155
-7.926785, 0.3497178, 0.2205126, 400.1381, 241.8753
-7.955591, 0.3497178, 0.4551143, 393.1194, 238.667
-7.955591, 0.5147178, 0.4551143, 393.1194, 225.9992
-7.728276, 0.5147178, 0.2448864, 415.2866, 228.5148
-7.728276, 0.3497178, 0.2448865, 415.2866, 241.5327
-7.926785, 0.3497178, 0.2205126, 400.1381, 241.8753
-7.926785, 0.5147178, 0.2205126, 400.1381, 228.8155
box4_Fairever(Clone) stack 118 Shelf_0 Rack_1_1_0
-7.733933, 0.6797177, 0.2390821, 414.9738, 215.5583
-7.933446, 0.6797177, 0.2251308, 399.5137, 215.7065
-7.949934, 0.6797178, 0.4609186, 393.4397, 213.2733
-7.750421, 0.6797178, 0.4748699, 408.4454, 213.134
-7.949934, 0.6797178, 0.4609186, 393.4397, 213.2733
-7.949934, 0.5147178, 0.4609186, 393.4397, 225.9317
-7.750421, 0.5147178, 0.4748699, 408.4454, 225.7698
-7.750421, 0.6797178, 0.4748699, 408.4454, 213.134
-7.750421, 0.6797178, 0.4748699, 408.4454, 213.134
-7.750421, 0.5147178, 0.4748699, 408.4454, 225.7698
-7.733933, 0.5147178, 0.2390821, 414.9738, 228.5862
-7.733933, 0.6797177, 0.2390821, 414.9738, 215.5583
-7.933446, 0.5147178, 0.2251309, 399.5137, 228.7583
-7.733933, 0.5147178, 0.2390821, 414.9738, 228.5862
-7.750421, 0.5147178, 0.4748699, 408.4454, 225.7698
-7.949934, 0.5147178, 0.4609186, 393.4397, 225.9317
-7.933446, 0.6797177, 0.2251308, 399.5137, 215.7065
-7.933446, 0.5147178, 0.2251309, 399.5137, 228.7583
-7.949934, 0.5147178, 0.4609186, 393.4397, 225.9317
-7.949934, 0.6797178, 0.4609186, 393.4397, 213.2733
-7.733933, 0.6797177, 0.2390821, 414.9738, 215.5583
-7.733933, 0.5147178, 0.2390821, 414.9738, 228.5862
-7.933446, 0.5147178, 0.2251309, 399.5137, 228.7583
-7.933446, 0.6797177, 0.2251308, 399.5137, 215.7065
box4_Fairever(Clone) stack 118 Shelf_0 Rack_1_1_0
-7.732014, 0.8447177, 0.2409839, 415.0815, 202.5135
-7.931253, 0.8447177, 0.2235528, 399.7204, 202.6687
-7.951853, 0.8447177, 0.4590169, 393.3298, 200.631
-7.752614, 0.8447177, 0.476448, 408.2435, 200.485
-7.951853, 0.8447177, 0.4590169, 393.3298, 200.631
-7.951853, 0.6797177, 0.4590169, 393.3298, 213.2924
-7.752614, 0.6797177, 0.476448, 408.2435, 213.1182
-7.752614, 0.8447177, 0.476448, 408.2435, 200.485
-7.752614, 0.8447177, 0.476448, 408.2435, 200.485
-7.752614, 0.6797177, 0.476448, 408.2435, 213.1182
-7.732014, 0.6797177, 0.2409839, 415.0815, 215.5382
-7.732014, 0.8447177, 0.2409839, 415.0815, 202.5135
-7.931253, 0.6797177, 0.2235527, 399.7204, 215.7233
-7.732014, 0.6797177, 0.2409839, 415.0815, 215.5382
-7.752614, 0.6797177, 0.476448, 408.2435, 213.1182
-7.951853, 0.6797177, 0.4590169, 393.3298, 213.2924
-7.931253, 0.8447177, 0.2235528, 399.7204, 202.6687
-7.931253, 0.6797177, 0.2235527, 399.7204, 215.7233
-7.951853, 0.6797177, 0.4590169, 393.3298, 213.2924
-7.951853, 0.8447177, 0.4590169, 393.3298, 200.631
-7.732014, 0.8447177, 0.2409839, 415.0815, 202.5135
-7.732014, 0.6797177, 0.2409839, 415.0815, 215.5382
-7.931253, 0.6797177, 0.2235527, 399.7204, 215.7233
-7.931253, 0.8447177, 0.2235528, 399.7204, 202.6687
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.047181, 1.369311, 0.2409839, 390.2031, 161.1036
-8.24642, 1.369311, 0.2235528, 374.7848, 161.1636
-8.26702, 1.369311, 0.4590169, 369.1451, 160.3757
-8.067781, 1.369311, 0.476448, 384.1126, 160.3193
-8.26702, 1.369311, 0.4590169, 369.1451, 160.3757
-8.26702, 1.204311, 0.4590169, 369.1451, 173.0372
-8.067781, 1.204311, 0.476448, 384.1126, 172.9525
-8.067781, 1.369311, 0.476448, 384.1126, 160.3193
-8.067781, 1.369311, 0.476448, 384.1126, 160.3193
-8.067781, 1.204311, 0.476448, 384.1126, 172.9525
-8.047181, 1.204311, 0.2409839, 390.2031, 174.1282
-8.047181, 1.369311, 0.2409839, 390.2031, 161.1036
-8.24642, 1.204311, 0.2235527, 374.7848, 174.2182
-8.047181, 1.204311, 0.2409839, 390.2031, 174.1282
-8.067781, 1.204311, 0.476448, 384.1126, 172.9525
-8.26702, 1.204311, 0.4590169, 369.1451, 173.0372
-8.24642, 1.369311, 0.2235528, 374.7848, 161.1636
-8.24642, 1.204311, 0.2235527, 374.7848, 174.2182
-8.26702, 1.204311, 0.4590169, 369.1451, 173.0372
-8.26702, 1.369311, 0.4590169, 369.1451, 160.3757
-8.047181, 1.369311, 0.2409839, 390.2031, 161.1036
-8.047181, 1.204311, 0.2409839, 390.2031, 174.1282
-8.24642, 1.204311, 0.2235527, 374.7848, 174.2182
-8.24642, 1.369311, 0.2235528, 374.7848, 161.1636
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.053037, 1.534311, 0.2353805, 389.8513, 148.0886
-8.252915, 1.534311, 0.2284006, 374.1852, 148.1007
-8.261165, 1.534311, 0.4646202, 369.5016, 147.7052
-8.061286, 1.534311, 0.4716001, 384.6994, 147.6938
-8.261165, 1.534311, 0.4646202, 369.5016, 147.7052
-8.261165, 1.369311, 0.4646202, 369.5016, 160.3575
-8.061286, 1.369311, 0.4716001, 384.6994, 160.335
-8.061286, 1.534311, 0.4716001, 384.6994, 147.6938
-8.061286, 1.534311, 0.4716001, 384.6994, 147.6938
-8.061286, 1.369311, 0.4716001, 384.6994, 160.335
-8.053037, 1.369311, 0.2353805, 389.8513, 161.1229
-8.053037, 1.534311, 0.2353805, 389.8513, 148.0886
-8.252915, 1.369311, 0.2284006, 374.1852, 161.1469
-8.053037, 1.369311, 0.2353805, 389.8513, 161.1229
-8.061286, 1.369311, 0.4716001, 384.6994, 160.335
-8.261165, 1.369311, 0.4646202, 369.5016, 160.3575
-8.252915, 1.534311, 0.2284006, 374.1852, 148.1007
-8.252915, 1.369311, 0.2284006, 374.1852, 161.1469
-8.261165, 1.369311, 0.4646202, 369.5016, 160.3575
-8.261165, 1.534311, 0.4646202, 369.5016, 147.7052
-8.053037, 1.534311, 0.2353805, 389.8513, 148.0886
-8.053037, 1.369311, 0.2353805, 389.8513, 161.1229
-8.252915, 1.369311, 0.2284006, 374.1852, 161.1469
-8.252915, 1.534311, 0.2284006, 374.1852, 148.1007
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.0571, 1.699311, 0.2318186, 389.6005, 135.0544
-8.257101, 1.699311, 0.2318186, 373.7939, 135.0544
-8.257101, 1.699311, 0.4681821, 369.7542, 135.0528
-8.0571, 1.699311, 0.4681821, 385.0835, 135.0528
-8.257101, 1.699311, 0.4681821, 369.7542, 135.0528
-8.257101, 1.534311, 0.4681821, 369.7542, 147.6994
-8.0571, 1.534311, 0.4681821, 385.0835, 147.6994
-8.0571, 1.699311, 0.4681821, 385.0835, 135.0528
-8.0571, 1.699311, 0.4681821, 385.0835, 135.0528
-8.0571, 1.534311, 0.4681821, 385.0835, 147.6994
-8.0571, 1.534311, 0.2318186, 389.6005, 148.0948
-8.0571, 1.699311, 0.2318186, 389.6005, 135.0544
-8.257101, 1.534311, 0.2318186, 373.7939, 148.0948
-8.0571, 1.534311, 0.2318186, 389.6005, 148.0948
-8.0571, 1.534311, 0.4681821, 385.0835, 147.6994
-8.257101, 1.534311, 0.4681821, 369.7542, 147.6994
-8.257101, 1.699311, 0.2318186, 373.7939, 135.0544
-8.257101, 1.534311, 0.2318186, 373.7939, 148.0948
-8.257101, 1.534311, 0.4681821, 369.7542, 147.6994
-8.257101, 1.699311, 0.4681821, 369.7542, 135.0528
-8.0571, 1.699311, 0.2318186, 389.6005, 135.0544
-8.0571, 1.534311, 0.2318186, 389.6005, 148.0948
-8.257101, 1.534311, 0.2318186, 373.7939, 148.0948
-8.257101, 1.699311, 0.2318186, 373.7939, 135.0544
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.055054, 1.864311, 0.2335818, 389.7274, 122.0171
-8.255023, 1.864311, 0.2300913, 373.9886, 122.0111
-8.259148, 1.864311, 0.4664189, 369.6265, 122.4034
-8.059178, 1.864311, 0.4699094, 384.8922, 122.409
-8.259148, 1.864311, 0.4664189, 369.6265, 122.4034
-8.259148, 1.699311, 0.4664189, 369.6265, 135.0528
-8.059178, 1.699311, 0.4699094, 384.8922, 135.0528
-8.059178, 1.864311, 0.4699094, 384.8922, 122.409
-8.059178, 1.864311, 0.4699094, 384.8922, 122.409
-8.059178, 1.699311, 0.4699094, 384.8922, 135.0528
-8.055054, 1.699311, 0.2335818, 389.7274, 135.0544
-8.055054, 1.864311, 0.2335818, 389.7274, 122.0171
-8.255023, 1.699311, 0.2300914, 373.9886, 135.0545
-8.055054, 1.699311, 0.2335818, 389.7274, 135.0544
-8.059178, 1.699311, 0.4699094, 384.8922, 135.0528
-8.259148, 1.699311, 0.4664189, 369.6265, 135.0528
-8.255023, 1.864311, 0.2300913, 373.9886, 122.0111
-8.255023, 1.699311, 0.2300914, 373.9886, 135.0545
-8.259148, 1.699311, 0.4664189, 369.6265, 135.0528
-8.259148, 1.864311, 0.4664189, 369.6265, 122.4034
-8.055054, 1.864311, 0.2335818, 389.7274, 122.0171
-8.055054, 1.699311, 0.2335818, 389.7274, 135.0544
-8.255023, 1.699311, 0.2300914, 373.9886, 135.0545
-8.255023, 1.864311, 0.2300913, 373.9886, 122.0111
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.0571, 2.029311, 0.2318186, 389.6005, 108.9737
-8.257101, 2.029311, 0.2318186, 373.7939, 108.9737
-8.257101, 2.029311, 0.4681821, 369.7542, 109.7596
-8.0571, 2.029311, 0.4681821, 385.0835, 109.7596
-8.257101, 2.029311, 0.4681821, 369.7542, 109.7596
-8.257101, 1.864311, 0.4681821, 369.7542, 122.4062
-8.0571, 1.864311, 0.4681821, 385.0835, 122.4062
-8.0571, 2.029311, 0.4681821, 385.0835, 109.7596
-8.0571, 2.029311, 0.4681821, 385.0835, 109.7596
-8.0571, 1.864311, 0.4681821, 385.0835, 122.4062
-8.0571, 1.864311, 0.2318186, 389.6005, 122.0141
-8.0571, 2.029311, 0.2318186, 389.6005, 108.9737
-8.257101, 1.864311, 0.2318186, 373.7939, 122.0141
-8.0571, 1.864311, 0.2318186, 389.6005, 122.0141
-8.0571, 1.864311, 0.4681821, 385.0835, 122.4062
-8.257101, 1.864311, 0.4681821, 369.7542, 122.4062
-8.257101, 2.029311, 0.2318186, 373.7939, 108.9737
-8.257101, 1.864311, 0.2318186, 373.7939, 122.0141
-8.257101, 1.864311, 0.4681821, 369.7542, 122.4062
-8.257101, 2.029311, 0.4681821, 369.7542, 109.7596
-8.0571, 2.029311, 0.2318186, 389.6005, 108.9737
-8.0571, 1.864311, 0.2318186, 389.6005, 122.0141
-8.257101, 1.864311, 0.2318186, 373.7939, 122.0141
-8.257101, 2.029311, 0.2318186, 373.7939, 108.9737
box_3_Hareli(Clone) stack 120 Shelf_1 Rack_1_1_0
-7.651932, 1.353857, 0.2510558, 421.1628, 162.2874
-7.850837, 1.353857, 0.2301501, 405.9384, 162.3625
-7.873833, 1.353857, 0.448945, 399.5222, 161.5959
-7.674929, 1.353857, 0.4698507, 414.3383, 161.5249
-7.873833, 1.353857, 0.448945, 399.5222, 161.5959
-7.873833, 1.203857, 0.448945, 399.5222, 173.1211
-7.674929, 1.203857, 0.4698507, 414.3383, 173.0193
-7.674929, 1.353857, 0.4698507, 414.3383, 161.5249
-7.674929, 1.353857, 0.4698507, 414.3383, 161.5249
-7.674929, 1.203857, 0.4698507, 414.3383, 173.0193
-7.651932, 1.203857, 0.2510558, 421.1628, 174.1123
-7.651932, 1.353857, 0.2510558, 421.1628, 162.2874
-7.850837, 1.203857, 0.2301501, 405.9384, 174.22
-7.651932, 1.203857, 0.2510558, 421.1628, 174.1123
-7.674929, 1.203857, 0.4698507, 414.3383, 173.0193
-7.873833, 1.203857, 0.448945, 399.5222, 173.1211
-7.850837, 1.353857, 0.2301501, 405.9384, 162.3625
-7.850837, 1.203857, 0.2301501, 405.9384, 174.22
-7.873833, 1.203857, 0.448945, 399.5222, 173.1211
-7.873833, 1.353857, 0.448945, 399.5222, 161.5959
-7.651932, 1.353857, 0.2510558, 421.1628, 162.2874
-7.651932, 1.203857, 0.2510558, 421.1628, 174.1123
-7.850837, 1.203857, 0.2301501, 405.9384, 174.22
-7.850837, 1.353857, 0.2301501, 405.9384, 162.3625
box_3_Hareli(Clone) stack 120 Shelf_1 Rack_1_1_0
-7.668777, 1.503857, 0.2349175, 420.2171, 150.4953
-7.868503, 1.503857, 0.2453847, 404.2124, 150.474
-7.856989, 1.503857, 0.4650832, 400.4848, 150.0396
-7.657263, 1.503857, 0.454616, 416.0345, 150.0597
-7.856989, 1.503857, 0.4650832, 400.4848, 150.0396
-7.856989, 1.353857, 0.4650832, 400.4848, 161.541
-7.657263, 1.353857, 0.4546161, 416.0345, 161.5766
-7.657263, 1.503857, 0.454616, 416.0345, 150.0597
-7.657263, 1.503857, 0.454616, 416.0345, 150.0597
-7.657263, 1.353857, 0.4546161, 416.0345, 161.5766
-7.668777, 1.353857, 0.2349175, 420.2171, 162.3453
-7.668777, 1.503857, 0.2349175, 420.2171, 150.4953
-7.868503, 1.353857, 0.2453847, 404.2124, 162.3077
-7.668777, 1.353857, 0.2349175, 420.2171, 162.3453
-7.657263, 1.353857, 0.4546161, 416.0345, 161.5766
-7.856989, 1.353857, 0.4650832, 400.4848, 161.541
-7.868503, 1.503857, 0.2453847, 404.2124, 150.474
-7.868503, 1.353857, 0.2453847, 404.2124, 162.3077
-7.856989, 1.353857, 0.4650832, 400.4848, 161.541
-7.856989, 1.503857, 0.4650832, 400.4848, 150.0396
-7.668777, 1.503857, 0.2349175, 420.2171, 150.4953
-7.668777, 1.353857, 0.2349175, 420.2171, 162.3453
-7.868503, 1.353857, 0.2453847, 404.2124, 162.3077
-7.868503, 1.503857, 0.2453847, 404.2124, 150.474
box_3_Hareli(Clone) stack 120 Shelf_1 Rack_1_1_0
-7.662883, 1.653857, 0.2400003, 420.5619, 138.6428
-7.862883, 1.653857, 0.2400003, 404.7724, 138.6428
-7.862883, 1.653857, 0.4600004, 400.1368, 138.5403
-7.662883, 1.653857, 0.4600004, 415.4821, 138.5403
-7.862883, 1.653857, 0.4600004, 400.1368, 138.5403
-7.862883, 1.503857, 0.4600004, 400.1368, 150.0493
-7.662883, 1.503857, 0.4600004, 415.4821, 150.0493
-7.662883, 1.653857, 0.4600004, 415.4821, 138.5403
-7.662883, 1.653857, 0.4600004, 415.4821, 138.5403
-7.662883, 1.503857, 0.4600004, 415.4821, 150.0493
-7.662883, 1.503857, 0.2400004, 420.5619, 150.485
-7.662883, 1.653857, 0.2400003, 420.5619, 138.6428
-7.862883, 1.503857, 0.2400004, 404.7724, 150.485
-7.662883, 1.503857, 0.2400004, 420.5619, 150.485
-7.662883, 1.503857, 0.4600004, 415.4821, 150.0493
-7.862883, 1.503857, 0.4600004, 400.1368, 150.0493
-7.862883, 1.653857, 0.2400003, 404.7724, 138.6428
-7.862883, 1.503857, 0.2400004, 404.7724, 150.485
-7.862883, 1.503857, 0.4600004, 400.1368, 150.0493
-7.862883, 1.653857, 0.4600004, 400.1368, 138.5403
-7.662883, 1.653857, 0.2400003, 420.5619, 138.6428
-7.662883, 1.503857, 0.2400004, 420.5619, 150.485
-7.862883, 1.503857, 0.2400004, 404.7724, 150.485
-7.862883, 1.653857, 0.2400003, 404.7724, 138.6428
box_8_lizol(Clone) stack 121 Shelf_1 Rack_1_1_0
-7.275177, 1.380775, 0.2215317, 451.6846, 160.2634
-7.474903, 1.380775, 0.2319989, 435.6084, 160.2285
-7.461986, 1.380775, 0.4784691, 430.4464, 159.4353
-7.26226, 1.380775, 0.4680019, 446.0097, 159.468
-7.461986, 1.380775, 0.4784691, 430.4464, 159.4353
-7.461986, 1.204525, 0.4784691, 430.4464, 172.9264
-7.26226, 1.204525, 0.4680019, 446.0097, 172.9771
-7.26226, 1.380775, 0.4680019, 446.0097, 159.468
-7.26226, 1.380775, 0.4680019, 446.0097, 159.468
-7.26226, 1.204525, 0.4680019, 446.0097, 172.9771
-7.275177, 1.204525, 0.2215317, 451.6846, 174.2117
-7.275177, 1.380775, 0.2215317, 451.6846, 160.2634
-7.474903, 1.204525, 0.2319989, 435.6084, 174.1577
-7.275177, 1.204525, 0.2215317, 451.6846, 174.2117
-7.26226, 1.204525, 0.4680019, 446.0097, 172.9771
-7.461986, 1.204525, 0.4784691, 430.4464, 172.9264
-7.474903, 1.380775, 0.2319989, 435.6084, 160.2285
-7.474903, 1.204525, 0.2319989, 435.6084, 174.1577
-7.461986, 1.204525, 0.4784691, 430.4464, 172.9264
-7.461986, 1.380775, 0.4784691, 430.4464, 159.4353
-7.275177, 1.380775, 0.2215317, 451.6846, 160.2634
-7.275177, 1.204525, 0.2215317, 451.6846, 174.2117
-7.474903, 1.204525, 0.2319989, 435.6084, 174.1577
-7.474903, 1.380775, 0.2319989, 435.6084, 160.2285
box_8_lizol(Clone) stack 121 Shelf_1 Rack_1_1_0
-7.260217, 1.557025, 0.2338724, 452.5227, 146.2966
-7.45973, 1.557025, 0.2199211, 437.121, 146.3174
-7.476946, 1.557025, 0.4661284, 429.5998, 145.9614
-7.277433, 1.557025, 0.4800797, 444.5311, 145.9419
-7.476946, 1.557025, 0.4661284, 429.5998, 145.9614
-7.476946, 1.380775, 0.4661284, 429.5998, 159.4738
-7.277433, 1.380775, 0.4800797, 444.5311, 159.4303
-7.277433, 1.557025, 0.4800797, 444.5311, 145.9419
-7.277433, 1.557025, 0.4800797, 444.5311, 145.9419
-7.277433, 1.380775, 0.4800797, 444.5311, 159.4303
-7.260217, 1.380775, 0.2338724, 452.5227, 160.2223
-7.260217, 1.557025, 0.2338724, 452.5227, 146.2966
-7.45973, 1.380775, 0.2199211, 437.121, 160.2688
-7.260217, 1.380775, 0.2338724, 452.5227, 160.2223
-7.277433, 1.380775, 0.4800797, 444.5311, 159.4303
-7.476946, 1.380775, 0.4661284, 429.5998, 159.4738
-7.45973, 1.557025, 0.2199211, 437.121, 146.3174
-7.45973, 1.380775, 0.2199211, 437.121, 160.2688
