box_3_Hareli(Clone) stack 116 Shelf_0 Rack_1_1_0
-7.568684, 0.3641559, 0.4560776, 445.8308, 237.5459
-7.368715, 0.3641559, 0.4525871, 461.2802, 237.5917
-7.568684, 0.3641559, 0.4560776, 445.8308, 237.5459
-7.568684, 0.1916559, 0.4560776, 445.8308, 250.7878
-7.368715, 0.1916559, 0.4525871, 461.2802, 250.8396
-7.368715, 0.3641559, 0.4525871, 461.2802, 237.5917
-7.368715, 0.3641559, 0.4525871, 461.2802, 237.5917
-7.368715, 0.1916559, 0.4525871, 461.2802, 250.8396
-7.372357, 0.1916559, 0.2439232, 467.0651, 254.0184
-7.372357, 0.3641559, 0.2439232, 467.0651, 240.407
-7.572326, 0.1916559, 0.2474137, 451.1893, 253.9638
-7.372357, 0.1916559, 0.2439232, 467.0651, 254.0184
-7.368715, 0.1916559, 0.4525871, 461.2802, 250.8396
-7.568684, 0.1916559, 0.4560776, 445.8308, 250.7878
-7.572326, 0.3641559, 0.2474137, 451.1893, 240.3586
-7.572326, 0.1916559, 0.2474137, 451.1893, 253.9638
-7.568684, 0.1916559, 0.4560776, 445.8308, 250.7878
-7.568684, 0.3641559, 0.4560776, 445.8308, 237.5459
-7.372357, 0.3641559, 0.2439232, 467.0651, 240.407
-7.372357, 0.1916559, 0.2439232, 467.0651, 254.0184
-7.572326, 0.1916559, 0.2474137, 451.1893, 253.9638
-7.572326, 0.3641559, 0.2474137, 451.1893, 240.3586
box4_Fairever(Clone) stack 118 Shelf_0 Rack_1_1_0
-7.730128, 0.1847178, 0.2429189, 438.8608, 254.5816
-7.929032, 0.1847178, 0.2220132, 423.669, 254.9113
-7.953739, 0.1847178, 0.4570819, 416.2495, 251.3055
-7.754835, 0.1847178, 0.4779876, 431.0055, 250.9953
-7.953739, 0.1847178, 0.4570819, 416.2495, 251.3055
-7.953739, 0.01971789, 0.4570819, 416.2495, 263.97
-7.754835, 0.01971789, 0.4779876, 431.0055, 263.626
-7.754835, 0.1847178, 0.4779876, 431.0055, 250.9953
-7.754835, 0.1847178, 0.4779876, 431.0055, 250.9953
-7.754835, 0.01971789, 0.4779876, 431.0055, 263.626
-7.730128, 0.01971789, 0.2429189, 438.8608, 267.6029
-7.730128, 0.1847178, 0.2429189, 438.8608, 254.5816
-7.929032, 0.01971789, 0.2220132, 423.669, 267.9686
-7.730128, 0.01971789, 0.2429189, 438.8608, 267.6029
-7.754835, 0.01971789, 0.4779876, 431.0055, 263.626
-7.953739, 0.01971789, 0.4570819, 416.2495, 263.97
-7.929032, 0.1847178, 0.2220132, 423.669, 254.9113
-7.929032, 0.01971789, 0.2220132, 423.669, 267.9686
-7.953739, 0.01971789, 0.4570819, 416.2495, 263.97
-7.953739, 0.1847178, 0.4570819, 416.2495, 251.3055
-7.730128, 0.1847178, 0.2429189, 438.8608, 254.5816
-7.730128, 0.01971789, 0.2429189, 438.8608, 267.6029
-7.929032, 0.01971789, 0.2220132, 423.669, 267.9686
-7.929032, 0.1847178, 0.2220132, 423.669, 254.9113
box4_Fairever(Clone) stack 118 Shelf_0 Rack_1_1_0
-7.744011, 0.3497178, 0.2300913, 438.0995, 241.7404
-7.943981, 0.3497178, 0.2335818, 422.208, 241.6913
-7.939856, 0.3497179, 0.4699094, 417.0246, 238.4711
-7.739886, 0.3497179, 0.4664189, 432.4339, 238.5172
-7.939856, 0.3497179, 0.4699094, 417.0246, 238.4711
-7.939856, 0.1847179, 0.4699094, 417.0246, 251.1149
-7.739886, 0.1847179, 0.4664189, 432.4339, 251.1667
-7.739886, 0.3497179, 0.4664189, 432.4339, 238.5172
-7.739886, 0.3497179, 0.4664189, 432.4339, 238.5172
-7.739886, 0.1847179, 0.4664189, 432.4339, 251.1667
-7.744011, 0.1847178, 0.2300914, 438.0995, 254.7837
-7.744011, 0.3497178, 0.2300913, 438.0995, 241.7404
-7.943981, 0.1847178, 0.2335818, 422.208, 254.7287
-7.744011, 0.1847178, 0.2300914, 438.0995, 254.7837
-7.739886, 0.1847179, 0.4664189, 432.4339, 251.1667
-7.939856, 0.1847179, 0.4699094, 417.0246, 251.1149
-7.943981, 0.3497178, 0.2335818, 422.208, 241.6913
-7.943981, 0.1847178, 0.2335818, 422.208, 254.7287
-7.939856, 0.1847179, 0.4699094, 417.0246, 251.1149
-7.939856, 0.3497179, 0.4699094, 417.0246, 238.4711
-7.744011, 0.3497178, 0.2300913, 438.0995, 241.7404
-7.744011, 0.1847178, 0.2300914, 438.0995, 254.7837
-7.943981, 0.1847178, 0.2335818, 422.208, 254.7287
-7.943981, 0.3497178, 0.2335818, 422.208, 241.6913
box4_Fairever(Clone) stack 118 Shelf_0 Rack_1_1_0
-7.728276, 0.5147178, 0.2448864, 438.9555, 228.5148
-7.926785, 0.5147178, 0.2205126, 423.8832, 228.8155
-7.955591, 0.5147178, 0.4551143, 416.1517, 225.9992
-7.757082, 0.5147178, 0.4794882, 430.7971, 225.7163
-7.955591, 0.5147178, 0.4551143, 416.1517, 225.9992
-7.955591, 0.3497178, 0.4551143, 416.1517, 238.667
-7.757082, 0.3497178, 0.4794882, 430.7971, 238.3447
-7.757082, 0.5147178, 0.4794882, 430.7971, 225.7163
-7.757082, 0.5147178, 0.4794882, 430.7971, 225.7163
-7.757082, 0.3497178, 0.4794882, 430.7971, 238.3447
-7.728276, 0.3497178, 0.2448865, 438.9555, 241.5327
-7.728276, 0.5147178, 0.2448864, 438.9555, 228.5148
-7.926785, 0.3497178, 0.2205126, 423.8832, 241.8753
-7.728276, 0.3497178, 0.2448865, 438.9555, 241.5327
-7.757082, 0.3497178, 0.4794882, 430.7971, 238.3447
-7.955591, 0.3497178, 0.4551143, 416.1517, 238.667
-7.926785, 0.5147178, 0.2205126, 423.8832, 228.8155
-7.926785, 0.3497178, 0.2205126, 423.8832, 241.8753
-7.955591, 0.3497178, 0.4551143, 416.1517, 238.667
-7.955591, 0.5147178, 0.4551143, 416.1517, 225.9992
-7.728276, 0.5147178, 0.2448864, 438.9555, 228.5148
-7.728276, 0.3497178, 0.2448865, 438.9555, 241.5327
-7.926785, 0.3497178, 0.2205126, 423.8832, 241.8753
-7.926785, 0.5147178, 0.2205126, 423.8832, 228.8155
box4_Fairever(Clone) stack 118 Shelf_0 Rack_1_1_0
-7.733933, 0.6797177, 0.2390821, 438.6609, 215.5583
-7.933446, 0.6797177, 0.2251308, 423.2443, 215.7065
-7.949934, 0.6797178, 0.4609186, 416.4549, 213.2733
-7.750421, 0.6797178, 0.4748699, 431.4196, 213.134
-7.949934, 0.6797178, 0.4609186, 416.4549, 213.2733
-7.949934, 0.5147178, 0.4609186, 416.4549, 225.9317
-7.750421, 0.5147178, 0.4748699, 431.4196, 225.7698
-7.750421, 0.6797178, 0.4748699, 431.4196, 213.134
-7.750421, 0.6797178, 0.4748699, 431.4196, 213.134
-7.750421, 0.5147178, 0.4748699, 431.4196, 225.7698
-7.733933, 0.5147178, 0.2390821, 438.6609, 228.5862
-7.733933, 0.6797177, 0.2390821, 438.6609, 215.5583
-7.933446, 0.5147178, 0.2251309, 423.2443, 228.7583
-7.733933, 0.5147178, 0.2390821, 438.6609, 228.5862
-7.750421, 0.5147178, 0.4748699, 431.4196, 225.7698
-7.949934, 0.5147178, 0.4609186, 416.4549, 225.9317
-7.933446, 0.6797177, 0.2251308, 423.2443, 215.7065
-7.933446, 0.5147178, 0.2251309, 423.2443, 228.7583
-7.949934, 0.5147178, 0.4609186, 416.4549, 225.9317
-7.949934, 0.6797178, 0.4609186, 416.4549, 213.2733
-7.733933, 0.6797177, 0.2390821, 438.6609, 215.5583
-7.733933, 0.5147178, 0.2390821, 438.6609, 228.5862
-7.933446, 0.5147178, 0.2251309, 423.2443, 228.7583
-7.933446, 0.6797177, 0.2251308, 423.2443, 215.7065
box4_Fairever(Clone) stack 118 Shelf_0 Rack_1_1_0
-7.732014, 0.8447177, 0.2409839, 438.7626, 202.5135
-7.931253, 0.8447177, 0.2235528, 423.456, 202.6687
-7.951853, 0.8447177, 0.4590169, 416.3506, 200.631
-7.752614, 0.8447177, 0.476448, 431.2131, 200.485
-7.951853, 0.8447177, 0.4590169, 416.3506, 200.631
-7.951853, 0.6797177, 0.4590169, 416.3506, 213.2924
-7.752614, 0.6797177, 0.476448, 431.2131, 213.1182
-7.752614, 0.8447177, 0.476448, 431.2131, 200.485
-7.752614, 0.8447177, 0.476448, 431.2131, 200.485
-7.752614, 0.6797177, 0.476448, 431.2131, 213.1182
-7.732014, 0.6797177, 0.2409839, 438.7626, 215.5382
-7.732014, 0.8447177, 0.2409839, 438.7626, 202.5135
-7.931253, 0.6797177, 0.2235527, 423.456, 215.7233
-7.732014, 0.6797177, 0.2409839, 438.7626, 215.5382
-7.752614, 0.6797177, 0.476448, 431.2131, 213.1182
-7.951853, 0.6797177, 0.4590169, 416.3506, 213.2924
-7.931253, 0.8447177, 0.2235528, 423.456, 202.6687
-7.931253, 0.6797177, 0.2235527, 423.456, 215.7233
-7.951853, 0.6797177, 0.4590169, 416.3506, 213.2924
-7.951853, 0.8447177, 0.4590169, 416.3506, 200.631
-7.732014, 0.8447177, 0.2409839, 438.7626, 202.5135
-7.732014, 0.6797177, 0.2409839, 438.7626, 215.5382
-7.931253, 0.6797177, 0.2235527, 423.456, 215.7233
-7.931253, 0.8447177, 0.2235528, 423.456, 202.6687
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.047181, 1.369311, 0.2409839, 413.8842, 161.1036
-8.24642, 1.369311, 0.2235528, 398.5204, 161.1636
-8.26702, 1.369311, 0.4590169, 392.1659, 160.3757
-8.067781, 1.369311, 0.476448, 407.0822, 160.3193
-8.26702, 1.369311, 0.4590169, 392.1659, 160.3757
-8.26702, 1.204311, 0.4590169, 392.1659, 173.0372
-8.067781, 1.204311, 0.476448, 407.0822, 172.9525
-8.067781, 1.369311, 0.476448, 407.0822, 160.3193
-8.067781, 1.369311, 0.476448, 407.0822, 160.3193
-8.067781, 1.204311, 0.476448, 407.0822, 172.9525
-8.047181, 1.204311, 0.2409839, 413.8842, 174.1282
-8.047181, 1.369311, 0.2409839, 413.8842, 161.1036
-8.24642, 1.204311, 0.2235527, 398.5204, 174.2182
-8.047181, 1.204311, 0.2409839, 413.8842, 174.1282
-8.067781, 1.204311, 0.476448, 407.0822, 172.9525
-8.26702, 1.204311, 0.4590169, 392.1659, 173.0372
-8.24642, 1.369311, 0.2235528, 398.5204, 161.1636
-8.24642, 1.204311, 0.2235527, 398.5204, 174.2182
-8.26702, 1.204311, 0.4590169, 392.1659, 173.0372
-8.26702, 1.369311, 0.4590169, 392.1659, 160.3757
-8.047181, 1.369311, 0.2409839, 413.8842, 161.1036
-8.047181, 1.204311, 0.2409839, 413.8842, 174.1282
-8.24642, 1.204311, 0.2235527, 398.5204, 174.2182
-8.24642, 1.369311, 0.2235528, 398.5204, 161.1636
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.053037, 1.534311, 0.2353805, 413.55, 148.0886
-8.252915, 1.534311, 0.2284006, 397.9056, 148.1007
-8.261165, 1.534311, 0.4646202, 392.506, 147.7052
-8.061286, 1.534311, 0.4716001, 407.6833, 147.6938
-8.261165, 1.534311, 0.4646202, 392.506, 147.7052
-8.261165, 1.369311, 0.4646202, 392.506, 160.3575
-8.061286, 1.369311, 0.4716001, 407.6833, 160.335
-8.061286, 1.534311, 0.4716001, 407.6833, 147.6938
-8.061286, 1.534311, 0.4716001, 407.6833, 147.6938
-8.061286, 1.369311, 0.4716001, 407.6833, 160.335
-8.053037, 1.369311, 0.2353805, 413.55, 161.1229
-8.053037, 1.534311, 0.2353805, 413.55, 148.0886
-8.252915, 1.369311, 0.2284006, 397.9056, 161.1469
-8.053037, 1.369311, 0.2353805, 413.55, 161.1229
-8.061286, 1.369311, 0.4716001, 407.6833, 160.335
-8.261165, 1.369311, 0.4646202, 392.506, 160.3575
-8.252915, 1.534311, 0.2284006, 397.9056, 148.1007
-8.252915, 1.369311, 0.2284006, 397.9056, 161.1469
-8.261165, 1.369311, 0.4646202, 392.506, 160.3575
-8.261165, 1.534311, 0.4646202, 392.506, 147.7052
-8.053037, 1.534311, 0.2353805, 413.55, 148.0886
-8.053037, 1.369311, 0.2353805, 413.55, 161.1229
-8.252915, 1.369311, 0.2284006, 397.9056, 161.1469
-8.252915, 1.534311, 0.2284006, 397.9056, 148.1007
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.0571, 1.699311, 0.2318186, 413.3102, 135.0544
-8.257101, 1.699311, 0.2318186, 397.5036, 135.0544
-8.257101, 1.699311, 0.4681821, 392.748, 135.0528
-8.0571, 1.699311, 0.4681821, 408.0773, 135.0528
-8.257101, 1.699311, 0.4681821, 392.748, 135.0528
-8.257101, 1.534311, 0.4681821, 392.748, 147.6994
-8.0571, 1.534311, 0.4681821, 408.0773, 147.6994
-8.0571, 1.699311, 0.4681821, 408.0773, 135.0528
-8.0571, 1.699311, 0.4681821, 408.0773, 135.0528
-8.0571, 1.534311, 0.4681821, 408.0773, 147.6994
-8.0571, 1.534311, 0.2318186, 413.3102, 148.0948
-8.0571, 1.699311, 0.2318186, 413.3102, 135.0544
-8.257101, 1.534311, 0.2318186, 397.5036, 148.0948
-8.0571, 1.534311, 0.2318186, 413.3102, 148.0948
-8.0571, 1.534311, 0.4681821, 408.0773, 147.6994
-8.257101, 1.534311, 0.4681821, 392.748, 147.6994
-8.257101, 1.699311, 0.2318186, 397.5036, 135.0544
-8.257101, 1.534311, 0.2318186, 397.5036, 148.0948
-8.257101, 1.534311, 0.4681821, 392.748, 147.6994
-8.257101, 1.699311, 0.4681821, 392.748, 135.0528
-8.0571, 1.699311, 0.2318186, 413.3102, 135.0544
-8.0571, 1.534311, 0.2318186, 413.3102, 148.0948
-8.257101, 1.534311, 0.2318186, 397.5036, 148.0948
-8.257101, 1.699311, 0.2318186, 397.5036, 135.0544
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.055054, 1.864311, 0.2335818, 413.4317, 122.0171
-8.255023, 1.864311, 0.2300913, 397.7038, 122.0111
-8.259148, 1.864311, 0.4664189, 392.6255, 122.4034
-8.059178, 1.864311, 0.4699094, 407.881, 122.409
-8.259148, 1.864311, 0.4664189, 392.6255, 122.4034
-8.259148, 1.699311, 0.4664189, 392.6255, 135.0528
-8.059178, 1.699311, 0.4699094, 407.881, 135.0528
-8.059178, 1.864311, 0.4699094, 407.881, 122.409
-8.059178, 1.864311, 0.4699094, 407.881, 122.409
-8.059178, 1.699311, 0.4699094, 407.881, 135.0528
-8.055054, 1.699311, 0.2335818, 413.4317, 135.0544
-8.055054, 1.864311, 0.2335818, 413.4317, 122.0171
-8.255023, 1.699311, 0.2300914, 397.7038, 135.0545
-8.055054, 1.699311, 0.2335818, 413.4317, 135.0544
-8.059178, 1.699311, 0.4699094, 407.881, 135.0528
-8.259148, 1.699311, 0.4664189, 392.6255, 135.0528
-8.255023, 1.864311, 0.2300913, 397.7038, 122.0111
-8.255023, 1.699311, 0.2300914, 397.7038, 135.0545
-8.259148, 1.699311, 0.4664189, 392.6255, 135.0528
-8.259148, 1.864311, 0.4664189, 392.6255, 122.4034
-8.055054, 1.864311, 0.2335818, 413.4317, 122.0171
-8.055054, 1.699311, 0.2335818, 413.4317, 135.0544
-8.255023, 1.699311, 0.2300914, 397.7038, 135.0545
-8.255023, 1.864311, 0.2300913, 397.7038, 122.0111
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.0571, 2.029311, 0.2318186, 413.3102, 108.9737
-8.257101, 2.029311, 0.2318186, 397.5036, 108.9737
-8.257101, 2.029311, 0.4681821, 392.748, 109.7596
-8.0571, 2.029311, 0.4681821, 408.0773, 109.7596
-8.257101, 2.029311, 0.4681821, 392.748, 109.7596
-8.257101, 1.864311, 0.4681821, 392.748, 122.4062
-8.0571, 1.864311, 0.4681821, 408.0773, 122.4062
-8.0571, 2.029311, 0.4681821, 408.0773, 109.7596
-8.0571, 2.029311, 0.4681821, 408.0773, 109.7596
-8.0571, 1.864311, 0.4681821, 408.0773, 122.4062
-8.0571, 1.864311, 0.2318186, 413.3102, 122.0141
-8.0571, 2.029311, 0.2318186, 413.3102, 108.9737
-8.257101, 1.864311, 0.2318186, 397.5036, 122.0141
-8.0571, 1.864311, 0.2318186, 413.3102, 122.0141
-8.0571, 1.864311, 0.4681821, 408.0773, 122.4062
-8.257101, 1.864311, 0.4681821, 392.748, 122.4062
-8.257101, 2.029311, 0.2318186, 397.5036, 108.9737
-8.257101, 1.864311, 0.2318186, 397.5036, 122.0141
-8.257101, 1.864311, 0.4681821, 392.748, 122.4062
-8.257101, 2.029311, 0.4681821, 392.748, 109.7596
-8.0571, 2.029311, 0.2318186, 413.3102, 108.9737
-8.0571, 1.864311, 0.2318186, 413.3102, 122.0141
-8.257101, 1.864311, 0.2318186, 397.5036, 122.0141
-8.257101, 2.029311, 0.2318186, 397.5036, 108.9737
box_3_Hareli(Clone) stack 120 Shelf_1 Rack_1_1_0
-7.651932, 1.353857, 0.2510558, 444.8127, 162.2874
-7.850837, 1.353857, 0.2301501, 429.6534, 162.3625
-7.873833, 1.353857, 0.448945, 422.5727, 161.5959
-7.674929, 1.353857, 0.4698507, 437.3273, 161.5249
-7.873833, 1.353857, 0.448945, 422.5727, 161.5959
-7.873833, 1.203857, 0.448945, 422.5727, 173.1211
-7.674929, 1.203857, 0.4698507, 437.3273, 173.0193
-7.674929, 1.353857, 0.4698507, 437.3273, 161.5249
-7.674929, 1.353857, 0.4698507, 437.3273, 161.5249
-7.674929, 1.203857, 0.4698507, 437.3273, 173.0193
-7.651932, 1.203857, 0.2510558, 444.8127, 174.1123
-7.651932, 1.353857, 0.2510558, 444.8127, 162.2874
-7.850837, 1.203857, 0.2301501, 429.6534, 174.22
-7.651932, 1.203857, 0.2510558, 444.8127, 174.1123
-7.674929, 1.203857, 0.4698507, 437.3273, 173.0193
-7.873833, 1.203857, 0.448945, 422.5727, 173.1211
-7.850837, 1.353857, 0.2301501, 429.6534, 162.3625
-7.850837, 1.203857, 0.2301501, 429.6534, 174.22
-7.873833, 1.203857, 0.448945, 422.5727, 173.1211
-7.873833, 1.353857, 0.448945, 422.5727, 161.5959
-7.651932, 1.353857, 0.2510558, 444.8127, 162.2874
-7.651932, 1.203857, 0.2510558, 444.8127, 174.1123
-7.850837, 1.203857, 0.2301501, 429.6534, 174.22
-7.850837, 1.353857, 0.2301501, 429.6534, 162.3625
box_3_Hareli(Clone) stack 120 Shelf_1 Rack_1_1_0
-7.668777, 1.503857, 0.2349175, 443.9171, 150.4953
-7.868503, 1.503857, 0.2453847, 427.8798, 150.474
-7.856989, 1.503857, 0.4650832, 423.4877, 150.0396
-7.657263, 1.503857, 0.454616, 439.0683, 150.0597
-7.856989, 1.503857, 0.4650832, 423.4877, 150.0396
-7.856989, 1.353857, 0.4650832, 423.4877, 161.541
-7.657263, 1.353857, 0.4546161, 439.0683, 161.5766
-7.657263, 1.503857, 0.454616, 439.0683, 150.0597
-7.657263, 1.503857, 0.454616, 439.0683, 150.0597
-7.657263, 1.353857, 0.4546161, 439.0683, 161.5766
-7.668777, 1.353857, 0.2349175, 443.9171, 162.3453
-7.668777, 1.503857, 0.2349175, 443.9171, 150.4953
-7.868503, 1.353857, 0.2453847, 427.8798, 162.3077
-7.668777, 1.353857, 0.2349175, 443.9171, 162.3453
-7.657263, 1.353857, 0.4546161, 439.0683, 161.5766
-7.856989, 1.353857, 0.4650832, 423.4877, 161.541
-7.868503, 1.503857, 0.2453847, 427.8798, 150.474
-7.868503, 1.353857, 0.2453847, 427.8798, 162.3077
-7.856989, 1.353857, 0.4650832, 423.4877, 161.541
-7.856989, 1.503857, 0.4650832, 423.4877, 150.0396
-7.668777, 1.503857, 0.2349175, 443.9171, 150.4953
-7.668777, 1.353857, 0.2349175, 443.9171, 162.3453
-7.868503, 1.353857, 0.2453847, 427.8798, 162.3077
-7.868503, 1.503857, 0.2453847, 427.8798, 150.474
box_3_Hareli(Clone) stack 120 Shelf_1 Rack_1_1_0
-7.662883, 1.653857, 0.2400003, 444.2461, 138.6428
-7.862883, 1.653857, 0.2400003, 428.4566, 138.6428
-7.862883, 1.653857, 0.4600004, 423.1547, 138.5403
-7.662883, 1.653857, 0.4600004, 438.5, 138.5403
-7.862883, 1.653857, 0.4600004, 423.1547, 138.5403
-7.862883, 1.503857, 0.4600004, 423.1547, 150.0493
-7.662883, 1.503857, 0.4600004, 438.5, 150.0493
-7.662883, 1.653857, 0.4600004, 438.5, 138.5403
-7.662883, 1.653857, 0.4600004, 438.5, 138.5403
-7.662883, 1.503857, 0.4600004, 438.5, 150.0493
-7.662883, 1.503857, 0.2400004, 444.2461, 150.485
-7.662883, 1.653857, 0.2400003, 444.2461, 138.6428
-7.862883, 1.503857, 0.2400004, 428.4566, 150.485
-7.662883, 1.503857, 0.2400004, 444.2461, 150.485
-7.662883, 1.503857, 0.4600004, 438.5, 150.0493
-7.862883, 1.503857, 0.4600004, 423.1547, 150.0493
-7.862883, 1.653857, 0.2400003, 428.4566, 138.6428
-7.862883, 1.503857, 0.2400004, 428.4566, 150.485
-7.862883, 1.503857, 0.4600004, 423.1547, 150.0493
-7.862883, 1.653857, 0.4600004, 423.1547, 138.5403
-7.662883, 1.653857, 0.2400003, 444.2461, 138.6428
-7.662883, 1.503857, 0.2400004, 444.2461, 150.485
-7.862883, 1.503857, 0.2400004, 428.4566, 150.485
-7.862883, 1.653857, 0.2400003, 428.4566, 138.6428
box_8_lizol(Clone) stack 121 Shelf_1 Rack_1_1_0
-7.275177, 1.380775, 0.2215317, 475.4265, 160.2634
-7.474903, 1.380775, 0.2319989, 459.3176, 160.2285
-7.461986, 1.380775, 0.4784691, 453.4101, 159.4353
-7.26226, 1.380775, 0.4680019, 469.0041, 159.468
-7.461986, 1.380775, 0.4784691, 453.4101, 159.4353
-7.461986, 1.204525, 0.4784691, 453.4101, 172.9264
-7.26226, 1.204525, 0.4680019, 469.0041, 172.9771
-7.26226, 1.380775, 0.4680019, 469.0041, 159.468
-7.26226, 1.380775, 0.4680019, 469.0041, 159.468
-7.26226, 1.204525, 0.4680019, 469.0041, 172.9771
-7.275177, 1.204525, 0.2215317, 475.4265, 174.2117
-7.275177, 1.380775, 0.2215317, 475.4265, 160.2634
-7.474903, 1.204525, 0.2319989, 459.3176, 174.1577
-7.275177, 1.204525, 0.2215317, 475.4265, 174.2117
-7.26226, 1.204525, 0.4680019, 469.0041, 172.9771
-7.461986, 1.204525, 0.4784691, 453.4101, 172.9264
-7.474903, 1.380775, 0.2319989, 459.3176, 160.2285
-7.474903, 1.204525, 0.2319989, 459.3176, 174.1577
-7.461986, 1.204525, 0.4784691, 453.4101, 172.9264
-7.461986, 1.380775, 0.4784691, 453.4101, 159.4353
-7.275177, 1.380775, 0.2215317, 475.4265, 160.2634
-7.275177, 1.204525, 0.2215317, 475.4265, 174.2117
-7.474903, 1.204525, 0.2319989, 459.3176, 174.1577
-7.474903, 1.380775, 0.2319989, 459.3176, 160.2285
box_8_lizol(Clone) stack 121 Shelf_1 Rack_1_1_0
-7.260217, 1.557025, 0.2338724, 476.226, 146.2966
-7.45973, 1.557025, 0.2199211, 460.868, 146.3174
-7.476946, 1.557025, 0.4661284, 452.5997, 145.9614
-7.277433, 1.557025, 0.4800797, 467.4901, 145.9419
-7.476946, 1.557025, 0.4661284, 452.5997, 145.9614
-7.476946, 1.380775, 0.4661284, 452.5997, 159.4738
-7.277433, 1.380775, 0.4800797, 467.4901, 159.4303
-7.277433, 1.557025, 0.4800797, 467.4901, 145.9419
-7.277433, 1.557025, 0.4800797, 467.4901, 145.9419
-7.277433, 1.380775, 0.4800797, 467.4901, 159.4303
-7.260217, 1.380775, 0.2338724, 476.226, 160.2223
-7.260217, 1.557025, 0.2338724, 476.226, 146.2966
-7.45973, 1.380775, 0.2199211, 460.868, 160.2688
-7.260217, 1.380775, 0.2338724, 476.226, 160.2223
-7.277433, 1.380775, 0.4800797, 467.4901, 159.4303
-7.476946, 1.380775, 0.4661284, 452.5997, 159.4738
-7.45973, 1.557025, 0.2199211, 460.868, 146.3174
-7.45973, 1.380775, 0.2199211, 460.868, 160.2688
-7.476946, 1.380775, 0.4661284, 452.5997, 159.4738
-7.476946, 1.557025, 0.4661284, 452.5997, 145.9614
-7.260217, 1.557025, 0.2338724, 476.226, 146.2966
-7.260217, 1.380775, 0.2338724, 476.226, 160.2223
-7.45973, 1.380775, 0.2199211, 460.868, 160.2688
-7.45973, 1.557025, 0.2199211, 460.868, 146.3174
box_8_lizol(Clone) stack 121 Shelf_1 Rack_1_1_0
-7.272949, 1.733275, 0.2231813, 475.5517, 132.3672
-7.472827, 1.733275, 0.2301612, 459.5347, 132.3696
-7.464214, 1.733275, 0.4768194, 453.2845, 132.4524
-7.264336, 1.733275, 0.4698395, 468.7913, 132.4501
-7.464214, 1.733275, 0.4768194, 453.2845, 132.4524
-7.464214, 1.557025, 0.4768195, 453.2845, 145.9464
-7.264336, 1.557025, 0.4698395, 468.7913, 145.9562
-7.264336, 1.733275, 0.4698395, 468.7913, 132.4501
-7.264336, 1.733275, 0.4698395, 468.7913, 132.4501
-7.264336, 1.557025, 0.4698395, 468.7913, 145.9562
-7.272949, 1.557025, 0.2231813, 475.5517, 146.3126
-7.272949, 1.733275, 0.2231813, 475.5517, 132.3672
-7.472827, 1.557025, 0.2301612, 459.5347, 146.3022
