box_5_LMRR(Clone) stack 41 Shelf_0 Rack_1_0_0
-7.700789, 0.1961813, 8.462276, 408.6884, 250.349
-7.700789, 0.1961813, 8.462276, 408.6884, 250.349
-7.700789, 0.0199313, 8.462276, 408.6884, 263.868
-7.726587, 0.0199313, 8.21682, 412.1102, 268.0428
-7.726587, 0.1961813, 8.21682, 412.1102, 254.0858
-7.925492, 0.0199313, 8.237725, 395.9289, 267.6767
-7.726587, 0.0199313, 8.21682, 412.1102, 268.0428
-7.700789, 0.0199313, 8.462276, 408.6884, 263.868
-7.899693, 0.0199313, 8.483181, 393.0226, 263.5245
-7.925492, 0.1961813, 8.237725, 395.9289, 253.7581
-7.925492, 0.0199313, 8.237725, 395.9289, 267.6767
-7.899693, 0.0199313, 8.483181, 393.0226, 263.5245
-7.899693, 0.1961813, 8.483181, 393.0226, 250.0415
-7.726587, 0.1961813, 8.21682, 412.1102, 254.0858
-7.726587, 0.0199313, 8.21682, 412.1102, 268.0428
-7.925492, 0.0199313, 8.237725, 395.9289, 267.6767
-7.925492, 0.1961813, 8.237725, 395.9289, 253.7581
box_8_lizol(Clone) stack 43 Shelf_0 Rack_1_0_0
-7.698847, 0.3724313, 8.239703, 413.782, 239.8122
-7.897356, 0.3724313, 8.215329, 398.6184, 240.1494
-7.927434, 0.3724313, 8.460298, 391.342, 236.8556
-7.728925, 0.3724313, 8.484672, 406.0548, 236.5391
-7.927434, 0.3724313, 8.460298, 391.342, 236.8556
-7.927434, 0.1961813, 8.460298, 391.342, 250.3781
-7.728925, 0.1961813, 8.484672, 406.0548, 250.0196
-7.728925, 0.3724313, 8.484672, 406.0548, 236.5391
-7.728925, 0.3724313, 8.484672, 406.0548, 236.5391
-7.728925, 0.1961813, 8.484672, 406.0548, 250.0196
-7.698847, 0.1961813, 8.239703, 413.782, 253.7272
-7.698847, 0.3724313, 8.239703, 413.782, 239.8122
-7.897356, 0.1961813, 8.215329, 398.6184, 254.1092
-7.698847, 0.1961813, 8.239703, 413.782, 253.7272
-7.728925, 0.1961813, 8.484672, 406.0548, 250.0196
-7.927434, 0.1961813, 8.460298, 391.342, 250.3781
-7.897356, 0.3724313, 8.215329, 398.6184, 240.1494
-7.897356, 0.1961813, 8.215329, 398.6184, 254.1092
-7.927434, 0.1961813, 8.460298, 391.342, 250.3781
-7.927434, 0.3724313, 8.460298, 391.342, 236.8556
-7.698847, 0.3724313, 8.239703, 413.782, 239.8122
-7.698847, 0.1961813, 8.239703, 413.782, 253.7272
-7.897356, 0.1961813, 8.215329, 398.6184, 254.1092
-7.897356, 0.3724313, 8.215329, 398.6184, 240.1494
box_8_lizol(Clone) stack 43 Shelf_0 Rack_1_0_0
-7.726587, 0.5486813, 8.21682, 412.1102, 226.1717
-7.925492, 0.5486813, 8.237725, 395.9289, 225.9208
-7.899693, 0.5486813, 8.483181, 393.0226, 223.0754
-7.700789, 0.5486813, 8.462276, 408.6884, 223.3108
-7.899693, 0.5486813, 8.483181, 393.0226, 223.0754
-7.899693, 0.3724313, 8.483181, 393.0226, 236.5584
-7.700789, 0.3724313, 8.462276, 408.6884, 236.8299
-7.700789, 0.5486813, 8.462276, 408.6884, 223.3108
-7.700789, 0.5486813, 8.462276, 408.6884, 223.3108
-7.700789, 0.3724313, 8.462276, 408.6884, 236.8299
-7.726587, 0.3724313, 8.21682, 412.1102, 240.1287
-7.726587, 0.5486813, 8.21682, 412.1102, 226.1717
-7.925492, 0.3724313, 8.237725, 395.9289, 239.8394
-7.726587, 0.3724313, 8.21682, 412.1102, 240.1287
-7.700789, 0.3724313, 8.462276, 408.6884, 236.8299
-7.899693, 0.3724313, 8.483181, 393.0226, 236.5584
-7.925492, 0.5486813, 8.237725, 395.9289, 225.9208
-7.925492, 0.3724313, 8.237725, 395.9289, 239.8394
-7.899693, 0.3724313, 8.483181, 393.0226, 236.5584
-7.899693, 0.5486813, 8.483181, 393.0226, 223.0754
-7.726587, 0.5486813, 8.21682, 412.1102, 226.1717
-7.726587, 0.3724313, 8.21682, 412.1102, 240.1287
-7.925492, 0.3724313, 8.237725, 395.9289, 239.8394
-7.925492, 0.5486813, 8.237725, 395.9289, 225.9208
box_8_lizol(Clone) stack 43 Shelf_0 Rack_1_0_0
-7.708895, 0.7249313, 8.230162, 413.2062, 212.0789
-7.908773, 0.7249313, 8.223182, 397.5508, 212.1498
-7.917386, 0.7249314, 8.469839, 391.9276, 209.7195
-7.717508, 0.7249314, 8.476819, 407.0952, 209.6529
-7.917386, 0.7249314, 8.469839, 391.9276, 209.7195
-7.917386, 0.5486813, 8.469839, 391.9276, 223.2255
-7.717508, 0.5486813, 8.476819, 407.0952, 223.1469
-7.717508, 0.7249314, 8.476819, 407.0952, 209.6529
-7.717508, 0.7249314, 8.476819, 407.0952, 209.6529
-7.717508, 0.5486813, 8.476819, 407.0952, 223.1469
-7.708895, 0.5486813, 8.230162, 413.2062, 226.0114
-7.708895, 0.7249313, 8.230162, 413.2062, 212.0789
-7.908773, 0.5486813, 8.223182, 397.5508, 226.0952
-7.708895, 0.5486813, 8.230162, 413.2062, 226.0114
-7.717508, 0.5486813, 8.476819, 407.0952, 223.1469
-7.917386, 0.5486813, 8.469839, 391.9276, 223.2255
-7.908773, 0.7249313, 8.223182, 397.5508, 212.1498
-7.908773, 0.5486813, 8.223182, 397.5508, 226.0952
-7.917386, 0.5486813, 8.469839, 391.9276, 223.2255
-7.917386, 0.7249314, 8.469839, 391.9276, 209.7195
-7.708895, 0.7249313, 8.230162, 413.2062, 212.0789
-7.708895, 0.5486813, 8.230162, 413.2062, 226.0114
-7.908773, 0.5486813, 8.223182, 397.5508, 226.0952
-7.908773, 0.7249313, 8.223182, 397.5508, 212.1498
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.096589, 1.369311, 8.225131, 382.6536, 161.1582
-8.296103, 1.369311, 8.239082, 366.6387, 161.1102
-8.279614, 1.369311, 8.47487, 364.0903, 160.3244
-8.080101, 1.369311, 8.460918, 379.6178, 160.3696
-8.279614, 1.369311, 8.47487, 364.0903, 160.3244
-8.279614, 1.204311, 8.47487, 364.0903, 172.9602
-8.080101, 1.204311, 8.460918, 379.6178, 173.0279
-8.080101, 1.369311, 8.460918, 379.6178, 160.3696
-8.080101, 1.369311, 8.460918, 379.6178, 160.3696
-8.080101, 1.204311, 8.460918, 379.6178, 173.0279
-8.096589, 1.204311, 8.225131, 382.6536, 174.21
-8.096589, 1.369311, 8.225131, 382.6536, 161.1582
-8.296103, 1.204311, 8.239082, 366.6387, 174.1381
-8.096589, 1.204311, 8.225131, 382.6536, 174.21
-8.080101, 1.204311, 8.460918, 379.6178, 173.0279
-8.279614, 1.204311, 8.47487, 364.0903, 172.9602
-8.296103, 1.369311, 8.239082, 366.6387, 161.1102
-8.296103, 1.204311, 8.239082, 366.6387, 174.1381
-8.279614, 1.204311, 8.47487, 364.0903, 172.9602
-8.279614, 1.369311, 8.47487, 364.0903, 160.3244
-8.096589, 1.369311, 8.225131, 382.6536, 161.1582
-8.096589, 1.204311, 8.225131, 382.6536, 174.21
-8.296103, 1.204311, 8.239082, 366.6387, 174.1381
-8.296103, 1.369311, 8.239082, 366.6387, 161.1102
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.084038, 1.534311, 8.23538, 383.4526, 148.0886
-8.283916, 1.534311, 8.2284, 367.7805, 148.1007
-8.292166, 1.534311, 8.464621, 363.2903, 147.7052
-8.092287, 1.534311, 8.471601, 378.4938, 147.6938
-8.292166, 1.534311, 8.464621, 363.2903, 147.7052
-8.292166, 1.369311, 8.464621, 363.2903, 160.3575
-8.092287, 1.369311, 8.471601, 378.4938, 160.335
-8.092287, 1.534311, 8.471601, 378.4938, 147.6938
-8.092287, 1.534311, 8.471601, 378.4938, 147.6938
-8.092287, 1.369311, 8.471601, 378.4938, 160.335
-8.084038, 1.369311, 8.23538, 383.4526, 161.1229
-8.084038, 1.534311, 8.23538, 383.4526, 148.0886
-8.283916, 1.369311, 8.2284, 367.7805, 161.1469
-8.084038, 1.369311, 8.23538, 383.4526, 161.1229
-8.092287, 1.369311, 8.471601, 378.4938, 160.335
-8.292166, 1.369311, 8.464621, 363.2903, 160.3575
-8.283916, 1.534311, 8.2284, 367.7805, 148.1007
-8.283916, 1.369311, 8.2284, 367.7805, 161.1469
-8.292166, 1.369311, 8.464621, 363.2903, 160.3575
-8.292166, 1.534311, 8.464621, 363.2903, 147.7052
-8.084038, 1.534311, 8.23538, 383.4526, 148.0886
-8.084038, 1.369311, 8.23538, 383.4526, 161.1229
-8.283916, 1.369311, 8.2284, 367.7805, 161.1469
-8.283916, 1.534311, 8.2284, 367.7805, 148.1007
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.101003, 1.699311, 8.222013, 382.363, 135.0545
-8.299908, 1.699311, 8.242919, 366.2746, 135.0544
-8.275201, 1.699311, 8.477987, 364.3788, 135.0527
-8.076296, 1.699311, 8.457082, 379.9784, 135.0529
-8.275201, 1.699311, 8.477987, 364.3788, 135.0527
-8.275201, 1.534311, 8.477987, 364.3788, 147.6835
-8.076296, 1.534311, 8.457082, 379.9784, 147.7174
-8.076296, 1.699311, 8.457082, 379.9784, 135.0529
-8.076296, 1.699311, 8.457082, 379.9784, 135.0529
-8.076296, 1.534311, 8.457082, 379.9784, 147.7174
-8.101003, 1.534311, 8.222013, 382.363, 148.1117
-8.101003, 1.699311, 8.222013, 382.363, 135.0545
-8.299908, 1.534311, 8.242919, 366.2746, 148.0757
-8.101003, 1.534311, 8.222013, 382.363, 148.1117
-8.076296, 1.534311, 8.457082, 379.9784, 147.7174
-8.275201, 1.534311, 8.477987, 364.3788, 147.6835
-8.299908, 1.699311, 8.242919, 366.2746, 135.0544
-8.299908, 1.534311, 8.242919, 366.2746, 148.0757
-8.275201, 1.534311, 8.477987, 364.3788, 147.6835
-8.275201, 1.699311, 8.477987, 364.3788, 135.0527
-8.101003, 1.699311, 8.222013, 382.363, 135.0545
-8.101003, 1.534311, 8.222013, 382.363, 148.1117
-8.299908, 1.534311, 8.242919, 366.2746, 148.0757
-8.299908, 1.699311, 8.242919, 366.2746, 135.0544
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.701157, 1.380775, 8.237725, 413.6448, 160.2095
-7.900062, 1.380775, 8.21682, 398.3729, 160.2791
-7.92586, 1.380775, 8.462276, 391.4245, 159.4859
-7.726955, 1.380775, 8.483181, 406.237, 159.4206
-7.92586, 1.380775, 8.462276, 391.4245, 159.4859
-7.92586, 1.204525, 8.462276, 391.4245, 173.0049
-7.726955, 1.204525, 8.483181, 406.237, 172.9037
-7.726955, 1.380775, 8.483181, 406.237, 159.4206
-7.726955, 1.380775, 8.483181, 406.237, 159.4206
-7.726955, 1.204525, 8.483181, 406.237, 172.9037
-7.701157, 1.204525, 8.237725, 413.6448, 174.1282
-7.701157, 1.380775, 8.237725, 413.6448, 160.2095
-7.900062, 1.204525, 8.21682, 398.3729, 174.2361
-7.701157, 1.204525, 8.237725, 413.6448, 174.1282
-7.726955, 1.204525, 8.483181, 406.237, 172.9037
-7.92586, 1.204525, 8.462276, 391.4245, 173.0049
-7.900062, 1.380775, 8.21682, 398.3729, 160.2791
-7.900062, 1.204525, 8.21682, 398.3729, 174.2361
-7.92586, 1.204525, 8.462276, 391.4245, 173.0049
-7.92586, 1.380775, 8.462276, 391.4245, 159.4859
-7.701157, 1.380775, 8.237725, 413.6448, 160.2095
-7.701157, 1.204525, 8.237725, 413.6448, 174.1282
-7.900062, 1.204525, 8.21682, 398.3729, 174.2361
-7.900062, 1.380775, 8.21682, 398.3729, 160.2791
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.724645, 1.557025, 8.21835, 412.2292, 146.3198
-7.923883, 1.557025, 8.235782, 396.0959, 146.2938
-7.902372, 1.557025, 8.48165, 392.8475, 145.9397
-7.703134, 1.557025, 8.464219, 408.4666, 145.9641
-7.902372, 1.557025, 8.48165, 392.8475, 145.9397
-7.902372, 1.380775, 8.48165, 392.8475, 159.4254
-7.703134, 1.380775, 8.464219, 408.4666, 159.4798
-7.703134, 1.557025, 8.464219, 408.4666, 145.9641
-7.703134, 1.557025, 8.464219, 408.4666, 145.9641
-7.703134, 1.380775, 8.464219, 408.4666, 159.4798
-7.724645, 1.380775, 8.21835, 412.2292, 160.274
-7.724645, 1.557025, 8.21835, 412.2292, 146.3198
-7.923883, 1.380775, 8.235782, 396.0959, 160.216
-7.724645, 1.380775, 8.21835, 412.2292, 160.274
-7.703134, 1.380775, 8.464219, 408.4666, 159.4798
-7.902372, 1.380775, 8.48165, 392.8475, 159.4254
-7.923883, 1.557025, 8.235782, 396.0959, 146.2938
-7.923883, 1.380775, 8.235782, 396.0959, 160.216
-7.902372, 1.380775, 8.48165, 392.8475, 159.4254
-7.902372, 1.557025, 8.48165, 392.8475, 145.9397
-7.724645, 1.557025, 8.21835, 412.2292, 146.3198
-7.724645, 1.380775, 8.21835, 412.2292, 160.274
-7.923883, 1.380775, 8.235782, 396.0959, 160.216
-7.923883, 1.557025, 8.235782, 396.0959, 146.2938
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.703134, 1.733275, 8.235782, 413.5331, 132.3716
-7.902372, 1.733275, 8.21835, 398.158, 132.3656
-7.923883, 1.733275, 8.464219, 391.5385, 132.4483
-7.724645, 1.733275, 8.48165, 406.4463, 132.454
-7.923883, 1.733275, 8.464219, 391.5385, 132.4483
-7.923883, 1.557025, 8.464219, 391.5385, 145.9641
-7.724645, 1.557025, 8.48165, 406.4463, 145.9397
-7.724645, 1.733275, 8.48165, 406.4463, 132.454
-7.724645, 1.733275, 8.48165, 406.4463, 132.454
-7.724645, 1.557025, 8.48165, 406.4463, 145.9397
-7.703134, 1.557025, 8.235782, 413.5331, 146.2938
-7.703134, 1.733275, 8.235782, 413.5331, 132.3716
-7.902372, 1.557025, 8.21835, 398.158, 146.3198
-7.703134, 1.557025, 8.235782, 413.5331, 146.2938
-7.724645, 1.557025, 8.48165, 406.4463, 145.9397
-7.923883, 1.557025, 8.464219, 391.5385, 145.9641
-7.902372, 1.733275, 8.21835, 398.158, 132.3656
-7.902372, 1.557025, 8.21835, 398.158, 146.3198
-7.923883, 1.557025, 8.464219, 391.5385, 145.9641
-7.923883, 1.733275, 8.464219, 391.5385, 132.4483
-7.703134, 1.733275, 8.235782, 413.5331, 132.3716
-7.703134, 1.557025, 8.235782, 413.5331, 146.2938
-7.902372, 1.557025, 8.21835, 398.158, 146.3198
-7.902372, 1.733275, 8.21835, 398.158, 132.3656
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.323061, 1.369311, 8.240984, 443.4162, 161.1036
-7.522299, 1.369311, 8.223553, 428.1203, 161.1636
-7.5429, 1.369311, 8.459017, 420.8745, 160.3757
-7.343661, 1.369311, 8.476448, 435.7269, 160.3193
-7.5429, 1.369311, 8.459017, 420.8745, 160.3757
-7.5429, 1.204311, 8.459017, 420.8745, 173.0372
-7.343661, 1.204311, 8.476448, 435.7269, 172.9525
-7.343661, 1.369311, 8.476448, 435.7269, 160.3193
-7.343661, 1.369311, 8.476448, 435.7269, 160.3193
-7.343661, 1.204311, 8.476448, 435.7269, 172.9525
-7.323061, 1.204311, 8.240984, 443.4162, 174.1282
-7.323061, 1.369311, 8.240984, 443.4162, 161.1036
-7.522299, 1.204311, 8.223553, 428.1203, 174.2182
-7.323061, 1.204311, 8.240984, 443.4162, 174.1282
-7.343661, 1.204311, 8.476448, 435.7269, 172.9525
-7.5429, 1.204311, 8.459017, 420.8745, 173.0372
-7.522299, 1.369311, 8.223553, 428.1203, 161.1636
-7.522299, 1.204311, 8.223553, 428.1203, 174.2182
-7.5429, 1.204311, 8.459017, 420.8745, 173.0372
-7.5429, 1.369311, 8.459017, 420.8745, 160.3757
-7.323061, 1.369311, 8.240984, 443.4162, 161.1036
-7.323061, 1.204311, 8.240984, 443.4162, 174.1282
-7.522299, 1.204311, 8.223553, 428.1203, 174.2182
-7.522299, 1.369311, 8.223553, 428.1203, 161.1636
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.321175, 1.534311, 8.242919, 443.5133, 148.0757
-7.520079, 1.534311, 8.222013, 428.3342, 148.1117
-7.544785, 1.534311, 8.457082, 420.7745, 147.7174
-7.345881, 1.534311, 8.477987, 435.5184, 147.6835
-7.544785, 1.534311, 8.457082, 420.7745, 147.7174
-7.544785, 1.369311, 8.457082, 420.7745, 160.382
-7.345881, 1.369311, 8.477987, 435.5184, 160.3143
-7.345881, 1.534311, 8.477987, 435.5184, 147.6835
-7.345881, 1.534311, 8.477987, 435.5184, 147.6835
-7.345881, 1.369311, 8.477987, 435.5184, 160.3143
-7.321175, 1.369311, 8.242919, 443.5133, 161.097
-7.321175, 1.534311, 8.242919, 443.5133, 148.0757
-7.520079, 1.369311, 8.222013, 428.3342, 161.1689
-7.321175, 1.369311, 8.242919, 443.5133, 161.097
-7.345881, 1.369311, 8.477987, 435.5184, 160.3143
-7.544785, 1.369311, 8.457082, 420.7745, 160.382
-7.520079, 1.534311, 8.222013, 428.3342, 148.1117
-7.520079, 1.369311, 8.222013, 428.3342, 161.1689
-7.544785, 1.369311, 8.457082, 420.7745, 160.382
-7.544785, 1.534311, 8.457082, 420.7745, 147.7174
-7.321175, 1.534311, 8.242919, 443.5133, 148.0757
-7.321175, 1.369311, 8.242919, 443.5133, 161.097
-7.520079, 1.369311, 8.222013, 428.3342, 161.1689
-7.520079, 1.534311, 8.222013, 428.3342, 148.1117
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.321175, 1.699311, 8.242919, 443.5133, 135.0544
-7.520079, 1.699311, 8.222013, 428.3342, 135.0545
-7.544785, 1.699311, 8.457082, 420.7745, 135.0529
-7.345881, 1.699311, 8.477987, 435.5184, 135.0527
-7.544785, 1.699311, 8.457082, 420.7745, 135.0529
-7.544785, 1.534311, 8.457082, 420.7745, 147.7174
-7.345881, 1.534311, 8.477987, 435.5184, 147.6835
-7.345881, 1.699311, 8.477987, 435.5184, 135.0527
-7.345881, 1.699311, 8.477987, 435.5184, 135.0527
-7.345881, 1.534311, 8.477987, 435.5184, 147.6835
-7.321175, 1.534311, 8.242919, 443.5133, 148.0757
-7.321175, 1.699311, 8.242919, 443.5133, 135.0544
-7.520079, 1.534311, 8.222013, 428.3342, 148.1117
-7.321175, 1.534311, 8.242919, 443.5133, 148.0757
-7.345881, 1.534311, 8.477987, 435.5184, 147.6835
-7.544785, 1.534311, 8.457082, 420.7745, 147.7174
-7.520079, 1.699311, 8.222013, 428.3342, 135.0545
-7.520079, 1.534311, 8.222013, 428.3342, 148.1117
-7.544785, 1.534311, 8.457082, 420.7745, 147.7174
-7.544785, 1.699311, 8.457082, 420.7745, 135.0529
-7.321175, 1.699311, 8.242919, 443.5133, 135.0544
-7.321175, 1.534311, 8.242919, 443.5133, 148.0757
-7.520079, 1.534311, 8.222013, 428.3342, 148.1117
-7.520079, 1.699311, 8.222013, 428.3342, 135.0545
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.323061, 1.864311, 8.240984, 443.4162, 122.0298
-7.522299, 1.864311, 8.223553, 428.1203, 121.9999
-7.5429, 1.864311, 8.459017, 420.8745, 122.3914
-7.343661, 1.864311, 8.476448, 435.7269, 122.4195
-7.5429, 1.864311, 8.459017, 420.8745, 122.3914
-7.5429, 1.699311, 8.459017, 420.8745, 135.0529
-7.343661, 1.699311, 8.476448, 435.7269, 135.0527
-7.343661, 1.864311, 8.476448, 435.7269, 122.4195
-7.343661, 1.864311, 8.476448, 435.7269, 122.4195
-7.343661, 1.699311, 8.476448, 435.7269, 135.0527
-7.323061, 1.699311, 8.240984, 443.4162, 135.0544
-7.323061, 1.864311, 8.240984, 443.4162, 122.0298
-7.522299, 1.699311, 8.223553, 428.1203, 135.0545
-7.323061, 1.699311, 8.240984, 443.4162, 135.0544
-7.343661, 1.699311, 8.476448, 435.7269, 135.0527
-7.5429, 1.699311, 8.459017, 420.8745, 135.0529
-7.522299, 1.864311, 8.223553, 428.1203, 121.9999
-7.522299, 1.699311, 8.223553, 428.1203, 135.0545
-7.5429, 1.699311, 8.459017, 420.8745, 135.0529
-7.5429, 1.864311, 8.459017, 420.8745, 122.3914
-7.323061, 1.864311, 8.240984, 443.4162, 122.0298
-7.323061, 1.699311, 8.240984, 443.4162, 135.0544
-7.522299, 1.699311, 8.223553, 428.1203, 135.0545
-7.522299, 1.864311, 8.223553, 428.1203, 121.9999
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.335058, 2.029311, 8.230091, 442.7598, 108.9678
-7.535028, 2.029311, 8.233582, 426.8662, 108.9798
-7.530902, 2.029311, 8.46991, 421.5421, 109.7651
-7.330933, 2.029311, 8.466419, 436.9535, 109.7539
-7.530902, 2.029311, 8.46991, 421.5421, 109.7651
-7.530902, 1.864311, 8.46991, 421.5421, 122.409
-7.330933, 1.864311, 8.466419, 436.9535, 122.4034
-7.330933, 2.029311, 8.466419, 436.9535, 109.7539
-7.330933, 2.029311, 8.466419, 436.9535, 109.7539
-7.330933, 1.864311, 8.466419, 436.9535, 122.4034
-7.335058, 1.864311, 8.230091, 442.7598, 122.0111
-7.335058, 2.029311, 8.230091, 442.7598, 108.9678
-7.535028, 1.864311, 8.233582, 426.8662, 122.0171
-7.335058, 1.864311, 8.230091, 442.7598, 122.0111
-7.330933, 1.864311, 8.466419, 436.9535, 122.4034
-7.530902, 1.864311, 8.46991, 421.5421, 122.409
-7.535028, 2.029311, 8.233582, 426.8662, 108.9798
-7.535028, 1.864311, 8.233582, 426.8662, 122.0171
-7.530902, 1.864311, 8.46991, 421.5421, 122.409
-7.530902, 2.029311, 8.46991, 421.5421, 109.7651
-7.335058, 2.029311, 8.230091, 442.7598, 108.9678
-7.335058, 1.864311, 8.230091, 442.7598, 122.0111
-7.535028, 1.864311, 8.233582, 426.8662, 122.0171
-7.535028, 2.029311, 8.233582, 426.8662, 108.9798
box_6_melody(Clone) stack 47 Shelf_1 Rack_1_0_0
-6.9537, 1.391943, 8.224931, 473.0647, 159.3686
-7.153426, 1.391943, 8.235398, 456.9661, 159.3351
-7.140865, 1.391943, 8.47507, 451.2911, 158.5907
-6.941139, 1.391943, 8.464602, 466.889, 158.6222
-7.140865, 1.391943, 8.47507, 451.2911, 158.5907
-7.140865, 1.204443, 8.47507, 451.2911, 172.9492
-6.941139, 1.204443, 8.464602, 466.889, 172.9999
-6.941139, 1.391943, 8.464602, 466.889, 158.6222
-6.941139, 1.391943, 8.464602, 466.889, 158.6222
-6.941139, 1.204443, 8.464602, 466.889, 172.9999
-6.9537, 1.204443, 8.224931, 473.0647, 174.2007
-6.9537, 1.391943, 8.224931, 473.0647, 159.3686
-7.153426, 1.204443, 8.235398, 456.9661, 174.1466
-6.9537, 1.204443, 8.224931, 473.0647, 174.2007
-6.941139, 1.204443, 8.464602, 466.889, 172.9999
-7.140865, 1.204443, 8.47507, 451.2911, 172.9492
-7.153426, 1.391943, 8.235398, 456.9661, 159.3351
-7.153426, 1.204443, 8.235398, 456.9661, 174.1466
-7.140865, 1.204443, 8.47507, 451.2911, 172.9492
-7.140865, 1.391943, 8.47507, 451.2911, 158.5907
-6.9537, 1.391943, 8.224931, 473.0647, 159.3686
-6.9537, 1.204443, 8.224931, 473.0647, 174.2007
-7.153426, 1.204443, 8.235398, 456.9661, 174.1466
-7.153426, 1.391943, 8.235398, 456.9661, 159.3351
box_6_melody(Clone) stack 47 Shelf_1 Rack_1_0_0
-6.960374, 1.579443, 8.220205, 472.6818, 144.5425
-7.159278, 1.579443, 8.241111, 456.3412, 144.5163
-7.134192, 1.579443, 8.479795, 451.6745, 144.2266
-6.935287, 1.579443, 8.45889, 467.5039, 144.2512
-7.134192, 1.579443, 8.479795, 451.6745, 144.2266
-7.134192, 1.391943, 8.479795, 451.6745, 158.5764
-6.935287, 1.391943, 8.45889, 467.5039, 158.6394
-6.935287, 1.579443, 8.45889, 467.5039, 144.2512
-6.935287, 1.579443, 8.45889, 467.5039, 144.2512
