box_1_Parle-G-GOLD(Clone) stack 42 Shelf_0 Rack_1_0_0
-7.700789, 0.5486813, 8.462276, 450.8755, 223.3108
-7.899693, 0.5486813, 8.483181, 435.0974, 223.0754
-7.899693, 0.3724313, 8.483181, 435.0974, 236.5584
-7.700789, 0.3724313, 8.462276, 450.8755, 236.8299
-7.700789, 0.5486813, 8.462276, 450.8755, 223.3108
-7.700789, 0.5486813, 8.462276, 450.8755, 223.3108
-7.700789, 0.3724313, 8.462276, 450.8755, 236.8299
-7.726587, 0.3724313, 8.21682, 455.6641, 240.1287
-7.726587, 0.5486813, 8.21682, 455.6641, 226.1717
-7.925492, 0.3724313, 8.237725, 439.3629, 239.8394
-7.726587, 0.3724313, 8.21682, 455.6641, 240.1287
-7.700789, 0.3724313, 8.462276, 450.8755, 236.8299
-7.899693, 0.3724313, 8.483181, 435.0974, 236.5584
-7.925492, 0.5486813, 8.237725, 439.3629, 225.9208
-7.925492, 0.3724313, 8.237725, 439.3629, 239.8394
-7.899693, 0.3724313, 8.483181, 435.0974, 236.5584
-7.899693, 0.5486813, 8.483181, 435.0974, 223.0754
-7.726587, 0.5486813, 8.21682, 455.6641, 226.1717
-7.726587, 0.3724313, 8.21682, 455.6641, 240.1287
-7.925492, 0.3724313, 8.237725, 439.3629, 239.8394
-7.925492, 0.5486813, 8.237725, 439.3629, 225.9208
box_8_lizol(Clone) stack 43 Shelf_0 Rack_1_0_0
-7.708895, 0.7249313, 8.230162, 456.6836, 212.0789
-7.908773, 0.7249313, 8.223182, 441.0681, 212.1498
-7.917386, 0.7249314, 8.469839, 434.074, 209.7195
-7.717508, 0.7249314, 8.476819, 449.2042, 209.6529
-7.917386, 0.7249314, 8.469839, 434.074, 209.7195
-7.917386, 0.5486813, 8.469839, 434.074, 223.2255
-7.717508, 0.5486813, 8.476819, 449.2042, 223.1469
-7.717508, 0.7249314, 8.476819, 449.2042, 209.6529
-7.717508, 0.7249314, 8.476819, 449.2042, 209.6529
-7.717508, 0.5486813, 8.476819, 449.2042, 223.1469
-7.708895, 0.5486813, 8.230162, 456.6836, 226.0114
-7.708895, 0.7249313, 8.230162, 456.6836, 212.0789
-7.908773, 0.5486813, 8.223182, 441.0681, 226.0952
-7.708895, 0.5486813, 8.230162, 456.6836, 226.0114
-7.717508, 0.5486813, 8.476819, 449.2042, 223.1469
-7.917386, 0.5486813, 8.469839, 434.074, 223.2255
-7.908773, 0.7249313, 8.223182, 441.0681, 212.1498
-7.908773, 0.5486813, 8.223182, 441.0681, 226.0952
-7.917386, 0.5486813, 8.469839, 434.074, 223.2255
-7.917386, 0.7249314, 8.469839, 434.074, 209.7195
-7.708895, 0.7249313, 8.230162, 456.6836, 212.0789
-7.708895, 0.5486813, 8.230162, 456.6836, 226.0114
-7.908773, 0.5486813, 8.223182, 441.0681, 226.0952
-7.908773, 0.7249313, 8.223182, 441.0681, 212.1498
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.096589, 1.369311, 8.225131, 426.1599, 161.1582
-8.296103, 1.369311, 8.239082, 410.065, 161.1102
-8.279614, 1.369311, 8.47487, 406.2097, 160.3244
-8.080101, 1.369311, 8.460918, 421.8123, 160.3696
-8.279614, 1.369311, 8.47487, 406.2097, 160.3244
-8.279614, 1.204311, 8.47487, 406.2097, 172.9602
-8.080101, 1.204311, 8.460918, 421.8123, 173.0279
-8.080101, 1.369311, 8.460918, 421.8123, 160.3696
-8.080101, 1.369311, 8.460918, 421.8123, 160.3696
-8.080101, 1.204311, 8.460918, 421.8123, 173.0279
-8.096589, 1.204311, 8.225131, 426.1599, 174.21
-8.096589, 1.369311, 8.225131, 426.1599, 161.1582
-8.296103, 1.204311, 8.239082, 410.065, 174.1381
-8.096589, 1.204311, 8.225131, 426.1599, 174.21
-8.080101, 1.204311, 8.460918, 421.8123, 173.0279
-8.279614, 1.204311, 8.47487, 406.2097, 172.9602
-8.296103, 1.369311, 8.239082, 410.065, 161.1102
-8.296103, 1.204311, 8.239082, 410.065, 174.1381
-8.279614, 1.204311, 8.47487, 406.2097, 172.9602
-8.279614, 1.369311, 8.47487, 406.2097, 160.3244
-8.096589, 1.369311, 8.225131, 426.1599, 161.1582
-8.096589, 1.204311, 8.225131, 426.1599, 174.21
-8.296103, 1.204311, 8.239082, 410.065, 174.1381
-8.296103, 1.369311, 8.239082, 410.065, 161.1102
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.084038, 1.534311, 8.23538, 426.9001, 148.0886
-8.283916, 1.534311, 8.2284, 411.268, 148.1007
-8.292166, 1.534311, 8.464621, 405.4649, 147.7052
-8.092287, 1.534311, 8.471601, 420.6307, 147.6938
-8.292166, 1.534311, 8.464621, 405.4649, 147.7052
-8.292166, 1.369311, 8.464621, 405.4649, 160.3575
-8.092287, 1.369311, 8.471601, 420.6307, 160.335
-8.092287, 1.534311, 8.471601, 420.6307, 147.6938
-8.092287, 1.534311, 8.471601, 420.6307, 147.6938
-8.092287, 1.369311, 8.471601, 420.6307, 160.335
-8.084038, 1.369311, 8.23538, 426.9001, 161.1229
-8.084038, 1.534311, 8.23538, 426.9001, 148.0886
-8.283916, 1.369311, 8.2284, 411.268, 161.1469
-8.084038, 1.369311, 8.23538, 426.9001, 161.1229
-8.092287, 1.369311, 8.471601, 420.6307, 160.335
-8.292166, 1.369311, 8.464621, 405.4649, 160.3575
-8.283916, 1.534311, 8.2284, 411.268, 148.1007
-8.283916, 1.369311, 8.2284, 411.268, 161.1469
-8.292166, 1.369311, 8.464621, 405.4649, 160.3575
-8.292166, 1.534311, 8.464621, 405.4649, 147.7052
-8.084038, 1.534311, 8.23538, 426.9001, 148.0886
-8.084038, 1.369311, 8.23538, 426.9001, 161.1229
-8.283916, 1.369311, 8.2284, 411.268, 161.1469
-8.283916, 1.534311, 8.2284, 411.268, 148.1007
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.101003, 1.699311, 8.222013, 425.8871, 135.0545
-8.299908, 1.699311, 8.242919, 409.679, 135.0544
-8.275201, 1.699311, 8.477987, 406.4815, 135.0527
-8.076296, 1.699311, 8.457082, 422.1937, 135.0529
-8.275201, 1.699311, 8.477987, 406.4815, 135.0527
-8.275201, 1.534311, 8.477987, 406.4815, 147.6835
-8.076296, 1.534311, 8.457082, 422.1937, 147.7174
-8.076296, 1.699311, 8.457082, 422.1937, 135.0529
-8.076296, 1.699311, 8.457082, 422.1937, 135.0529
-8.076296, 1.534311, 8.457082, 422.1937, 147.7174
-8.101003, 1.534311, 8.222013, 425.8871, 148.1117
-8.101003, 1.699311, 8.222013, 425.8871, 135.0545
-8.299908, 1.534311, 8.242919, 409.679, 148.0757
-8.101003, 1.534311, 8.222013, 425.8871, 148.1117
-8.076296, 1.534311, 8.457082, 422.1937, 147.7174
-8.275201, 1.534311, 8.477987, 406.4815, 147.6835
-8.299908, 1.699311, 8.242919, 409.679, 135.0544
-8.299908, 1.534311, 8.242919, 409.679, 148.0757
-8.275201, 1.534311, 8.477987, 406.4815, 147.6835
-8.275201, 1.699311, 8.477987, 406.4815, 135.0527
-8.101003, 1.699311, 8.222013, 425.8871, 135.0545
-8.101003, 1.534311, 8.222013, 425.8871, 148.1117
-8.299908, 1.534311, 8.242919, 409.679, 148.0757
-8.299908, 1.699311, 8.242919, 409.679, 135.0544
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.701157, 1.380775, 8.237725, 457.0789, 160.2095
-7.900062, 1.380775, 8.21682, 441.9268, 160.2791
-7.92586, 1.380775, 8.462276, 433.6117, 159.4859
-7.726955, 1.380775, 8.483181, 448.3117, 159.4206
-7.92586, 1.380775, 8.462276, 433.6117, 159.4859
-7.92586, 1.204525, 8.462276, 433.6117, 173.0049
-7.726955, 1.204525, 8.483181, 448.3117, 172.9037
-7.726955, 1.380775, 8.483181, 448.3117, 159.4206
-7.726955, 1.380775, 8.483181, 448.3117, 159.4206
-7.726955, 1.204525, 8.483181, 448.3117, 172.9037
-7.701157, 1.204525, 8.237725, 457.0789, 174.1282
-7.701157, 1.380775, 8.237725, 457.0789, 160.2095
-7.900062, 1.204525, 8.21682, 441.9268, 174.2361
-7.701157, 1.204525, 8.237725, 457.0789, 174.1282
-7.726955, 1.204525, 8.483181, 448.3117, 172.9037
-7.92586, 1.204525, 8.462276, 433.6117, 173.0049
-7.900062, 1.380775, 8.21682, 441.9268, 160.2791
-7.900062, 1.204525, 8.21682, 441.9268, 174.2361
-7.92586, 1.204525, 8.462276, 433.6117, 173.0049
-7.92586, 1.380775, 8.462276, 433.6117, 159.4859
-7.701157, 1.380775, 8.237725, 457.0789, 160.2095
-7.701157, 1.204525, 8.237725, 457.0789, 174.1282
-7.900062, 1.204525, 8.21682, 441.9268, 174.2361
-7.900062, 1.380775, 8.21682, 441.9268, 160.2791
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.724645, 1.557025, 8.21835, 455.7743, 146.3198
-7.923883, 1.557025, 8.235782, 439.541, 146.2938
-7.902372, 1.557025, 8.48165, 434.9304, 145.9397
-7.703134, 1.557025, 8.464219, 450.6434, 145.9641
-7.902372, 1.557025, 8.48165, 434.9304, 145.9397
-7.902372, 1.380775, 8.48165, 434.9304, 159.4254
-7.703134, 1.380775, 8.464219, 450.6434, 159.4798
-7.703134, 1.557025, 8.464219, 450.6434, 145.9641
-7.703134, 1.557025, 8.464219, 450.6434, 145.9641
-7.703134, 1.380775, 8.464219, 450.6434, 159.4798
-7.724645, 1.380775, 8.21835, 455.7743, 160.274
-7.724645, 1.557025, 8.21835, 455.7743, 146.3198
-7.923883, 1.380775, 8.235782, 439.541, 160.216
-7.724645, 1.380775, 8.21835, 455.7743, 160.274
-7.703134, 1.380775, 8.464219, 450.6434, 159.4798
-7.902372, 1.380775, 8.48165, 434.9304, 159.4254
-7.923883, 1.557025, 8.235782, 439.541, 146.2938
-7.923883, 1.380775, 8.235782, 439.541, 160.216
-7.902372, 1.380775, 8.48165, 434.9304, 159.4254
-7.902372, 1.557025, 8.48165, 434.9304, 145.9397
-7.724645, 1.557025, 8.21835, 455.7743, 146.3198
-7.724645, 1.380775, 8.21835, 455.7743, 160.274
-7.923883, 1.380775, 8.235782, 439.541, 160.216
-7.923883, 1.557025, 8.235782, 439.541, 146.2938
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.703134, 1.733275, 8.235782, 456.9783, 132.3716
-7.902372, 1.733275, 8.21835, 441.703, 132.3656
-7.923883, 1.733275, 8.464219, 433.7152, 132.4483
-7.724645, 1.733275, 8.48165, 448.5292, 132.454
-7.923883, 1.733275, 8.464219, 433.7152, 132.4483
-7.923883, 1.557025, 8.464219, 433.7152, 145.9641
-7.724645, 1.557025, 8.48165, 448.5292, 145.9397
-7.724645, 1.733275, 8.48165, 448.5292, 132.454
-7.724645, 1.733275, 8.48165, 448.5292, 132.454
-7.724645, 1.557025, 8.48165, 448.5292, 145.9397
-7.703134, 1.557025, 8.235782, 456.9783, 146.2938
-7.703134, 1.733275, 8.235782, 456.9783, 132.3716
-7.902372, 1.557025, 8.21835, 441.703, 146.3198
-7.703134, 1.557025, 8.235782, 456.9783, 146.2938
-7.724645, 1.557025, 8.48165, 448.5292, 145.9397
-7.923883, 1.557025, 8.464219, 433.7152, 145.9641
-7.902372, 1.733275, 8.21835, 441.703, 132.3656
-7.902372, 1.557025, 8.21835, 441.703, 146.3198
-7.923883, 1.557025, 8.464219, 433.7152, 145.9641
-7.923883, 1.733275, 8.464219, 433.7152, 132.4483
-7.703134, 1.733275, 8.235782, 456.9783, 132.3716
-7.703134, 1.557025, 8.235782, 456.9783, 146.2938
-7.902372, 1.557025, 8.21835, 441.703, 146.3198
-7.902372, 1.733275, 8.21835, 441.703, 132.3656
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.522299, 1.369311, 8.223553, 471.6355, 161.1636
-7.5429, 1.369311, 8.459017, 463.0792, 160.3757
-7.343661, 1.369311, 8.476448, 477.8378, 160.3193
-7.5429, 1.369311, 8.459017, 463.0792, 160.3757
-7.5429, 1.204311, 8.459017, 463.0792, 173.0372
-7.343661, 1.204311, 8.476448, 477.8378, 172.9525
-7.343661, 1.369311, 8.476448, 477.8378, 160.3193
-7.343661, 1.369311, 8.476448, 477.8378, 160.3193
-7.343661, 1.204311, 8.476448, 477.8378, 172.9525
-7.522299, 1.204311, 8.223553, 471.6355, 174.2182
-7.343661, 1.204311, 8.476448, 477.8378, 172.9525
-7.5429, 1.204311, 8.459017, 463.0792, 173.0372
-7.522299, 1.369311, 8.223553, 471.6355, 161.1636
-7.522299, 1.204311, 8.223553, 471.6355, 174.2182
-7.5429, 1.204311, 8.459017, 463.0792, 173.0372
-7.5429, 1.369311, 8.459017, 463.0792, 160.3757
-7.522299, 1.204311, 8.223553, 471.6355, 174.2182
-7.522299, 1.369311, 8.223553, 471.6355, 161.1636
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.520079, 1.534311, 8.222013, 471.8583, 148.1117
-7.544785, 1.534311, 8.457082, 462.9897, 147.7174
-7.345881, 1.534311, 8.477987, 477.6211, 147.6835
-7.544785, 1.534311, 8.457082, 462.9897, 147.7174
-7.544785, 1.369311, 8.457082, 462.9897, 160.382
-7.345881, 1.369311, 8.477987, 477.6211, 160.3143
-7.345881, 1.534311, 8.477987, 477.6211, 147.6835
-7.345881, 1.534311, 8.477987, 477.6211, 147.6835
-7.345881, 1.369311, 8.477987, 477.6211, 160.3143
-7.520079, 1.369311, 8.222013, 471.8583, 161.1689
-7.345881, 1.369311, 8.477987, 477.6211, 160.3143
-7.544785, 1.369311, 8.457082, 462.9897, 160.382
-7.520079, 1.534311, 8.222013, 471.8583, 148.1117
-7.520079, 1.369311, 8.222013, 471.8583, 161.1689
-7.544785, 1.369311, 8.457082, 462.9897, 160.382
-7.544785, 1.534311, 8.457082, 462.9897, 147.7174
-7.520079, 1.369311, 8.222013, 471.8583, 161.1689
-7.520079, 1.534311, 8.222013, 471.8583, 148.1117
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.520079, 1.699311, 8.222013, 471.8583, 135.0545
-7.544785, 1.699311, 8.457082, 462.9897, 135.0529
-7.345881, 1.699311, 8.477987, 477.6211, 135.0527
-7.544785, 1.699311, 8.457082, 462.9897, 135.0529
-7.544785, 1.534311, 8.457082, 462.9897, 147.7174
-7.345881, 1.534311, 8.477987, 477.6211, 147.6835
-7.345881, 1.699311, 8.477987, 477.6211, 135.0527
-7.345881, 1.699311, 8.477987, 477.6211, 135.0527
-7.345881, 1.534311, 8.477987, 477.6211, 147.6835
-7.520079, 1.534311, 8.222013, 471.8583, 148.1117
-7.345881, 1.534311, 8.477987, 477.6211, 147.6835
-7.544785, 1.534311, 8.457082, 462.9897, 147.7174
-7.520079, 1.699311, 8.222013, 471.8583, 135.0545
-7.520079, 1.534311, 8.222013, 471.8583, 148.1117
-7.544785, 1.534311, 8.457082, 462.9897, 147.7174
-7.544785, 1.699311, 8.457082, 462.9897, 135.0529
-7.520079, 1.534311, 8.222013, 471.8583, 148.1117
-7.520079, 1.699311, 8.222013, 471.8583, 135.0545
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.522299, 1.864311, 8.223553, 471.6355, 121.9999
-7.5429, 1.864311, 8.459017, 463.0792, 122.3914
-7.343661, 1.864311, 8.476448, 477.8378, 122.4195
-7.5429, 1.864311, 8.459017, 463.0792, 122.3914
-7.5429, 1.699311, 8.459017, 463.0792, 135.0529
-7.343661, 1.699311, 8.476448, 477.8378, 135.0527
-7.343661, 1.864311, 8.476448, 477.8378, 122.4195
-7.343661, 1.864311, 8.476448, 477.8378, 122.4195
-7.343661, 1.699311, 8.476448, 477.8378, 135.0527
-7.522299, 1.699311, 8.223553, 471.6355, 135.0545
-7.343661, 1.699311, 8.476448, 477.8378, 135.0527
-7.5429, 1.699311, 8.459017, 463.0792, 135.0529
-7.522299, 1.864311, 8.223553, 471.6355, 121.9999
-7.522299, 1.699311, 8.223553, 471.6355, 135.0545
-7.5429, 1.699311, 8.459017, 463.0792, 135.0529
-7.5429, 1.864311, 8.459017, 463.0792, 122.3914
-7.522299, 1.699311, 8.223553, 471.6355, 135.0545
-7.522299, 1.864311, 8.223553, 471.6355, 121.9999
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.535028, 2.029311, 8.233582, 470.3239, 108.9798
-7.530902, 2.029311, 8.46991, 463.6883, 109.7651
-7.330933, 2.029311, 8.466419, 479.1183, 109.7539
-7.530902, 2.029311, 8.46991, 463.6883, 109.7651
-7.530902, 1.864311, 8.46991, 463.6883, 122.409
-7.330933, 1.864311, 8.466419, 479.1183, 122.4034
-7.330933, 2.029311, 8.466419, 479.1183, 109.7539
-7.330933, 2.029311, 8.466419, 479.1183, 109.7539
-7.330933, 1.864311, 8.466419, 479.1183, 122.4034
-7.535028, 1.864311, 8.233582, 470.3239, 122.0171
-7.330933, 1.864311, 8.466419, 479.1183, 122.4034
-7.530902, 1.864311, 8.46991, 463.6883, 122.409
-7.535028, 2.029311, 8.233582, 470.3239, 108.9798
-7.535028, 1.864311, 8.233582, 470.3239, 122.0171
-7.530902, 1.864311, 8.46991, 463.6883, 122.409
-7.530902, 2.029311, 8.46991, 463.6883, 109.7651
-7.535028, 1.864311, 8.233582, 470.3239, 122.0171
-7.535028, 2.029311, 8.233582, 470.3239, 108.9798
box_1_Parle-G-GOLD(Clone) stack 48 Shelf_2 Rack_1_0_0
-8.074084, 2.560843, 8.245652, 427.4329, 67.08922
-8.274085, 2.560843, 8.245652, 411.6551, 67.08922
-8.274085, 2.560843, 8.454349, 407.0707, 68.90291
-8.074084, 2.560843, 8.454349, 422.4271, 68.90291
-8.274085, 2.560843, 8.454349, 407.0707, 68.90291
-8.274085, 2.388343, 8.454349, 407.0707, 82.14775
-8.074084, 2.388343, 8.454349, 422.4271, 82.14775
-8.074084, 2.560843, 8.454349, 422.4271, 68.90291
-8.074084, 2.560843, 8.454349, 422.4271, 68.90291
-8.074084, 2.388343, 8.454349, 422.4271, 82.14775
-8.074084, 2.388343, 8.245652, 427.4329, 80.69751
-8.074084, 2.560843, 8.245652, 427.4329, 67.08922
-8.274085, 2.388343, 8.245652, 411.6551, 80.69751
-8.074084, 2.388343, 8.245652, 427.4329, 80.69751
-8.074084, 2.388343, 8.454349, 422.4271, 82.14775
-8.274085, 2.388343, 8.454349, 407.0707, 82.14775
-8.274085, 2.560843, 8.245652, 411.6551, 67.08922
-8.274085, 2.388343, 8.245652, 411.6551, 80.69751
-8.274085, 2.388343, 8.454349, 407.0707, 82.14775
-8.274085, 2.560843, 8.454349, 407.0707, 68.90291
-8.074084, 2.560843, 8.245652, 427.4329, 67.08922
-8.074084, 2.388343, 8.245652, 427.4329, 80.69751
-8.274085, 2.388343, 8.245652, 411.6551, 80.69751
-8.274085, 2.560843, 8.245652, 411.6551, 67.08922
box_8_lizol(Clone) stack 49 Shelf_2 Rack_1_0_0
-7.7016, 2.565368, 8.21835, 457.5988, 66.48628
-7.900839, 2.565368, 8.235782, 441.3613, 66.64352
-7.879328, 2.565368, 8.48165, 436.6937, 68.78677
-7.680089, 2.565368, 8.464219, 452.4105, 68.63925
-7.879328, 2.565368, 8.48165, 436.6937, 68.78677
-7.879328, 2.389118, 8.48165, 436.6937, 82.27245
-7.680089, 2.389118, 8.464219, 452.4105, 82.15498
-7.680089, 2.565368, 8.464219, 452.4105, 68.63925
-7.680089, 2.565368, 8.464219, 452.4105, 68.63925
-7.680089, 2.389118, 8.464219, 452.4105, 82.15498
-7.7016, 2.389118, 8.21835, 457.5988, 80.44051
-7.7016, 2.565368, 8.21835, 457.5988, 66.48628
-7.900839, 2.389118, 8.235782, 441.3613, 80.5657
-7.7016, 2.389118, 8.21835, 457.5988, 80.44051
-7.680089, 2.389118, 8.464219, 452.4105, 82.15498
-7.879328, 2.389118, 8.48165, 436.6937, 82.27245
-7.900839, 2.565368, 8.235782, 441.3613, 66.64352
-7.900839, 2.389118, 8.235782, 441.3613, 80.5657
-7.879328, 2.389118, 8.48165, 436.6937, 82.27245
-7.879328, 2.565368, 8.48165, 436.6937, 68.78677
-7.7016, 2.565368, 8.21835, 457.5988, 66.48628
-7.7016, 2.389118, 8.21835, 457.5988, 80.44051
-7.900839, 2.389118, 8.235782, 441.3613, 80.5657
-7.900839, 2.565368, 8.235782, 441.3613, 66.64352
box_7_litchi(Clone) stack 50 Shelf_2 Rack_1_0_0
-7.503727, 2.599012, 8.253551, 472.1865, 64.15167
-7.496747, 2.599012, 8.453429, 466.7829, 65.96407
-7.496747, 2.599012, 8.453429, 466.7829, 65.96407
-7.496747, 2.389012, 8.453429, 466.7829, 82.09015
-7.503727, 2.389012, 8.253551, 472.1865, 80.70111
-7.496747, 2.389012, 8.453429, 466.7829, 82.09015
-7.503727, 2.599012, 8.253551, 472.1865, 64.15167
-7.503727, 2.389012, 8.253551, 472.1865, 80.70111
-7.496747, 2.389012, 8.453429, 466.7829, 82.09015
-7.496747, 2.599012, 8.453429, 466.7829, 65.96407
-7.503727, 2.389012, 8.253551, 472.1865, 80.70111
-7.503727, 2.599012, 8.253551, 472.1865, 64.15167
box_7_litchi(Clone) stack 50 Shelf_2 Rack_1_0_0
-7.502028, 2.809012, 8.25176, 472.3751, 47.58167
-7.498538, 2.809012, 8.451731, 466.6946, 49.81947
-7.498538, 2.809012, 8.451731, 466.6946, 49.81947
-7.498538, 2.599012, 8.451731, 466.6946, 65.94907
-7.502028, 2.599012, 8.25176, 472.3751, 64.13499
-7.498538, 2.599012, 8.451731, 466.6946, 65.94907
-7.502028, 2.809012, 8.25176, 472.3751, 47.58167
-7.502028, 2.599012, 8.25176, 472.3751, 64.13499
-7.498538, 2.599012, 8.451731, 466.6946, 65.94907
-7.498538, 2.809012, 8.451731, 466.6946, 49.81947
-7.502028, 2.599012, 8.25176, 472.3751, 64.13499
-7.502028, 2.809012, 8.25176, 472.3751, 47.58167
box_7_litchi(Clone) stack 50 Shelf_2 Rack_1_0_0
-7.505394, 3.019012, 8.255371, 471.9996, 31.07762
-7.494927, 3.019012, 8.455097, 466.8742, 33.73352
-7.494927, 3.019012, 8.455097, 466.8742, 33.73352
-7.494927, 2.809012, 8.455097, 466.8742, 49.85616
-7.505394, 2.809012, 8.255371, 471.9996, 47.62312
-7.494927, 2.809012, 8.455097, 466.8742, 49.85616
-7.505394, 3.019012, 8.255371, 471.9996, 31.07762
-7.505394, 2.809012, 8.255371, 471.9996, 47.62312
-7.494927, 2.809012, 8.455097, 466.8742, 49.85616
-7.494927, 3.019012, 8.455097, 466.8742, 33.73352
-7.505394, 2.809012, 8.255371, 471.9996, 47.62312
-7.505394, 3.019012, 8.255371, 471.9996, 31.07762
box_7_litchi(Clone) stack 50 Shelf_2 Rack_1_0_0
-7.503727, 3.229012, 8.253551, 472.1865, 14.50334
-7.496747, 3.229012, 8.453429, 466.7829, 17.5858
-7.496747, 3.229012, 8.453429, 466.7829, 17.5858
-7.496747, 3.019012, 8.453429, 466.7829, 33.71188
-7.503727, 3.019012, 8.253551, 472.1865, 31.0528
-7.496747, 3.019012, 8.453429, 466.7829, 33.71188
-7.503727, 3.229012, 8.253551, 472.1865, 14.50334
-7.503727, 3.019012, 8.253551, 472.1865, 31.0528
-7.496747, 3.019012, 8.453429, 466.7829, 33.71188
-7.496747, 3.229012, 8.453429, 466.7829, 17.5858
-7.503727, 3.019012, 8.253551, 472.1865, 31.0528
-7.503727, 3.229012, 8.253551, 472.1865, 14.50334
