box_5_LMRR(Clone) stack 41 Shelf_0 Rack_1_0_0
-7.927434, 0.1961813, 8.460298, 410.5229, 250.3781
-7.897356, 0.3724313, 8.215329, 418.4195, 240.1494
-7.897356, 0.1961813, 8.215329, 418.4195, 254.1092
-7.927434, 0.1961813, 8.460298, 410.5229, 250.3781
-7.927434, 0.3724313, 8.460298, 410.5229, 236.8556
-7.698847, 0.3724313, 8.239703, 433.5197, 239.8122
-7.698847, 0.1961813, 8.239703, 433.5197, 253.7272
-7.897356, 0.1961813, 8.215329, 418.4195, 254.1092
-7.897356, 0.3724313, 8.215329, 418.4195, 240.1494
box_8_lizol(Clone) stack 43 Shelf_0 Rack_1_0_0
-7.726587, 0.5486813, 8.21682, 431.9074, 226.1717
-7.925492, 0.5486813, 8.237725, 415.6716, 225.9208
-7.899693, 0.5486813, 8.483181, 412.1475, 223.0754
-7.700789, 0.5486813, 8.462276, 427.8643, 223.3108
-7.899693, 0.5486813, 8.483181, 412.1475, 223.0754
-7.899693, 0.3724313, 8.483181, 412.1475, 236.5584
-7.700789, 0.3724313, 8.462276, 427.8643, 236.8299
-7.700789, 0.5486813, 8.462276, 427.8643, 223.3108
-7.700789, 0.5486813, 8.462276, 427.8643, 223.3108
-7.700789, 0.3724313, 8.462276, 427.8643, 236.8299
-7.726587, 0.3724313, 8.21682, 431.9074, 240.1287
-7.726587, 0.5486813, 8.21682, 431.9074, 226.1717
-7.925492, 0.3724313, 8.237725, 415.6716, 239.8394
-7.726587, 0.3724313, 8.21682, 431.9074, 240.1287
-7.700789, 0.3724313, 8.462276, 427.8643, 236.8299
-7.899693, 0.3724313, 8.483181, 412.1475, 236.5584
-7.925492, 0.5486813, 8.237725, 415.6716, 225.9208
-7.925492, 0.3724313, 8.237725, 415.6716, 239.8394
-7.899693, 0.3724313, 8.483181, 412.1475, 236.5584
-7.899693, 0.5486813, 8.483181, 412.1475, 223.0754
-7.726587, 0.5486813, 8.21682, 431.9074, 226.1717
-7.726587, 0.3724313, 8.21682, 431.9074, 240.1287
-7.925492, 0.3724313, 8.237725, 415.6716, 239.8394
-7.925492, 0.5486813, 8.237725, 415.6716, 225.9208
box_8_lizol(Clone) stack 43 Shelf_0 Rack_1_0_0
-7.708895, 0.7249313, 8.230162, 432.9687, 212.0789
-7.908773, 0.7249313, 8.223182, 417.3314, 212.1498
-7.917386, 0.7249314, 8.469839, 411.0851, 209.7195
-7.717508, 0.7249314, 8.476819, 426.2357, 209.6529
-7.917386, 0.7249314, 8.469839, 411.0851, 209.7195
-7.917386, 0.5486813, 8.469839, 411.0851, 223.2255
-7.717508, 0.5486813, 8.476819, 426.2357, 223.1469
-7.717508, 0.7249314, 8.476819, 426.2357, 209.6529
-7.717508, 0.7249314, 8.476819, 426.2357, 209.6529
-7.717508, 0.5486813, 8.476819, 426.2357, 223.1469
-7.708895, 0.5486813, 8.230162, 432.9687, 226.0114
-7.708895, 0.7249313, 8.230162, 432.9687, 212.0789
-7.908773, 0.5486813, 8.223182, 417.3314, 226.0952
-7.708895, 0.5486813, 8.230162, 432.9687, 226.0114
-7.717508, 0.5486813, 8.476819, 426.2357, 223.1469
-7.917386, 0.5486813, 8.469839, 411.0851, 223.2255
-7.908773, 0.7249313, 8.223182, 417.3314, 212.1498
-7.908773, 0.5486813, 8.223182, 417.3314, 226.0952
-7.917386, 0.5486813, 8.469839, 411.0851, 223.2255
-7.917386, 0.7249314, 8.469839, 411.0851, 209.7195
-7.708895, 0.7249313, 8.230162, 432.9687, 212.0789
-7.708895, 0.5486813, 8.230162, 432.9687, 226.0114
-7.908773, 0.5486813, 8.223182, 417.3314, 226.0952
-7.908773, 0.7249313, 8.223182, 417.3314, 212.1498
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.096589, 1.369311, 8.225131, 402.4292, 161.1582
-8.296103, 1.369311, 8.239082, 386.378, 161.1102
-8.279614, 1.369311, 8.47487, 383.2355, 160.3244
-8.080101, 1.369311, 8.460918, 398.7971, 160.3696
-8.279614, 1.369311, 8.47487, 383.2355, 160.3244
-8.279614, 1.204311, 8.47487, 383.2355, 172.9602
-8.080101, 1.204311, 8.460918, 398.7971, 173.0279
-8.080101, 1.369311, 8.460918, 398.7971, 160.3696
-8.080101, 1.369311, 8.460918, 398.7971, 160.3696
-8.080101, 1.204311, 8.460918, 398.7971, 173.0279
-8.096589, 1.204311, 8.225131, 402.4292, 174.21
-8.096589, 1.369311, 8.225131, 402.4292, 161.1582
-8.296103, 1.204311, 8.239082, 386.378, 174.1381
-8.096589, 1.204311, 8.225131, 402.4292, 174.21
-8.080101, 1.204311, 8.460918, 398.7971, 173.0279
-8.279614, 1.204311, 8.47487, 383.2355, 172.9602
-8.296103, 1.369311, 8.239082, 386.378, 161.1102
-8.296103, 1.204311, 8.239082, 386.378, 174.1381
-8.279614, 1.204311, 8.47487, 383.2355, 172.9602
-8.279614, 1.369311, 8.47487, 383.2355, 160.3244
-8.096589, 1.369311, 8.225131, 402.4292, 161.1582
-8.096589, 1.204311, 8.225131, 402.4292, 174.21
-8.296103, 1.204311, 8.239082, 386.378, 174.1381
-8.296103, 1.369311, 8.239082, 386.378, 161.1102
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.084038, 1.534311, 8.23538, 403.2015, 148.0886
-8.283916, 1.534311, 8.2284, 387.5476, 148.1007
-8.292166, 1.534311, 8.464621, 382.4606, 147.7052
-8.092287, 1.534311, 8.471601, 397.6469, 147.6938
-8.292166, 1.534311, 8.464621, 382.4606, 147.7052
-8.292166, 1.369311, 8.464621, 382.4606, 160.3575
-8.092287, 1.369311, 8.471601, 397.6469, 160.335
-8.092287, 1.534311, 8.471601, 397.6469, 147.6938
-8.092287, 1.534311, 8.471601, 397.6469, 147.6938
-8.092287, 1.369311, 8.471601, 397.6469, 160.335
-8.084038, 1.369311, 8.23538, 403.2015, 161.1229
-8.084038, 1.534311, 8.23538, 403.2015, 148.0886
-8.283916, 1.369311, 8.2284, 387.5476, 161.1469
-8.084038, 1.369311, 8.23538, 403.2015, 161.1229
-8.092287, 1.369311, 8.471601, 397.6469, 160.335
-8.292166, 1.369311, 8.464621, 382.4606, 160.3575
-8.283916, 1.534311, 8.2284, 387.5476, 148.1007
-8.283916, 1.369311, 8.2284, 387.5476, 161.1469
-8.292166, 1.369311, 8.464621, 382.4606, 160.3575
-8.292166, 1.534311, 8.464621, 382.4606, 147.7052
-8.084038, 1.534311, 8.23538, 403.2015, 148.0886
-8.084038, 1.369311, 8.23538, 403.2015, 161.1229
-8.283916, 1.369311, 8.2284, 387.5476, 161.1469
-8.283916, 1.534311, 8.2284, 387.5476, 148.1007
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.101003, 1.699311, 8.222013, 402.1467, 135.0545
-8.299908, 1.699311, 8.242919, 386.0038, 135.0544
-8.275201, 1.699311, 8.477987, 383.5164, 135.0527
-8.076296, 1.699311, 8.457082, 399.1672, 135.0529
-8.275201, 1.699311, 8.477987, 383.5164, 135.0527
-8.275201, 1.534311, 8.477987, 383.5164, 147.6835
-8.076296, 1.534311, 8.457082, 399.1672, 147.7174
-8.076296, 1.699311, 8.457082, 399.1672, 135.0529
-8.076296, 1.699311, 8.457082, 399.1672, 135.0529
-8.076296, 1.534311, 8.457082, 399.1672, 147.7174
-8.101003, 1.534311, 8.222013, 402.1467, 148.1117
-8.101003, 1.699311, 8.222013, 402.1467, 135.0545
-8.299908, 1.534311, 8.242919, 386.0038, 148.0757
-8.101003, 1.534311, 8.222013, 402.1467, 148.1117
-8.076296, 1.534311, 8.457082, 399.1672, 147.7174
-8.275201, 1.534311, 8.477987, 383.5164, 147.6835
-8.299908, 1.699311, 8.242919, 386.0038, 135.0544
-8.299908, 1.534311, 8.242919, 386.0038, 148.0757
-8.275201, 1.534311, 8.477987, 383.5164, 147.6835
-8.275201, 1.699311, 8.477987, 383.5164, 135.0527
-8.101003, 1.699311, 8.222013, 402.1467, 135.0545
-8.101003, 1.534311, 8.222013, 402.1467, 148.1117
-8.299908, 1.534311, 8.242919, 386.0038, 148.0757
-8.299908, 1.699311, 8.242919, 386.0038, 135.0544
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.701157, 1.380775, 8.237725, 433.3875, 160.2095
-7.900062, 1.380775, 8.21682, 418.1701, 160.2791
-7.92586, 1.380775, 8.462276, 410.6005, 159.4859
-7.726955, 1.380775, 8.483181, 425.3619, 159.4206
-7.92586, 1.380775, 8.462276, 410.6005, 159.4859
-7.92586, 1.204525, 8.462276, 410.6005, 173.0049
-7.726955, 1.204525, 8.483181, 425.3619, 172.9037
-7.726955, 1.380775, 8.483181, 425.3619, 159.4206
-7.726955, 1.380775, 8.483181, 425.3619, 159.4206
-7.726955, 1.204525, 8.483181, 425.3619, 172.9037
-7.701157, 1.204525, 8.237725, 433.3875, 174.1282
-7.701157, 1.380775, 8.237725, 433.3875, 160.2095
-7.900062, 1.204525, 8.21682, 418.1701, 174.2361
-7.701157, 1.204525, 8.237725, 433.3875, 174.1282
-7.726955, 1.204525, 8.483181, 425.3619, 172.9037
-7.92586, 1.204525, 8.462276, 410.6005, 173.0049
-7.900062, 1.380775, 8.21682, 418.1701, 160.2791
-7.900062, 1.204525, 8.21682, 418.1701, 174.2361
-7.92586, 1.204525, 8.462276, 410.6005, 173.0049
-7.92586, 1.380775, 8.462276, 410.6005, 159.4859
-7.701157, 1.380775, 8.237725, 433.3875, 160.2095
-7.701157, 1.204525, 8.237725, 433.3875, 174.1282
-7.900062, 1.204525, 8.21682, 418.1701, 174.2361
-7.900062, 1.380775, 8.21682, 418.1701, 160.2791
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.724645, 1.557025, 8.21835, 432.0224, 146.3198
-7.923883, 1.557025, 8.235782, 415.8437, 146.2938
-7.902372, 1.557025, 8.48165, 411.9761, 145.9397
-7.703134, 1.557025, 8.464219, 427.6379, 145.9641
-7.902372, 1.557025, 8.48165, 411.9761, 145.9397
-7.902372, 1.380775, 8.48165, 411.9761, 159.4254
-7.703134, 1.380775, 8.464219, 427.6379, 159.4798
-7.703134, 1.557025, 8.464219, 427.6379, 145.9641
-7.703134, 1.557025, 8.464219, 427.6379, 145.9641
-7.703134, 1.380775, 8.464219, 427.6379, 159.4798
-7.724645, 1.380775, 8.21835, 432.0224, 160.274
-7.724645, 1.557025, 8.21835, 432.0224, 146.3198
-7.923883, 1.380775, 8.235782, 415.8437, 160.216
-7.724645, 1.380775, 8.21835, 432.0224, 160.274
-7.703134, 1.380775, 8.464219, 427.6379, 159.4798
-7.902372, 1.380775, 8.48165, 411.9761, 159.4254
-7.923883, 1.557025, 8.235782, 415.8437, 146.2938
-7.923883, 1.380775, 8.235782, 415.8437, 160.216
-7.902372, 1.380775, 8.48165, 411.9761, 159.4254
-7.902372, 1.557025, 8.48165, 411.9761, 145.9397
-7.724645, 1.557025, 8.21835, 432.0224, 146.3198
-7.724645, 1.380775, 8.21835, 432.0224, 160.274
-7.923883, 1.380775, 8.235782, 415.8437, 160.216
-7.923883, 1.557025, 8.235782, 415.8437, 146.2938
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.703134, 1.733275, 8.235782, 433.2809, 132.3716
-7.902372, 1.733275, 8.21835, 417.9512, 132.3656
-7.923883, 1.733275, 8.464219, 410.7097, 132.4483
-7.724645, 1.733275, 8.48165, 425.5749, 132.454
-7.923883, 1.733275, 8.464219, 410.7097, 132.4483
-7.923883, 1.557025, 8.464219, 410.7097, 145.9641
-7.724645, 1.557025, 8.48165, 425.5749, 145.9397
-7.724645, 1.733275, 8.48165, 425.5749, 132.454
-7.724645, 1.733275, 8.48165, 425.5749, 132.454
-7.724645, 1.557025, 8.48165, 425.5749, 145.9397
-7.703134, 1.557025, 8.235782, 433.2809, 146.2938
-7.703134, 1.733275, 8.235782, 433.2809, 132.3716
-7.902372, 1.557025, 8.21835, 417.9512, 146.3198
-7.703134, 1.557025, 8.235782, 433.2809, 146.2938
-7.724645, 1.557025, 8.48165, 425.5749, 145.9397
-7.923883, 1.557025, 8.464219, 410.7097, 145.9641
-7.902372, 1.733275, 8.21835, 417.9512, 132.3656
-7.902372, 1.557025, 8.21835, 417.9512, 146.3198
-7.923883, 1.557025, 8.464219, 410.7097, 145.9641
-7.923883, 1.733275, 8.464219, 410.7097, 132.4483
-7.703134, 1.733275, 8.235782, 433.2809, 132.3716
-7.703134, 1.557025, 8.235782, 433.2809, 146.2938
-7.902372, 1.557025, 8.21835, 417.9512, 146.3198
-7.902372, 1.733275, 8.21835, 417.9512, 132.3656
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.323061, 1.369311, 8.240984, 463.1505, 161.1036
-7.522299, 1.369311, 8.223553, 447.9, 161.1636
-7.5429, 1.369311, 8.459017, 440.0585, 160.3757
-7.343661, 1.369311, 8.476448, 454.8682, 160.3193
-7.5429, 1.369311, 8.459017, 440.0585, 160.3757
-7.5429, 1.204311, 8.459017, 440.0585, 173.0372
-7.343661, 1.204311, 8.476448, 454.8682, 172.9525
-7.343661, 1.369311, 8.476448, 454.8682, 160.3193
-7.343661, 1.369311, 8.476448, 454.8682, 160.3193
-7.343661, 1.204311, 8.476448, 454.8682, 172.9525
-7.323061, 1.204311, 8.240984, 463.1505, 174.1282
-7.323061, 1.369311, 8.240984, 463.1505, 161.1036
-7.522299, 1.204311, 8.223553, 447.9, 174.2182
-7.323061, 1.204311, 8.240984, 463.1505, 174.1282
-7.343661, 1.204311, 8.476448, 454.8682, 172.9525
-7.5429, 1.204311, 8.459017, 440.0585, 173.0372
-7.522299, 1.369311, 8.223553, 447.9, 161.1636
-7.522299, 1.204311, 8.223553, 447.9, 174.2182
-7.5429, 1.204311, 8.459017, 440.0585, 173.0372
-7.5429, 1.369311, 8.459017, 440.0585, 160.3757
-7.323061, 1.369311, 8.240984, 463.1505, 161.1036
-7.323061, 1.204311, 8.240984, 463.1505, 174.1282
-7.522299, 1.204311, 8.223553, 447.9, 174.2182
-7.522299, 1.369311, 8.223553, 447.9, 161.1636
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.321175, 1.534311, 8.242919, 463.2426, 148.0757
-7.520079, 1.534311, 8.222013, 448.1179, 148.1117
-7.544785, 1.534311, 8.457082, 439.9632, 147.7174
-7.345881, 1.534311, 8.477987, 454.656, 147.6835
-7.544785, 1.534311, 8.457082, 439.9632, 147.7174
-7.544785, 1.369311, 8.457082, 439.9632, 160.382
-7.345881, 1.369311, 8.477987, 454.656, 160.3143
-7.345881, 1.534311, 8.477987, 454.656, 147.6835
-7.345881, 1.534311, 8.477987, 454.656, 147.6835
-7.345881, 1.369311, 8.477987, 454.656, 160.3143
-7.321175, 1.369311, 8.242919, 463.2426, 161.097
-7.321175, 1.534311, 8.242919, 463.2426, 148.0757
-7.520079, 1.369311, 8.222013, 448.1179, 161.1689
-7.321175, 1.369311, 8.242919, 463.2426, 161.097
-7.345881, 1.369311, 8.477987, 454.656, 160.3143
-7.544785, 1.369311, 8.457082, 439.9632, 160.382
-7.520079, 1.534311, 8.222013, 448.1179, 148.1117
-7.520079, 1.369311, 8.222013, 448.1179, 161.1689
-7.544785, 1.369311, 8.457082, 439.9632, 160.382
-7.544785, 1.534311, 8.457082, 439.9632, 147.7174
-7.321175, 1.534311, 8.242919, 463.2426, 148.0757
-7.321175, 1.369311, 8.242919, 463.2426, 161.097
-7.520079, 1.369311, 8.222013, 448.1179, 161.1689
-7.520079, 1.534311, 8.222013, 448.1179, 148.1117
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.321175, 1.699311, 8.242919, 463.2426, 135.0544
-7.520079, 1.699311, 8.222013, 448.1179, 135.0545
-7.544785, 1.699311, 8.457082, 439.9632, 135.0529
-7.345881, 1.699311, 8.477987, 454.656, 135.0527
-7.544785, 1.699311, 8.457082, 439.9632, 135.0529
-7.544785, 1.534311, 8.457082, 439.9632, 147.7174
-7.345881, 1.534311, 8.477987, 454.656, 147.6835
-7.345881, 1.699311, 8.477987, 454.656, 135.0527
-7.345881, 1.699311, 8.477987, 454.656, 135.0527
-7.345881, 1.534311, 8.477987, 454.656, 147.6835
-7.321175, 1.534311, 8.242919, 463.2426, 148.0757
-7.321175, 1.699311, 8.242919, 463.2426, 135.0544
-7.520079, 1.534311, 8.222013, 448.1179, 148.1117
-7.321175, 1.534311, 8.242919, 463.2426, 148.0757
-7.345881, 1.534311, 8.477987, 454.656, 147.6835
-7.544785, 1.534311, 8.457082, 439.9632, 147.7174
-7.520079, 1.699311, 8.222013, 448.1179, 135.0545
-7.520079, 1.534311, 8.222013, 448.1179, 148.1117
-7.544785, 1.534311, 8.457082, 439.9632, 147.7174
-7.544785, 1.699311, 8.457082, 439.9632, 135.0529
-7.321175, 1.699311, 8.242919, 463.2426, 135.0544
-7.321175, 1.534311, 8.242919, 463.2426, 148.0757
-7.520079, 1.534311, 8.222013, 448.1179, 148.1117
-7.520079, 1.699311, 8.222013, 448.1179, 135.0545
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.323061, 1.864311, 8.240984, 463.1505, 122.0298
-7.522299, 1.864311, 8.223553, 447.9, 121.9999
-7.5429, 1.864311, 8.459017, 440.0585, 122.3914
-7.343661, 1.864311, 8.476448, 454.8682, 122.4195
-7.5429, 1.864311, 8.459017, 440.0585, 122.3914
-7.5429, 1.699311, 8.459017, 440.0585, 135.0529
-7.343661, 1.699311, 8.476448, 454.8682, 135.0527
-7.343661, 1.864311, 8.476448, 454.8682, 122.4195
-7.343661, 1.864311, 8.476448, 454.8682, 122.4195
-7.343661, 1.699311, 8.476448, 454.8682, 135.0527
-7.323061, 1.699311, 8.240984, 463.1505, 135.0544
-7.323061, 1.864311, 8.240984, 463.1505, 122.0298
-7.522299, 1.699311, 8.223553, 447.9, 135.0545
-7.323061, 1.699311, 8.240984, 463.1505, 135.0544
-7.343661, 1.699311, 8.476448, 454.8682, 135.0527
-7.5429, 1.699311, 8.459017, 440.0585, 135.0529
-7.522299, 1.864311, 8.223553, 447.9, 121.9999
-7.522299, 1.699311, 8.223553, 447.9, 135.0545
-7.5429, 1.699311, 8.459017, 440.0585, 135.0529
-7.5429, 1.864311, 8.459017, 440.0585, 122.3914
-7.323061, 1.864311, 8.240984, 463.1505, 122.0298
-7.323061, 1.699311, 8.240984, 463.1505, 135.0544
-7.522299, 1.699311, 8.223553, 447.9, 135.0545
-7.522299, 1.864311, 8.223553, 447.9, 121.9999
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.335058, 2.029311, 8.230091, 462.5224, 108.9678
-7.535028, 2.029311, 8.233582, 446.6197, 108.9798
-7.530902, 2.029311, 8.46991, 440.6995, 109.7651
-7.330933, 2.029311, 8.466419, 456.1193, 109.7539
-7.530902, 2.029311, 8.46991, 440.6995, 109.7651
-7.530902, 1.864311, 8.46991, 440.6995, 122.409
-7.330933, 1.864311, 8.466419, 456.1193, 122.4034
-7.330933, 2.029311, 8.466419, 456.1193, 109.7539
-7.330933, 2.029311, 8.466419, 456.1193, 109.7539
-7.330933, 1.864311, 8.466419, 456.1193, 122.4034
-7.335058, 1.864311, 8.230091, 462.5224, 122.0111
-7.335058, 2.029311, 8.230091, 462.5224, 108.9678
-7.535028, 1.864311, 8.233582, 446.6197, 122.0171
-7.335058, 1.864311, 8.230091, 462.5224, 122.0111
-7.330933, 1.864311, 8.466419, 456.1193, 122.4034
-7.530902, 1.864311, 8.46991, 440.6995, 122.409
-7.535028, 2.029311, 8.233582, 446.6197, 108.9798
-7.535028, 1.864311, 8.233582, 446.6197, 122.0171
-7.530902, 1.864311, 8.46991, 440.6995, 122.409
-7.530902, 2.029311, 8.46991, 440.6995, 109.7651
-7.335058, 2.029311, 8.230091, 462.5224, 108.9678
-7.335058, 1.864311, 8.230091, 462.5224, 122.0111
-7.535028, 1.864311, 8.233582, 446.6197, 122.0171
-7.535028, 2.029311, 8.233582, 446.6197, 108.9798
box_6_melody(Clone) stack 47 Shelf_1 Rack_1_0_0
-7.153426, 1.391943, 8.235398, 476.7149, 159.3351
-7.140865, 1.391943, 8.47507, 470.4358, 158.5907
-7.140865, 1.391943, 8.47507, 470.4358, 158.5907
-7.140865, 1.204443, 8.47507, 470.4358, 172.9492
-7.153426, 1.204443, 8.235398, 476.7149, 174.1466
-7.140865, 1.204443, 8.47507, 470.4358, 172.9492
-7.153426, 1.391943, 8.235398, 476.7149, 159.3351
-7.153426, 1.204443, 8.235398, 476.7149, 174.1466
-7.140865, 1.204443, 8.47507, 470.4358, 172.9492
-7.140865, 1.391943, 8.47507, 470.4358, 158.5907
-7.153426, 1.204443, 8.235398, 476.7149, 174.1466
-7.153426, 1.391943, 8.235398, 476.7149, 159.3351
box_6_melody(Clone) stack 47 Shelf_1 Rack_1_0_0
-7.159278, 1.579443, 8.241111, 476.0751, 144.5163
-7.134192, 1.579443, 8.479795, 470.8076, 144.2266
-7.134192, 1.579443, 8.479795, 470.8076, 144.2266
-7.134192, 1.391943, 8.479795, 470.8076, 158.5764
-7.159278, 1.391943, 8.241111, 476.0751, 159.3167
-7.134192, 1.391943, 8.479795, 470.8076, 158.5764
-7.159278, 1.579443, 8.241111, 476.0751, 144.5163
-7.159278, 1.391943, 8.241111, 476.0751, 159.3167
-7.134192, 1.391943, 8.479795, 470.8076, 158.5764
-7.134192, 1.579443, 8.479795, 470.8076, 144.2266
-7.159278, 1.391943, 8.241111, 476.0751, 159.3167
-7.159278, 1.579443, 8.241111, 476.0751, 144.5163
box_1_Parle-G-GOLD(Clone) stack 48 Shelf_2 Rack_1_0_0
-8.074084, 2.560843, 8.245652, 403.7663, 67.08922
-8.274085, 2.560843, 8.245652, 387.9885, 67.08922
-8.274085, 2.560843, 8.454349, 384.0362, 68.90291
-8.074084, 2.560843, 8.454349, 399.3926, 68.90291
-8.274085, 2.560843, 8.454349, 384.0362, 68.90291
-8.274085, 2.388343, 8.454349, 384.0362, 82.14775
-8.074084, 2.388343, 8.454349, 399.3926, 82.14775
-8.074084, 2.560843, 8.454349, 399.3926, 68.90291
-8.074084, 2.560843, 8.454349, 399.3926, 68.90291
-8.074084, 2.388343, 8.454349, 399.3926, 82.14775
-8.074084, 2.388343, 8.245652, 403.7663, 80.69751
-8.074084, 2.560843, 8.245652, 403.7663, 67.08922
-8.274085, 2.388343, 8.245652, 387.9885, 80.69751
-8.074084, 2.388343, 8.245652, 403.7663, 80.69751
-8.074084, 2.388343, 8.454349, 399.3926, 82.14775
-8.274085, 2.388343, 8.454349, 384.0362, 82.14775
-8.274085, 2.560843, 8.245652, 387.9885, 67.08922
-8.274085, 2.388343, 8.245652, 387.9885, 80.69751
-8.274085, 2.388343, 8.454349, 384.0362, 82.14775
-8.274085, 2.560843, 8.454349, 384.0362, 68.90291
