box_3_Hareli(Clone) stack 116 Shelf_0 Rack_1_1_0
-7.757082, 0.5147178, 0.4794882, 434.6238, 225.7163
-7.757082, 0.5147178, 0.4794882, 434.6238, 225.7163
-7.757082, 0.3497178, 0.4794882, 434.6238, 238.3447
-7.728276, 0.3497178, 0.2448865, 442.9004, 241.5327
-7.728276, 0.5147178, 0.2448864, 442.9004, 228.5148
-7.926785, 0.3497178, 0.2205126, 427.8407, 241.8753
-7.728276, 0.3497178, 0.2448865, 442.9004, 241.5327
-7.757082, 0.3497178, 0.4794882, 434.6238, 238.3447
-7.955591, 0.3497178, 0.4551143, 419.9904, 238.667
-7.926785, 0.5147178, 0.2205126, 427.8407, 228.8155
-7.926785, 0.3497178, 0.2205126, 427.8407, 241.8753
-7.955591, 0.3497178, 0.4551143, 419.9904, 238.667
-7.955591, 0.5147178, 0.4551143, 419.9904, 225.9992
-7.728276, 0.5147178, 0.2448864, 442.9004, 228.5148
-7.728276, 0.3497178, 0.2448865, 442.9004, 241.5327
-7.926785, 0.3497178, 0.2205126, 427.8407, 241.8753
-7.926785, 0.5147178, 0.2205126, 427.8407, 228.8155
box4_Fairever(Clone) stack 118 Shelf_0 Rack_1_1_0
-7.733933, 0.6797177, 0.2390821, 442.6087, 215.5583
-7.933446, 0.6797177, 0.2251308, 427.1994, 215.7065
-7.949934, 0.6797178, 0.4609186, 420.2907, 213.2733
-7.750421, 0.6797178, 0.4748699, 435.2486, 213.134
-7.949934, 0.6797178, 0.4609186, 420.2907, 213.2733
-7.949934, 0.5147178, 0.4609186, 420.2907, 225.9317
-7.750421, 0.5147178, 0.4748699, 435.2486, 225.7698
-7.750421, 0.6797178, 0.4748699, 435.2486, 213.134
-7.750421, 0.6797178, 0.4748699, 435.2486, 213.134
-7.750421, 0.5147178, 0.4748699, 435.2486, 225.7698
-7.733933, 0.5147178, 0.2390821, 442.6087, 228.5862
-7.733933, 0.6797177, 0.2390821, 442.6087, 215.5583
-7.933446, 0.5147178, 0.2251309, 427.1994, 228.7583
-7.733933, 0.5147178, 0.2390821, 442.6087, 228.5862
-7.750421, 0.5147178, 0.4748699, 435.2486, 225.7698
-7.949934, 0.5147178, 0.4609186, 420.2907, 225.9317
-7.933446, 0.6797177, 0.2251308, 427.1994, 215.7065
-7.933446, 0.5147178, 0.2251309, 427.1994, 228.7583
-7.949934, 0.5147178, 0.4609186, 420.2907, 225.9317
-7.949934, 0.6797178, 0.4609186, 420.2907, 213.2733
-7.733933, 0.6797177, 0.2390821, 442.6087, 215.5583
-7.733933, 0.5147178, 0.2390821, 442.6087, 228.5862
-7.933446, 0.5147178, 0.2251309, 427.1994, 228.7583
-7.933446, 0.6797177, 0.2251308, 427.1994, 215.7065
box4_Fairever(Clone) stack 118 Shelf_0 Rack_1_1_0
-7.732014, 0.8447177, 0.2409839, 442.7094, 202.5135
-7.931253, 0.8447177, 0.2235528, 427.4119, 202.6687
-7.951853, 0.8447177, 0.4590169, 420.1874, 200.631
-7.752614, 0.8447177, 0.476448, 435.0413, 200.485
-7.951853, 0.8447177, 0.4590169, 420.1874, 200.631
-7.951853, 0.6797177, 0.4590169, 420.1874, 213.2924
-7.752614, 0.6797177, 0.476448, 435.0413, 213.1182
-7.752614, 0.8447177, 0.476448, 435.0413, 200.485
-7.752614, 0.8447177, 0.476448, 435.0413, 200.485
-7.752614, 0.6797177, 0.476448, 435.0413, 213.1182
-7.732014, 0.6797177, 0.2409839, 442.7094, 215.5382
-7.732014, 0.8447177, 0.2409839, 442.7094, 202.5135
-7.931253, 0.6797177, 0.2235527, 427.4119, 215.7233
-7.732014, 0.6797177, 0.2409839, 442.7094, 215.5382
-7.752614, 0.6797177, 0.476448, 435.0413, 213.1182
-7.951853, 0.6797177, 0.4590169, 420.1874, 213.2924
-7.931253, 0.8447177, 0.2235528, 427.4119, 202.6687
-7.931253, 0.6797177, 0.2235527, 427.4119, 215.7233
-7.951853, 0.6797177, 0.4590169, 420.1874, 213.2924
-7.951853, 0.8447177, 0.4590169, 420.1874, 200.631
-7.732014, 0.8447177, 0.2409839, 442.7094, 202.5135
-7.732014, 0.6797177, 0.2409839, 442.7094, 215.5382
-7.931253, 0.6797177, 0.2235527, 427.4119, 215.7233
-7.931253, 0.8447177, 0.2235528, 427.4119, 202.6687
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.047181, 1.369311, 0.2409839, 417.8311, 161.1036
-8.24642, 1.369311, 0.2235528, 402.4763, 161.1636
-8.26702, 1.369311, 0.4590169, 396.0027, 160.3757
-8.067781, 1.369311, 0.476448, 410.9105, 160.3193
-8.26702, 1.369311, 0.4590169, 396.0027, 160.3757
-8.26702, 1.204311, 0.4590169, 396.0027, 173.0372
-8.067781, 1.204311, 0.476448, 410.9105, 172.9525
-8.067781, 1.369311, 0.476448, 410.9105, 160.3193
-8.067781, 1.369311, 0.476448, 410.9105, 160.3193
-8.067781, 1.204311, 0.476448, 410.9105, 172.9525
-8.047181, 1.204311, 0.2409839, 417.8311, 174.1282
-8.047181, 1.369311, 0.2409839, 417.8311, 161.1036
-8.24642, 1.204311, 0.2235527, 402.4763, 174.2182
-8.047181, 1.204311, 0.2409839, 417.8311, 174.1282
-8.067781, 1.204311, 0.476448, 410.9105, 172.9525
-8.26702, 1.204311, 0.4590169, 396.0027, 173.0372
-8.24642, 1.369311, 0.2235528, 402.4763, 161.1636
-8.24642, 1.204311, 0.2235527, 402.4763, 174.2182
-8.26702, 1.204311, 0.4590169, 396.0027, 173.0372
-8.26702, 1.369311, 0.4590169, 396.0027, 160.3757
-8.047181, 1.369311, 0.2409839, 417.8311, 161.1036
-8.047181, 1.204311, 0.2409839, 417.8311, 174.1282
-8.24642, 1.204311, 0.2235527, 402.4763, 174.2182
-8.24642, 1.369311, 0.2235528, 402.4763, 161.1636
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.053037, 1.534311, 0.2353805, 417.4998, 148.0886
-8.252915, 1.534311, 0.2284006, 401.859, 148.1007
-8.261165, 1.534311, 0.4646202, 396.34, 147.7052
-8.061286, 1.534311, 0.4716001, 411.5139, 147.6938
-8.261165, 1.534311, 0.4646202, 396.34, 147.7052
-8.261165, 1.369311, 0.4646202, 396.34, 160.3575
-8.061286, 1.369311, 0.4716001, 411.5139, 160.335
-8.061286, 1.534311, 0.4716001, 411.5139, 147.6938
-8.061286, 1.534311, 0.4716001, 411.5139, 147.6938
-8.061286, 1.369311, 0.4716001, 411.5139, 160.335
-8.053037, 1.369311, 0.2353805, 417.4998, 161.1229
-8.053037, 1.534311, 0.2353805, 417.4998, 148.0886
-8.252915, 1.369311, 0.2284006, 401.859, 161.1469
-8.053037, 1.369311, 0.2353805, 417.4998, 161.1229
-8.061286, 1.369311, 0.4716001, 411.5139, 160.335
-8.261165, 1.369311, 0.4646202, 396.34, 160.3575
-8.252915, 1.534311, 0.2284006, 401.859, 148.1007
-8.252915, 1.369311, 0.2284006, 401.859, 161.1469
-8.261165, 1.369311, 0.4646202, 396.34, 160.3575
-8.261165, 1.534311, 0.4646202, 396.34, 147.7052
-8.053037, 1.534311, 0.2353805, 417.4998, 148.0886
-8.053037, 1.369311, 0.2353805, 417.4998, 161.1229
-8.252915, 1.369311, 0.2284006, 401.859, 161.1469
-8.252915, 1.534311, 0.2284006, 401.859, 148.1007
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.0571, 1.699311, 0.2318186, 417.2619, 135.0544
-8.257101, 1.699311, 0.2318186, 401.4553, 135.0544
-8.257101, 1.699311, 0.4681821, 396.5803, 135.0528
-8.0571, 1.699311, 0.4681821, 411.9097, 135.0528
-8.257101, 1.699311, 0.4681821, 396.5803, 135.0528
-8.257101, 1.534311, 0.4681821, 396.5803, 147.6994
-8.0571, 1.534311, 0.4681821, 411.9097, 147.6994
-8.0571, 1.699311, 0.4681821, 411.9097, 135.0528
-8.0571, 1.699311, 0.4681821, 411.9097, 135.0528
-8.0571, 1.534311, 0.4681821, 411.9097, 147.6994
-8.0571, 1.534311, 0.2318186, 417.2619, 148.0948
-8.0571, 1.699311, 0.2318186, 417.2619, 135.0544
-8.257101, 1.534311, 0.2318186, 401.4553, 148.0948
-8.0571, 1.534311, 0.2318186, 417.2619, 148.0948
-8.0571, 1.534311, 0.4681821, 411.9097, 147.6994
-8.257101, 1.534311, 0.4681821, 396.5803, 147.6994
-8.257101, 1.699311, 0.2318186, 401.4553, 135.0544
-8.257101, 1.534311, 0.2318186, 401.4553, 148.0948
-8.257101, 1.534311, 0.4681821, 396.5803, 147.6994
-8.257101, 1.699311, 0.4681821, 396.5803, 135.0528
-8.0571, 1.699311, 0.2318186, 417.2619, 135.0544
-8.0571, 1.534311, 0.2318186, 417.2619, 148.0948
-8.257101, 1.534311, 0.2318186, 401.4553, 148.0948
-8.257101, 1.699311, 0.2318186, 401.4553, 135.0544
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.055054, 1.864311, 0.2335818, 417.3824, 122.0171
-8.255023, 1.864311, 0.2300913, 401.6563, 122.0111
-8.259148, 1.864311, 0.4664189, 396.4587, 122.4034
-8.059178, 1.864311, 0.4699094, 411.7125, 122.409
-8.259148, 1.864311, 0.4664189, 396.4587, 122.4034
-8.259148, 1.699311, 0.4664189, 396.4587, 135.0528
-8.059178, 1.699311, 0.4699094, 411.7125, 135.0528
-8.059178, 1.864311, 0.4699094, 411.7125, 122.409
-8.059178, 1.864311, 0.4699094, 411.7125, 122.409
-8.059178, 1.699311, 0.4699094, 411.7125, 135.0528
-8.055054, 1.699311, 0.2335818, 417.3824, 135.0544
-8.055054, 1.864311, 0.2335818, 417.3824, 122.0171
-8.255023, 1.699311, 0.2300914, 401.6563, 135.0545
-8.055054, 1.699311, 0.2335818, 417.3824, 135.0544
-8.059178, 1.699311, 0.4699094, 411.7125, 135.0528
-8.259148, 1.699311, 0.4664189, 396.4587, 135.0528
-8.255023, 1.864311, 0.2300913, 401.6563, 122.0111
-8.255023, 1.699311, 0.2300914, 401.6563, 135.0545
-8.259148, 1.699311, 0.4664189, 396.4587, 135.0528
-8.259148, 1.864311, 0.4664189, 396.4587, 122.4034
-8.055054, 1.864311, 0.2335818, 417.3824, 122.0171
-8.055054, 1.699311, 0.2335818, 417.3824, 135.0544
-8.255023, 1.699311, 0.2300914, 401.6563, 135.0545
-8.255023, 1.864311, 0.2300913, 401.6563, 122.0111
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.0571, 2.029311, 0.2318186, 417.2619, 108.9737
-8.257101, 2.029311, 0.2318186, 401.4553, 108.9737
-8.257101, 2.029311, 0.4681821, 396.5803, 109.7596
-8.0571, 2.029311, 0.4681821, 411.9097, 109.7596
-8.257101, 2.029311, 0.4681821, 396.5803, 109.7596
-8.257101, 1.864311, 0.4681821, 396.5803, 122.4062
-8.0571, 1.864311, 0.4681821, 411.9097, 122.4062
-8.0571, 2.029311, 0.4681821, 411.9097, 109.7596
-8.0571, 2.029311, 0.4681821, 411.9097, 109.7596
-8.0571, 1.864311, 0.4681821, 411.9097, 122.4062
-8.0571, 1.864311, 0.2318186, 417.2619, 122.0141
-8.0571, 2.029311, 0.2318186, 417.2619, 108.9737
-8.257101, 1.864311, 0.2318186, 401.4553, 122.0141
-8.0571, 1.864311, 0.2318186, 417.2619, 122.0141
-8.0571, 1.864311, 0.4681821, 411.9097, 122.4062
-8.257101, 1.864311, 0.4681821, 396.5803, 122.4062
-8.257101, 2.029311, 0.2318186, 401.4553, 108.9737
-8.257101, 1.864311, 0.2318186, 401.4553, 122.0141
-8.257101, 1.864311, 0.4681821, 396.5803, 122.4062
-8.257101, 2.029311, 0.4681821, 396.5803, 109.7596
-8.0571, 2.029311, 0.2318186, 417.2619, 108.9737
-8.0571, 1.864311, 0.2318186, 417.2619, 122.0141
-8.257101, 1.864311, 0.2318186, 401.4553, 122.0141
-8.257101, 2.029311, 0.2318186, 401.4553, 108.9737
box_3_Hareli(Clone) stack 120 Shelf_1 Rack_1_1_0
-7.651932, 1.353857, 0.2510558, 448.7543, 162.2874
-7.850837, 1.353857, 0.2301501, 433.6059, 162.3625
-7.873833, 1.353857, 0.448945, 426.4144, 161.5959
-7.674929, 1.353857, 0.4698507, 441.1588, 161.5249
-7.873833, 1.353857, 0.448945, 426.4144, 161.5959
-7.873833, 1.203857, 0.448945, 426.4144, 173.1211
-7.674929, 1.203857, 0.4698507, 441.1588, 173.0193
-7.674929, 1.353857, 0.4698507, 441.1588, 161.5249
-7.674929, 1.353857, 0.4698507, 441.1588, 161.5249
-7.674929, 1.203857, 0.4698507, 441.1588, 173.0193
-7.651932, 1.203857, 0.2510558, 448.7543, 174.1123
-7.651932, 1.353857, 0.2510558, 448.7543, 162.2874
-7.850837, 1.203857, 0.2301501, 433.6059, 174.22
-7.651932, 1.203857, 0.2510558, 448.7543, 174.1123
-7.674929, 1.203857, 0.4698507, 441.1588, 173.0193
-7.873833, 1.203857, 0.448945, 426.4144, 173.1211
-7.850837, 1.353857, 0.2301501, 433.6059, 162.3625
-7.850837, 1.203857, 0.2301501, 433.6059, 174.22
-7.873833, 1.203857, 0.448945, 426.4144, 173.1211
-7.873833, 1.353857, 0.448945, 426.4144, 161.5959
-7.651932, 1.353857, 0.2510558, 448.7543, 162.2874
-7.651932, 1.203857, 0.2510558, 448.7543, 174.1123
-7.850837, 1.203857, 0.2301501, 433.6059, 174.22
-7.850837, 1.353857, 0.2301501, 433.6059, 162.3625
box_3_Hareli(Clone) stack 120 Shelf_1 Rack_1_1_0
-7.668777, 1.503857, 0.2349175, 447.8672, 150.4953
-7.868503, 1.503857, 0.2453847, 431.8244, 150.474
-7.856989, 1.503857, 0.4650832, 427.3216, 150.0396
-7.657263, 1.503857, 0.454616, 442.9072, 150.0597
-7.856989, 1.503857, 0.4650832, 427.3216, 150.0396
-7.856989, 1.353857, 0.4650832, 427.3216, 161.541
-7.657263, 1.353857, 0.4546161, 442.9072, 161.5766
-7.657263, 1.503857, 0.454616, 442.9072, 150.0597
-7.657263, 1.503857, 0.454616, 442.9072, 150.0597
-7.657263, 1.353857, 0.4546161, 442.9072, 161.5766
-7.668777, 1.353857, 0.2349175, 447.8672, 162.3453
-7.668777, 1.503857, 0.2349175, 447.8672, 150.4953
-7.868503, 1.353857, 0.2453847, 431.8244, 162.3077
-7.668777, 1.353857, 0.2349175, 447.8672, 162.3453
-7.657263, 1.353857, 0.4546161, 442.9072, 161.5766
-7.856989, 1.353857, 0.4650832, 427.3216, 161.541
-7.868503, 1.503857, 0.2453847, 431.8244, 150.474
-7.868503, 1.353857, 0.2453847, 431.8244, 162.3077
-7.856989, 1.353857, 0.4650832, 427.3216, 161.541
-7.856989, 1.503857, 0.4650832, 427.3216, 150.0396
-7.668777, 1.503857, 0.2349175, 447.8672, 150.4953
-7.668777, 1.353857, 0.2349175, 447.8672, 162.3453
-7.868503, 1.353857, 0.2453847, 431.8244, 162.3077
-7.868503, 1.503857, 0.2453847, 431.8244, 150.474
box_3_Hareli(Clone) stack 120 Shelf_1 Rack_1_1_0
-7.662883, 1.653857, 0.2400003, 448.1934, 138.6428
-7.862883, 1.653857, 0.2400003, 432.404, 138.6428
-7.862883, 1.653857, 0.4600004, 426.9911, 138.5403
-7.662883, 1.653857, 0.4600004, 442.3363, 138.5403
-7.862883, 1.653857, 0.4600004, 426.9911, 138.5403
-7.862883, 1.503857, 0.4600004, 426.9911, 150.0493
-7.662883, 1.503857, 0.4600004, 442.3363, 150.0493
-7.662883, 1.653857, 0.4600004, 442.3363, 138.5403
-7.662883, 1.653857, 0.4600004, 442.3363, 138.5403
-7.662883, 1.503857, 0.4600004, 442.3363, 150.0493
-7.662883, 1.503857, 0.2400004, 448.1934, 150.485
-7.662883, 1.653857, 0.2400003, 448.1934, 138.6428
-7.862883, 1.503857, 0.2400004, 432.404, 150.485
-7.662883, 1.503857, 0.2400004, 448.1934, 150.485
-7.662883, 1.503857, 0.4600004, 442.3363, 150.0493
-7.862883, 1.503857, 0.4600004, 426.9911, 150.0493
-7.862883, 1.653857, 0.2400003, 432.404, 138.6428
-7.862883, 1.503857, 0.2400004, 432.404, 150.485
-7.862883, 1.503857, 0.4600004, 426.9911, 150.0493
-7.862883, 1.653857, 0.4600004, 426.9911, 138.5403
-7.662883, 1.653857, 0.2400003, 448.1934, 138.6428
-7.662883, 1.503857, 0.2400004, 448.1934, 150.485
-7.862883, 1.503857, 0.2400004, 432.404, 150.485
-7.862883, 1.653857, 0.2400003, 432.404, 138.6428
box_8_lizol(Clone) stack 121 Shelf_1 Rack_1_1_0
-7.275177, 1.380775, 0.2215317, 479.3835, 160.2634
-7.474903, 1.380775, 0.2319989, 463.2691, 160.2285
-7.461986, 1.380775, 0.4784691, 457.2374, 159.4353
-7.26226, 1.380775, 0.4680019, 472.8365, 159.468
-7.461986, 1.380775, 0.4784691, 457.2374, 159.4353
-7.461986, 1.204525, 0.4784691, 457.2374, 172.9264
-7.26226, 1.204525, 0.4680019, 472.8365, 172.9771
-7.26226, 1.380775, 0.4680019, 472.8365, 159.468
-7.26226, 1.380775, 0.4680019, 472.8365, 159.468
-7.26226, 1.204525, 0.4680019, 472.8365, 172.9771
-7.275177, 1.204525, 0.2215317, 479.3835, 174.2117
-7.275177, 1.380775, 0.2215317, 479.3835, 160.2634
-7.474903, 1.204525, 0.2319989, 463.2691, 174.1577
-7.275177, 1.204525, 0.2215317, 479.3835, 174.2117
-7.26226, 1.204525, 0.4680019, 472.8365, 172.9771
-7.461986, 1.204525, 0.4784691, 457.2374, 172.9264
-7.474903, 1.380775, 0.2319989, 463.2691, 160.2285
-7.474903, 1.204525, 0.2319989, 463.2691, 174.1577
-7.461986, 1.204525, 0.4784691, 457.2374, 172.9264
-7.461986, 1.380775, 0.4784691, 457.2374, 159.4353
-7.275177, 1.380775, 0.2215317, 479.3835, 160.2634
-7.275177, 1.204525, 0.2215317, 479.3835, 174.2117
-7.474903, 1.204525, 0.2319989, 463.2691, 174.1577
-7.474903, 1.380775, 0.2319989, 463.2691, 160.2285
box_8_lizol(Clone) stack 121 Shelf_1 Rack_1_1_0
-7.45973, 1.557025, 0.2199211, 464.8258, 146.3174
-7.476946, 1.557025, 0.4661284, 456.433, 145.9614
-7.277433, 1.557025, 0.4800797, 471.3166, 145.9419
-7.476946, 1.557025, 0.4661284, 456.433, 145.9614
-7.476946, 1.380775, 0.4661284, 456.433, 159.4738
-7.277433, 1.380775, 0.4800797, 471.3166, 159.4303
-7.277433, 1.557025, 0.4800797, 471.3166, 145.9419
-7.277433, 1.557025, 0.4800797, 471.3166, 145.9419
-7.277433, 1.380775, 0.4800797, 471.3166, 159.4303
-7.45973, 1.380775, 0.2199211, 464.8258, 160.2688
-7.277433, 1.380775, 0.4800797, 471.3166, 159.4303
-7.476946, 1.380775, 0.4661284, 456.433, 159.4738
-7.45973, 1.557025, 0.2199211, 464.8258, 146.3174
-7.45973, 1.380775, 0.2199211, 464.8258, 160.2688
-7.476946, 1.380775, 0.4661284, 456.433, 159.4738
-7.476946, 1.557025, 0.4661284, 456.433, 145.9614
-7.45973, 1.380775, 0.2199211, 464.8258, 160.2688
-7.45973, 1.557025, 0.2199211, 464.8258, 146.3174
box_8_lizol(Clone) stack 121 Shelf_1 Rack_1_1_0
-7.272949, 1.733275, 0.2231813, 479.5078, 132.3672
-7.472827, 1.733275, 0.2301612, 463.4872, 132.3696
-7.464214, 1.733275, 0.4768194, 457.1125, 132.4524
-7.264336, 1.733275, 0.4698395, 472.6227, 132.4501
-7.464214, 1.733275, 0.4768194, 457.1125, 132.4524
-7.464214, 1.557025, 0.4768195, 457.1125, 145.9464
-7.264336, 1.557025, 0.4698395, 472.6227, 145.9562
-7.264336, 1.733275, 0.4698395, 472.6227, 132.4501
-7.264336, 1.733275, 0.4698395, 472.6227, 132.4501
-7.264336, 1.557025, 0.4698395, 472.6227, 145.9562
-7.272949, 1.557025, 0.2231813, 479.5078, 146.3126
-7.272949, 1.733275, 0.2231813, 479.5078, 132.3672
-7.472827, 1.557025, 0.2301612, 463.4872, 146.3022
-7.272949, 1.557025, 0.2231813, 479.5078, 146.3126
-7.264336, 1.557025, 0.4698395, 472.6227, 145.9562
-7.464214, 1.557025, 0.4768195, 457.1125, 145.9464
-7.472827, 1.733275, 0.2301612, 463.4872, 132.3696
-7.472827, 1.557025, 0.2301612, 463.4872, 146.3022
-7.464214, 1.557025, 0.4768195, 457.1125, 145.9464
