box_8_lizol(Clone) stack 115 Shelf_0 Rack_1_1_0
-7.728276, 0.5147178, 0.2448864, 367.9485, 228.5148
-7.728276, 0.3497178, 0.2448865, 367.9485, 241.5327
-7.926785, 0.3497178, 0.2205126, 352.6479, 241.8753
-7.926785, 0.5147178, 0.2205126, 352.6479, 228.8155
box4_Fairever(Clone) stack 118 Shelf_0 Rack_1_1_0
-7.733933, 0.6797177, 0.2390821, 367.5995, 215.5583
-7.933446, 0.6797177, 0.2251308, 352.0523, 215.7065
-7.949934, 0.6797178, 0.4609186, 347.4092, 213.2733
-7.750421, 0.6797178, 0.4748699, 362.4969, 213.134
-7.949934, 0.6797178, 0.4609186, 347.4092, 213.2733
-7.949934, 0.5147178, 0.4609186, 347.4092, 225.9317
-7.750421, 0.5147178, 0.4748699, 362.4969, 225.7698
-7.750421, 0.6797178, 0.4748699, 362.4969, 213.134
-7.750421, 0.6797178, 0.4748699, 362.4969, 213.134
-7.750421, 0.5147178, 0.4748699, 362.4969, 225.7698
-7.733933, 0.5147178, 0.2390821, 367.5995, 228.5862
-7.733933, 0.6797177, 0.2390821, 367.5995, 215.5583
-7.933446, 0.5147178, 0.2251309, 352.0523, 228.7583
-7.733933, 0.5147178, 0.2390821, 367.5995, 228.5862
-7.750421, 0.5147178, 0.4748699, 362.4969, 225.7698
-7.949934, 0.5147178, 0.4609186, 347.4092, 225.9317
-7.933446, 0.6797177, 0.2251308, 352.0523, 215.7065
-7.933446, 0.5147178, 0.2251309, 352.0523, 228.7583
-7.949934, 0.5147178, 0.4609186, 347.4092, 225.9317
-7.949934, 0.6797178, 0.4609186, 347.4092, 213.2733
-7.733933, 0.6797177, 0.2390821, 367.5995, 215.5583
-7.733933, 0.5147178, 0.2390821, 367.5995, 228.5862
-7.933446, 0.5147178, 0.2251309, 352.0523, 228.7583
-7.933446, 0.6797177, 0.2251308, 352.0523, 215.7065
box4_Fairever(Clone) stack 118 Shelf_0 Rack_1_1_0
-7.732014, 0.8447177, 0.2409839, 367.7191, 202.5135
-7.931253, 0.8447177, 0.2235528, 352.2492, 202.6687
-7.951853, 0.8447177, 0.4590169, 347.2881, 200.631
-7.752614, 0.8447177, 0.476448, 362.3042, 200.485
-7.951853, 0.8447177, 0.4590169, 347.2881, 200.631
-7.951853, 0.6797177, 0.4590169, 347.2881, 213.2924
-7.752614, 0.6797177, 0.476448, 362.3042, 213.1182
-7.752614, 0.8447177, 0.476448, 362.3042, 200.485
-7.752614, 0.8447177, 0.476448, 362.3042, 200.485
-7.752614, 0.6797177, 0.476448, 362.3042, 213.1182
-7.732014, 0.6797177, 0.2409839, 367.7191, 215.5382
-7.732014, 0.8447177, 0.2409839, 367.7191, 202.5135
-7.931253, 0.6797177, 0.2235527, 352.2492, 215.7233
-7.732014, 0.6797177, 0.2409839, 367.7191, 215.5382
-7.752614, 0.6797177, 0.476448, 362.3042, 213.1182
-7.951853, 0.6797177, 0.4590169, 347.2881, 213.2924
-7.931253, 0.8447177, 0.2235528, 352.2492, 202.6687
-7.931253, 0.6797177, 0.2235527, 352.2492, 215.7233
-7.951853, 0.6797177, 0.4590169, 347.2881, 213.2924
-7.951853, 0.8447177, 0.4590169, 347.2881, 200.631
-7.732014, 0.8447177, 0.2409839, 367.7191, 202.5135
-7.732014, 0.6797177, 0.2409839, 367.7191, 215.5382
-7.931253, 0.6797177, 0.2235527, 352.2492, 215.7233
-7.931253, 0.8447177, 0.2235528, 352.2492, 202.6687
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.047181, 1.369311, 0.2409839, 342.8408, 161.1036
-8.24642, 1.369311, 0.2235528, 327.3136, 161.1636
-8.26702, 1.369311, 0.4590169, 323.1035, 160.3757
-8.067781, 1.369311, 0.476448, 338.1734, 160.3193
-8.26702, 1.369311, 0.4590169, 323.1035, 160.3757
-8.26702, 1.204311, 0.4590169, 323.1035, 173.0372
-8.067781, 1.204311, 0.476448, 338.1734, 172.9525
-8.067781, 1.369311, 0.476448, 338.1734, 160.3193
-8.067781, 1.369311, 0.476448, 338.1734, 160.3193
-8.067781, 1.204311, 0.476448, 338.1734, 172.9525
-8.047181, 1.204311, 0.2409839, 342.8408, 174.1282
-8.047181, 1.369311, 0.2409839, 342.8408, 161.1036
-8.24642, 1.204311, 0.2235527, 327.3136, 174.2182
-8.047181, 1.204311, 0.2409839, 342.8408, 174.1282
-8.067781, 1.204311, 0.476448, 338.1734, 172.9525
-8.26702, 1.204311, 0.4590169, 323.1035, 173.0372
-8.24642, 1.369311, 0.2235528, 327.3136, 161.1636
-8.24642, 1.204311, 0.2235527, 327.3136, 174.2182
-8.26702, 1.204311, 0.4590169, 323.1035, 173.0372
-8.26702, 1.369311, 0.4590169, 323.1035, 160.3757
-8.047181, 1.369311, 0.2409839, 342.8408, 161.1036
-8.047181, 1.204311, 0.2409839, 342.8408, 174.1282
-8.24642, 1.204311, 0.2235527, 327.3136, 174.2182
-8.24642, 1.369311, 0.2235528, 327.3136, 161.1636
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.053037, 1.534311, 0.2353805, 342.4541, 148.0886
-8.252915, 1.534311, 0.2284006, 326.7443, 148.1007
-8.261165, 1.534311, 0.4646202, 323.493, 147.7052
-8.061286, 1.534311, 0.4716001, 338.7318, 147.6938
-8.261165, 1.534311, 0.4646202, 323.493, 147.7052
-8.261165, 1.369311, 0.4646202, 323.493, 160.3575
-8.061286, 1.369311, 0.4716001, 338.7318, 160.335
-8.061286, 1.534311, 0.4716001, 338.7318, 147.6938
-8.061286, 1.534311, 0.4716001, 338.7318, 147.6938
-8.061286, 1.369311, 0.4716001, 338.7318, 160.335
-8.053037, 1.369311, 0.2353805, 342.4541, 161.1229
-8.053037, 1.534311, 0.2353805, 342.4541, 148.0886
-8.252915, 1.369311, 0.2284006, 326.7443, 161.1469
-8.053037, 1.369311, 0.2353805, 342.4541, 161.1229
-8.061286, 1.369311, 0.4716001, 338.7318, 160.335
-8.261165, 1.369311, 0.4646202, 323.493, 160.3575
-8.252915, 1.534311, 0.2284006, 326.7443, 148.1007
-8.252915, 1.369311, 0.2284006, 326.7443, 161.1469
-8.261165, 1.369311, 0.4646202, 323.493, 160.3575
-8.261165, 1.534311, 0.4646202, 323.493, 147.7052
-8.053037, 1.534311, 0.2353805, 342.4541, 148.0886
-8.053037, 1.369311, 0.2353805, 342.4541, 161.1229
-8.252915, 1.369311, 0.2284006, 326.7443, 161.1469
-8.252915, 1.534311, 0.2284006, 326.7443, 148.1007
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.0571, 1.699311, 0.2318186, 342.181, 135.0544
-8.257101, 1.699311, 0.2318186, 326.3744, 135.0544
-8.257101, 1.699311, 0.4681821, 323.7664, 135.0528
-8.0571, 1.699311, 0.4681821, 339.0958, 135.0528
-8.257101, 1.699311, 0.4681821, 323.7664, 135.0528
-8.257101, 1.534311, 0.4681821, 323.7664, 147.6994
-8.0571, 1.534311, 0.4681821, 339.0958, 147.6994
-8.0571, 1.699311, 0.4681821, 339.0958, 135.0528
-8.0571, 1.699311, 0.4681821, 339.0958, 135.0528
-8.0571, 1.534311, 0.4681821, 339.0958, 147.6994
-8.0571, 1.534311, 0.2318186, 342.181, 148.0948
-8.0571, 1.699311, 0.2318186, 342.181, 135.0544
-8.257101, 1.534311, 0.2318186, 326.3744, 148.0948
-8.0571, 1.534311, 0.2318186, 342.181, 148.0948
-8.0571, 1.534311, 0.4681821, 339.0958, 147.6994
-8.257101, 1.534311, 0.4681821, 323.7664, 147.6994
-8.257101, 1.699311, 0.2318186, 326.3744, 135.0544
-8.257101, 1.534311, 0.2318186, 326.3744, 148.0948
-8.257101, 1.534311, 0.4681821, 323.7664, 147.6994
-8.257101, 1.699311, 0.4681821, 323.7664, 135.0528
-8.0571, 1.699311, 0.2318186, 342.181, 135.0544
-8.0571, 1.534311, 0.2318186, 342.181, 148.0948
-8.257101, 1.534311, 0.2318186, 326.3744, 148.0948
-8.257101, 1.699311, 0.2318186, 326.3744, 135.0544
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.055054, 1.864311, 0.2335818, 342.3189, 122.0171
-8.255023, 1.864311, 0.2300913, 326.5583, 122.0111
-8.259148, 1.864311, 0.4664189, 323.6284, 122.4034
-8.059178, 1.864311, 0.4699094, 338.9146, 122.409
-8.259148, 1.864311, 0.4664189, 323.6284, 122.4034
-8.259148, 1.699311, 0.4664189, 323.6284, 135.0528
-8.059178, 1.699311, 0.4699094, 338.9146, 135.0528
-8.059178, 1.864311, 0.4699094, 338.9146, 122.409
-8.059178, 1.864311, 0.4699094, 338.9146, 122.409
-8.059178, 1.699311, 0.4699094, 338.9146, 135.0528
-8.055054, 1.699311, 0.2335818, 342.3189, 135.0544
-8.055054, 1.864311, 0.2335818, 342.3189, 122.0171
-8.255023, 1.699311, 0.2300914, 326.5583, 135.0545
-8.055054, 1.699311, 0.2335818, 342.3189, 135.0544
-8.059178, 1.699311, 0.4699094, 338.9146, 135.0528
-8.259148, 1.699311, 0.4664189, 323.6284, 135.0528
-8.255023, 1.864311, 0.2300913, 326.5583, 122.0111
-8.255023, 1.699311, 0.2300914, 326.5583, 135.0545
-8.259148, 1.699311, 0.4664189, 323.6284, 135.0528
-8.259148, 1.864311, 0.4664189, 323.6284, 122.4034
-8.055054, 1.864311, 0.2335818, 342.3189, 122.0171
-8.055054, 1.699311, 0.2335818, 342.3189, 135.0544
-8.255023, 1.699311, 0.2300914, 326.5583, 135.0545
-8.255023, 1.864311, 0.2300913, 326.5583, 122.0111
box4_Fairever(Clone) stack 119 Shelf_1 Rack_1_1_0
-8.0571, 2.029311, 0.2318186, 342.181, 108.9737
-8.257101, 2.029311, 0.2318186, 326.3744, 108.9737
-8.257101, 2.029311, 0.4681821, 323.7664, 109.7596
-8.0571, 2.029311, 0.4681821, 339.0958, 109.7596
-8.257101, 2.029311, 0.4681821, 323.7664, 109.7596
-8.257101, 1.864311, 0.4681821, 323.7664, 122.4062
-8.0571, 1.864311, 0.4681821, 339.0958, 122.4062
-8.0571, 2.029311, 0.4681821, 339.0958, 109.7596
-8.0571, 2.029311, 0.4681821, 339.0958, 109.7596
-8.0571, 1.864311, 0.4681821, 339.0958, 122.4062
-8.0571, 1.864311, 0.2318186, 342.181, 122.0141
-8.0571, 2.029311, 0.2318186, 342.181, 108.9737
-8.257101, 1.864311, 0.2318186, 326.3744, 122.0141
-8.0571, 1.864311, 0.2318186, 342.181, 122.0141
-8.0571, 1.864311, 0.4681821, 339.0958, 122.4062
-8.257101, 1.864311, 0.4681821, 323.7664, 122.4062
-8.257101, 2.029311, 0.2318186, 326.3744, 108.9737
-8.257101, 1.864311, 0.2318186, 326.3744, 122.0141
-8.257101, 1.864311, 0.4681821, 323.7664, 122.4062
-8.257101, 2.029311, 0.4681821, 323.7664, 109.7596
-8.0571, 2.029311, 0.2318186, 342.181, 108.9737
-8.0571, 1.864311, 0.2318186, 342.181, 122.0141
-8.257101, 1.864311, 0.2318186, 326.3744, 122.0141
-8.257101, 2.029311, 0.2318186, 326.3744, 108.9737
box_3_Hareli(Clone) stack 120 Shelf_1 Rack_1_1_0
-7.651932, 1.353857, 0.2510558, 373.8632, 162.2874
-7.850837, 1.353857, 0.2301501, 358.5085, 162.3625
-7.873833, 1.353857, 0.448945, 353.4211, 161.5959
-7.674929, 1.353857, 0.4698507, 368.3604, 161.5249
-7.873833, 1.353857, 0.448945, 353.4211, 161.5959
-7.873833, 1.203857, 0.448945, 353.4211, 173.1211
-7.674929, 1.203857, 0.4698507, 368.3604, 173.0193
-7.674929, 1.353857, 0.4698507, 368.3604, 161.5249
-7.674929, 1.353857, 0.4698507, 368.3604, 161.5249
-7.674929, 1.203857, 0.4698507, 368.3604, 173.0193
-7.651932, 1.203857, 0.2510558, 373.8632, 174.1123
-7.651932, 1.353857, 0.2510558, 373.8632, 162.2874
-7.850837, 1.203857, 0.2301501, 358.5085, 174.22
-7.651932, 1.203857, 0.2510558, 373.8632, 174.1123
-7.674929, 1.203857, 0.4698507, 368.3604, 173.0193
-7.873833, 1.203857, 0.448945, 353.4211, 173.1211
-7.850837, 1.353857, 0.2301501, 358.5085, 162.3625
-7.850837, 1.203857, 0.2301501, 358.5085, 174.22
-7.873833, 1.203857, 0.448945, 353.4211, 173.1211
-7.873833, 1.353857, 0.448945, 353.4211, 161.5959
-7.651932, 1.353857, 0.2510558, 373.8632, 162.2874
-7.651932, 1.203857, 0.2510558, 373.8632, 174.1123
-7.850837, 1.203857, 0.2301501, 358.5085, 174.22
-7.850837, 1.353857, 0.2301501, 358.5085, 162.3625
box_3_Hareli(Clone) stack 120 Shelf_1 Rack_1_1_0
-7.668777, 1.503857, 0.2349175, 372.8169, 150.4953
-7.868503, 1.503857, 0.2453847, 356.8774, 150.474
-7.856989, 1.503857, 0.4650832, 354.4788, 150.0396
-7.657263, 1.503857, 0.454616, 369.9669, 150.0597
-7.856989, 1.503857, 0.4650832, 354.4788, 150.0396
-7.856989, 1.353857, 0.4650832, 354.4788, 161.541
-7.657263, 1.353857, 0.4546161, 369.9669, 161.5766
-7.657263, 1.503857, 0.454616, 369.9669, 150.0597
-7.657263, 1.503857, 0.454616, 369.9669, 150.0597
-7.657263, 1.353857, 0.4546161, 369.9669, 161.5766
-7.668777, 1.353857, 0.2349175, 372.8169, 162.3453
-7.668777, 1.503857, 0.2349175, 372.8169, 150.4953
-7.868503, 1.353857, 0.2453847, 356.8774, 162.3077
-7.668777, 1.353857, 0.2349175, 372.8169, 162.3453
-7.657263, 1.353857, 0.4546161, 369.9669, 161.5766
-7.856989, 1.353857, 0.4650832, 354.4788, 161.541
-7.868503, 1.503857, 0.2453847, 356.8774, 150.474
-7.868503, 1.353857, 0.2453847, 356.8774, 162.3077
-7.856989, 1.353857, 0.4650832, 354.4788, 161.541
-7.856989, 1.503857, 0.4650832, 354.4788, 150.0396
-7.668777, 1.503857, 0.2349175, 372.8169, 150.4953
-7.668777, 1.353857, 0.2349175, 372.8169, 162.3453
-7.868503, 1.353857, 0.2453847, 356.8774, 162.3077
-7.868503, 1.503857, 0.2453847, 356.8774, 150.474
box_3_Hareli(Clone) stack 120 Shelf_1 Rack_1_1_0
-7.662883, 1.653857, 0.2400003, 373.1934, 138.6428
-7.862883, 1.653857, 0.2400003, 357.4039, 138.6428
-7.862883, 1.653857, 0.4600004, 354.101, 138.5403
-7.662883, 1.653857, 0.4600004, 369.4462, 138.5403
-7.862883, 1.653857, 0.4600004, 354.101, 138.5403
-7.862883, 1.503857, 0.4600004, 354.101, 150.0493
-7.662883, 1.503857, 0.4600004, 369.4462, 150.0493
-7.662883, 1.653857, 0.4600004, 369.4462, 138.5403
-7.662883, 1.653857, 0.4600004, 369.4462, 138.5403
-7.662883, 1.503857, 0.4600004, 369.4462, 150.0493
-7.662883, 1.503857, 0.2400004, 373.1934, 150.485
-7.662883, 1.653857, 0.2400003, 373.1934, 138.6428
-7.862883, 1.503857, 0.2400004, 357.4039, 150.485
-7.662883, 1.503857, 0.2400004, 373.1934, 150.485
-7.662883, 1.503857, 0.4600004, 369.4462, 150.0493
-7.862883, 1.503857, 0.4600004, 354.101, 150.0493
-7.862883, 1.653857, 0.2400003, 357.4039, 138.6428
-7.862883, 1.503857, 0.2400004, 357.4039, 150.485
-7.862883, 1.503857, 0.4600004, 354.101, 150.0493
-7.862883, 1.653857, 0.4600004, 354.101, 138.5403
-7.662883, 1.653857, 0.2400003, 373.1934, 138.6428
-7.662883, 1.503857, 0.2400004, 373.1934, 150.485
-7.862883, 1.503857, 0.2400004, 357.4039, 150.485
-7.862883, 1.653857, 0.2400003, 357.4039, 138.6428
box_8_lizol(Clone) stack 121 Shelf_1 Rack_1_1_0
-7.275177, 1.380775, 0.2215317, 404.2007, 160.2634
-7.474903, 1.380775, 0.2319989, 388.1899, 160.2285
-7.461986, 1.380775, 0.4784691, 384.519, 159.4353
-7.26226, 1.380775, 0.4680019, 400.0209, 159.468
-7.461986, 1.380775, 0.4784691, 384.519, 159.4353
-7.461986, 1.204525, 0.4784691, 384.519, 172.9264
-7.26226, 1.204525, 0.4680019, 400.0209, 172.9771
-7.26226, 1.380775, 0.4680019, 400.0209, 159.468
-7.26226, 1.380775, 0.4680019, 400.0209, 159.468
-7.26226, 1.204525, 0.4680019, 400.0209, 172.9771
-7.275177, 1.204525, 0.2215317, 404.2007, 174.2117
-7.275177, 1.380775, 0.2215317, 404.2007, 160.2634
-7.474903, 1.204525, 0.2319989, 388.1899, 174.1577
-7.275177, 1.204525, 0.2215317, 404.2007, 174.2117
-7.26226, 1.204525, 0.4680019, 400.0209, 172.9771
-7.461986, 1.204525, 0.4784691, 384.519, 172.9264
-7.474903, 1.380775, 0.2319989, 388.1899, 160.2285
-7.474903, 1.204525, 0.2319989, 388.1899, 174.1577
