box_5_LMRR(Clone) stack 41 Shelf_0 Rack_1_0_0
box_8_lizol(Clone) stack 43 Shelf_0 Rack_1_0_0
-7.726587, 0.5486813, 8.21682, 439.8263, 226.1717
-7.925492, 0.5486813, 8.237725, 423.5687, 225.9208
-7.899693, 0.5486813, 8.483181, 419.7974, 223.0754
-7.700789, 0.5486813, 8.462276, 435.5348, 223.3108
-7.899693, 0.5486813, 8.483181, 419.7974, 223.0754
-7.899693, 0.3724313, 8.483181, 419.7974, 236.5584
-7.700789, 0.3724313, 8.462276, 435.5348, 236.8299
-7.700789, 0.5486813, 8.462276, 435.5348, 223.3108
-7.700789, 0.5486813, 8.462276, 435.5348, 223.3108
-7.700789, 0.3724313, 8.462276, 435.5348, 236.8299
-7.726587, 0.3724313, 8.21682, 439.8263, 240.1287
-7.726587, 0.5486813, 8.21682, 439.8263, 226.1717
-7.925492, 0.3724313, 8.237725, 423.5687, 239.8394
-7.726587, 0.3724313, 8.21682, 439.8263, 240.1287
-7.700789, 0.3724313, 8.462276, 435.5348, 236.8299
-7.899693, 0.3724313, 8.483181, 419.7974, 236.5584
-7.925492, 0.5486813, 8.237725, 423.5687, 225.9208
-7.925492, 0.3724313, 8.237725, 423.5687, 239.8394
-7.899693, 0.3724313, 8.483181, 419.7974, 236.5584
-7.899693, 0.5486813, 8.483181, 419.7974, 223.0754
-7.726587, 0.5486813, 8.21682, 439.8263, 226.1717
-7.726587, 0.3724313, 8.21682, 439.8263, 240.1287
-7.925492, 0.3724313, 8.237725, 423.5687, 239.8394
-7.925492, 0.5486813, 8.237725, 423.5687, 225.9208
box_8_lizol(Clone) stack 43 Shelf_0 Rack_1_0_0
-7.708895, 0.7249313, 8.230162, 440.8736, 212.0789
-7.908773, 0.7249313, 8.223182, 425.2436, 212.1498
-7.917386, 0.7249314, 8.469839, 418.748, 209.7195
-7.717508, 0.7249314, 8.476819, 433.8918, 209.6529
-7.917386, 0.7249314, 8.469839, 418.748, 209.7195
-7.917386, 0.5486813, 8.469839, 418.748, 223.2255
-7.717508, 0.5486813, 8.476819, 433.8918, 223.1469
-7.717508, 0.7249314, 8.476819, 433.8918, 209.6529
-7.717508, 0.7249314, 8.476819, 433.8918, 209.6529
-7.717508, 0.5486813, 8.476819, 433.8918, 223.1469
-7.708895, 0.5486813, 8.230162, 440.8736, 226.0114
-7.708895, 0.7249313, 8.230162, 440.8736, 212.0789
-7.908773, 0.5486813, 8.223182, 425.2436, 226.0952
-7.708895, 0.5486813, 8.230162, 440.8736, 226.0114
-7.717508, 0.5486813, 8.476819, 433.8918, 223.1469
-7.917386, 0.5486813, 8.469839, 418.748, 223.2255
-7.908773, 0.7249313, 8.223182, 425.2436, 212.1498
-7.908773, 0.5486813, 8.223182, 425.2436, 226.0952
-7.917386, 0.5486813, 8.469839, 418.748, 223.2255
-7.917386, 0.7249314, 8.469839, 418.748, 209.7195
-7.708895, 0.7249313, 8.230162, 440.8736, 212.0789
-7.708895, 0.5486813, 8.230162, 440.8736, 226.0114
-7.908773, 0.5486813, 8.223182, 425.2436, 226.0952
-7.908773, 0.7249313, 8.223182, 425.2436, 212.1498
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.096589, 1.369311, 8.225131, 410.3394, 161.1582
-8.296103, 1.369311, 8.239082, 394.2737, 161.1102
-8.279614, 1.369311, 8.47487, 390.8936, 160.3244
-8.080101, 1.369311, 8.460918, 406.4688, 160.3696
-8.279614, 1.369311, 8.47487, 390.8936, 160.3244
-8.279614, 1.204311, 8.47487, 390.8936, 172.9602
-8.080101, 1.204311, 8.460918, 406.4688, 173.0279
-8.080101, 1.369311, 8.460918, 406.4688, 160.3696
-8.080101, 1.369311, 8.460918, 406.4688, 160.3696
-8.080101, 1.204311, 8.460918, 406.4688, 173.0279
-8.096589, 1.204311, 8.225131, 410.3394, 174.21
-8.096589, 1.369311, 8.225131, 410.3394, 161.1582
-8.296103, 1.204311, 8.239082, 394.2737, 174.1381
-8.096589, 1.204311, 8.225131, 410.3394, 174.21
-8.080101, 1.204311, 8.460918, 406.4688, 173.0279
-8.279614, 1.204311, 8.47487, 390.8936, 172.9602
-8.296103, 1.369311, 8.239082, 394.2737, 161.1102
-8.296103, 1.204311, 8.239082, 394.2737, 174.1381
-8.279614, 1.204311, 8.47487, 390.8936, 172.9602
-8.279614, 1.369311, 8.47487, 390.8936, 160.3244
-8.096589, 1.369311, 8.225131, 410.3394, 161.1582
-8.096589, 1.204311, 8.225131, 410.3394, 174.21
-8.296103, 1.204311, 8.239082, 394.2737, 174.1381
-8.296103, 1.369311, 8.239082, 394.2737, 161.1102
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.084038, 1.534311, 8.23538, 411.101, 148.0886
-8.283916, 1.534311, 8.2284, 395.4544, 148.1007
-8.292166, 1.534311, 8.464621, 390.1287, 147.7052
-8.092287, 1.534311, 8.471601, 405.3082, 147.6938
-8.292166, 1.534311, 8.464621, 390.1287, 147.7052
-8.292166, 1.369311, 8.464621, 390.1287, 160.3575
-8.092287, 1.369311, 8.471601, 405.3082, 160.335
-8.092287, 1.534311, 8.471601, 405.3082, 147.6938
-8.092287, 1.534311, 8.471601, 405.3082, 147.6938
-8.092287, 1.369311, 8.471601, 405.3082, 160.335
-8.084038, 1.369311, 8.23538, 411.101, 161.1229
-8.084038, 1.534311, 8.23538, 411.101, 148.0886
-8.283916, 1.369311, 8.2284, 395.4544, 161.1469
-8.084038, 1.369311, 8.23538, 411.101, 161.1229
-8.092287, 1.369311, 8.471601, 405.3082, 160.335
-8.292166, 1.369311, 8.464621, 390.1287, 160.3575
-8.283916, 1.534311, 8.2284, 395.4544, 148.1007
-8.283916, 1.369311, 8.2284, 395.4544, 161.1469
-8.292166, 1.369311, 8.464621, 390.1287, 160.3575
-8.292166, 1.534311, 8.464621, 390.1287, 147.7052
-8.084038, 1.534311, 8.23538, 411.101, 148.0886
-8.084038, 1.369311, 8.23538, 411.101, 161.1229
-8.283916, 1.369311, 8.2284, 395.4544, 161.1469
-8.283916, 1.534311, 8.2284, 395.4544, 148.1007
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.101003, 1.699311, 8.222013, 410.0602, 135.0545
-8.299908, 1.699311, 8.242919, 393.8955, 135.0544
-8.275201, 1.699311, 8.477987, 391.1714, 135.0527
-8.076296, 1.699311, 8.457082, 406.8427, 135.0529
-8.275201, 1.699311, 8.477987, 391.1714, 135.0527
-8.275201, 1.534311, 8.477987, 391.1714, 147.6835
-8.076296, 1.534311, 8.457082, 406.8427, 147.7174
-8.076296, 1.699311, 8.457082, 406.8427, 135.0529
-8.076296, 1.699311, 8.457082, 406.8427, 135.0529
-8.076296, 1.534311, 8.457082, 406.8427, 147.7174
-8.101003, 1.534311, 8.222013, 410.0602, 148.1117
-8.101003, 1.699311, 8.222013, 410.0602, 135.0545
-8.299908, 1.534311, 8.242919, 393.8955, 148.0757
-8.101003, 1.534311, 8.222013, 410.0602, 148.1117
-8.076296, 1.534311, 8.457082, 406.8427, 147.7174
-8.275201, 1.534311, 8.477987, 391.1714, 147.6835
-8.299908, 1.699311, 8.242919, 393.8955, 135.0544
-8.299908, 1.534311, 8.242919, 393.8955, 148.0757
-8.275201, 1.534311, 8.477987, 391.1714, 147.6835
-8.275201, 1.699311, 8.477987, 391.1714, 135.0527
-8.101003, 1.699311, 8.222013, 410.0602, 135.0545
-8.101003, 1.534311, 8.222013, 410.0602, 148.1117
-8.299908, 1.534311, 8.242919, 393.8955, 148.0757
-8.299908, 1.699311, 8.242919, 393.8955, 135.0544
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.701157, 1.380775, 8.237725, 441.2846, 160.2095
-7.900062, 1.380775, 8.21682, 426.089, 160.2791
-7.92586, 1.380775, 8.462276, 418.2709, 159.4859
-7.726955, 1.380775, 8.483181, 433.0118, 159.4206
-7.92586, 1.380775, 8.462276, 418.2709, 159.4859
-7.92586, 1.204525, 8.462276, 418.2709, 173.0049
-7.726955, 1.204525, 8.483181, 433.0118, 172.9037
-7.726955, 1.380775, 8.483181, 433.0118, 159.4206
-7.726955, 1.380775, 8.483181, 433.0118, 159.4206
-7.726955, 1.204525, 8.483181, 433.0118, 172.9037
-7.701157, 1.204525, 8.237725, 441.2846, 174.1282
-7.701157, 1.380775, 8.237725, 441.2846, 160.2095
-7.900062, 1.204525, 8.21682, 426.089, 174.2361
-7.701157, 1.204525, 8.237725, 441.2846, 174.1282
-7.726955, 1.204525, 8.483181, 433.0118, 172.9037
-7.92586, 1.204525, 8.462276, 418.2709, 173.0049
-7.900062, 1.380775, 8.21682, 426.089, 160.2791
-7.900062, 1.204525, 8.21682, 426.089, 174.2361
-7.92586, 1.204525, 8.462276, 418.2709, 173.0049
-7.92586, 1.380775, 8.462276, 418.2709, 159.4859
-7.701157, 1.380775, 8.237725, 441.2846, 160.2095
-7.701157, 1.204525, 8.237725, 441.2846, 174.1282
-7.900062, 1.204525, 8.21682, 426.089, 174.2361
-7.900062, 1.380775, 8.21682, 426.089, 160.2791
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.724645, 1.557025, 8.21835, 439.9397, 146.3198
-7.923883, 1.557025, 8.235782, 423.7428, 146.2938
-7.902372, 1.557025, 8.48165, 419.6275, 145.9397
-7.703134, 1.557025, 8.464219, 435.3064, 145.9641
-7.902372, 1.557025, 8.48165, 419.6275, 145.9397
-7.902372, 1.380775, 8.48165, 419.6275, 159.4254
-7.703134, 1.380775, 8.464219, 435.3064, 159.4798
-7.703134, 1.557025, 8.464219, 435.3064, 145.9641
-7.703134, 1.557025, 8.464219, 435.3064, 145.9641
-7.703134, 1.380775, 8.464219, 435.3064, 159.4798
-7.724645, 1.380775, 8.21835, 439.9397, 160.274
-7.724645, 1.557025, 8.21835, 439.9397, 146.3198
-7.923883, 1.380775, 8.235782, 423.7428, 160.216
-7.724645, 1.380775, 8.21835, 439.9397, 160.274
-7.703134, 1.380775, 8.464219, 435.3064, 159.4798
-7.902372, 1.380775, 8.48165, 419.6275, 159.4254
-7.923883, 1.557025, 8.235782, 423.7428, 146.2938
-7.923883, 1.380775, 8.235782, 423.7428, 160.216
-7.902372, 1.380775, 8.48165, 419.6275, 159.4254
-7.902372, 1.557025, 8.48165, 419.6275, 145.9397
-7.724645, 1.557025, 8.21835, 439.9397, 146.3198
-7.724645, 1.380775, 8.21835, 439.9397, 160.274
-7.923883, 1.380775, 8.235782, 423.7428, 160.216
-7.923883, 1.557025, 8.235782, 423.7428, 146.2938
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.703134, 1.733275, 8.235782, 441.1801, 132.3716
-7.902372, 1.733275, 8.21835, 425.8685, 132.3656
-7.923883, 1.733275, 8.464219, 418.3782, 132.4483
-7.724645, 1.733275, 8.48165, 433.2263, 132.454
-7.923883, 1.733275, 8.464219, 418.3782, 132.4483
-7.923883, 1.557025, 8.464219, 418.3782, 145.9641
-7.724645, 1.557025, 8.48165, 433.2263, 145.9397
-7.724645, 1.733275, 8.48165, 433.2263, 132.454
-7.724645, 1.733275, 8.48165, 433.2263, 132.454
-7.724645, 1.557025, 8.48165, 433.2263, 145.9397
-7.703134, 1.557025, 8.235782, 441.1801, 146.2938
-7.703134, 1.733275, 8.235782, 441.1801, 132.3716
-7.902372, 1.557025, 8.21835, 425.8685, 146.3198
-7.703134, 1.557025, 8.235782, 441.1801, 146.2938
-7.724645, 1.557025, 8.48165, 433.2263, 145.9397
-7.923883, 1.557025, 8.464219, 418.3782, 145.9641
-7.902372, 1.733275, 8.21835, 425.8685, 132.3656
-7.902372, 1.557025, 8.21835, 425.8685, 146.3198
-7.923883, 1.557025, 8.464219, 418.3782, 145.9641
-7.923883, 1.733275, 8.464219, 418.3782, 132.4483
-7.703134, 1.733275, 8.235782, 441.1801, 132.3716
-7.703134, 1.557025, 8.235782, 441.1801, 146.2938
-7.902372, 1.557025, 8.21835, 425.8685, 146.3198
-7.902372, 1.733275, 8.21835, 425.8685, 132.3656
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.323061, 1.369311, 8.240984, 471.0443, 161.1036
-7.522299, 1.369311, 8.223553, 455.8118, 161.1636
-7.5429, 1.369311, 8.459017, 447.7321, 160.3757
-7.343661, 1.369311, 8.476448, 462.5247, 160.3193
-7.5429, 1.369311, 8.459017, 447.7321, 160.3757
-7.5429, 1.204311, 8.459017, 447.7321, 173.0372
-7.343661, 1.204311, 8.476448, 462.5247, 172.9525
-7.343661, 1.369311, 8.476448, 462.5247, 160.3193
-7.343661, 1.369311, 8.476448, 462.5247, 160.3193
-7.343661, 1.204311, 8.476448, 462.5247, 172.9525
-7.323061, 1.204311, 8.240984, 471.0443, 174.1282
-7.323061, 1.369311, 8.240984, 471.0443, 161.1036
-7.522299, 1.204311, 8.223553, 455.8118, 174.2182
-7.323061, 1.204311, 8.240984, 471.0443, 174.1282
-7.343661, 1.204311, 8.476448, 462.5247, 172.9525
-7.5429, 1.204311, 8.459017, 447.7321, 173.0372
-7.522299, 1.369311, 8.223553, 455.8118, 161.1636
-7.522299, 1.204311, 8.223553, 455.8118, 174.2182
-7.5429, 1.204311, 8.459017, 447.7321, 173.0372
-7.5429, 1.369311, 8.459017, 447.7321, 160.3757
-7.323061, 1.369311, 8.240984, 471.0443, 161.1036
-7.323061, 1.204311, 8.240984, 471.0443, 174.1282
-7.522299, 1.204311, 8.223553, 455.8118, 174.2182
-7.522299, 1.369311, 8.223553, 455.8118, 161.1636
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.321175, 1.534311, 8.242919, 471.1343, 148.0757
-7.520079, 1.534311, 8.222013, 456.0313, 148.1117
-7.544785, 1.534311, 8.457082, 447.6387, 147.7174
-7.345881, 1.534311, 8.477987, 462.311, 147.6835
-7.544785, 1.534311, 8.457082, 447.6387, 147.7174
-7.544785, 1.369311, 8.457082, 447.6387, 160.382
-7.345881, 1.369311, 8.477987, 462.311, 160.3143
-7.345881, 1.534311, 8.477987, 462.311, 147.6835
-7.345881, 1.534311, 8.477987, 462.311, 147.6835
-7.345881, 1.369311, 8.477987, 462.311, 160.3143
-7.321175, 1.369311, 8.242919, 471.1343, 161.097
-7.321175, 1.534311, 8.242919, 471.1343, 148.0757
-7.520079, 1.369311, 8.222013, 456.0313, 161.1689
-7.321175, 1.369311, 8.242919, 471.1343, 161.097
-7.345881, 1.369311, 8.477987, 462.311, 160.3143
-7.544785, 1.369311, 8.457082, 447.6387, 160.382
-7.520079, 1.534311, 8.222013, 456.0313, 148.1117
-7.520079, 1.369311, 8.222013, 456.0313, 161.1689
-7.544785, 1.369311, 8.457082, 447.6387, 160.382
-7.544785, 1.534311, 8.457082, 447.6387, 147.7174
-7.321175, 1.534311, 8.242919, 471.1343, 148.0757
-7.321175, 1.369311, 8.242919, 471.1343, 161.097
-7.520079, 1.369311, 8.222013, 456.0313, 161.1689
-7.520079, 1.534311, 8.222013, 456.0313, 148.1117
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.321175, 1.699311, 8.242919, 471.1343, 135.0544
-7.520079, 1.699311, 8.222013, 456.0313, 135.0545
-7.544785, 1.699311, 8.457082, 447.6387, 135.0529
-7.345881, 1.699311, 8.477987, 462.311, 135.0527
-7.544785, 1.699311, 8.457082, 447.6387, 135.0529
-7.544785, 1.534311, 8.457082, 447.6387, 147.7174
-7.345881, 1.534311, 8.477987, 462.311, 147.6835
-7.345881, 1.699311, 8.477987, 462.311, 135.0527
-7.345881, 1.699311, 8.477987, 462.311, 135.0527
-7.345881, 1.534311, 8.477987, 462.311, 147.6835
-7.321175, 1.534311, 8.242919, 471.1343, 148.0757
-7.321175, 1.699311, 8.242919, 471.1343, 135.0544
-7.520079, 1.534311, 8.222013, 456.0313, 148.1117
-7.321175, 1.534311, 8.242919, 471.1343, 148.0757
-7.345881, 1.534311, 8.477987, 462.311, 147.6835
-7.544785, 1.534311, 8.457082, 447.6387, 147.7174
-7.520079, 1.699311, 8.222013, 456.0313, 135.0545
-7.520079, 1.534311, 8.222013, 456.0313, 148.1117
-7.544785, 1.534311, 8.457082, 447.6387, 147.7174
-7.544785, 1.699311, 8.457082, 447.6387, 135.0529
-7.321175, 1.699311, 8.242919, 471.1343, 135.0544
-7.321175, 1.534311, 8.242919, 471.1343, 148.0757
-7.520079, 1.534311, 8.222013, 456.0313, 148.1117
-7.520079, 1.699311, 8.222013, 456.0313, 135.0545
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.323061, 1.864311, 8.240984, 471.0443, 122.0298
-7.522299, 1.864311, 8.223553, 455.8118, 121.9999
-7.5429, 1.864311, 8.459017, 447.7321, 122.3914
-7.343661, 1.864311, 8.476448, 462.5247, 122.4195
-7.5429, 1.864311, 8.459017, 447.7321, 122.3914
-7.5429, 1.699311, 8.459017, 447.7321, 135.0529
-7.343661, 1.699311, 8.476448, 462.5247, 135.0527
-7.343661, 1.864311, 8.476448, 462.5247, 122.4195
-7.343661, 1.864311, 8.476448, 462.5247, 122.4195
-7.343661, 1.699311, 8.476448, 462.5247, 135.0527
-7.323061, 1.699311, 8.240984, 471.0443, 135.0544
-7.323061, 1.864311, 8.240984, 471.0443, 122.0298
-7.522299, 1.699311, 8.223553, 455.8118, 135.0545
-7.323061, 1.699311, 8.240984, 471.0443, 135.0544
-7.343661, 1.699311, 8.476448, 462.5247, 135.0527
-7.5429, 1.699311, 8.459017, 447.7321, 135.0529
-7.522299, 1.864311, 8.223553, 455.8118, 121.9999
-7.522299, 1.699311, 8.223553, 455.8118, 135.0545
-7.5429, 1.699311, 8.459017, 447.7321, 135.0529
-7.5429, 1.864311, 8.459017, 447.7321, 122.3914
-7.323061, 1.864311, 8.240984, 471.0443, 122.0298
-7.323061, 1.699311, 8.240984, 471.0443, 135.0544
-7.522299, 1.699311, 8.223553, 455.8118, 135.0545
-7.522299, 1.864311, 8.223553, 455.8118, 121.9999
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.335058, 2.029311, 8.230091, 470.4274, 108.9678
-7.535028, 2.029311, 8.233582, 454.5211, 108.9798
-7.530902, 2.029311, 8.46991, 448.3624, 109.7651
-7.330933, 2.029311, 8.466419, 463.7857, 109.7539
-7.530902, 2.029311, 8.46991, 448.3624, 109.7651
-7.530902, 1.864311, 8.46991, 448.3624, 122.409
-7.330933, 1.864311, 8.466419, 463.7857, 122.4034
-7.330933, 2.029311, 8.466419, 463.7857, 109.7539
-7.330933, 2.029311, 8.466419, 463.7857, 109.7539
-7.330933, 1.864311, 8.466419, 463.7857, 122.4034
-7.335058, 1.864311, 8.230091, 470.4274, 122.0111
-7.335058, 2.029311, 8.230091, 470.4274, 108.9678
-7.535028, 1.864311, 8.233582, 454.5211, 122.0171
-7.335058, 1.864311, 8.230091, 470.4274, 122.0111
-7.330933, 1.864311, 8.466419, 463.7857, 122.4034
-7.530902, 1.864311, 8.46991, 448.3624, 122.409
-7.535028, 2.029311, 8.233582, 454.5211, 108.9798
-7.535028, 1.864311, 8.233582, 454.5211, 122.0171
-7.530902, 1.864311, 8.46991, 448.3624, 122.409
-7.530902, 2.029311, 8.46991, 448.3624, 109.7651
-7.335058, 2.029311, 8.230091, 470.4274, 108.9678
-7.335058, 1.864311, 8.230091, 470.4274, 122.0111
-7.535028, 1.864311, 8.233582, 454.5211, 122.0171
-7.535028, 2.029311, 8.233582, 454.5211, 108.9798
box_6_melody(Clone) stack 47 Shelf_1 Rack_1_0_0
-7.140865, 1.391943, 8.47507, 478.0937, 158.5907
-7.140865, 1.391943, 8.47507, 478.0937, 158.5907
-7.140865, 1.204443, 8.47507, 478.0937, 172.9492
-7.140865, 1.204443, 8.47507, 478.0937, 172.9492
-7.140865, 1.204443, 8.47507, 478.0937, 172.9492
-7.140865, 1.391943, 8.47507, 478.0937, 158.5907
box_6_melody(Clone) stack 47 Shelf_1 Rack_1_0_0
-7.134192, 1.579443, 8.479795, 478.4609, 144.2266
-7.134192, 1.579443, 8.479795, 478.4609, 144.2266
-7.134192, 1.391943, 8.479795, 478.4609, 158.5764
-7.134192, 1.391943, 8.479795, 478.4609, 158.5764
-7.134192, 1.391943, 8.479795, 478.4609, 158.5764
-7.134192, 1.579443, 8.479795, 478.4609, 144.2266
box_1_Parle-G-GOLD(Clone) stack 48 Shelf_2 Rack_1_0_0
-8.074084, 2.560843, 8.245652, 411.6552, 67.08922
-8.274085, 2.560843, 8.245652, 395.8773, 67.08922
-8.274085, 2.560843, 8.454349, 391.7143, 68.90291
-8.074084, 2.560843, 8.454349, 407.0707, 68.90291
-8.274085, 2.560843, 8.454349, 391.7143, 68.90291
-8.274085, 2.388343, 8.454349, 391.7143, 82.14775
-8.074084, 2.388343, 8.454349, 407.0707, 82.14775
-8.074084, 2.560843, 8.454349, 407.0707, 68.90291
-8.074084, 2.560843, 8.454349, 407.0707, 68.90291
-8.074084, 2.388343, 8.454349, 407.0707, 82.14775
-8.074084, 2.388343, 8.245652, 411.6552, 80.69751
-8.074084, 2.560843, 8.245652, 411.6552, 67.08922
-8.274085, 2.388343, 8.245652, 395.8773, 80.69751
-8.074084, 2.388343, 8.245652, 411.6552, 80.69751
-8.074084, 2.388343, 8.454349, 407.0707, 82.14775
-8.274085, 2.388343, 8.454349, 391.7143, 82.14775
-8.274085, 2.560843, 8.245652, 395.8773, 67.08922
-8.274085, 2.388343, 8.245652, 395.8773, 80.69751
-8.274085, 2.388343, 8.454349, 391.7143, 82.14775
-8.274085, 2.560843, 8.454349, 391.7143, 68.90291
-8.074084, 2.560843, 8.245652, 411.6552, 67.08922
-8.074084, 2.388343, 8.245652, 411.6552, 80.69751
-8.274085, 2.388343, 8.245652, 395.8773, 80.69751
-8.274085, 2.560843, 8.245652, 395.8773, 67.08922
box_8_lizol(Clone) stack 49 Shelf_2 Rack_1_0_0
-7.7016, 2.565368, 8.21835, 441.7642, 66.48628
-7.900839, 2.565368, 8.235782, 425.563, 66.64352
-7.879328, 2.565368, 8.48165, 421.3908, 68.78677
-7.680089, 2.565368, 8.464219, 437.0735, 68.63925
-7.879328, 2.565368, 8.48165, 421.3908, 68.78677
-7.879328, 2.389118, 8.48165, 421.3908, 82.27245
-7.680089, 2.389118, 8.464219, 437.0735, 82.15498
-7.680089, 2.565368, 8.464219, 437.0735, 68.63925
-7.680089, 2.565368, 8.464219, 437.0735, 68.63925
-7.680089, 2.389118, 8.464219, 437.0735, 82.15498
-7.7016, 2.389118, 8.21835, 441.7642, 80.44051
-7.7016, 2.565368, 8.21835, 441.7642, 66.48628
-7.900839, 2.389118, 8.235782, 425.563, 80.5657
