box_1_Parle-G-GOLD(Clone) stack 42 Shelf_0 Rack_1_0_0
-7.897356, 0.3724313, 8.215329, 458.0218, 240.1494
box_8_lizol(Clone) stack 43 Shelf_0 Rack_1_0_0
-7.726587, 0.5486813, 8.21682, 471.5018, 226.1717
-7.925492, 0.5486813, 8.237725, 455.1571, 225.9208
-7.899693, 0.5486813, 8.483181, 450.3973, 223.0754
-7.700789, 0.5486813, 8.462276, 466.2164, 223.3108
-7.899693, 0.5486813, 8.483181, 450.3973, 223.0754
-7.899693, 0.3724313, 8.483181, 450.3973, 236.5584
-7.700789, 0.3724313, 8.462276, 466.2164, 236.8299
-7.700789, 0.5486813, 8.462276, 466.2164, 223.3108
-7.700789, 0.5486813, 8.462276, 466.2164, 223.3108
-7.700789, 0.3724313, 8.462276, 466.2164, 236.8299
-7.726587, 0.3724313, 8.21682, 471.5018, 240.1287
-7.726587, 0.5486813, 8.21682, 471.5018, 226.1717
-7.925492, 0.3724313, 8.237725, 455.1571, 239.8394
-7.726587, 0.3724313, 8.21682, 471.5018, 240.1287
-7.700789, 0.3724313, 8.462276, 466.2164, 236.8299
-7.899693, 0.3724313, 8.483181, 450.3973, 236.5584
-7.925492, 0.5486813, 8.237725, 455.1571, 225.9208
-7.925492, 0.3724313, 8.237725, 455.1571, 239.8394
-7.899693, 0.3724313, 8.483181, 450.3973, 236.5584
-7.899693, 0.5486813, 8.483181, 450.3973, 223.0754
-7.726587, 0.5486813, 8.21682, 471.5018, 226.1717
-7.726587, 0.3724313, 8.21682, 471.5018, 240.1287
-7.925492, 0.3724313, 8.237725, 455.1571, 239.8394
-7.925492, 0.5486813, 8.237725, 455.1571, 225.9208
box_8_lizol(Clone) stack 43 Shelf_0 Rack_1_0_0
-7.708895, 0.7249313, 8.230162, 472.4935, 212.0789
-7.908773, 0.7249313, 8.223182, 456.8926, 212.1498
-7.917386, 0.7249314, 8.469839, 449.4, 209.7195
-7.717508, 0.7249314, 8.476819, 464.5165, 209.6529
-7.917386, 0.7249314, 8.469839, 449.4, 209.7195
-7.917386, 0.5486813, 8.469839, 449.4, 223.2255
-7.717508, 0.5486813, 8.476819, 464.5165, 223.1469
-7.717508, 0.7249314, 8.476819, 464.5165, 209.6529
-7.717508, 0.7249314, 8.476819, 464.5165, 209.6529
-7.717508, 0.5486813, 8.476819, 464.5165, 223.1469
-7.708895, 0.5486813, 8.230162, 472.4935, 226.0114
-7.708895, 0.7249313, 8.230162, 472.4935, 212.0789
-7.908773, 0.5486813, 8.223182, 456.8926, 226.0952
-7.708895, 0.5486813, 8.230162, 472.4935, 226.0114
-7.717508, 0.5486813, 8.476819, 464.5165, 223.1469
-7.917386, 0.5486813, 8.469839, 449.4, 223.2255
-7.908773, 0.7249313, 8.223182, 456.8926, 212.1498
-7.908773, 0.5486813, 8.223182, 456.8926, 226.0952
-7.917386, 0.5486813, 8.469839, 449.4, 223.2255
-7.917386, 0.7249314, 8.469839, 449.4, 209.7195
-7.708895, 0.7249313, 8.230162, 472.4935, 212.0789
-7.708895, 0.5486813, 8.230162, 472.4935, 226.0114
-7.908773, 0.5486813, 8.223182, 456.8926, 226.0952
-7.908773, 0.7249313, 8.223182, 456.8926, 212.1498
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.096589, 1.369311, 8.225131, 441.9803, 161.1582
-8.296103, 1.369311, 8.239082, 425.8564, 161.1102
-8.279614, 1.369311, 8.47487, 421.5258, 160.3244
-8.080101, 1.369311, 8.460918, 437.1558, 160.3696
-8.279614, 1.369311, 8.47487, 421.5258, 160.3244
-8.279614, 1.204311, 8.47487, 421.5258, 172.9602
-8.080101, 1.204311, 8.460918, 437.1558, 173.0279
-8.080101, 1.369311, 8.460918, 437.1558, 160.3696
-8.080101, 1.369311, 8.460918, 437.1558, 160.3696
-8.080101, 1.204311, 8.460918, 437.1558, 173.0279
-8.096589, 1.204311, 8.225131, 441.9803, 174.21
-8.096589, 1.369311, 8.225131, 441.9803, 161.1582
-8.296103, 1.204311, 8.239082, 425.8564, 174.1381
-8.096589, 1.204311, 8.225131, 441.9803, 174.21
-8.080101, 1.204311, 8.460918, 437.1558, 173.0279
-8.279614, 1.204311, 8.47487, 421.5258, 172.9602
-8.296103, 1.369311, 8.239082, 425.8564, 161.1102
-8.296103, 1.204311, 8.239082, 425.8564, 174.1381
-8.279614, 1.204311, 8.47487, 421.5258, 172.9602
-8.279614, 1.369311, 8.47487, 421.5258, 160.3244
-8.096589, 1.369311, 8.225131, 441.9803, 161.1582
-8.096589, 1.204311, 8.225131, 441.9803, 174.21
-8.296103, 1.204311, 8.239082, 425.8564, 174.1381
-8.296103, 1.369311, 8.239082, 425.8564, 161.1102
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.084038, 1.534311, 8.23538, 442.6992, 148.0886
-8.283916, 1.534311, 8.2284, 427.0816, 148.1007
-8.292166, 1.534311, 8.464621, 420.8011, 147.7052
-8.092287, 1.534311, 8.471601, 435.9533, 147.6938
-8.292166, 1.534311, 8.464621, 420.8011, 147.7052
-8.292166, 1.369311, 8.464621, 420.8011, 160.3575
-8.092287, 1.369311, 8.471601, 435.9533, 160.335
-8.092287, 1.534311, 8.471601, 435.9533, 147.6938
-8.092287, 1.534311, 8.471601, 435.9533, 147.6938
-8.092287, 1.369311, 8.471601, 435.9533, 160.335
-8.084038, 1.369311, 8.23538, 442.6992, 161.1229
-8.084038, 1.534311, 8.23538, 442.6992, 148.0886
-8.283916, 1.369311, 8.2284, 427.0816, 161.1469
-8.084038, 1.369311, 8.23538, 442.6992, 161.1229
-8.092287, 1.369311, 8.471601, 435.9533, 160.335
-8.292166, 1.369311, 8.464621, 420.8011, 160.3575
-8.283916, 1.534311, 8.2284, 427.0816, 148.1007
-8.283916, 1.369311, 8.2284, 427.0816, 161.1469
-8.292166, 1.369311, 8.464621, 420.8011, 160.3575
-8.292166, 1.534311, 8.464621, 420.8011, 147.7052
-8.084038, 1.534311, 8.23538, 442.6992, 148.0886
-8.084038, 1.369311, 8.23538, 442.6992, 161.1229
-8.283916, 1.369311, 8.2284, 427.0816, 161.1469
-8.283916, 1.534311, 8.2284, 427.0816, 148.1007
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.101003, 1.699311, 8.222013, 441.714, 135.0545
-8.299908, 1.699311, 8.242919, 425.4624, 135.0544
-8.275201, 1.699311, 8.477987, 421.7915, 135.0527
-8.076296, 1.699311, 8.457082, 437.5446, 135.0529
-8.275201, 1.699311, 8.477987, 421.7915, 135.0527
-8.275201, 1.534311, 8.477987, 421.7915, 147.6835
-8.076296, 1.534311, 8.457082, 437.5446, 147.7174
-8.076296, 1.699311, 8.457082, 437.5446, 135.0529
-8.076296, 1.699311, 8.457082, 437.5446, 135.0529
-8.076296, 1.534311, 8.457082, 437.5446, 147.7174
-8.101003, 1.534311, 8.222013, 441.714, 148.1117
-8.101003, 1.699311, 8.222013, 441.714, 135.0545
-8.299908, 1.534311, 8.242919, 425.4624, 148.0757
-8.101003, 1.534311, 8.222013, 441.714, 148.1117
-8.076296, 1.534311, 8.457082, 437.5446, 147.7174
-8.275201, 1.534311, 8.477987, 421.7915, 147.6835
-8.299908, 1.699311, 8.242919, 425.4624, 135.0544
-8.299908, 1.534311, 8.242919, 425.4624, 148.0757
-8.275201, 1.534311, 8.477987, 421.7915, 147.6835
-8.275201, 1.699311, 8.477987, 421.7915, 135.0527
-8.101003, 1.699311, 8.222013, 441.714, 135.0545
-8.101003, 1.534311, 8.222013, 441.714, 148.1117
-8.299908, 1.534311, 8.242919, 425.4624, 148.0757
-8.299908, 1.699311, 8.242919, 425.4624, 135.0544
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.701157, 1.380775, 8.237725, 472.873, 160.2095
-7.900062, 1.380775, 8.21682, 457.7646, 160.2791
-7.92586, 1.380775, 8.462276, 448.9525, 159.4859
-7.726955, 1.380775, 8.483181, 463.6117, 159.4206
-7.92586, 1.380775, 8.462276, 448.9525, 159.4859
-7.92586, 1.204525, 8.462276, 448.9525, 173.0049
-7.726955, 1.204525, 8.483181, 463.6117, 172.9037
-7.726955, 1.380775, 8.483181, 463.6117, 159.4206
-7.726955, 1.380775, 8.483181, 463.6117, 159.4206
-7.726955, 1.204525, 8.483181, 463.6117, 172.9037
-7.701157, 1.204525, 8.237725, 472.873, 174.1282
-7.701157, 1.380775, 8.237725, 472.873, 160.2095
-7.900062, 1.204525, 8.21682, 457.7646, 174.2361
-7.701157, 1.204525, 8.237725, 472.873, 174.1282
-7.726955, 1.204525, 8.483181, 463.6117, 172.9037
-7.92586, 1.204525, 8.462276, 448.9525, 173.0049
-7.900062, 1.380775, 8.21682, 457.7646, 160.2791
-7.900062, 1.204525, 8.21682, 457.7646, 174.2361
-7.92586, 1.204525, 8.462276, 448.9525, 173.0049
-7.92586, 1.380775, 8.462276, 448.9525, 159.4859
-7.701157, 1.380775, 8.237725, 472.873, 160.2095
-7.701157, 1.204525, 8.237725, 472.873, 174.1282
-7.900062, 1.204525, 8.21682, 457.7646, 174.2361
-7.900062, 1.380775, 8.21682, 457.7646, 160.2791
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.724645, 1.557025, 8.21835, 471.6089, 146.3198
-7.923883, 1.557025, 8.235782, 455.3393, 146.2938
-7.902372, 1.557025, 8.48165, 450.2333, 145.9397
-7.703134, 1.557025, 8.464219, 465.9803, 145.9641
-7.902372, 1.557025, 8.48165, 450.2333, 145.9397
-7.902372, 1.380775, 8.48165, 450.2333, 159.4254
-7.703134, 1.380775, 8.464219, 465.9803, 159.4798
-7.703134, 1.557025, 8.464219, 465.9803, 145.9641
-7.703134, 1.557025, 8.464219, 465.9803, 145.9641
-7.703134, 1.380775, 8.464219, 465.9803, 159.4798
-7.724645, 1.380775, 8.21835, 471.6089, 160.274
-7.724645, 1.557025, 8.21835, 471.6089, 146.3198
-7.923883, 1.380775, 8.235782, 455.3393, 160.216
-7.724645, 1.380775, 8.21835, 471.6089, 160.274
-7.703134, 1.380775, 8.464219, 465.9803, 159.4798
-7.902372, 1.380775, 8.48165, 450.2333, 159.4254
-7.923883, 1.557025, 8.235782, 455.3393, 146.2938
-7.923883, 1.380775, 8.235782, 455.3393, 160.216
-7.902372, 1.380775, 8.48165, 450.2333, 159.4254
-7.902372, 1.557025, 8.48165, 450.2333, 145.9397
-7.724645, 1.557025, 8.21835, 471.6089, 146.3198
-7.724645, 1.380775, 8.21835, 471.6089, 160.274
-7.923883, 1.380775, 8.235782, 455.3393, 160.216
-7.923883, 1.557025, 8.235782, 455.3393, 146.2938
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.703134, 1.733275, 8.235782, 472.7766, 132.3716
-7.902372, 1.733275, 8.21835, 457.5376, 132.3656
-7.923883, 1.733275, 8.464219, 449.0522, 132.4483
-7.724645, 1.733275, 8.48165, 463.8321, 132.454
-7.923883, 1.733275, 8.464219, 449.0522, 132.4483
-7.923883, 1.557025, 8.464219, 449.0522, 145.9641
-7.724645, 1.557025, 8.48165, 463.8321, 145.9397
-7.724645, 1.733275, 8.48165, 463.8321, 132.454
-7.724645, 1.733275, 8.48165, 463.8321, 132.454
-7.724645, 1.557025, 8.48165, 463.8321, 145.9397
-7.703134, 1.557025, 8.235782, 472.7766, 146.2938
-7.703134, 1.733275, 8.235782, 472.7766, 132.3716
-7.902372, 1.557025, 8.21835, 457.5376, 146.3198
-7.703134, 1.557025, 8.235782, 472.7766, 146.2938
-7.724645, 1.557025, 8.48165, 463.8321, 145.9397
-7.923883, 1.557025, 8.464219, 449.0522, 145.9641
-7.902372, 1.733275, 8.21835, 457.5376, 132.3656
-7.902372, 1.557025, 8.21835, 457.5376, 146.3198
-7.923883, 1.557025, 8.464219, 449.0522, 145.9641
-7.923883, 1.733275, 8.464219, 449.0522, 132.4483
-7.703134, 1.733275, 8.235782, 472.7766, 132.3716
-7.703134, 1.557025, 8.235782, 472.7766, 146.2938
-7.902372, 1.557025, 8.21835, 457.5376, 146.3198
-7.902372, 1.733275, 8.21835, 457.5376, 132.3656
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.5429, 1.369311, 8.459017, 478.4265, 160.3757
-7.5429, 1.369311, 8.459017, 478.4265, 160.3757
-7.5429, 1.204311, 8.459017, 478.4265, 173.0372
-7.5429, 1.204311, 8.459017, 478.4265, 173.0372
-7.5429, 1.204311, 8.459017, 478.4265, 173.0372
-7.5429, 1.369311, 8.459017, 478.4265, 160.3757
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.544785, 1.534311, 8.457082, 478.3407, 147.7174
-7.544785, 1.534311, 8.457082, 478.3407, 147.7174
-7.544785, 1.369311, 8.457082, 478.3407, 160.382
-7.544785, 1.369311, 8.457082, 478.3407, 160.382
-7.544785, 1.369311, 8.457082, 478.3407, 160.382
-7.544785, 1.534311, 8.457082, 478.3407, 147.7174
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.544785, 1.699311, 8.457082, 478.3407, 135.0529
-7.544785, 1.699311, 8.457082, 478.3407, 135.0529
-7.544785, 1.534311, 8.457082, 478.3407, 147.7174
-7.544785, 1.534311, 8.457082, 478.3407, 147.7174
-7.544785, 1.534311, 8.457082, 478.3407, 147.7174
-7.544785, 1.699311, 8.457082, 478.3407, 135.0529
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.5429, 1.864311, 8.459017, 478.4265, 122.3914
-7.5429, 1.864311, 8.459017, 478.4265, 122.3914
-7.5429, 1.699311, 8.459017, 478.4265, 135.0529
-7.5429, 1.699311, 8.459017, 478.4265, 135.0529
-7.5429, 1.699311, 8.459017, 478.4265, 135.0529
-7.5429, 1.864311, 8.459017, 478.4265, 122.3914
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.530902, 2.029311, 8.46991, 479.0141, 109.7651
-7.530902, 2.029311, 8.46991, 479.0141, 109.7651
-7.530902, 1.864311, 8.46991, 479.0141, 122.409
-7.530902, 1.864311, 8.46991, 479.0141, 122.409
-7.530902, 1.864311, 8.46991, 479.0141, 122.409
-7.530902, 2.029311, 8.46991, 479.0141, 109.7651
box_1_Parle-G-GOLD(Clone) stack 48 Shelf_2 Rack_1_0_0
-8.074084, 2.560843, 8.245652, 443.2106, 67.08922
-8.274085, 2.560843, 8.245652, 427.4328, 67.08922
-8.274085, 2.560843, 8.454349, 422.4271, 68.90291
-8.074084, 2.560843, 8.454349, 437.7835, 68.90291
-8.274085, 2.560843, 8.454349, 422.4271, 68.90291
-8.274085, 2.388343, 8.454349, 422.4271, 82.14775
-8.074084, 2.388343, 8.454349, 437.7835, 82.14775
-8.074084, 2.560843, 8.454349, 437.7835, 68.90291
-8.074084, 2.560843, 8.454349, 437.7835, 68.90291
-8.074084, 2.388343, 8.454349, 437.7835, 82.14775
-8.074084, 2.388343, 8.245652, 443.2106, 80.69751
-8.074084, 2.560843, 8.245652, 443.2106, 67.08922
-8.274085, 2.388343, 8.245652, 427.4328, 80.69751
-8.074084, 2.388343, 8.245652, 443.2106, 80.69751
-8.074084, 2.388343, 8.454349, 437.7835, 82.14775
-8.274085, 2.388343, 8.454349, 422.4271, 82.14775
-8.274085, 2.560843, 8.245652, 427.4328, 67.08922
-8.274085, 2.388343, 8.245652, 427.4328, 80.69751
-8.274085, 2.388343, 8.454349, 422.4271, 82.14775
-8.274085, 2.560843, 8.454349, 422.4271, 68.90291
-8.074084, 2.560843, 8.245652, 443.2106, 67.08922
-8.074084, 2.388343, 8.245652, 443.2106, 80.69751
-8.274085, 2.388343, 8.245652, 427.4328, 80.69751
-8.274085, 2.560843, 8.245652, 427.4328, 67.08922
box_8_lizol(Clone) stack 49 Shelf_2 Rack_1_0_0
-7.7016, 2.565368, 8.21835, 473.4334, 66.48628
-7.900839, 2.565368, 8.235782, 457.1595, 66.64352
-7.879328, 2.565368, 8.48165, 451.9966, 68.78677
-7.680089, 2.565368, 8.464219, 467.7475, 68.63925
-7.879328, 2.565368, 8.48165, 451.9966, 68.78677
-7.879328, 2.389118, 8.48165, 451.9966, 82.27245
-7.680089, 2.389118, 8.464219, 467.7475, 82.15498
-7.680089, 2.565368, 8.464219, 467.7475, 68.63925
-7.680089, 2.565368, 8.464219, 467.7475, 68.63925
-7.680089, 2.389118, 8.464219, 467.7475, 82.15498
-7.7016, 2.389118, 8.21835, 473.4334, 80.44051
-7.7016, 2.565368, 8.21835, 473.4334, 66.48628
-7.900839, 2.389118, 8.235782, 457.1595, 80.5657
-7.7016, 2.389118, 8.21835, 473.4334, 80.44051
-7.680089, 2.389118, 8.464219, 467.7475, 82.15498
-7.879328, 2.389118, 8.48165, 451.9966, 82.27245
-7.900839, 2.565368, 8.235782, 457.1595, 66.64352
-7.900839, 2.389118, 8.235782, 457.1595, 80.5657
-7.879328, 2.389118, 8.48165, 451.9966, 82.27245
-7.879328, 2.565368, 8.48165, 451.9966, 68.78677
-7.7016, 2.565368, 8.21835, 473.4334, 66.48628
-7.7016, 2.389118, 8.21835, 473.4334, 80.44051
-7.900839, 2.389118, 8.235782, 457.1595, 80.5657
-7.900839, 2.565368, 8.235782, 457.1595, 66.64352
box_2_Parle-G(Clone) stack 52 Shelf_0 Rack_1_0_1
-10.27907, 0.2744219, 8.273895, 269.1537, 247.0459
-10.47831, 0.2744219, 8.291327, 253.4635, 246.7907
-10.46652, 0.2744219, 8.426105, 254.1391, 244.8556
-10.26728, 0.2744219, 8.408674, 269.5587, 245.102
-10.46652, 0.2744219, 8.426105, 254.1391, 244.8556
-10.46652, 0.01942196, 8.426105, 254.1391, 264.506
-10.26728, 0.01942196, 8.408674, 269.5587, 264.7965
-10.26728, 0.2744219, 8.408674, 269.5587, 245.102
-10.26728, 0.2744219, 8.408674, 269.5587, 245.102
-10.26728, 0.01942196, 8.408674, 269.5587, 264.7965
-10.27907, 0.01942196, 8.273895, 269.1537, 267.0881
-10.27907, 0.2744219, 8.273895, 269.1537, 247.0459
-10.47831, 0.01942196, 8.291327, 253.4635, 266.7872
-10.27907, 0.01942196, 8.273895, 269.1537, 267.0881
-10.26728, 0.01942196, 8.408674, 269.5587, 264.7965
-10.46652, 0.01942196, 8.426105, 254.1391, 264.506
-10.47831, 0.2744219, 8.291327, 253.4635, 246.7907
-10.47831, 0.01942196, 8.291327, 253.4635, 266.7872
-10.46652, 0.01942196, 8.426105, 254.1391, 264.506
-10.46652, 0.2744219, 8.426105, 254.1391, 244.8556
-10.27907, 0.2744219, 8.273895, 269.1537, 247.0459
-10.27907, 0.01942196, 8.273895, 269.1537, 267.0881
-10.47831, 0.01942196, 8.291327, 253.4635, 266.7872
-10.47831, 0.2744219, 8.291327, 253.4635, 246.7907
box_2_Parle-G(Clone) stack 52 Shelf_0 Rack_1_0_1
-10.27399, 0.529422, 8.280619, 269.5271, 226.9228
-10.47396, 0.529422, 8.284109, 253.8176, 226.8808
-10.4716, 0.529422, 8.419382, 253.7594, 225.2831
-10.27163, 0.529422, 8.415892, 269.1956, 225.3236
-10.4716, 0.529422, 8.419382, 253.7594, 225.2831
-10.4716, 0.274422, 8.419382, 253.7594, 244.9505
-10.27163, 0.274422, 8.415892, 269.1956, 244.9998
-10.27163, 0.529422, 8.415892, 269.1956, 225.3236
-10.27163, 0.529422, 8.415892, 269.1956, 225.3236
-10.27163, 0.274422, 8.415892, 269.1956, 244.9998
-10.27399, 0.2744219, 8.280619, 269.5271, 246.9473
-10.27399, 0.529422, 8.280619, 269.5271, 226.9228
-10.47396, 0.2744219, 8.284109, 253.8176, 246.8962
-10.27399, 0.2744219, 8.280619, 269.5271, 246.9473
-10.27163, 0.274422, 8.415892, 269.1956, 244.9998
-10.4716, 0.274422, 8.419382, 253.7594, 244.9505
-10.47396, 0.529422, 8.284109, 253.8176, 226.8808
-10.47396, 0.2744219, 8.284109, 253.8176, 246.8962
-10.4716, 0.274422, 8.419382, 253.7594, 244.9505
-10.4716, 0.529422, 8.419382, 253.7594, 225.2831
-10.27399, 0.529422, 8.280619, 269.5271, 226.9228
-10.27399, 0.2744219, 8.280619, 269.5271, 246.9473
-10.47396, 0.2744219, 8.284109, 253.8176, 246.8962
-10.47396, 0.529422, 8.284109, 253.8176, 226.8808
box_2_Parle-G(Clone) stack 52 Shelf_0 Rack_1_0_1
-10.27647, 0.7844219, 8.277212, 269.3453, 206.9303
-10.4762, 0.7844219, 8.28768, 253.6355, 206.8318
-10.46912, 0.7844219, 8.422789, 253.9447, 205.5848
-10.26939, 0.7844219, 8.412321, 269.3817, 205.6799
-10.46912, 0.7844219, 8.422789, 253.9447, 205.5848
-10.46912, 0.5294219, 8.422789, 253.9447, 225.2436
-10.26939, 0.5294219, 8.412321, 269.3817, 225.3651
-10.26939, 0.7844219, 8.412321, 269.3817, 205.6799
-10.26939, 0.7844219, 8.412321, 269.3817, 205.6799
-10.26939, 0.5294219, 8.412321, 269.3817, 225.3651
-10.27647, 0.5294219, 8.277212, 269.3453, 226.9638
-10.27647, 0.7844219, 8.277212, 269.3453, 206.9303
-10.4762, 0.5294219, 8.28768, 253.6355, 226.8379
-10.27647, 0.5294219, 8.277212, 269.3453, 226.9638
-10.26939, 0.5294219, 8.412321, 269.3817, 225.3651
-10.46912, 0.5294219, 8.422789, 253.9447, 225.2436
-10.4762, 0.7844219, 8.28768, 253.6355, 206.8318
-10.4762, 0.5294219, 8.28768, 253.6355, 226.8379
-10.46912, 0.5294219, 8.422789, 253.9447, 225.2436
-10.46912, 0.7844219, 8.422789, 253.9447, 205.5848
-10.27647, 0.7844219, 8.277212, 269.3453, 206.9303
-10.27647, 0.5294219, 8.277212, 269.3453, 226.9638
-10.4762, 0.5294219, 8.28768, 253.6355, 226.8379
-10.4762, 0.7844219, 8.28768, 253.6355, 206.8318
box_6_melody(Clone) stack 53 Shelf_0 Rack_1_0_1
-9.898013, 0.2073493, 8.233563, 299.4177, 252.9407
-10.09789, 0.2073493, 8.226583, 283.6646, 253.0493
-10.10627, 0.2073493, 8.466437, 281.6843, 249.4314
-9.906389, 0.2073493, 8.473417, 296.9568, 249.3295
-10.10627, 0.2073493, 8.466437, 281.6843, 249.4314
-10.10627, 0.01984932, 8.466437, 281.6843, 263.8058
-9.906389, 0.01984932, 8.473417, 296.9568, 263.691
-9.906389, 0.2073493, 8.473417, 296.9568, 249.3295
-9.906389, 0.2073493, 8.473417, 296.9568, 249.3295
-9.906389, 0.01984932, 8.473417, 296.9568, 263.691
-9.898013, 0.01984929, 8.233563, 299.4177, 267.7559
-9.898013, 0.2073493, 8.233563, 299.4177, 252.9407
-10.09789, 0.01984929, 8.226583, 283.6646, 267.8781
-9.898013, 0.01984929, 8.233563, 299.4177, 267.7559
-9.906389, 0.01984932, 8.473417, 296.9568, 263.691
-10.10627, 0.01984932, 8.466437, 281.6843, 263.8058
-10.09789, 0.2073493, 8.226583, 283.6646, 253.0493
-10.09789, 0.01984929, 8.226583, 283.6646, 267.8781
-10.10627, 0.01984932, 8.466437, 281.6843, 263.8058
-10.10627, 0.2073493, 8.466437, 281.6843, 249.4314
-9.898013, 0.2073493, 8.233563, 299.4177, 252.9407
-9.898013, 0.01984929, 8.233563, 299.4177, 267.7559
-10.09789, 0.01984929, 8.226583, 283.6646, 267.8781
-10.09789, 0.2073493, 8.226583, 283.6646, 253.0493
box_6_melody(Clone) stack 53 Shelf_0 Rack_1_0_1
-9.894012, 0.3948492, 8.237268, 299.7047, 238.0753
-10.09353, 0.3948492, 8.223317, 284.0288, 238.2649
-10.11027, 0.3948492, 8.462732, 281.3972, 235.1045
-9.910754, 0.3948492, 8.476684, 296.5989, 234.9263
-10.11027, 0.3948492, 8.462732, 281.3972, 235.1045
-10.11027, 0.2073493, 8.462732, 281.3972, 249.4856
-9.910754, 0.2073493, 8.476684, 296.5989, 249.2818
-9.910754, 0.3948492, 8.476684, 296.5989, 234.9263
-9.910754, 0.3948492, 8.476684, 296.5989, 234.9263
-9.910754, 0.2073493, 8.476684, 296.5989, 249.2818
-9.894012, 0.2073492, 8.237268, 299.7047, 252.8832
-9.894012, 0.3948492, 8.237268, 299.7047, 238.0753
-10.09353, 0.2073492, 8.223317, 284.0288, 253.1001
