box_3_Hareli(Clone) stack 80 Shelf_0 Rack_0_1_0
1.498946, 1.766943, 0.4627325, 477.6877, 129.8655
1.498946, 1.954443, 0.4627324, 477.6877, 115.4843
box4_Fairever(Clone) stack 85 Shelf_1 Rack_0_1_0
1.308248, 1.369311, 0.226747, 469.9996, 161.1526
1.108523, 1.369311, 0.2372142, 453.9092, 161.1166
1.120893, 1.369311, 0.4732538, 448.4109, 160.3296
1.320619, 1.369311, 0.4627866, 464.0086, 160.3635
1.120893, 1.369311, 0.4732538, 448.4109, 160.3296
1.120893, 1.204311, 0.4732538, 448.4109, 172.968
1.320619, 1.204311, 0.4627866, 464.0086, 173.0188
1.320619, 1.369311, 0.4627866, 464.0086, 160.3635
1.320619, 1.369311, 0.4627866, 464.0086, 160.3635
1.320619, 1.204311, 0.4627866, 464.0086, 173.0188
1.308248, 1.204311, 0.226747, 469.9996, 174.2017
1.308248, 1.369311, 0.226747, 469.9996, 161.1526
1.108523, 1.204311, 0.2372142, 453.9092, 174.1477
1.308248, 1.204311, 0.226747, 469.9996, 174.2017
1.320619, 1.204311, 0.4627866, 464.0086, 173.0188
1.120893, 1.204311, 0.4732538, 448.4109, 172.968
1.108523, 1.369311, 0.2372142, 453.9092, 161.1166
1.108523, 1.204311, 0.2372142, 453.9092, 174.1477
1.120893, 1.204311, 0.4732538, 448.4109, 172.968
1.120893, 1.369311, 0.4732538, 448.4109, 160.3296
1.308248, 1.369311, 0.226747, 469.9996, 161.1526
1.308248, 1.204311, 0.226747, 469.9996, 174.2017
1.108523, 1.204311, 0.2372142, 453.9092, 174.1477
1.108523, 1.369311, 0.2372142, 453.9092, 161.1166
box4_Fairever(Clone) stack 85 Shelf_1 Rack_0_1_0
1.320619, 1.534311, 0.2372142, 470.6597, 148.0855
1.120893, 1.534311, 0.226747, 455.1826, 148.1035
1.108523, 1.534311, 0.4627866, 447.741, 147.7082
1.308248, 1.534311, 0.4732538, 462.7617, 147.6912
1.108523, 1.534311, 0.4627866, 447.741, 147.7082
1.108523, 1.369311, 0.4627866, 447.741, 160.3635
1.308248, 1.369311, 0.4732538, 462.7617, 160.3296
1.308248, 1.534311, 0.4732538, 462.7617, 147.6912
1.308248, 1.534311, 0.4732538, 462.7617, 147.6912
1.308248, 1.369311, 0.4732538, 462.7617, 160.3296
1.320619, 1.369311, 0.2372142, 470.6597, 161.1166
1.320619, 1.534311, 0.2372142, 470.6597, 148.0855
1.120893, 1.369311, 0.226747, 455.1826, 161.1526
1.320619, 1.369311, 0.2372142, 470.6597, 161.1166
1.308248, 1.369311, 0.4732538, 462.7617, 160.3296
1.108523, 1.369311, 0.4627866, 447.741, 160.3635
1.120893, 1.534311, 0.226747, 455.1826, 148.1035
1.120893, 1.369311, 0.226747, 455.1826, 161.1526
1.108523, 1.369311, 0.4627866, 447.741, 160.3635
1.108523, 1.534311, 0.4627866, 447.741, 147.7082
1.320619, 1.534311, 0.2372142, 470.6597, 148.0855
1.320619, 1.369311, 0.2372142, 470.6597, 161.1166
1.120893, 1.369311, 0.226747, 455.1826, 161.1526
1.120893, 1.534311, 0.226747, 455.1826, 148.1035
box4_Fairever(Clone) stack 85 Shelf_1 Rack_0_1_0
1.32449, 1.699311, 0.2409839, 470.8509, 135.0544
1.125251, 1.699311, 0.2235528, 455.618, 135.0545
1.104651, 1.699311, 0.4590169, 447.5441, 135.0529
1.30389, 1.699311, 0.476448, 462.3372, 135.0527
1.104651, 1.699311, 0.4590169, 447.5441, 135.0529
1.104651, 1.534311, 0.4590169, 447.5441, 147.7143
1.30389, 1.534311, 0.476448, 462.3372, 147.686
1.30389, 1.699311, 0.476448, 462.3372, 135.0527
1.30389, 1.699311, 0.476448, 462.3372, 135.0527
1.30389, 1.534311, 0.476448, 462.3372, 147.686
1.32449, 1.534311, 0.2409839, 470.8509, 148.079
1.32449, 1.699311, 0.2409839, 470.8509, 135.0544
1.125251, 1.534311, 0.2235527, 455.618, 148.109
1.32449, 1.534311, 0.2409839, 470.8509, 148.079
1.30389, 1.534311, 0.476448, 462.3372, 147.686
1.104651, 1.534311, 0.4590169, 447.5441, 147.7143
1.125251, 1.699311, 0.2235528, 455.618, 135.0545
1.125251, 1.534311, 0.2235527, 455.618, 148.109
1.104651, 1.534311, 0.4590169, 447.5441, 147.7143
1.104651, 1.699311, 0.4590169, 447.5441, 135.0529
1.32449, 1.699311, 0.2409839, 470.8509, 135.0544
1.32449, 1.534311, 0.2409839, 470.8509, 148.079
1.125251, 1.534311, 0.2235527, 455.618, 148.109
1.125251, 1.699311, 0.2235528, 455.618, 135.0545
box4_Fairever(Clone) stack 85 Shelf_1 Rack_0_1_0
1.316618, 1.864311, 0.2335818, 470.4539, 122.0171
1.116648, 1.864311, 0.2300913, 454.7523, 122.0111
1.112523, 1.864311, 0.4664189, 447.9513, 122.4034
1.312493, 1.864311, 0.4699094, 463.1821, 122.409
1.112523, 1.864311, 0.4664189, 447.9513, 122.4034
1.112523, 1.699311, 0.4664189, 447.9513, 135.0528
1.312493, 1.699311, 0.4699094, 463.1821, 135.0528
1.312493, 1.864311, 0.4699094, 463.1821, 122.409
1.312493, 1.864311, 0.4699094, 463.1821, 122.409
1.312493, 1.699311, 0.4699094, 463.1821, 135.0528
1.316618, 1.699311, 0.2335818, 470.4539, 135.0544
1.316618, 1.864311, 0.2335818, 470.4539, 122.0171
1.116648, 1.699311, 0.2300914, 454.7523, 135.0545
1.316618, 1.699311, 0.2335818, 470.4539, 135.0544
1.312493, 1.699311, 0.4699094, 463.1821, 135.0528
1.112523, 1.699311, 0.4664189, 447.9513, 135.0528
1.116648, 1.864311, 0.2300913, 454.7523, 122.0111
1.116648, 1.699311, 0.2300914, 454.7523, 135.0545
1.112523, 1.699311, 0.4664189, 447.9513, 135.0528
1.112523, 1.864311, 0.4664189, 447.9513, 122.4034
1.316618, 1.864311, 0.2335818, 470.4539, 122.0171
1.316618, 1.699311, 0.2335818, 470.4539, 135.0544
1.116648, 1.699311, 0.2300914, 454.7523, 135.0545
1.116648, 1.864311, 0.2300913, 454.7523, 122.0111
box_7_litchi(Clone) stack 86 Shelf_2 Rack_0_1_0
1.353975, 2.599012, 0.2535512, 472.7935, 64.15167
1.154097, 2.599012, 0.2465713, 457.2409, 64.08665
1.147117, 2.599012, 0.4464495, 451.1421, 65.90234
1.346995, 2.599012, 0.4534294, 466.3023, 65.96407
1.147117, 2.599012, 0.4464495, 451.1421, 65.90234
1.147117, 2.389012, 0.4464495, 451.1421, 82.04285
1.346995, 2.389012, 0.4534294, 466.3023, 82.09015
1.346995, 2.599012, 0.4534294, 466.3023, 65.96407
1.346995, 2.599012, 0.4534294, 466.3023, 65.96407
1.346995, 2.389012, 0.4534294, 466.3023, 82.09015
1.353975, 2.389012, 0.2535512, 472.7935, 80.70111
1.353975, 2.599012, 0.2535512, 472.7935, 64.15167
1.154097, 2.389012, 0.2465713, 457.2409, 80.65128
1.353975, 2.389012, 0.2535512, 472.7935, 80.70111
1.346995, 2.389012, 0.4534294, 466.3023, 82.09015
1.147117, 2.389012, 0.4464495, 451.1421, 82.04285
1.154097, 2.599012, 0.2465713, 457.2409, 64.08665
1.154097, 2.389012, 0.2465713, 457.2409, 80.65128
1.147117, 2.389012, 0.4464495, 451.1421, 82.04285
1.147117, 2.599012, 0.4464495, 451.1421, 65.90234
1.353975, 2.599012, 0.2535512, 472.7935, 64.15167
1.353975, 2.389012, 0.2535512, 472.7935, 80.70111
1.154097, 2.389012, 0.2465713, 457.2409, 80.65128
1.154097, 2.599012, 0.2465713, 457.2409, 64.08665
box_7_litchi(Clone) stack 86 Shelf_2 Rack_0_1_0
1.355643, 2.809012, 0.255371, 472.8693, 47.62312
1.155917, 2.809012, 0.2449038, 457.4321, 47.50285
1.14545, 2.809012, 0.4446297, 451.0632, 49.74196
1.345176, 2.809012, 0.4550969, 466.1143, 49.85616
1.14545, 2.809012, 0.4446297, 451.0632, 49.74196
1.14545, 2.599012, 0.4446297, 451.0632, 65.88623
1.345176, 2.599012, 0.4550969, 466.1143, 65.97881
1.345176, 2.809012, 0.4550969, 466.1143, 49.85616
1.345176, 2.809012, 0.4550969, 466.1143, 49.85616
1.345176, 2.599012, 0.4550969, 466.1143, 65.97881
1.355643, 2.599012, 0.255371, 472.8693, 64.16859
1.355643, 2.809012, 0.255371, 472.8693, 47.62312
1.155917, 2.599012, 0.2449038, 457.4321, 64.07111
1.355643, 2.599012, 0.255371, 472.8693, 64.16859
1.345176, 2.599012, 0.4550969, 466.1143, 65.97881
1.14545, 2.599012, 0.4446297, 451.0632, 65.88623
1.155917, 2.809012, 0.2449038, 457.4321, 47.50285
1.155917, 2.599012, 0.2449038, 457.4321, 64.07111
1.14545, 2.599012, 0.4446297, 451.0632, 65.88623
1.14545, 2.809012, 0.4446297, 451.0632, 49.74196
1.355643, 2.809012, 0.255371, 472.8693, 47.62312
1.355643, 2.599012, 0.255371, 472.8693, 64.16859
1.155917, 2.599012, 0.2449038, 457.4321, 64.07111
1.155917, 2.809012, 0.2449038, 457.4321, 47.50285
box_7_litchi(Clone) stack 86 Shelf_2 Rack_0_1_0
1.339546, 3.019012, 0.2400953, 472.0665, 30.86876
1.140641, 3.019012, 0.2610011, 455.7702, 31.15442
1.161547, 3.019012, 0.4599054, 451.886, 33.79579
1.360451, 3.019012, 0.4389997, 467.7563, 33.52451
1.161547, 3.019012, 0.4599054, 451.886, 33.79579
1.161547, 2.809012, 0.4599054, 451.886, 49.90851
1.360451, 2.809012, 0.4389997, 467.7563, 49.68042
1.360451, 3.019012, 0.4389997, 467.7563, 33.52451
1.360451, 3.019012, 0.4389997, 467.7563, 33.52451
1.360451, 2.809012, 0.4389997, 467.7563, 49.68042
1.339546, 2.809012, 0.2400953, 472.0665, 47.44748
1.339546, 3.019012, 0.2400953, 472.0665, 30.86876
1.140641, 2.809012, 0.2610011, 455.7702, 47.68767
1.339546, 2.809012, 0.2400953, 472.0665, 47.44748
1.360451, 2.809012, 0.4389997, 467.7563, 49.68042
1.161547, 2.809012, 0.4599054, 451.886, 49.90851
1.140641, 3.019012, 0.2610011, 455.7702, 31.15442
1.140641, 2.809012, 0.2610011, 455.7702, 47.68767
1.161547, 2.809012, 0.4599054, 451.886, 49.90851
1.161547, 3.019012, 0.4599054, 451.886, 33.79579
1.339546, 3.019012, 0.2400953, 472.0665, 30.86876
1.339546, 2.809012, 0.2400953, 472.0665, 47.44748
1.140641, 2.809012, 0.2610011, 455.7702, 47.68767
1.140641, 3.019012, 0.2610011, 455.7702, 31.15442
box_7_litchi(Clone) stack 86 Shelf_2 Rack_0_1_0
1.339546, 3.229012, 0.2400953, 472.0665, 14.29001
1.140641, 3.229012, 0.2610011, 455.7702, 14.62114
1.161547, 3.229012, 0.4599054, 451.886, 17.68304
1.360451, 3.229012, 0.4389997, 467.7563, 17.36856
1.161547, 3.229012, 0.4599054, 451.886, 17.68304
1.161547, 3.019012, 0.4599054, 451.886, 33.79579
1.360451, 3.019012, 0.4389997, 467.7563, 33.52451
1.360451, 3.229012, 0.4389997, 467.7563, 17.36856
1.360451, 3.229012, 0.4389997, 467.7563, 17.36856
1.360451, 3.019012, 0.4389997, 467.7563, 33.52451
1.339546, 3.019012, 0.2400953, 472.0665, 30.86876
1.339546, 3.229012, 0.2400953, 472.0665, 14.29001
1.140641, 3.019012, 0.2610011, 455.7702, 31.15442
1.339546, 3.019012, 0.2400953, 472.0665, 30.86876
1.360451, 3.019012, 0.4389997, 467.7563, 33.52451
1.161547, 3.019012, 0.4599054, 451.886, 33.79579
1.140641, 3.229012, 0.2610011, 455.7702, 14.62114
1.140641, 3.019012, 0.2610011, 455.7702, 31.15442
1.161547, 3.019012, 0.4599054, 451.886, 33.79579
1.161547, 3.229012, 0.4599054, 451.886, 17.68304
1.339546, 3.229012, 0.2400953, 472.0665, 14.29001
1.339546, 3.019012, 0.2400953, 472.0665, 30.86876
1.140641, 3.019012, 0.2610011, 455.7702, 31.15442
1.140641, 3.229012, 0.2610011, 455.7702, 14.62114
box_2_Parle-G(Clone) stack 90 Shelf_0 Rack_0_1_1
-0.7993499, 0.2744219, 0.2931767, 302.7701, 246.7636
-0.9982544, 0.2744219, 0.272271, 287.3054, 247.0698
-1.012396, 0.2744219, 0.406824, 285.3934, 245.1283
-0.813492, 0.2744219, 0.4277297, 300.5959, 244.8326
-1.012396, 0.2744219, 0.406824, 285.3934, 245.1283
-1.012396, 0.01942196, 0.406824, 285.3934, 264.8275
-0.813492, 0.01942196, 0.4277297, 300.5959, 264.4789
-0.813492, 0.2744219, 0.4277297, 300.5959, 244.8326
-0.813492, 0.2744219, 0.4277297, 300.5959, 244.8326
-0.813492, 0.01942196, 0.4277297, 300.5959, 264.4789
-0.7993499, 0.01942196, 0.2931767, 302.7701, 266.7553
-0.7993499, 0.2744219, 0.2931767, 302.7701, 246.7636
-0.9982544, 0.01942196, 0.272271, 287.3054, 267.1162
-0.7993499, 0.01942196, 0.2931767, 302.7701, 266.7553
-0.813492, 0.01942196, 0.4277297, 300.5959, 264.4789
-1.012396, 0.01942196, 0.406824, 285.3934, 264.8275
-0.9982544, 0.2744219, 0.272271, 287.3054, 247.0698
-0.9982544, 0.01942196, 0.272271, 287.3054, 267.1162
-1.012396, 0.01942196, 0.406824, 285.3934, 264.8275
-1.012396, 0.2744219, 0.406824, 285.3934, 245.1283
-0.7993499, 0.2744219, 0.2931767, 302.7701, 246.7636
-0.7993499, 0.01942196, 0.2931767, 302.7701, 266.7553
-0.9982544, 0.01942196, 0.272271, 287.3054, 267.1162
-0.9982544, 0.2744219, 0.272271, 287.3054, 247.0698
box_2_Parle-G(Clone) stack 90 Shelf_0 Rack_0_1_1
-0.7993499, 0.5294219, 0.2931767, 302.7701, 226.7719
-0.9982544, 0.5294219, 0.272271, 287.3054, 227.0233
-1.012396, 0.5294219, 0.406824, 285.3934, 225.4291
-0.813492, 0.5294219, 0.4277297, 300.5959, 225.1863
-1.012396, 0.5294219, 0.406824, 285.3934, 225.4291
-1.012396, 0.2744219, 0.406824, 285.3934, 245.1283
-0.813492, 0.2744219, 0.4277297, 300.5959, 244.8326
-0.813492, 0.5294219, 0.4277297, 300.5959, 225.1863
-0.813492, 0.5294219, 0.4277297, 300.5959, 225.1863
-0.813492, 0.2744219, 0.4277297, 300.5959, 244.8326
-0.7993499, 0.2744219, 0.2931767, 302.7701, 246.7636
-0.7993499, 0.5294219, 0.2931767, 302.7701, 226.7719
-0.9982544, 0.2744219, 0.272271, 287.3054, 247.0698
-0.7993499, 0.2744219, 0.2931767, 302.7701, 246.7636
-0.813492, 0.2744219, 0.4277297, 300.5959, 244.8326
-1.012396, 0.2744219, 0.406824, 285.3934, 245.1283
-0.9982544, 0.5294219, 0.272271, 287.3054, 227.0233
-0.9982544, 0.2744219, 0.272271, 287.3054, 247.0698
-1.012396, 0.2744219, 0.406824, 285.3934, 245.1283
-1.012396, 0.5294219, 0.406824, 285.3934, 225.4291
-0.7993499, 0.5294219, 0.2931767, 302.7701, 226.7719
-0.7993499, 0.2744219, 0.2931767, 302.7701, 246.7636
-0.9982544, 0.2744219, 0.272271, 287.3054, 247.0698
-0.9982544, 0.5294219, 0.272271, 287.3054, 227.0233
box_2_Parle-G(Clone) stack 90 Shelf_0 Rack_0_1_1
-0.813492, 0.7844219, 0.272271, 301.8302, 206.9769
-1.012396, 0.7844219, 0.2931767, 286.0674, 206.7802
-0.9982544, 0.7844219, 0.4277297, 286.3611, 205.5401
-0.7993499, 0.7844219, 0.406824, 301.8516, 205.7299
-0.9982544, 0.7844219, 0.4277297, 286.3611, 205.5401
-0.9982544, 0.5294219, 0.4277297, 286.3611, 225.1863
-0.7993499, 0.5294219, 0.406824, 301.8516, 225.4291
-0.7993499, 0.7844219, 0.406824, 301.8516, 205.7299
-0.7993499, 0.7844219, 0.406824, 301.8516, 205.7299
-0.7993499, 0.5294219, 0.406824, 301.8516, 225.4291
-0.813492, 0.5294219, 0.272271, 301.8302, 227.0233
-0.813492, 0.7844219, 0.272271, 301.8302, 206.9769
-1.012396, 0.5294219, 0.2931767, 286.0674, 226.7719
-0.813492, 0.5294219, 0.272271, 301.8302, 227.0233
-0.7993499, 0.5294219, 0.406824, 301.8516, 225.4291
-0.9982544, 0.5294219, 0.4277297, 286.3611, 225.1863
-1.012396, 0.7844219, 0.2931767, 286.0674, 206.7802
-1.012396, 0.5294219, 0.2931767, 286.0674, 226.7719
-0.9982544, 0.5294219, 0.4277297, 286.3611, 225.1863
-0.9982544, 0.7844219, 0.4277297, 286.3611, 205.5401
-0.813492, 0.7844219, 0.272271, 301.8302, 206.9769
-0.813492, 0.5294219, 0.272271, 301.8302, 227.0233
-1.012396, 0.5294219, 0.2931767, 286.0674, 226.7719
-1.012396, 0.7844219, 0.2931767, 286.0674, 206.7802
box_8_lizol(Clone) stack 92 Shelf_0 Rack_0_1_1
-0.04045259, 0.1961813, 0.2199211, 363.4483, 254.037
-0.2399654, 0.1961813, 0.2338724, 347.4578, 253.8183
-0.2227489, 0.1961813, 0.4800797, 345.4008, 250.087
-0.0232361, 0.1961813, 0.4661284, 360.8846, 250.2922
-0.2227489, 0.1961813, 0.4800797, 345.4008, 250.087
-0.2227489, 0.01993132, 0.4800797, 345.4008, 263.5754
-0.0232361, 0.01993132, 0.4661284, 360.8846, 263.8046
-0.0232361, 0.1961813, 0.4661284, 360.8846, 250.2922
-0.0232361, 0.1961813, 0.4661284, 360.8846, 250.2922
-0.0232361, 0.01993132, 0.4661284, 360.8846, 263.8046
-0.04045259, 0.01993129, 0.2199211, 363.4483, 267.9884
-0.04045259, 0.1961813, 0.2199211, 363.4483, 254.037
-0.2399654, 0.01993129, 0.2338724, 347.4578, 267.744
-0.04045259, 0.01993129, 0.2199211, 363.4483, 267.9884
-0.0232361, 0.01993132, 0.4661284, 360.8846, 263.8046
-0.2227489, 0.01993132, 0.4800797, 345.4008, 263.5754
-0.2399654, 0.1961813, 0.2338724, 347.4578, 253.8183
-0.2399654, 0.01993129, 0.2338724, 347.4578, 267.744
-0.2227489, 0.01993132, 0.4800797, 345.4008, 263.5754
-0.2227489, 0.1961813, 0.4800797, 345.4008, 250.087
-0.04045259, 0.1961813, 0.2199211, 363.4483, 254.037
-0.04045259, 0.01993129, 0.2199211, 363.4483, 267.9884
-0.2399654, 0.01993129, 0.2338724, 347.4578, 267.744
-0.2399654, 0.1961813, 0.2338724, 347.4578, 253.8183
box_8_lizol(Clone) stack 92 Shelf_0 Rack_0_1_1
-0.02735492, 0.3724313, 0.2301612, 364.3172, 239.9439
-0.2272331, 0.3724313, 0.2231813, 348.6167, 240.0405
-0.2358465, 0.3724313, 0.4698395, 344.535, 236.7315
-0.03596842, 0.3724313, 0.4768194, 359.7449, 236.6409
-0.2358465, 0.3724313, 0.4698395, 344.535, 236.7315
-0.2358465, 0.1961813, 0.4698395, 344.535, 250.2375
-0.03596842, 0.1961813, 0.4768195, 359.7449, 250.1349
-0.03596842, 0.3724313, 0.4768194, 359.7449, 236.6409
-0.03596842, 0.3724313, 0.4768194, 359.7449, 236.6409
-0.03596842, 0.1961813, 0.4768195, 359.7449, 250.1349
-0.02735492, 0.1961813, 0.2301612, 364.3172, 253.8764
-0.02735492, 0.3724313, 0.2301612, 364.3172, 239.9439
-0.2272331, 0.1961813, 0.2231813, 348.6167, 253.9859
-0.02735492, 0.1961813, 0.2301612, 364.3172, 253.8764
-0.03596842, 0.1961813, 0.4768195, 359.7449, 250.1349
-0.2358465, 0.1961813, 0.4698395, 344.535, 250.2375
-0.2272331, 0.3724313, 0.2231813, 348.6167, 240.0405
-0.2272331, 0.1961813, 0.2231813, 348.6167, 253.9859
-0.2358465, 0.1961813, 0.4698395, 344.535, 250.2375
-0.2358465, 0.3724313, 0.4698395, 344.535, 236.7315
-0.02735492, 0.3724313, 0.2301612, 364.3172, 239.9439
-0.02735492, 0.1961813, 0.2301612, 364.3172, 253.8764
-0.2272331, 0.1961813, 0.2231813, 348.6167, 253.9859
-0.2272331, 0.3724313, 0.2231813, 348.6167, 240.0405
box_8_lizol(Clone) stack 92 Shelf_0 Rack_0_1_1
-0.02527931, 0.5486813, 0.2319989, 364.451, 225.9894
-0.2250052, 0.5486813, 0.2215317, 348.8167, 226.115
-0.2379222, 0.5486813, 0.4680019, 344.4005, 223.2462
-0.03819626, 0.5486813, 0.4784691, 359.5492, 223.1283
-0.2379222, 0.5486813, 0.4680019, 344.4005, 223.2462
-0.2379222, 0.3724313, 0.4680019, 344.4005, 236.7554
-0.03819626, 0.3724313, 0.4784691, 359.5492, 236.6195
-0.03819626, 0.5486813, 0.4784691, 359.5492, 223.1283
-0.03819626, 0.5486813, 0.4784691, 359.5492, 223.1283
-0.03819626, 0.3724313, 0.4784691, 359.5492, 236.6195
-0.02527931, 0.3724313, 0.2319989, 364.451, 239.9185
-0.02527931, 0.5486813, 0.2319989, 364.451, 225.9894
-0.2250052, 0.3724313, 0.2215317, 348.8167, 240.0634
-0.02527931, 0.3724313, 0.2319989, 364.451, 239.9185
-0.03819626, 0.3724313, 0.4784691, 359.5492, 236.6195
-0.2379222, 0.3724313, 0.4680019, 344.4005, 236.7554
-0.2250052, 0.5486813, 0.2215317, 348.8167, 226.115
-0.2250052, 0.3724313, 0.2215317, 348.8167, 240.0634
-0.2379222, 0.3724313, 0.4680019, 344.4005, 236.7554
-0.2379222, 0.5486813, 0.4680019, 344.4005, 223.2462
-0.02527931, 0.5486813, 0.2319989, 364.451, 225.9894
-0.02527931, 0.3724313, 0.2319989, 364.451, 239.9185
-0.2250052, 0.3724313, 0.2215317, 348.8167, 240.0634
-0.2250052, 0.5486813, 0.2215317, 348.8167, 226.115
box_7_litchi(Clone) stack 94 Shelf_1 Rack_0_1_1
-0.818454, 1.414419, 0.2432683, 301.6745, 157.5362
-1.017967, 1.414419, 0.2572196, 285.8461, 157.4949
-1.004015, 1.414419, 0.4567324, 285.7468, 156.9208
-0.8045027, 1.414419, 0.4427811, 301.1703, 156.96
-1.004015, 1.414419, 0.4567324, 285.7468, 156.9208
-1.004015, 1.204419, 0.4567324, 285.7468, 173.04
-0.8045027, 1.204419, 0.4427811, 301.1703, 173.108
-0.8045027, 1.414419, 0.4427811, 301.1703, 156.96
-0.8045027, 1.414419, 0.4427811, 301.1703, 156.96
-0.8045027, 1.204419, 0.4427811, 301.1703, 173.108
-0.818454, 1.204419, 0.2432683, 301.6745, 174.108
-0.818454, 1.414419, 0.2432683, 301.6745, 157.5362
-1.017967, 1.204419, 0.2572196, 285.8461, 174.0364
-0.818454, 1.204419, 0.2432683, 301.6745, 174.108
-0.8045027, 1.204419, 0.4427811, 301.1703, 173.108
-1.004015, 1.204419, 0.4567324, 285.7468, 173.04
-1.017967, 1.414419, 0.2572196, 285.8461, 157.4949
-1.017967, 1.204419, 0.2572196, 285.8461, 174.0364
-1.004015, 1.204419, 0.4567324, 285.7468, 173.04
-1.004015, 1.414419, 0.4567324, 285.7468, 156.9208
-0.818454, 1.414419, 0.2432683, 301.6745, 157.5362
-0.818454, 1.204419, 0.2432683, 301.6745, 174.108
-1.017967, 1.204419, 0.2572196, 285.8461, 174.0364
-1.017967, 1.414419, 0.2572196, 285.8461, 157.4949
box_7_litchi(Clone) stack 94 Shelf_1 Rack_0_1_1
-0.8095047, 1.624419, 0.2517608, 302.3111, 140.9577
-1.009474, 1.624419, 0.2482703, 286.5698, 140.9604
-1.012965, 1.624419, 0.4482399, 285.1089, 140.8078
-0.8129952, 1.624419, 0.4517304, 300.4479, 140.8052
-1.012965, 1.624419, 0.4482399, 285.1089, 140.8078
-1.012965, 1.414419, 0.4482399, 285.1089, 156.9446
-0.8129952, 1.414419, 0.4517304, 300.4479, 156.9348
-0.8129952, 1.624419, 0.4517304, 300.4479, 140.8052
-0.8129952, 1.624419, 0.4517304, 300.4479, 140.8052
-0.8129952, 1.414419, 0.4517304, 300.4479, 156.9348
-0.8095047, 1.414419, 0.2517608, 302.3111, 157.511
-0.8095047, 1.624419, 0.2517608, 302.3111, 140.9577
-1.009474, 1.414419, 0.2482704, 286.5698, 157.5214
-0.8095047, 1.414419, 0.2517608, 302.3111, 157.511
-0.8129952, 1.414419, 0.4517304, 300.4479, 156.9348
-1.012965, 1.414419, 0.4482399, 285.1089, 156.9446
-1.009474, 1.624419, 0.2482703, 286.5698, 140.9604
-1.009474, 1.414419, 0.2482704, 286.5698, 157.5214
-1.012965, 1.414419, 0.4482399, 285.1089, 156.9446
-1.012965, 1.624419, 0.4482399, 285.1089, 140.8078
-0.8095047, 1.624419, 0.2517608, 302.3111, 140.9577
-0.8095047, 1.414419, 0.2517608, 302.3111, 157.511
-1.009474, 1.414419, 0.2482704, 286.5698, 157.5214
-1.009474, 1.624419, 0.2482703, 286.5698, 140.9604
box_7_litchi(Clone) stack 95 Shelf_1 Rack_0_1_1
-0.4251851, 1.414419, 0.2482703, 332.6477, 157.5214
-0.6251546, 1.414419, 0.2517608, 316.8426, 157.511
-0.6216642, 1.414419, 0.4517304, 315.1436, 156.9348
-0.4216946, 1.414419, 0.4482399, 330.5432, 156.9446
-0.6216642, 1.414419, 0.4517304, 315.1436, 156.9348
-0.6216642, 1.204419, 0.4517304, 315.1436, 173.0644
-0.4216946, 1.204419, 0.4482399, 330.5432, 173.0814
-0.4216946, 1.414419, 0.4482399, 330.5432, 156.9446
-0.4216946, 1.414419, 0.4482399, 330.5432, 156.9446
-0.4216946, 1.204419, 0.4482399, 330.5432, 173.0814
-0.4251851, 1.204419, 0.2482704, 332.6477, 174.0823
-0.4251851, 1.414419, 0.2482703, 332.6477, 157.5214
-0.6251546, 1.204419, 0.2517608, 316.8426, 174.0644
-0.4251851, 1.204419, 0.2482704, 332.6477, 174.0823
