box_1_Parle-G-GOLD(Clone) stack 42 Shelf_0 Rack_1_0_0
-8.279614, 1.204311, 8.47487, 410.0388, 172.9602
-8.296103, 1.369311, 8.239082, 414.0129, 161.1102
-8.296103, 1.204311, 8.239082, 414.0129, 174.1381
-8.279614, 1.204311, 8.47487, 410.0388, 172.9602
-8.279614, 1.369311, 8.47487, 410.0388, 160.3244
-8.096589, 1.369311, 8.225131, 430.1149, 161.1582
-8.096589, 1.204311, 8.225131, 430.1149, 174.21
-8.296103, 1.204311, 8.239082, 414.0129, 174.1381
-8.296103, 1.369311, 8.239082, 414.0129, 161.1102
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.084038, 1.534311, 8.23538, 430.8499, 148.0886
-8.283916, 1.534311, 8.2284, 415.2214, 148.1007
-8.292166, 1.534311, 8.464621, 409.299, 147.7052
-8.092287, 1.534311, 8.471601, 424.4614, 147.6938
-8.292166, 1.534311, 8.464621, 409.299, 147.7052
-8.292166, 1.369311, 8.464621, 409.299, 160.3575
-8.092287, 1.369311, 8.471601, 424.4614, 160.335
-8.092287, 1.534311, 8.471601, 424.4614, 147.6938
-8.092287, 1.534311, 8.471601, 424.4614, 147.6938
-8.092287, 1.369311, 8.471601, 424.4614, 160.335
-8.084038, 1.369311, 8.23538, 430.8499, 161.1229
-8.084038, 1.534311, 8.23538, 430.8499, 148.0886
-8.283916, 1.369311, 8.2284, 415.2214, 161.1469
-8.084038, 1.369311, 8.23538, 430.8499, 161.1229
-8.092287, 1.369311, 8.471601, 424.4614, 160.335
-8.292166, 1.369311, 8.464621, 409.299, 160.3575
-8.283916, 1.534311, 8.2284, 415.2214, 148.1007
-8.283916, 1.369311, 8.2284, 415.2214, 161.1469
-8.292166, 1.369311, 8.464621, 409.299, 160.3575
-8.292166, 1.534311, 8.464621, 409.299, 147.7052
-8.084038, 1.534311, 8.23538, 430.8499, 148.0886
-8.084038, 1.369311, 8.23538, 430.8499, 161.1229
-8.283916, 1.369311, 8.2284, 415.2214, 161.1469
-8.283916, 1.534311, 8.2284, 415.2214, 148.1007
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.101003, 1.699311, 8.222013, 429.8438, 135.0545
-8.299908, 1.699311, 8.242919, 413.6248, 135.0544
-8.275201, 1.699311, 8.477987, 410.309, 135.0527
-8.076296, 1.699311, 8.457082, 426.0314, 135.0529
-8.275201, 1.699311, 8.477987, 410.309, 135.0527
-8.275201, 1.534311, 8.477987, 410.309, 147.6835
-8.076296, 1.534311, 8.457082, 426.0314, 147.7174
-8.076296, 1.699311, 8.457082, 426.0314, 135.0529
-8.076296, 1.699311, 8.457082, 426.0314, 135.0529
-8.076296, 1.534311, 8.457082, 426.0314, 147.7174
-8.101003, 1.534311, 8.222013, 429.8438, 148.1117
-8.101003, 1.699311, 8.222013, 429.8438, 135.0545
-8.299908, 1.534311, 8.242919, 413.6248, 148.0757
-8.101003, 1.534311, 8.222013, 429.8438, 148.1117
-8.076296, 1.534311, 8.457082, 426.0314, 147.7174
-8.275201, 1.534311, 8.477987, 410.309, 147.6835
-8.299908, 1.699311, 8.242919, 413.6248, 135.0544
-8.299908, 1.534311, 8.242919, 413.6248, 148.0757
-8.275201, 1.534311, 8.477987, 410.309, 147.6835
-8.275201, 1.699311, 8.477987, 410.309, 135.0527
-8.101003, 1.699311, 8.222013, 429.8438, 135.0545
-8.101003, 1.534311, 8.222013, 429.8438, 148.1117
-8.299908, 1.534311, 8.242919, 413.6248, 148.0757
-8.299908, 1.699311, 8.242919, 413.6248, 135.0544
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.701157, 1.380775, 8.237725, 461.0274, 160.2095
-7.900062, 1.380775, 8.21682, 445.8863, 160.2791
-7.92586, 1.380775, 8.462276, 437.4469, 159.4859
-7.726955, 1.380775, 8.483181, 452.1367, 159.4206
-7.92586, 1.380775, 8.462276, 437.4469, 159.4859
-7.92586, 1.204525, 8.462276, 437.4469, 173.0049
-7.726955, 1.204525, 8.483181, 452.1367, 172.9037
-7.726955, 1.380775, 8.483181, 452.1367, 159.4206
-7.726955, 1.380775, 8.483181, 452.1367, 159.4206
-7.726955, 1.204525, 8.483181, 452.1367, 172.9037
-7.701157, 1.204525, 8.237725, 461.0274, 174.1282
-7.701157, 1.380775, 8.237725, 461.0274, 160.2095
-7.900062, 1.204525, 8.21682, 445.8863, 174.2361
-7.701157, 1.204525, 8.237725, 461.0274, 174.1282
-7.726955, 1.204525, 8.483181, 452.1367, 172.9037
-7.92586, 1.204525, 8.462276, 437.4469, 173.0049
-7.900062, 1.380775, 8.21682, 445.8863, 160.2791
-7.900062, 1.204525, 8.21682, 445.8863, 174.2361
-7.92586, 1.204525, 8.462276, 437.4469, 173.0049
-7.92586, 1.380775, 8.462276, 437.4469, 159.4859
-7.701157, 1.380775, 8.237725, 461.0274, 160.2095
-7.701157, 1.204525, 8.237725, 461.0274, 174.1282
-7.900062, 1.204525, 8.21682, 445.8863, 174.2361
-7.900062, 1.380775, 8.21682, 445.8863, 160.2791
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.724645, 1.557025, 8.21835, 459.7329, 146.3198
-7.923883, 1.557025, 8.235782, 443.4906, 146.2938
-7.902372, 1.557025, 8.48165, 438.7562, 145.9397
-7.703134, 1.557025, 8.464219, 454.4776, 145.9641
-7.902372, 1.557025, 8.48165, 438.7562, 145.9397
-7.902372, 1.380775, 8.48165, 438.7562, 159.4254
-7.703134, 1.380775, 8.464219, 454.4776, 159.4798
-7.703134, 1.557025, 8.464219, 454.4776, 145.9641
-7.703134, 1.557025, 8.464219, 454.4776, 145.9641
-7.703134, 1.380775, 8.464219, 454.4776, 159.4798
-7.724645, 1.380775, 8.21835, 459.7329, 160.274
-7.724645, 1.557025, 8.21835, 459.7329, 146.3198
-7.923883, 1.380775, 8.235782, 443.4906, 160.216
-7.724645, 1.380775, 8.21835, 459.7329, 160.274
-7.703134, 1.380775, 8.464219, 454.4776, 159.4798
-7.902372, 1.380775, 8.48165, 438.7562, 159.4254
-7.923883, 1.557025, 8.235782, 443.4906, 146.2938
-7.923883, 1.380775, 8.235782, 443.4906, 160.216
-7.902372, 1.380775, 8.48165, 438.7562, 159.4254
-7.902372, 1.557025, 8.48165, 438.7562, 145.9397
-7.724645, 1.557025, 8.21835, 459.7329, 146.3198
-7.724645, 1.380775, 8.21835, 459.7329, 160.274
-7.923883, 1.380775, 8.235782, 443.4906, 160.216
-7.923883, 1.557025, 8.235782, 443.4906, 146.2938
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.703134, 1.733275, 8.235782, 460.9279, 132.3716
-7.902372, 1.733275, 8.21835, 445.6617, 132.3656
-7.923883, 1.733275, 8.464219, 437.5494, 132.4483
-7.724645, 1.733275, 8.48165, 452.3549, 132.454
-7.923883, 1.733275, 8.464219, 437.5494, 132.4483
-7.923883, 1.557025, 8.464219, 437.5494, 145.9641
-7.724645, 1.557025, 8.48165, 452.3549, 145.9397
-7.724645, 1.733275, 8.48165, 452.3549, 132.454
-7.724645, 1.733275, 8.48165, 452.3549, 132.454
-7.724645, 1.557025, 8.48165, 452.3549, 145.9397
-7.703134, 1.557025, 8.235782, 460.9279, 146.2938
-7.703134, 1.733275, 8.235782, 460.9279, 132.3716
-7.902372, 1.557025, 8.21835, 445.6617, 146.3198
-7.703134, 1.557025, 8.235782, 460.9279, 146.2938
-7.724645, 1.557025, 8.48165, 452.3549, 145.9397
-7.923883, 1.557025, 8.464219, 437.5494, 145.9641
-7.902372, 1.733275, 8.21835, 445.6617, 132.3656
-7.902372, 1.557025, 8.21835, 445.6617, 146.3198
-7.923883, 1.557025, 8.464219, 437.5494, 145.9641
-7.923883, 1.733275, 8.464219, 437.5494, 132.4483
-7.703134, 1.733275, 8.235782, 460.9279, 132.3716
-7.703134, 1.557025, 8.235782, 460.9279, 146.2938
-7.902372, 1.557025, 8.21835, 445.6617, 146.3198
-7.902372, 1.733275, 8.21835, 445.6617, 132.3656
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.522299, 1.369311, 8.223553, 475.5915, 161.1636
-7.5429, 1.369311, 8.459017, 466.916, 160.3757
-7.5429, 1.369311, 8.459017, 466.916, 160.3757
-7.5429, 1.204311, 8.459017, 466.916, 173.0372
-7.522299, 1.204311, 8.223553, 475.5915, 174.2182
-7.5429, 1.204311, 8.459017, 466.916, 173.0372
-7.522299, 1.369311, 8.223553, 475.5915, 161.1636
-7.522299, 1.204311, 8.223553, 475.5915, 174.2182
-7.5429, 1.204311, 8.459017, 466.916, 173.0372
-7.5429, 1.369311, 8.459017, 466.916, 160.3757
-7.522299, 1.204311, 8.223553, 475.5915, 174.2182
-7.522299, 1.369311, 8.223553, 475.5915, 161.1636
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.520079, 1.534311, 8.222013, 475.815, 148.1117
-7.544785, 1.534311, 8.457082, 466.8275, 147.7174
-7.544785, 1.534311, 8.457082, 466.8275, 147.7174
-7.544785, 1.369311, 8.457082, 466.8275, 160.382
-7.520079, 1.369311, 8.222013, 475.815, 161.1689
-7.544785, 1.369311, 8.457082, 466.8275, 160.382
-7.520079, 1.534311, 8.222013, 475.815, 148.1117
-7.520079, 1.369311, 8.222013, 475.815, 161.1689
-7.544785, 1.369311, 8.457082, 466.8275, 160.382
-7.544785, 1.534311, 8.457082, 466.8275, 147.7174
-7.520079, 1.369311, 8.222013, 475.815, 161.1689
-7.520079, 1.534311, 8.222013, 475.815, 148.1117
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.520079, 1.699311, 8.222013, 475.815, 135.0545
-7.544785, 1.699311, 8.457082, 466.8275, 135.0529
-7.544785, 1.699311, 8.457082, 466.8275, 135.0529
-7.544785, 1.534311, 8.457082, 466.8275, 147.7174
-7.520079, 1.534311, 8.222013, 475.815, 148.1117
-7.544785, 1.534311, 8.457082, 466.8275, 147.7174
-7.520079, 1.699311, 8.222013, 475.815, 135.0545
-7.520079, 1.534311, 8.222013, 475.815, 148.1117
-7.544785, 1.534311, 8.457082, 466.8275, 147.7174
-7.544785, 1.699311, 8.457082, 466.8275, 135.0529
-7.520079, 1.534311, 8.222013, 475.815, 148.1117
-7.520079, 1.699311, 8.222013, 475.815, 135.0545
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.522299, 1.864311, 8.223553, 475.5915, 121.9999
-7.5429, 1.864311, 8.459017, 466.916, 122.3914
-7.5429, 1.864311, 8.459017, 466.916, 122.3914
-7.5429, 1.699311, 8.459017, 466.916, 135.0529
-7.522299, 1.699311, 8.223553, 475.5915, 135.0545
-7.5429, 1.699311, 8.459017, 466.916, 135.0529
-7.522299, 1.864311, 8.223553, 475.5915, 121.9999
-7.522299, 1.699311, 8.223553, 475.5915, 135.0545
-7.5429, 1.699311, 8.459017, 466.916, 135.0529
-7.5429, 1.864311, 8.459017, 466.916, 122.3914
-7.522299, 1.699311, 8.223553, 475.5915, 135.0545
-7.522299, 1.864311, 8.223553, 475.5915, 121.9999
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.535028, 2.029311, 8.233582, 474.2746, 108.9798
-7.530902, 2.029311, 8.46991, 467.5197, 109.7651
-7.530902, 2.029311, 8.46991, 467.5197, 109.7651
-7.530902, 1.864311, 8.46991, 467.5197, 122.409
-7.535028, 1.864311, 8.233582, 474.2746, 122.0171
-7.530902, 1.864311, 8.46991, 467.5197, 122.409
-7.535028, 2.029311, 8.233582, 474.2746, 108.9798
-7.535028, 1.864311, 8.233582, 474.2746, 122.0171
-7.530902, 1.864311, 8.46991, 467.5197, 122.409
-7.530902, 2.029311, 8.46991, 467.5197, 109.7651
-7.535028, 1.864311, 8.233582, 474.2746, 122.0171
-7.535028, 2.029311, 8.233582, 474.2746, 108.9798
box_1_Parle-G-GOLD(Clone) stack 48 Shelf_2 Rack_1_0_0
-8.074084, 2.560843, 8.245652, 431.3773, 67.08922
-8.274085, 2.560843, 8.245652, 415.5995, 67.08922
-8.274085, 2.560843, 8.454349, 410.9098, 68.90291
-8.074084, 2.560843, 8.454349, 426.2662, 68.90291
-8.274085, 2.560843, 8.454349, 410.9098, 68.90291
-8.274085, 2.388343, 8.454349, 410.9098, 82.14775
-8.074084, 2.388343, 8.454349, 426.2662, 82.14775
-8.074084, 2.560843, 8.454349, 426.2662, 68.90291
-8.074084, 2.560843, 8.454349, 426.2662, 68.90291
-8.074084, 2.388343, 8.454349, 426.2662, 82.14775
-8.074084, 2.388343, 8.245652, 431.3773, 80.69751
-8.074084, 2.560843, 8.245652, 431.3773, 67.08922
-8.274085, 2.388343, 8.245652, 415.5995, 80.69751
-8.074084, 2.388343, 8.245652, 431.3773, 80.69751
-8.074084, 2.388343, 8.454349, 426.2662, 82.14775
-8.274085, 2.388343, 8.454349, 410.9098, 82.14775
-8.274085, 2.560843, 8.245652, 415.5995, 67.08922
-8.274085, 2.388343, 8.245652, 415.5995, 80.69751
-8.274085, 2.388343, 8.454349, 410.9098, 82.14775
-8.274085, 2.560843, 8.454349, 410.9098, 68.90291
-8.074084, 2.560843, 8.245652, 431.3773, 67.08922
-8.074084, 2.388343, 8.245652, 431.3773, 80.69751
-8.274085, 2.388343, 8.245652, 415.5995, 80.69751
-8.274085, 2.560843, 8.245652, 415.5995, 67.08922
box_8_lizol(Clone) stack 49 Shelf_2 Rack_1_0_0
-7.7016, 2.565368, 8.21835, 461.5574, 66.48628
-7.900839, 2.565368, 8.235782, 445.3109, 66.64352
-7.879328, 2.565368, 8.48165, 440.5195, 68.78677
-7.680089, 2.565368, 8.464219, 456.2448, 68.63925
-7.879328, 2.565368, 8.48165, 440.5195, 68.78677
-7.879328, 2.389118, 8.48165, 440.5195, 82.27245
-7.680089, 2.389118, 8.464219, 456.2448, 82.15498
-7.680089, 2.565368, 8.464219, 456.2448, 68.63925
-7.680089, 2.565368, 8.464219, 456.2448, 68.63925
-7.680089, 2.389118, 8.464219, 456.2448, 82.15498
-7.7016, 2.389118, 8.21835, 461.5574, 80.44051
-7.7016, 2.565368, 8.21835, 461.5574, 66.48628
-7.900839, 2.389118, 8.235782, 445.3109, 80.5657
-7.7016, 2.389118, 8.21835, 461.5574, 80.44051
-7.680089, 2.389118, 8.464219, 456.2448, 82.15498
-7.879328, 2.389118, 8.48165, 440.5195, 82.27245
-7.900839, 2.565368, 8.235782, 445.3109, 66.64352
-7.900839, 2.389118, 8.235782, 445.3109, 80.5657
-7.879328, 2.389118, 8.48165, 440.5195, 82.27245
-7.879328, 2.565368, 8.48165, 440.5195, 68.78677
-7.7016, 2.565368, 8.21835, 461.5574, 66.48628
-7.7016, 2.389118, 8.21835, 461.5574, 80.44051
-7.900839, 2.389118, 8.235782, 445.3109, 80.5657
-7.900839, 2.565368, 8.235782, 445.3109, 66.64352
box_7_litchi(Clone) stack 50 Shelf_2 Rack_1_0_0
-7.503727, 2.599012, 8.253551, 476.1269, 64.15167
-7.496747, 2.599012, 8.453429, 470.6224, 65.96407
-7.496747, 2.599012, 8.453429, 470.6224, 65.96407
-7.496747, 2.389012, 8.453429, 470.6224, 82.09015
-7.503727, 2.389012, 8.253551, 476.1269, 80.70111
-7.496747, 2.389012, 8.453429, 470.6224, 82.09015
-7.503727, 2.599012, 8.253551, 476.1269, 64.15167
-7.503727, 2.389012, 8.253551, 476.1269, 80.70111
-7.496747, 2.389012, 8.453429, 470.6224, 82.09015
-7.496747, 2.599012, 8.453429, 470.6224, 65.96407
-7.503727, 2.389012, 8.253551, 476.1269, 80.70111
-7.503727, 2.599012, 8.253551, 476.1269, 64.15167
box_7_litchi(Clone) stack 50 Shelf_2 Rack_1_0_0
-7.502028, 2.809012, 8.25176, 476.3163, 47.58167
-7.498538, 2.809012, 8.451731, 470.535, 49.81947
-7.498538, 2.809012, 8.451731, 470.535, 49.81947
-7.498538, 2.599012, 8.451731, 470.535, 65.94907
-7.502028, 2.599012, 8.25176, 476.3163, 64.13499
-7.498538, 2.599012, 8.451731, 470.535, 65.94907
-7.502028, 2.809012, 8.25176, 476.3163, 47.58167
-7.502028, 2.599012, 8.25176, 476.3163, 64.13499
-7.498538, 2.599012, 8.451731, 470.535, 65.94907
-7.498538, 2.809012, 8.451731, 470.535, 49.81947
-7.502028, 2.599012, 8.25176, 476.3163, 64.13499
-7.502028, 2.809012, 8.25176, 476.3163, 47.58167
box_7_litchi(Clone) stack 50 Shelf_2 Rack_1_0_0
-7.505394, 3.019012, 8.255371, 475.939, 31.07762
-7.494927, 3.019012, 8.455097, 470.7129, 33.73352
-7.494927, 3.019012, 8.455097, 470.7129, 33.73352
-7.494927, 2.809012, 8.455097, 470.7129, 49.85616
-7.505394, 2.809012, 8.255371, 475.939, 47.62312
-7.494927, 2.809012, 8.455097, 470.7129, 49.85616
-7.505394, 3.019012, 8.255371, 475.939, 31.07762
-7.505394, 2.809012, 8.255371, 475.939, 47.62312
-7.494927, 2.809012, 8.455097, 470.7129, 49.85616
-7.494927, 3.019012, 8.455097, 470.7129, 33.73352
-7.505394, 2.809012, 8.255371, 475.939, 47.62312
-7.505394, 3.019012, 8.255371, 475.939, 31.07762
box_7_litchi(Clone) stack 50 Shelf_2 Rack_1_0_0
-7.503727, 3.229012, 8.253551, 476.1269, 14.50334
-7.496747, 3.229012, 8.453429, 470.6224, 17.5858
-7.496747, 3.229012, 8.453429, 470.6224, 17.5858
-7.496747, 3.019012, 8.453429, 470.6224, 33.71188
-7.503727, 3.019012, 8.253551, 476.1269, 31.0528
-7.496747, 3.019012, 8.453429, 470.6224, 33.71188
-7.503727, 3.229012, 8.253551, 476.1269, 14.50334
-7.503727, 3.019012, 8.253551, 476.1269, 31.0528
-7.496747, 3.019012, 8.453429, 470.6224, 33.71188
-7.496747, 3.229012, 8.453429, 470.6224, 17.5858
-7.503727, 3.019012, 8.253551, 476.1269, 31.0528
-7.503727, 3.229012, 8.253551, 476.1269, 14.50334
box_2_Parle-G(Clone) stack 52 Shelf_0 Rack_1_0_1
-10.27907, 0.2744219, 8.273895, 257.3642, 247.0459
-10.47831, 0.2744219, 8.291327, 241.7008, 246.7907
-10.46652, 0.2744219, 8.426105, 242.58, 244.8556
-10.26728, 0.2744219, 8.408674, 257.9737, 245.102
-10.46652, 0.2744219, 8.426105, 242.58, 244.8556
-10.46652, 0.01942196, 8.426105, 242.58, 264.506
-10.26728, 0.01942196, 8.408674, 257.9737, 264.7965
-10.26728, 0.2744219, 8.408674, 257.9737, 245.102
-10.26728, 0.2744219, 8.408674, 257.9737, 245.102
-10.26728, 0.01942196, 8.408674, 257.9737, 264.7965
-10.27907, 0.01942196, 8.273895, 257.3642, 267.0881
-10.27907, 0.2744219, 8.273895, 257.3642, 247.0459
-10.47831, 0.01942196, 8.291327, 241.7008, 266.7872
-10.27907, 0.01942196, 8.273895, 257.3642, 267.0881
-10.26728, 0.01942196, 8.408674, 257.9737, 264.7965
-10.46652, 0.01942196, 8.426105, 242.58, 264.506
-10.47831, 0.2744219, 8.291327, 241.7008, 246.7907
-10.47831, 0.01942196, 8.291327, 241.7008, 266.7872
-10.46652, 0.01942196, 8.426105, 242.58, 264.506
-10.46652, 0.2744219, 8.426105, 242.58, 244.8556
-10.27907, 0.2744219, 8.273895, 257.3642, 247.0459
-10.27907, 0.01942196, 8.273895, 257.3642, 267.0881
-10.47831, 0.01942196, 8.291327, 241.7008, 266.7872
-10.47831, 0.2744219, 8.291327, 241.7008, 246.7907
box_2_Parle-G(Clone) stack 52 Shelf_0 Rack_1_0_1
-10.27399, 0.529422, 8.280619, 257.7479, 226.9228
-10.47396, 0.529422, 8.284109, 242.0438, 226.8808
-10.4716, 0.529422, 8.419382, 242.1904, 225.2831
-10.27163, 0.529422, 8.415892, 257.6214, 225.3236
