box_1_Parle-G-GOLD(Clone) stack 42 Shelf_0 Rack_1_0_0
-7.698847, 0.1961813, 8.239703, 449.3097, 253.7272
-7.698847, 0.3724313, 8.239703, 449.3097, 239.8122
-7.897356, 0.1961813, 8.215329, 434.2604, 254.1092
-7.698847, 0.1961813, 8.239703, 449.3097, 253.7272
-7.728925, 0.1961813, 8.484672, 440.473, 250.0196
-7.927434, 0.1961813, 8.460298, 425.8675, 250.3781
-7.897356, 0.3724313, 8.215329, 434.2604, 240.1494
-7.897356, 0.1961813, 8.215329, 434.2604, 254.1092
-7.927434, 0.1961813, 8.460298, 425.8675, 250.3781
-7.927434, 0.3724313, 8.460298, 425.8675, 236.8556
-7.698847, 0.3724313, 8.239703, 449.3097, 239.8122
-7.698847, 0.1961813, 8.239703, 449.3097, 253.7272
-7.897356, 0.1961813, 8.215329, 434.2604, 254.1092
-7.897356, 0.3724313, 8.215329, 434.2604, 240.1494
box_8_lizol(Clone) stack 43 Shelf_0 Rack_1_0_0
-7.726587, 0.5486813, 8.21682, 447.7451, 226.1717
-7.925492, 0.5486813, 8.237725, 431.4658, 225.9208
-7.899693, 0.5486813, 8.483181, 427.4474, 223.0754
-7.700789, 0.5486813, 8.462276, 443.2051, 223.3108
-7.899693, 0.5486813, 8.483181, 427.4474, 223.0754
-7.899693, 0.3724313, 8.483181, 427.4474, 236.5584
-7.700789, 0.3724313, 8.462276, 443.2051, 236.8299
-7.700789, 0.5486813, 8.462276, 443.2051, 223.3108
-7.700789, 0.5486813, 8.462276, 443.2051, 223.3108
-7.700789, 0.3724313, 8.462276, 443.2051, 236.8299
-7.726587, 0.3724313, 8.21682, 447.7451, 240.1287
-7.726587, 0.5486813, 8.21682, 447.7451, 226.1717
-7.925492, 0.3724313, 8.237725, 431.4658, 239.8394
-7.726587, 0.3724313, 8.21682, 447.7451, 240.1287
-7.700789, 0.3724313, 8.462276, 443.2051, 236.8299
-7.899693, 0.3724313, 8.483181, 427.4474, 236.5584
-7.925492, 0.5486813, 8.237725, 431.4658, 225.9208
-7.925492, 0.3724313, 8.237725, 431.4658, 239.8394
-7.899693, 0.3724313, 8.483181, 427.4474, 236.5584
-7.899693, 0.5486813, 8.483181, 427.4474, 223.0754
-7.726587, 0.5486813, 8.21682, 447.7451, 226.1717
-7.726587, 0.3724313, 8.21682, 447.7451, 240.1287
-7.925492, 0.3724313, 8.237725, 431.4658, 239.8394
-7.925492, 0.5486813, 8.237725, 431.4658, 225.9208
box_8_lizol(Clone) stack 43 Shelf_0 Rack_1_0_0
-7.708895, 0.7249313, 8.230162, 448.7785, 212.0789
-7.908773, 0.7249313, 8.223182, 433.1558, 212.1498
-7.917386, 0.7249314, 8.469839, 426.411, 209.7195
-7.717508, 0.7249314, 8.476819, 441.5479, 209.6529
-7.917386, 0.7249314, 8.469839, 426.411, 209.7195
-7.917386, 0.5486813, 8.469839, 426.411, 223.2255
-7.717508, 0.5486813, 8.476819, 441.5479, 223.1469
-7.717508, 0.7249314, 8.476819, 441.5479, 209.6529
-7.717508, 0.7249314, 8.476819, 441.5479, 209.6529
-7.717508, 0.5486813, 8.476819, 441.5479, 223.1469
-7.708895, 0.5486813, 8.230162, 448.7785, 226.0114
-7.708895, 0.7249313, 8.230162, 448.7785, 212.0789
-7.908773, 0.5486813, 8.223182, 433.1558, 226.0952
-7.708895, 0.5486813, 8.230162, 448.7785, 226.0114
-7.717508, 0.5486813, 8.476819, 441.5479, 223.1469
-7.917386, 0.5486813, 8.469839, 426.411, 223.2255
-7.908773, 0.7249313, 8.223182, 433.1558, 212.1498
-7.908773, 0.5486813, 8.223182, 433.1558, 226.0952
-7.917386, 0.5486813, 8.469839, 426.411, 223.2255
-7.917386, 0.7249314, 8.469839, 426.411, 209.7195
-7.708895, 0.7249313, 8.230162, 448.7785, 212.0789
-7.708895, 0.5486813, 8.230162, 448.7785, 226.0114
-7.908773, 0.5486813, 8.223182, 433.1558, 226.0952
-7.908773, 0.7249313, 8.223182, 433.1558, 212.1498
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.096589, 1.369311, 8.225131, 418.2496, 161.1582
-8.296103, 1.369311, 8.239082, 402.1693, 161.1102
-8.279614, 1.369311, 8.47487, 398.5516, 160.3244
-8.080101, 1.369311, 8.460918, 414.1405, 160.3696
-8.279614, 1.369311, 8.47487, 398.5516, 160.3244
-8.279614, 1.204311, 8.47487, 398.5516, 172.9602
-8.080101, 1.204311, 8.460918, 414.1405, 173.0279
-8.080101, 1.369311, 8.460918, 414.1405, 160.3696
-8.080101, 1.369311, 8.460918, 414.1405, 160.3696
-8.080101, 1.204311, 8.460918, 414.1405, 173.0279
-8.096589, 1.204311, 8.225131, 418.2496, 174.21
-8.096589, 1.369311, 8.225131, 418.2496, 161.1582
-8.296103, 1.204311, 8.239082, 402.1693, 174.1381
-8.096589, 1.204311, 8.225131, 418.2496, 174.21
-8.080101, 1.204311, 8.460918, 414.1405, 173.0279
-8.279614, 1.204311, 8.47487, 398.5516, 172.9602
-8.296103, 1.369311, 8.239082, 402.1693, 161.1102
-8.296103, 1.204311, 8.239082, 402.1693, 174.1381
-8.279614, 1.204311, 8.47487, 398.5516, 172.9602
-8.279614, 1.369311, 8.47487, 398.5516, 160.3244
-8.096589, 1.369311, 8.225131, 418.2496, 161.1582
-8.096589, 1.204311, 8.225131, 418.2496, 174.21
-8.296103, 1.204311, 8.239082, 402.1693, 174.1381
-8.296103, 1.369311, 8.239082, 402.1693, 161.1102
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.084038, 1.534311, 8.23538, 419.0005, 148.0886
-8.283916, 1.534311, 8.2284, 403.3611, 148.1007
-8.292166, 1.534311, 8.464621, 397.7968, 147.7052
-8.092287, 1.534311, 8.471601, 412.9694, 147.6938
-8.292166, 1.534311, 8.464621, 397.7968, 147.7052
-8.292166, 1.369311, 8.464621, 397.7968, 160.3575
-8.092287, 1.369311, 8.471601, 412.9694, 160.335
-8.092287, 1.534311, 8.471601, 412.9694, 147.6938
-8.092287, 1.534311, 8.471601, 412.9694, 147.6938
-8.092287, 1.369311, 8.471601, 412.9694, 160.335
-8.084038, 1.369311, 8.23538, 419.0005, 161.1229
-8.084038, 1.534311, 8.23538, 419.0005, 148.0886
-8.283916, 1.369311, 8.2284, 403.3611, 161.1469
-8.084038, 1.369311, 8.23538, 419.0005, 161.1229
-8.092287, 1.369311, 8.471601, 412.9694, 160.335
-8.292166, 1.369311, 8.464621, 397.7968, 160.3575
-8.283916, 1.534311, 8.2284, 403.3611, 148.1007
-8.283916, 1.369311, 8.2284, 403.3611, 161.1469
-8.292166, 1.369311, 8.464621, 397.7968, 160.3575
-8.292166, 1.534311, 8.464621, 397.7968, 147.7052
-8.084038, 1.534311, 8.23538, 419.0005, 148.0886
-8.084038, 1.369311, 8.23538, 419.0005, 161.1229
-8.283916, 1.369311, 8.2284, 403.3611, 161.1469
-8.283916, 1.534311, 8.2284, 403.3611, 148.1007
box4_Fairever(Clone) stack 44 Shelf_1 Rack_1_0_0
-8.101003, 1.699311, 8.222013, 417.9736, 135.0545
-8.299908, 1.699311, 8.242919, 401.7872, 135.0544
-8.275201, 1.699311, 8.477987, 398.8264, 135.0527
-8.076296, 1.699311, 8.457082, 414.5181, 135.0529
-8.275201, 1.699311, 8.477987, 398.8264, 135.0527
-8.275201, 1.534311, 8.477987, 398.8264, 147.6835
-8.076296, 1.534311, 8.457082, 414.5181, 147.7174
-8.076296, 1.699311, 8.457082, 414.5181, 135.0529
-8.076296, 1.699311, 8.457082, 414.5181, 135.0529
-8.076296, 1.534311, 8.457082, 414.5181, 147.7174
-8.101003, 1.534311, 8.222013, 417.9736, 148.1117
-8.101003, 1.699311, 8.222013, 417.9736, 135.0545
-8.299908, 1.534311, 8.242919, 401.7872, 148.0757
-8.101003, 1.534311, 8.222013, 417.9736, 148.1117
-8.076296, 1.534311, 8.457082, 414.5181, 147.7174
-8.275201, 1.534311, 8.477987, 398.8264, 147.6835
-8.299908, 1.699311, 8.242919, 401.7872, 135.0544
-8.299908, 1.534311, 8.242919, 401.7872, 148.0757
-8.275201, 1.534311, 8.477987, 398.8264, 147.6835
-8.275201, 1.699311, 8.477987, 398.8264, 135.0527
-8.101003, 1.699311, 8.222013, 417.9736, 135.0545
-8.101003, 1.534311, 8.222013, 417.9736, 148.1117
-8.299908, 1.534311, 8.242919, 401.7872, 148.0757
-8.299908, 1.699311, 8.242919, 401.7872, 135.0544
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.701157, 1.380775, 8.237725, 449.1817, 160.2095
-7.900062, 1.380775, 8.21682, 434.0078, 160.2791
-7.92586, 1.380775, 8.462276, 425.9413, 159.4859
-7.726955, 1.380775, 8.483181, 440.6617, 159.4206
-7.92586, 1.380775, 8.462276, 425.9413, 159.4859
-7.92586, 1.204525, 8.462276, 425.9413, 173.0049
-7.726955, 1.204525, 8.483181, 440.6617, 172.9037
-7.726955, 1.380775, 8.483181, 440.6617, 159.4206
-7.726955, 1.380775, 8.483181, 440.6617, 159.4206
-7.726955, 1.204525, 8.483181, 440.6617, 172.9037
-7.701157, 1.204525, 8.237725, 449.1817, 174.1282
-7.701157, 1.380775, 8.237725, 449.1817, 160.2095
-7.900062, 1.204525, 8.21682, 434.0078, 174.2361
-7.701157, 1.204525, 8.237725, 449.1817, 174.1282
-7.726955, 1.204525, 8.483181, 440.6617, 172.9037
-7.92586, 1.204525, 8.462276, 425.9413, 173.0049
-7.900062, 1.380775, 8.21682, 434.0078, 160.2791
-7.900062, 1.204525, 8.21682, 434.0078, 174.2361
-7.92586, 1.204525, 8.462276, 425.9413, 173.0049
-7.92586, 1.380775, 8.462276, 425.9413, 159.4859
-7.701157, 1.380775, 8.237725, 449.1817, 160.2095
-7.701157, 1.204525, 8.237725, 449.1817, 174.1282
-7.900062, 1.204525, 8.21682, 434.0078, 174.2361
-7.900062, 1.380775, 8.21682, 434.0078, 160.2791
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.724645, 1.557025, 8.21835, 447.857, 146.3198
-7.923883, 1.557025, 8.235782, 431.6418, 146.2938
-7.902372, 1.557025, 8.48165, 427.2789, 145.9397
-7.703134, 1.557025, 8.464219, 442.9748, 145.9641
-7.902372, 1.557025, 8.48165, 427.2789, 145.9397
-7.902372, 1.380775, 8.48165, 427.2789, 159.4254
-7.703134, 1.380775, 8.464219, 442.9748, 159.4798
-7.703134, 1.557025, 8.464219, 442.9748, 145.9641
-7.703134, 1.557025, 8.464219, 442.9748, 145.9641
-7.703134, 1.380775, 8.464219, 442.9748, 159.4798
-7.724645, 1.380775, 8.21835, 447.857, 160.274
-7.724645, 1.557025, 8.21835, 447.857, 146.3198
-7.923883, 1.380775, 8.235782, 431.6418, 160.216
-7.724645, 1.380775, 8.21835, 447.857, 160.274
-7.703134, 1.380775, 8.464219, 442.9748, 159.4798
-7.902372, 1.380775, 8.48165, 427.2789, 159.4254
-7.923883, 1.557025, 8.235782, 431.6418, 146.2938
-7.923883, 1.380775, 8.235782, 431.6418, 160.216
-7.902372, 1.380775, 8.48165, 427.2789, 159.4254
-7.902372, 1.557025, 8.48165, 427.2789, 145.9397
-7.724645, 1.557025, 8.21835, 447.857, 146.3198
-7.724645, 1.380775, 8.21835, 447.857, 160.274
-7.923883, 1.380775, 8.235782, 431.6418, 160.216
-7.923883, 1.557025, 8.235782, 431.6418, 146.2938
box_8_lizol(Clone) stack 45 Shelf_1 Rack_1_0_0
-7.703134, 1.733275, 8.235782, 449.0791, 132.3716
-7.902372, 1.733275, 8.21835, 433.7857, 132.3656
-7.923883, 1.733275, 8.464219, 426.0466, 132.4483
-7.724645, 1.733275, 8.48165, 440.8777, 132.454
-7.923883, 1.733275, 8.464219, 426.0466, 132.4483
-7.923883, 1.557025, 8.464219, 426.0466, 145.9641
-7.724645, 1.557025, 8.48165, 440.8777, 145.9397
-7.724645, 1.733275, 8.48165, 440.8777, 132.454
-7.724645, 1.733275, 8.48165, 440.8777, 132.454
-7.724645, 1.557025, 8.48165, 440.8777, 145.9397
-7.703134, 1.557025, 8.235782, 449.0791, 146.2938
-7.703134, 1.733275, 8.235782, 449.0791, 132.3716
-7.902372, 1.557025, 8.21835, 433.7857, 146.3198
-7.703134, 1.557025, 8.235782, 449.0791, 146.2938
-7.724645, 1.557025, 8.48165, 440.8777, 145.9397
-7.923883, 1.557025, 8.464219, 426.0466, 145.9641
-7.902372, 1.733275, 8.21835, 433.7857, 132.3656
-7.902372, 1.557025, 8.21835, 433.7857, 146.3198
-7.923883, 1.557025, 8.464219, 426.0466, 145.9641
-7.923883, 1.733275, 8.464219, 426.0466, 132.4483
-7.703134, 1.733275, 8.235782, 449.0791, 132.3716
-7.703134, 1.557025, 8.235782, 449.0791, 146.2938
-7.902372, 1.557025, 8.21835, 433.7857, 146.3198
-7.902372, 1.733275, 8.21835, 433.7857, 132.3656
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.323061, 1.369311, 8.240984, 478.9379, 161.1036
-7.522299, 1.369311, 8.223553, 463.7236, 161.1636
-7.5429, 1.369311, 8.459017, 455.4056, 160.3757
-7.343661, 1.369311, 8.476448, 470.1812, 160.3193
-7.5429, 1.369311, 8.459017, 455.4056, 160.3757
-7.5429, 1.204311, 8.459017, 455.4056, 173.0372
-7.343661, 1.204311, 8.476448, 470.1812, 172.9525
-7.343661, 1.369311, 8.476448, 470.1812, 160.3193
-7.343661, 1.369311, 8.476448, 470.1812, 160.3193
-7.343661, 1.204311, 8.476448, 470.1812, 172.9525
-7.323061, 1.204311, 8.240984, 478.9379, 174.1282
-7.323061, 1.369311, 8.240984, 478.9379, 161.1036
-7.522299, 1.204311, 8.223553, 463.7236, 174.2182
-7.323061, 1.204311, 8.240984, 478.9379, 174.1282
-7.343661, 1.204311, 8.476448, 470.1812, 172.9525
-7.5429, 1.204311, 8.459017, 455.4056, 173.0372
-7.522299, 1.369311, 8.223553, 463.7236, 161.1636
-7.522299, 1.204311, 8.223553, 463.7236, 174.2182
-7.5429, 1.204311, 8.459017, 455.4056, 173.0372
-7.5429, 1.369311, 8.459017, 455.4056, 160.3757
-7.323061, 1.369311, 8.240984, 478.9379, 161.1036
-7.323061, 1.204311, 8.240984, 478.9379, 174.1282
-7.522299, 1.204311, 8.223553, 463.7236, 174.2182
-7.522299, 1.369311, 8.223553, 463.7236, 161.1636
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.321175, 1.534311, 8.242919, 479.0259, 148.0757
-7.520079, 1.534311, 8.222013, 463.9447, 148.1117
-7.544785, 1.534311, 8.457082, 455.3142, 147.7174
-7.345881, 1.534311, 8.477987, 469.966, 147.6835
-7.544785, 1.534311, 8.457082, 455.3142, 147.7174
-7.544785, 1.369311, 8.457082, 455.3142, 160.382
-7.345881, 1.369311, 8.477987, 469.966, 160.3143
-7.345881, 1.534311, 8.477987, 469.966, 147.6835
-7.345881, 1.534311, 8.477987, 469.966, 147.6835
-7.345881, 1.369311, 8.477987, 469.966, 160.3143
-7.321175, 1.369311, 8.242919, 479.0259, 161.097
-7.321175, 1.534311, 8.242919, 479.0259, 148.0757
-7.520079, 1.369311, 8.222013, 463.9447, 161.1689
-7.321175, 1.369311, 8.242919, 479.0259, 161.097
-7.345881, 1.369311, 8.477987, 469.966, 160.3143
-7.544785, 1.369311, 8.457082, 455.3142, 160.382
-7.520079, 1.534311, 8.222013, 463.9447, 148.1117
-7.520079, 1.369311, 8.222013, 463.9447, 161.1689
-7.544785, 1.369311, 8.457082, 455.3142, 160.382
-7.544785, 1.534311, 8.457082, 455.3142, 147.7174
-7.321175, 1.534311, 8.242919, 479.0259, 148.0757
-7.321175, 1.369311, 8.242919, 479.0259, 161.097
-7.520079, 1.369311, 8.222013, 463.9447, 161.1689
-7.520079, 1.534311, 8.222013, 463.9447, 148.1117
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.321175, 1.699311, 8.242919, 479.0259, 135.0544
-7.520079, 1.699311, 8.222013, 463.9447, 135.0545
-7.544785, 1.699311, 8.457082, 455.3142, 135.0529
-7.345881, 1.699311, 8.477987, 469.966, 135.0527
-7.544785, 1.699311, 8.457082, 455.3142, 135.0529
-7.544785, 1.534311, 8.457082, 455.3142, 147.7174
-7.345881, 1.534311, 8.477987, 469.966, 147.6835
-7.345881, 1.699311, 8.477987, 469.966, 135.0527
-7.345881, 1.699311, 8.477987, 469.966, 135.0527
-7.345881, 1.534311, 8.477987, 469.966, 147.6835
-7.321175, 1.534311, 8.242919, 479.0259, 148.0757
-7.321175, 1.699311, 8.242919, 479.0259, 135.0544
-7.520079, 1.534311, 8.222013, 463.9447, 148.1117
-7.321175, 1.534311, 8.242919, 479.0259, 148.0757
-7.345881, 1.534311, 8.477987, 469.966, 147.6835
-7.544785, 1.534311, 8.457082, 455.3142, 147.7174
-7.520079, 1.699311, 8.222013, 463.9447, 135.0545
-7.520079, 1.534311, 8.222013, 463.9447, 148.1117
-7.544785, 1.534311, 8.457082, 455.3142, 147.7174
-7.544785, 1.699311, 8.457082, 455.3142, 135.0529
-7.321175, 1.699311, 8.242919, 479.0259, 135.0544
-7.321175, 1.534311, 8.242919, 479.0259, 148.0757
-7.520079, 1.534311, 8.222013, 463.9447, 148.1117
-7.520079, 1.699311, 8.222013, 463.9447, 135.0545
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.323061, 1.864311, 8.240984, 478.9379, 122.0298
-7.522299, 1.864311, 8.223553, 463.7236, 121.9999
-7.5429, 1.864311, 8.459017, 455.4056, 122.3914
-7.343661, 1.864311, 8.476448, 470.1812, 122.4195
-7.5429, 1.864311, 8.459017, 455.4056, 122.3914
-7.5429, 1.699311, 8.459017, 455.4056, 135.0529
-7.343661, 1.699311, 8.476448, 470.1812, 135.0527
-7.343661, 1.864311, 8.476448, 470.1812, 122.4195
-7.343661, 1.864311, 8.476448, 470.1812, 122.4195
-7.343661, 1.699311, 8.476448, 470.1812, 135.0527
-7.323061, 1.699311, 8.240984, 478.9379, 135.0544
-7.323061, 1.864311, 8.240984, 478.9379, 122.0298
-7.522299, 1.699311, 8.223553, 463.7236, 135.0545
-7.323061, 1.699311, 8.240984, 478.9379, 135.0544
-7.343661, 1.699311, 8.476448, 470.1812, 135.0527
-7.5429, 1.699311, 8.459017, 455.4056, 135.0529
-7.522299, 1.864311, 8.223553, 463.7236, 121.9999
-7.522299, 1.699311, 8.223553, 463.7236, 135.0545
-7.5429, 1.699311, 8.459017, 455.4056, 135.0529
-7.5429, 1.864311, 8.459017, 455.4056, 122.3914
-7.323061, 1.864311, 8.240984, 478.9379, 122.0298
-7.323061, 1.699311, 8.240984, 478.9379, 135.0544
-7.522299, 1.699311, 8.223553, 463.7236, 135.0545
-7.522299, 1.864311, 8.223553, 463.7236, 121.9999
box4_Fairever(Clone) stack 46 Shelf_1 Rack_1_0_0
-7.335058, 2.029311, 8.230091, 478.3324, 108.9678
-7.535028, 2.029311, 8.233582, 462.4225, 108.9798
-7.530902, 2.029311, 8.46991, 456.0253, 109.7651
-7.330933, 2.029311, 8.466419, 471.452, 109.7539
-7.530902, 2.029311, 8.46991, 456.0253, 109.7651
-7.530902, 1.864311, 8.46991, 456.0253, 122.409
-7.330933, 1.864311, 8.466419, 471.452, 122.4034
-7.330933, 2.029311, 8.466419, 471.452, 109.7539
-7.330933, 2.029311, 8.466419, 471.452, 109.7539
-7.330933, 1.864311, 8.466419, 471.452, 122.4034
-7.335058, 1.864311, 8.230091, 478.3324, 122.0111
-7.335058, 2.029311, 8.230091, 478.3324, 108.9678
-7.535028, 1.864311, 8.233582, 462.4225, 122.0171
-7.335058, 1.864311, 8.230091, 478.3324, 122.0111
-7.330933, 1.864311, 8.466419, 471.452, 122.4034
-7.530902, 1.864311, 8.46991, 456.0253, 122.409
-7.535028, 2.029311, 8.233582, 462.4225, 108.9798
-7.535028, 1.864311, 8.233582, 462.4225, 122.0171
-7.530902, 1.864311, 8.46991, 456.0253, 122.409
-7.530902, 2.029311, 8.46991, 456.0253, 109.7651
-7.335058, 2.029311, 8.230091, 478.3324, 108.9678
-7.335058, 1.864311, 8.230091, 478.3324, 122.0111
-7.535028, 1.864311, 8.233582, 462.4225, 122.0171
-7.535028, 2.029311, 8.233582, 462.4225, 108.9798
box_1_Parle-G-GOLD(Clone) stack 48 Shelf_2 Rack_1_0_0
-8.074084, 2.560843, 8.245652, 419.5439, 67.08922
-8.274085, 2.560843, 8.245652, 403.7661, 67.08922
-8.274085, 2.560843, 8.454349, 399.3925, 68.90291
-8.074084, 2.560843, 8.454349, 414.7489, 68.90291
-8.274085, 2.560843, 8.454349, 399.3925, 68.90291
-8.274085, 2.388343, 8.454349, 399.3925, 82.14775
-8.074084, 2.388343, 8.454349, 414.7489, 82.14775
-8.074084, 2.560843, 8.454349, 414.7489, 68.90291
-8.074084, 2.560843, 8.454349, 414.7489, 68.90291
-8.074084, 2.388343, 8.454349, 414.7489, 82.14775
-8.074084, 2.388343, 8.245652, 419.5439, 80.69751
-8.074084, 2.560843, 8.245652, 419.5439, 67.08922
-8.274085, 2.388343, 8.245652, 403.7661, 80.69751
-8.074084, 2.388343, 8.245652, 419.5439, 80.69751
-8.074084, 2.388343, 8.454349, 414.7489, 82.14775
-8.274085, 2.388343, 8.454349, 399.3925, 82.14775
-8.274085, 2.560843, 8.245652, 403.7661, 67.08922
-8.274085, 2.388343, 8.245652, 403.7661, 80.69751
-8.274085, 2.388343, 8.454349, 399.3925, 82.14775
-8.274085, 2.560843, 8.454349, 399.3925, 68.90291
-8.074084, 2.560843, 8.245652, 419.5439, 67.08922
-8.074084, 2.388343, 8.245652, 419.5439, 80.69751
-8.274085, 2.388343, 8.245652, 403.7661, 80.69751
-8.274085, 2.560843, 8.245652, 403.7661, 67.08922
box_8_lizol(Clone) stack 49 Shelf_2 Rack_1_0_0
-7.7016, 2.565368, 8.21835, 449.6815, 66.48628
-7.900839, 2.565368, 8.235782, 433.4621, 66.64352
-7.879328, 2.565368, 8.48165, 429.0422, 68.78677
-7.680089, 2.565368, 8.464219, 444.742, 68.63925
-7.879328, 2.565368, 8.48165, 429.0422, 68.78677
-7.879328, 2.389118, 8.48165, 429.0422, 82.27245
-7.680089, 2.389118, 8.464219, 444.742, 82.15498
-7.680089, 2.565368, 8.464219, 444.742, 68.63925
-7.680089, 2.565368, 8.464219, 444.742, 68.63925
-7.680089, 2.389118, 8.464219, 444.742, 82.15498
-7.7016, 2.389118, 8.21835, 449.6815, 80.44051
-7.7016, 2.565368, 8.21835, 449.6815, 66.48628
-7.900839, 2.389118, 8.235782, 433.4621, 80.5657
-7.7016, 2.389118, 8.21835, 449.6815, 80.44051
-7.680089, 2.389118, 8.464219, 444.742, 82.15498
-7.879328, 2.389118, 8.48165, 429.0422, 82.27245
-7.900839, 2.565368, 8.235782, 433.4621, 66.64352
-7.900839, 2.389118, 8.235782, 433.4621, 80.5657
-7.879328, 2.389118, 8.48165, 429.0422, 82.27245
-7.879328, 2.565368, 8.48165, 429.0422, 68.78677
-7.7016, 2.565368, 8.21835, 449.6815, 66.48628
-7.7016, 2.389118, 8.21835, 449.6815, 80.44051
-7.900839, 2.389118, 8.235782, 433.4621, 80.5657
-7.900839, 2.565368, 8.235782, 433.4621, 66.64352
box_7_litchi(Clone) stack 50 Shelf_2 Rack_1_0_0
-7.503727, 2.599012, 8.253551, 464.3058, 64.15167
-7.496747, 2.599012, 8.453429, 459.1037, 65.96407
-7.296869, 2.599012, 8.446449, 474.6621, 65.90234
-7.496747, 2.599012, 8.453429, 459.1037, 65.96407
-7.496747, 2.389012, 8.453429, 459.1037, 82.09015
-7.296869, 2.389012, 8.446449, 474.6621, 82.04285
-7.296869, 2.599012, 8.446449, 474.6621, 65.90234
-7.296869, 2.599012, 8.446449, 474.6621, 65.90234
-7.296869, 2.389012, 8.446449, 474.6621, 82.04285
