box_3_Hareli(Clone) stack 80 Shelf_0 Rack_0_1_0
1.511322, 1.391943, 0.4734173, 459.1628, 158.5956
1.7112, 1.391943, 0.4664374, 474.6815, 158.6166
1.7112, 1.579443, 0.4664374, 474.6815, 144.2423
1.7112, 1.579443, 0.4664374, 474.6815, 144.2423
1.7112, 1.391943, 0.4664374, 474.6815, 158.6166
1.502946, 1.391943, 0.2335634, 465.4235, 159.3409
1.7112, 1.391943, 0.4664374, 474.6815, 158.6166
1.511322, 1.391943, 0.4734173, 459.1628, 158.5956
1.502946, 1.579443, 0.2335633, 465.4235, 144.5257
1.502946, 1.391943, 0.2335634, 465.4235, 159.3409
1.511322, 1.391943, 0.4734173, 459.1628, 158.5956
1.511322, 1.579443, 0.4734173, 459.1628, 144.2341
1.502946, 1.391943, 0.2335634, 465.4235, 159.3409
1.502946, 1.579443, 0.2335633, 465.4235, 144.5257
box_6_melody(Clone) stack 84 Shelf_1 Rack_0_1_0
1.498946, 1.766943, 0.2372683, 464.9977, 129.7131
1.515687, 1.766943, 0.4766837, 459.4056, 129.8746
1.7152, 1.766943, 0.4627324, 475.0995, 129.8655
1.515687, 1.766943, 0.4766837, 459.4056, 129.8746
1.515687, 1.579443, 0.4766838, 459.4056, 144.2302
1.7152, 1.579443, 0.4627325, 475.0995, 144.2467
1.7152, 1.766943, 0.4627324, 475.0995, 129.8655
1.7152, 1.766943, 0.4627324, 475.0995, 129.8655
1.7152, 1.579443, 0.4627325, 475.0995, 144.2467
1.498946, 1.579443, 0.2372683, 464.9977, 144.5211
1.7152, 1.579443, 0.4627325, 475.0995, 144.2467
1.515687, 1.579443, 0.4766838, 459.4056, 144.2302
1.498946, 1.766943, 0.2372683, 464.9977, 129.7131
1.498946, 1.579443, 0.2372683, 464.9977, 144.5211
1.515687, 1.579443, 0.4766838, 459.4056, 144.2302
1.515687, 1.766943, 0.4766837, 459.4056, 129.8746
1.498946, 1.579443, 0.2372683, 464.9977, 144.5211
1.498946, 1.766943, 0.2372683, 464.9977, 129.7131
box_6_melody(Clone) stack 84 Shelf_1 Rack_0_1_0
1.515687, 1.954443, 0.223317, 466.7362, 114.8682
1.498946, 1.954443, 0.4627324, 458.5128, 115.4843
1.698459, 1.954443, 0.4766837, 473.3991, 115.5191
1.498946, 1.954443, 0.4627324, 458.5128, 115.4843
1.498946, 1.766943, 0.4627325, 458.5128, 129.8655
1.698459, 1.766943, 0.4766838, 473.3991, 129.8746
1.698459, 1.954443, 0.4766837, 473.3991, 115.5191
1.698459, 1.954443, 0.4766837, 473.3991, 115.5191
1.698459, 1.766943, 0.4766838, 473.3991, 129.8746
1.515687, 1.766943, 0.223317, 466.7362, 129.7034
1.698459, 1.766943, 0.4766838, 473.3991, 129.8746
1.498946, 1.766943, 0.4627325, 458.5128, 129.8655
1.515687, 1.954443, 0.223317, 466.7362, 114.8682
1.515687, 1.766943, 0.223317, 466.7362, 129.7034
1.498946, 1.766943, 0.4627325, 458.5128, 129.8655
1.498946, 1.954443, 0.4627324, 458.5128, 115.4843
1.515687, 1.766943, 0.223317, 466.7362, 129.7034
1.515687, 1.954443, 0.223317, 466.7362, 114.8682
box4_Fairever(Clone) stack 85 Shelf_1 Rack_0_1_0
1.308248, 1.369311, 0.226747, 450.2283, 161.1526
1.108523, 1.369311, 0.2372142, 434.1651, 161.1166
1.120893, 1.369311, 0.4732538, 429.2618, 160.3296
1.320619, 1.369311, 0.4627866, 444.8339, 160.3635
1.120893, 1.369311, 0.4732538, 429.2618, 160.3296
1.120893, 1.204311, 0.4732538, 429.2618, 172.968
1.320619, 1.204311, 0.4627866, 444.8339, 173.0188
1.320619, 1.369311, 0.4627866, 444.8339, 160.3635
1.320619, 1.369311, 0.4627866, 444.8339, 160.3635
1.320619, 1.204311, 0.4627866, 444.8339, 173.0188
1.308248, 1.204311, 0.226747, 450.2283, 174.2017
1.308248, 1.369311, 0.226747, 450.2283, 161.1526
1.108523, 1.204311, 0.2372142, 434.1651, 174.1477
1.308248, 1.204311, 0.226747, 450.2283, 174.2017
1.320619, 1.204311, 0.4627866, 444.8339, 173.0188
1.120893, 1.204311, 0.4732538, 429.2618, 172.968
1.108523, 1.369311, 0.2372142, 434.1651, 161.1166
1.108523, 1.204311, 0.2372142, 434.1651, 174.1477
1.120893, 1.204311, 0.4732538, 429.2618, 172.968
1.120893, 1.369311, 0.4732538, 429.2618, 160.3296
1.308248, 1.369311, 0.226747, 450.2283, 161.1526
1.308248, 1.204311, 0.226747, 450.2283, 174.2017
1.108523, 1.204311, 0.2372142, 434.1651, 174.1477
1.108523, 1.369311, 0.2372142, 434.1651, 161.1166
box4_Fairever(Clone) stack 85 Shelf_1 Rack_0_1_0
1.320619, 1.534311, 0.2372142, 450.9157, 148.0855
1.120893, 1.534311, 0.226747, 435.4113, 148.1035
1.108523, 1.534311, 0.4627866, 428.5663, 147.7082
1.308248, 1.534311, 0.4732538, 443.6126, 147.6912
1.108523, 1.534311, 0.4627866, 428.5663, 147.7082
1.108523, 1.369311, 0.4627866, 428.5663, 160.3635
1.308248, 1.369311, 0.4732538, 443.6126, 160.3296
1.308248, 1.534311, 0.4732538, 443.6126, 147.6912
1.308248, 1.534311, 0.4732538, 443.6126, 147.6912
1.308248, 1.369311, 0.4732538, 443.6126, 160.3296
1.320619, 1.369311, 0.2372142, 450.9157, 161.1166
1.320619, 1.534311, 0.2372142, 450.9157, 148.0855
1.120893, 1.369311, 0.226747, 435.4113, 161.1526
1.320619, 1.369311, 0.2372142, 450.9157, 161.1166
1.308248, 1.369311, 0.4732538, 443.6126, 160.3296
1.108523, 1.369311, 0.4627866, 428.5663, 160.3635
1.120893, 1.534311, 0.226747, 435.4113, 148.1035
1.120893, 1.369311, 0.226747, 435.4113, 161.1526
1.108523, 1.369311, 0.4627866, 428.5663, 160.3635
1.108523, 1.534311, 0.4627866, 428.5663, 147.7082
1.320619, 1.534311, 0.2372142, 450.9157, 148.0855
1.320619, 1.369311, 0.2372142, 450.9157, 161.1166
1.120893, 1.369311, 0.226747, 435.4113, 161.1526
1.120893, 1.534311, 0.226747, 435.4113, 148.1035
box4_Fairever(Clone) stack 85 Shelf_1 Rack_0_1_0
1.32449, 1.699311, 0.2409839, 451.1167, 135.0544
1.125251, 1.699311, 0.2235528, 435.8384, 135.0545
1.104651, 1.699311, 0.4590169, 428.3601, 135.0529
1.30389, 1.699311, 0.476448, 443.1959, 135.0527
1.104651, 1.699311, 0.4590169, 428.3601, 135.0529
1.104651, 1.534311, 0.4590169, 428.3601, 147.7143
1.30389, 1.534311, 0.476448, 443.1959, 147.686
1.30389, 1.699311, 0.476448, 443.1959, 135.0527
1.30389, 1.699311, 0.476448, 443.1959, 135.0527
1.30389, 1.534311, 0.476448, 443.1959, 147.686
1.32449, 1.534311, 0.2409839, 451.1167, 148.079
1.32449, 1.699311, 0.2409839, 451.1167, 135.0544
1.125251, 1.534311, 0.2235527, 435.8384, 148.109
1.32449, 1.534311, 0.2409839, 451.1167, 148.079
1.30389, 1.534311, 0.476448, 443.1959, 147.686
1.104651, 1.534311, 0.4590169, 428.3601, 147.7143
1.125251, 1.699311, 0.2235528, 435.8384, 135.0545
1.125251, 1.534311, 0.2235527, 435.8384, 148.109
1.104651, 1.534311, 0.4590169, 428.3601, 147.7143
1.104651, 1.699311, 0.4590169, 428.3601, 135.0529
1.32449, 1.699311, 0.2409839, 451.1167, 135.0544
1.32449, 1.534311, 0.2409839, 451.1167, 148.079
1.125251, 1.534311, 0.2235527, 435.8384, 148.109
1.125251, 1.699311, 0.2235528, 435.8384, 135.0545
box4_Fairever(Clone) stack 85 Shelf_1 Rack_0_1_0
1.316618, 1.864311, 0.2335818, 450.7004, 122.0171
1.116648, 1.864311, 0.2300913, 434.9897, 122.0111
1.112523, 1.864311, 0.4664189, 428.7855, 122.4034
1.312493, 1.864311, 0.4699094, 444.0248, 122.409
1.112523, 1.864311, 0.4664189, 428.7855, 122.4034
1.112523, 1.699311, 0.4664189, 428.7855, 135.0528
1.312493, 1.699311, 0.4699094, 444.0248, 135.0528
1.312493, 1.864311, 0.4699094, 444.0248, 122.409
1.312493, 1.864311, 0.4699094, 444.0248, 122.409
1.312493, 1.699311, 0.4699094, 444.0248, 135.0528
1.316618, 1.699311, 0.2335818, 450.7004, 135.0544
1.316618, 1.864311, 0.2335818, 450.7004, 122.0171
1.116648, 1.699311, 0.2300914, 434.9897, 135.0545
1.316618, 1.699311, 0.2335818, 450.7004, 135.0544
1.312493, 1.699311, 0.4699094, 444.0248, 135.0528
1.112523, 1.699311, 0.4664189, 428.7855, 135.0528
1.116648, 1.864311, 0.2300913, 434.9897, 122.0111
1.116648, 1.699311, 0.2300914, 434.9897, 135.0545
1.112523, 1.699311, 0.4664189, 428.7855, 135.0528
1.112523, 1.864311, 0.4664189, 428.7855, 122.4034
1.316618, 1.864311, 0.2335818, 450.7004, 122.0171
1.316618, 1.699311, 0.2335818, 450.7004, 135.0544
1.116648, 1.699311, 0.2300914, 434.9897, 135.0545
1.116648, 1.864311, 0.2300913, 434.9897, 122.0111
box_7_litchi(Clone) stack 86 Shelf_2 Rack_0_1_0
1.353975, 2.599012, 0.2535512, 453.0918, 64.15167
1.154097, 2.599012, 0.2465713, 437.5211, 64.08665
1.147117, 2.599012, 0.4464495, 431.9272, 65.90234
1.346995, 2.599012, 0.4534294, 447.1046, 65.96407
1.147117, 2.599012, 0.4464495, 431.9272, 65.90234
1.147117, 2.389012, 0.4464495, 431.9272, 82.04285
1.346995, 2.389012, 0.4534294, 447.1046, 82.09015
1.346995, 2.599012, 0.4534294, 447.1046, 65.96407
1.346995, 2.599012, 0.4534294, 447.1046, 65.96407
1.346995, 2.389012, 0.4534294, 447.1046, 82.09015
1.353975, 2.389012, 0.2535512, 453.0918, 80.70111
1.353975, 2.599012, 0.2535512, 453.0918, 64.15167
1.154097, 2.389012, 0.2465713, 437.5211, 80.65128
1.353975, 2.389012, 0.2535512, 453.0918, 80.70111
1.346995, 2.389012, 0.4534294, 447.1046, 82.09015
1.147117, 2.389012, 0.4464495, 431.9272, 82.04285
1.154097, 2.599012, 0.2465713, 437.5211, 64.08665
1.154097, 2.389012, 0.2465713, 437.5211, 80.65128
1.147117, 2.389012, 0.4464495, 431.9272, 82.04285
1.147117, 2.599012, 0.4464495, 431.9272, 65.90234
1.353975, 2.599012, 0.2535512, 453.0918, 64.15167
1.353975, 2.389012, 0.2535512, 453.0918, 80.70111
1.154097, 2.389012, 0.2465713, 437.5211, 80.65128
1.154097, 2.599012, 0.2465713, 437.5211, 64.08665
box_7_litchi(Clone) stack 86 Shelf_2 Rack_0_1_0
1.355643, 2.809012, 0.255371, 453.1722, 47.62312
1.155917, 2.809012, 0.2449038, 437.708, 47.50285
1.14545, 2.809012, 0.4446297, 431.8438, 49.74196
1.345176, 2.809012, 0.4550969, 446.9207, 49.85616
1.14545, 2.809012, 0.4446297, 431.8438, 49.74196
1.14545, 2.599012, 0.4446297, 431.8438, 65.88623
1.345176, 2.599012, 0.4550969, 446.9207, 65.97881
1.345176, 2.809012, 0.4550969, 446.9207, 49.85616
1.345176, 2.809012, 0.4550969, 446.9207, 49.85616
1.345176, 2.599012, 0.4550969, 446.9207, 65.97881
1.355643, 2.599012, 0.255371, 453.1722, 64.16859
1.355643, 2.809012, 0.255371, 453.1722, 47.62312
1.155917, 2.599012, 0.2449038, 437.708, 64.07111
1.355643, 2.599012, 0.255371, 453.1722, 64.16859
1.345176, 2.599012, 0.4550969, 446.9207, 65.97881
1.14545, 2.599012, 0.4446297, 431.8438, 65.88623
1.155917, 2.809012, 0.2449038, 437.708, 47.50285
1.155917, 2.599012, 0.2449038, 437.708, 64.07111
1.14545, 2.599012, 0.4446297, 431.8438, 65.88623
1.14545, 2.809012, 0.4446297, 431.8438, 49.74196
1.355643, 2.809012, 0.255371, 453.1722, 47.62312
1.355643, 2.599012, 0.255371, 453.1722, 64.16859
1.155917, 2.599012, 0.2449038, 437.708, 64.07111
1.155917, 2.809012, 0.2449038, 437.708, 47.50285
box_7_litchi(Clone) stack 86 Shelf_2 Rack_0_1_0
1.339546, 3.019012, 0.2400953, 452.3299, 30.86876
1.140641, 3.019012, 0.2610011, 436.0877, 31.15442
1.161547, 3.019012, 0.4599054, 432.7041, 33.79579
1.360451, 3.019012, 0.4389997, 448.523, 33.52451
1.161547, 3.019012, 0.4599054, 432.7041, 33.79579
1.161547, 2.809012, 0.4599054, 432.7041, 49.90851
1.360451, 2.809012, 0.4389997, 448.523, 49.68042
1.360451, 3.019012, 0.4389997, 448.523, 33.52451
1.360451, 3.019012, 0.4389997, 448.523, 33.52451
1.360451, 2.809012, 0.4389997, 448.523, 49.68042
1.339546, 2.809012, 0.2400953, 452.3299, 47.44748
1.339546, 3.019012, 0.2400953, 452.3299, 30.86876
1.140641, 2.809012, 0.2610011, 436.0877, 47.68767
1.339546, 2.809012, 0.2400953, 452.3299, 47.44748
1.360451, 2.809012, 0.4389997, 448.523, 49.68042
1.161547, 2.809012, 0.4599054, 432.7041, 49.90851
1.140641, 3.019012, 0.2610011, 436.0877, 31.15442
1.140641, 2.809012, 0.2610011, 436.0877, 47.68767
1.161547, 2.809012, 0.4599054, 432.7041, 49.90851
1.161547, 3.019012, 0.4599054, 432.7041, 33.79579
1.339546, 3.019012, 0.2400953, 452.3299, 30.86876
1.339546, 2.809012, 0.2400953, 452.3299, 47.44748
1.140641, 2.809012, 0.2610011, 436.0877, 47.68767
1.140641, 3.019012, 0.2610011, 436.0877, 31.15442
box_7_litchi(Clone) stack 86 Shelf_2 Rack_0_1_0
1.339546, 3.229012, 0.2400953, 452.3299, 14.29001
1.140641, 3.229012, 0.2610011, 436.0877, 14.62114
1.161547, 3.229012, 0.4599054, 432.7041, 17.68304
1.360451, 3.229012, 0.4389997, 448.523, 17.36856
1.161547, 3.229012, 0.4599054, 432.7041, 17.68304
1.161547, 3.019012, 0.4599054, 432.7041, 33.79579
1.360451, 3.019012, 0.4389997, 448.523, 33.52451
1.360451, 3.229012, 0.4389997, 448.523, 17.36856
1.360451, 3.229012, 0.4389997, 448.523, 17.36856
1.360451, 3.019012, 0.4389997, 448.523, 33.52451
1.339546, 3.019012, 0.2400953, 452.3299, 30.86876
1.339546, 3.229012, 0.2400953, 452.3299, 14.29001
1.140641, 3.019012, 0.2610011, 436.0877, 31.15442
1.339546, 3.019012, 0.2400953, 452.3299, 30.86876
1.360451, 3.019012, 0.4389997, 448.523, 33.52451
1.161547, 3.019012, 0.4599054, 432.7041, 33.79579
1.140641, 3.229012, 0.2610011, 436.0877, 14.62114
1.140641, 3.019012, 0.2610011, 436.0877, 31.15442
1.161547, 3.019012, 0.4599054, 432.7041, 33.79579
1.161547, 3.229012, 0.4599054, 432.7041, 17.68304
1.339546, 3.229012, 0.2400953, 452.3299, 14.29001
1.339546, 3.019012, 0.2400953, 452.3299, 30.86876
1.140641, 3.019012, 0.2610011, 436.0877, 31.15442
1.140641, 3.229012, 0.2610011, 436.0877, 14.62114
box_1_Parle-G-GOLD(Clone) stack 87 Shelf_2 Rack_0_1_0
1.541217, 2.560843, 0.2389311, 468.2861, 67.02914
1.526659, 2.560843, 0.4471184, 461.0798, 68.84169
1.726172, 2.560843, 0.4610697, 475.9912, 68.9597
1.526659, 2.560843, 0.4471184, 461.0798, 68.84169
1.526659, 2.388343, 0.4471184, 461.0798, 82.09882
1.726172, 2.388343, 0.4610697, 475.9912, 82.19319
1.726172, 2.560843, 0.4610697, 475.9912, 68.9597
1.726172, 2.560843, 0.4610697, 475.9912, 68.9597
1.726172, 2.388343, 0.4610697, 475.9912, 82.19319
1.541217, 2.388343, 0.2389311, 468.2861, 80.64948
1.726172, 2.388343, 0.4610697, 475.9912, 82.19319
1.526659, 2.388343, 0.4471184, 461.0798, 82.09882
1.541217, 2.560843, 0.2389311, 468.2861, 67.02914
1.541217, 2.388343, 0.2389311, 468.2861, 80.64948
1.526659, 2.388343, 0.4471184, 461.0798, 82.09882
1.526659, 2.560843, 0.4471184, 461.0798, 68.84169
1.541217, 2.388343, 0.2389311, 468.2861, 80.64948
1.541217, 2.560843, 0.2389311, 468.2861, 67.02914
box_1_Parle-G-GOLD(Clone) stack 87 Shelf_2 Rack_0_1_0
1.54317, 2.733343, 0.2373341, 468.4883, 53.39168
1.524981, 2.733343, 0.4452356, 461.004, 55.5654
1.72422, 2.733343, 0.4626667, 475.7933, 55.7424
1.524981, 2.733343, 0.4452356, 461.004, 55.5654
1.524981, 2.560843, 0.4452356, 461.004, 68.82573
1.72422, 2.560843, 0.4626667, 475.7933, 68.97318
1.72422, 2.733343, 0.4626667, 475.7933, 55.7424
1.72422, 2.733343, 0.4626667, 475.7933, 55.7424
1.72422, 2.560843, 0.4626667, 475.7933, 68.97318
1.54317, 2.560843, 0.237334, 468.4883, 67.01486
1.72422, 2.560843, 0.4626667, 475.7933, 68.97318
1.524981, 2.560843, 0.4452356, 461.004, 68.82573
1.54317, 2.733343, 0.2373341, 468.4883, 53.39168
1.54317, 2.560843, 0.237334, 468.4883, 67.01486
1.524981, 2.560843, 0.4452356, 461.004, 68.82573
1.524981, 2.733343, 0.4452356, 461.004, 55.5654
1.54317, 2.560843, 0.237334, 468.4883, 67.01486
1.54317, 2.733343, 0.2373341, 468.4883, 53.39168
box_2_Parle-G(Clone) stack 90 Shelf_0 Rack_0_1_1
-0.7993499, 0.2744219, 0.2931767, 283.1703, 246.7636
-0.9982544, 0.2744219, 0.272271, 267.652, 247.0698
-1.012396, 0.2744219, 0.406824, 266.0804, 245.1283
-0.813492, 0.2744219, 0.4277297, 281.3349, 244.8326
-1.012396, 0.2744219, 0.406824, 266.0804, 245.1283
-1.012396, 0.01942196, 0.406824, 266.0804, 264.8275
-0.813492, 0.01942196, 0.4277297, 281.3349, 264.4789
-0.813492, 0.2744219, 0.4277297, 281.3349, 244.8326
-0.813492, 0.2744219, 0.4277297, 281.3349, 244.8326
-0.813492, 0.01942196, 0.4277297, 281.3349, 264.4789
-0.7993499, 0.01942196, 0.2931767, 283.1703, 266.7553
-0.7993499, 0.2744219, 0.2931767, 283.1703, 246.7636
-0.9982544, 0.01942196, 0.272271, 267.652, 267.1162
-0.7993499, 0.01942196, 0.2931767, 283.1703, 266.7553
-0.813492, 0.01942196, 0.4277297, 281.3349, 264.4789
-1.012396, 0.01942196, 0.406824, 266.0804, 264.8275
-0.9982544, 0.2744219, 0.272271, 267.652, 247.0698
-0.9982544, 0.01942196, 0.272271, 267.652, 267.1162
-1.012396, 0.01942196, 0.406824, 266.0804, 264.8275
-1.012396, 0.2744219, 0.406824, 266.0804, 245.1283
-0.7993499, 0.2744219, 0.2931767, 283.1703, 246.7636
-0.7993499, 0.01942196, 0.2931767, 283.1703, 266.7553
-0.9982544, 0.01942196, 0.272271, 267.652, 267.1162
-0.9982544, 0.2744219, 0.272271, 267.652, 247.0698
box_2_Parle-G(Clone) stack 90 Shelf_0 Rack_0_1_1
-0.7993499, 0.5294219, 0.2931767, 283.1703, 226.7719
-0.9982544, 0.5294219, 0.272271, 267.652, 227.0233
-1.012396, 0.5294219, 0.406824, 266.0804, 225.4291
-0.813492, 0.5294219, 0.4277297, 281.3349, 225.1863
-1.012396, 0.5294219, 0.406824, 266.0804, 225.4291
-1.012396, 0.2744219, 0.406824, 266.0804, 245.1283
-0.813492, 0.2744219, 0.4277297, 281.3349, 244.8326
-0.813492, 0.5294219, 0.4277297, 281.3349, 225.1863
-0.813492, 0.5294219, 0.4277297, 281.3349, 225.1863
-0.813492, 0.2744219, 0.4277297, 281.3349, 244.8326
-0.7993499, 0.2744219, 0.2931767, 283.1703, 246.7636
-0.7993499, 0.5294219, 0.2931767, 283.1703, 226.7719
-0.9982544, 0.2744219, 0.272271, 267.652, 247.0698
-0.7993499, 0.2744219, 0.2931767, 283.1703, 246.7636
-0.813492, 0.2744219, 0.4277297, 281.3349, 244.8326
-1.012396, 0.2744219, 0.406824, 266.0804, 245.1283
-0.9982544, 0.5294219, 0.272271, 267.652, 227.0233
-0.9982544, 0.2744219, 0.272271, 267.652, 247.0698
-1.012396, 0.2744219, 0.406824, 266.0804, 245.1283
-1.012396, 0.5294219, 0.406824, 266.0804, 225.4291
-0.7993499, 0.5294219, 0.2931767, 283.1703, 226.7719
-0.7993499, 0.2744219, 0.2931767, 283.1703, 246.7636
-0.9982544, 0.2744219, 0.272271, 267.652, 247.0698
-0.9982544, 0.5294219, 0.272271, 267.652, 227.0233
box_2_Parle-G(Clone) stack 90 Shelf_0 Rack_0_1_1
-0.813492, 0.7844219, 0.272271, 282.1768, 206.9769
-1.012396, 0.7844219, 0.2931767, 266.4677, 206.7802
-0.9982544, 0.7844219, 0.4277297, 267.1, 205.5401
-0.7993499, 0.7844219, 0.406824, 282.5387, 205.7299
-0.9982544, 0.7844219, 0.4277297, 267.1, 205.5401
-0.9982544, 0.5294219, 0.4277297, 267.1, 225.1863
-0.7993499, 0.5294219, 0.406824, 282.5387, 225.4291
-0.7993499, 0.7844219, 0.406824, 282.5387, 205.7299
-0.7993499, 0.7844219, 0.406824, 282.5387, 205.7299
-0.7993499, 0.5294219, 0.406824, 282.5387, 225.4291
-0.813492, 0.5294219, 0.272271, 282.1768, 227.0233
-0.813492, 0.7844219, 0.272271, 282.1768, 206.9769
-1.012396, 0.5294219, 0.2931767, 266.4677, 226.7719
-0.813492, 0.5294219, 0.272271, 282.1768, 227.0233
-0.7993499, 0.5294219, 0.406824, 282.5387, 225.4291
-0.9982544, 0.5294219, 0.4277297, 267.1, 225.1863
-1.012396, 0.7844219, 0.2931767, 266.4677, 206.7802
-1.012396, 0.5294219, 0.2931767, 266.4677, 226.7719
-0.9982544, 0.5294219, 0.4277297, 267.1, 225.1863
-0.9982544, 0.7844219, 0.4277297, 267.1, 205.5401
-0.813492, 0.7844219, 0.272271, 282.1768, 206.9769
-0.813492, 0.5294219, 0.272271, 282.1768, 227.0233
-1.012396, 0.5294219, 0.2931767, 266.4677, 226.7719
-1.012396, 0.7844219, 0.2931767, 266.4677, 206.7802
box_8_lizol(Clone) stack 92 Shelf_0 Rack_0_1_1
-0.04045259, 0.1961813, 0.2199211, 343.6592, 254.037
-0.2399654, 0.1961813, 0.2338724, 327.705, 253.8183
-0.2227489, 0.1961813, 0.4800797, 326.2684, 250.087
-0.0232361, 0.1961813, 0.4661284, 341.7181, 250.2922
-0.2227489, 0.1961813, 0.4800797, 326.2684, 250.087
-0.2227489, 0.01993132, 0.4800797, 326.2684, 263.5754
-0.0232361, 0.01993132, 0.4661284, 341.7181, 263.8046
-0.0232361, 0.1961813, 0.4661284, 341.7181, 250.2922
-0.0232361, 0.1961813, 0.4661284, 341.7181, 250.2922
-0.0232361, 0.01993132, 0.4661284, 341.7181, 263.8046
-0.04045259, 0.01993129, 0.2199211, 343.6592, 267.9884
-0.04045259, 0.1961813, 0.2199211, 343.6592, 254.037
-0.2399654, 0.01993129, 0.2338724, 327.705, 267.744
-0.04045259, 0.01993129, 0.2199211, 343.6592, 267.9884
-0.0232361, 0.01993132, 0.4661284, 341.7181, 263.8046
-0.2227489, 0.01993132, 0.4800797, 326.2684, 263.5754
-0.2399654, 0.1961813, 0.2338724, 327.705, 253.8183
-0.2399654, 0.01993129, 0.2338724, 327.705, 267.744
-0.2227489, 0.01993132, 0.4800797, 326.2684, 263.5754
-0.2227489, 0.1961813, 0.4800797, 326.2684, 250.087
-0.04045259, 0.1961813, 0.2199211, 343.6592, 254.037
-0.04045259, 0.01993129, 0.2199211, 343.6592, 267.9884
-0.2399654, 0.01993129, 0.2338724, 327.705, 267.744
-0.2399654, 0.1961813, 0.2338724, 327.705, 253.8183
box_8_lizol(Clone) stack 92 Shelf_0 Rack_0_1_1
-0.02735492, 0.3724313, 0.2301612, 344.5547, 239.9439
-0.2272331, 0.3724313, 0.2231813, 328.8361, 240.0405
-0.2358465, 0.3724313, 0.4698395, 325.3775, 236.7315
-0.03596842, 0.3724313, 0.4768194, 340.6045, 236.6409
-0.2358465, 0.3724313, 0.4698395, 325.3775, 236.7315
-0.2358465, 0.1961813, 0.4698395, 325.3775, 250.2375
-0.03596842, 0.1961813, 0.4768195, 340.6045, 250.1349
-0.03596842, 0.3724313, 0.4768194, 340.6045, 236.6409
-0.03596842, 0.3724313, 0.4768194, 340.6045, 236.6409
-0.03596842, 0.1961813, 0.4768195, 340.6045, 250.1349
-0.02735492, 0.1961813, 0.2301612, 344.5547, 253.8764
-0.02735492, 0.3724313, 0.2301612, 344.5547, 239.9439
-0.2272331, 0.1961813, 0.2231813, 328.8361, 253.9859
-0.02735492, 0.1961813, 0.2301612, 344.5547, 253.8764
-0.03596842, 0.1961813, 0.4768195, 340.6045, 250.1349
-0.2358465, 0.1961813, 0.4698395, 325.3775, 250.2375
-0.2272331, 0.3724313, 0.2231813, 328.8361, 240.0405
-0.2272331, 0.1961813, 0.2231813, 328.8361, 253.9859
-0.2358465, 0.1961813, 0.4698395, 325.3775, 250.2375
-0.2358465, 0.3724313, 0.4698395, 325.3775, 236.7315
-0.02735492, 0.3724313, 0.2301612, 344.5547, 239.9439
-0.02735492, 0.1961813, 0.2301612, 344.5547, 253.8764
