box_3_Hareli(Clone) stack 80 Shelf_0 Rack_0_1_0
1.308248, 1.204311, 0.226747, 466.0453, 174.2017
1.108523, 1.204311, 0.2372142, 449.9604, 174.1477
1.108523, 1.369311, 0.2372142, 449.9604, 161.1166
box4_Fairever(Clone) stack 85 Shelf_1 Rack_0_1_0
1.320619, 1.534311, 0.2372142, 466.7109, 148.0855
1.120893, 1.534311, 0.226747, 451.2283, 148.1035
1.108523, 1.534311, 0.4627866, 443.9061, 147.7082
1.308248, 1.534311, 0.4732538, 458.9319, 147.6912
1.108523, 1.534311, 0.4627866, 443.9061, 147.7082
1.108523, 1.369311, 0.4627866, 443.9061, 160.3635
1.308248, 1.369311, 0.4732538, 458.9319, 160.3296
1.308248, 1.534311, 0.4732538, 458.9319, 147.6912
1.308248, 1.534311, 0.4732538, 458.9319, 147.6912
1.308248, 1.369311, 0.4732538, 458.9319, 160.3296
1.320619, 1.369311, 0.2372142, 466.7109, 161.1166
1.320619, 1.534311, 0.2372142, 466.7109, 148.0855
1.120893, 1.369311, 0.226747, 451.2283, 161.1526
1.320619, 1.369311, 0.2372142, 466.7109, 161.1166
1.308248, 1.369311, 0.4732538, 458.9319, 160.3296
1.108523, 1.369311, 0.4627866, 443.9061, 160.3635
1.120893, 1.534311, 0.226747, 451.2283, 148.1035
1.120893, 1.369311, 0.226747, 451.2283, 161.1526
1.108523, 1.369311, 0.4627866, 443.9061, 160.3635
1.108523, 1.534311, 0.4627866, 443.9061, 147.7082
1.320619, 1.534311, 0.2372142, 466.7109, 148.0855
1.320619, 1.369311, 0.2372142, 466.7109, 161.1166
1.120893, 1.369311, 0.226747, 451.2283, 161.1526
1.120893, 1.534311, 0.226747, 451.2283, 148.1035
box4_Fairever(Clone) stack 85 Shelf_1 Rack_0_1_0
1.32449, 1.699311, 0.2409839, 466.9041, 135.0544
1.125251, 1.699311, 0.2235528, 451.6621, 135.0545
1.104651, 1.699311, 0.4590169, 443.7073, 135.0529
1.30389, 1.699311, 0.476448, 458.509, 135.0527
1.104651, 1.699311, 0.4590169, 443.7073, 135.0529
1.104651, 1.534311, 0.4590169, 443.7073, 147.7143
1.30389, 1.534311, 0.476448, 458.509, 147.686
1.30389, 1.699311, 0.476448, 458.509, 135.0527
1.30389, 1.699311, 0.476448, 458.509, 135.0527
1.30389, 1.534311, 0.476448, 458.509, 147.686
1.32449, 1.534311, 0.2409839, 466.9041, 148.079
1.32449, 1.699311, 0.2409839, 466.9041, 135.0544
1.125251, 1.534311, 0.2235527, 451.6621, 148.109
1.32449, 1.534311, 0.2409839, 466.9041, 148.079
1.30389, 1.534311, 0.476448, 458.509, 147.686
1.104651, 1.534311, 0.4590169, 443.7073, 147.7143
1.125251, 1.699311, 0.2235528, 451.6621, 135.0545
1.125251, 1.534311, 0.2235527, 451.6621, 148.109
1.104651, 1.534311, 0.4590169, 443.7073, 147.7143
1.104651, 1.699311, 0.4590169, 443.7073, 135.0529
1.32449, 1.699311, 0.2409839, 466.9041, 135.0544
1.32449, 1.534311, 0.2409839, 466.9041, 148.079
1.125251, 1.534311, 0.2235527, 451.6621, 148.109
1.125251, 1.699311, 0.2235528, 451.6621, 135.0545
box4_Fairever(Clone) stack 85 Shelf_1 Rack_0_1_0
1.316618, 1.864311, 0.2335818, 466.5032, 122.0171
1.116648, 1.864311, 0.2300913, 450.7997, 122.0111
1.112523, 1.864311, 0.4664189, 444.1181, 122.4034
1.312493, 1.864311, 0.4699094, 459.3507, 122.409
1.112523, 1.864311, 0.4664189, 444.1181, 122.4034
1.112523, 1.699311, 0.4664189, 444.1181, 135.0528
1.312493, 1.699311, 0.4699094, 459.3507, 135.0528
1.312493, 1.864311, 0.4699094, 459.3507, 122.409
1.312493, 1.864311, 0.4699094, 459.3507, 122.409
1.312493, 1.699311, 0.4699094, 459.3507, 135.0528
1.316618, 1.699311, 0.2335818, 466.5032, 135.0544
1.316618, 1.864311, 0.2335818, 466.5032, 122.0171
1.116648, 1.699311, 0.2300914, 450.7997, 135.0545
1.316618, 1.699311, 0.2335818, 466.5032, 135.0544
1.312493, 1.699311, 0.4699094, 459.3507, 135.0528
1.112523, 1.699311, 0.4664189, 444.1181, 135.0528
1.116648, 1.864311, 0.2300913, 450.7997, 122.0111
1.116648, 1.699311, 0.2300914, 450.7997, 135.0545
1.112523, 1.699311, 0.4664189, 444.1181, 135.0528
1.112523, 1.864311, 0.4664189, 444.1181, 122.4034
1.316618, 1.864311, 0.2335818, 466.5032, 122.0171
1.316618, 1.699311, 0.2335818, 466.5032, 135.0544
1.116648, 1.699311, 0.2300914, 450.7997, 135.0545
1.116648, 1.864311, 0.2300913, 450.7997, 122.0111
box_7_litchi(Clone) stack 86 Shelf_2 Rack_0_1_0
1.353975, 2.599012, 0.2535512, 468.8532, 64.15167
1.154097, 2.599012, 0.2465713, 453.2969, 64.08665
1.147117, 2.599012, 0.4464495, 447.2991, 65.90234
1.346995, 2.599012, 0.4534294, 462.4628, 65.96407
1.147117, 2.599012, 0.4464495, 447.2991, 65.90234
1.147117, 2.389012, 0.4464495, 447.2991, 82.04285
1.346995, 2.389012, 0.4534294, 462.4628, 82.09015
1.346995, 2.599012, 0.4534294, 462.4628, 65.96407
1.346995, 2.599012, 0.4534294, 462.4628, 65.96407
1.346995, 2.389012, 0.4534294, 462.4628, 82.09015
1.353975, 2.389012, 0.2535512, 468.8532, 80.70111
1.353975, 2.599012, 0.2535512, 468.8532, 64.15167
1.154097, 2.389012, 0.2465713, 453.2969, 80.65128
1.353975, 2.389012, 0.2535512, 468.8532, 80.70111
1.346995, 2.389012, 0.4534294, 462.4628, 82.09015
1.147117, 2.389012, 0.4464495, 447.2991, 82.04285
1.154097, 2.599012, 0.2465713, 453.2969, 64.08665
1.154097, 2.389012, 0.2465713, 453.2969, 80.65128
1.147117, 2.389012, 0.4464495, 447.2991, 82.04285
1.147117, 2.599012, 0.4464495, 447.2991, 65.90234
1.353975, 2.599012, 0.2535512, 468.8532, 64.15167
1.353975, 2.389012, 0.2535512, 468.8532, 80.70111
1.154097, 2.389012, 0.2465713, 453.2969, 80.65128
1.154097, 2.599012, 0.2465713, 453.2969, 64.08665
box_7_litchi(Clone) stack 86 Shelf_2 Rack_0_1_0
1.355643, 2.809012, 0.255371, 468.9299, 47.62312
1.155917, 2.809012, 0.2449038, 453.4873, 47.50285
1.14545, 2.809012, 0.4446297, 447.2193, 49.74196
1.345176, 2.809012, 0.4550969, 462.2756, 49.85616
1.14545, 2.809012, 0.4446297, 447.2193, 49.74196
1.14545, 2.599012, 0.4446297, 447.2193, 65.88623
1.345176, 2.599012, 0.4550969, 462.2756, 65.97881
1.345176, 2.809012, 0.4550969, 462.2756, 49.85616
1.345176, 2.809012, 0.4550969, 462.2756, 49.85616
1.345176, 2.599012, 0.4550969, 462.2756, 65.97881
1.355643, 2.599012, 0.255371, 468.9299, 64.16859
1.355643, 2.809012, 0.255371, 468.9299, 47.62312
1.155917, 2.599012, 0.2449038, 453.4873, 64.07111
1.355643, 2.599012, 0.255371, 468.9299, 64.16859
1.345176, 2.599012, 0.4550969, 462.2756, 65.97881
1.14545, 2.599012, 0.4446297, 447.2193, 65.88623
1.155917, 2.809012, 0.2449038, 453.4873, 47.50285
1.155917, 2.599012, 0.2449038, 453.4873, 64.07111
1.14545, 2.599012, 0.4446297, 447.2193, 65.88623
1.14545, 2.809012, 0.4446297, 447.2193, 49.74196
1.355643, 2.809012, 0.255371, 468.9299, 47.62312
1.355643, 2.599012, 0.255371, 468.9299, 64.16859
1.155917, 2.599012, 0.2449038, 453.4873, 64.07111
1.155917, 2.809012, 0.2449038, 453.4873, 47.50285
box_7_litchi(Clone) stack 86 Shelf_2 Rack_0_1_0
1.339546, 3.019012, 0.2400953, 468.1192, 30.86876
1.140641, 3.019012, 0.2610011, 451.8337, 31.15442
1.161547, 3.019012, 0.4599054, 448.0496, 33.79579
1.360451, 3.019012, 0.4389997, 463.9096, 33.52451
1.161547, 3.019012, 0.4599054, 448.0496, 33.79579
1.161547, 2.809012, 0.4599054, 448.0496, 49.90851
1.360451, 2.809012, 0.4389997, 463.9096, 49.68042
1.360451, 3.019012, 0.4389997, 463.9096, 33.52451
1.360451, 3.019012, 0.4389997, 463.9096, 33.52451
1.360451, 2.809012, 0.4389997, 463.9096, 49.68042
1.339546, 2.809012, 0.2400953, 468.1192, 47.44748
1.339546, 3.019012, 0.2400953, 468.1192, 30.86876
1.140641, 2.809012, 0.2610011, 451.8337, 47.68767
1.339546, 2.809012, 0.2400953, 468.1192, 47.44748
1.360451, 2.809012, 0.4389997, 463.9096, 49.68042
1.161547, 2.809012, 0.4599054, 448.0496, 49.90851
1.140641, 3.019012, 0.2610011, 451.8337, 31.15442
1.140641, 2.809012, 0.2610011, 451.8337, 47.68767
1.161547, 2.809012, 0.4599054, 448.0496, 49.90851
1.161547, 3.019012, 0.4599054, 448.0496, 33.79579
1.339546, 3.019012, 0.2400953, 468.1192, 30.86876
1.339546, 2.809012, 0.2400953, 468.1192, 47.44748
1.140641, 2.809012, 0.2610011, 451.8337, 47.68767
1.140641, 3.019012, 0.2610011, 451.8337, 31.15442
box_7_litchi(Clone) stack 86 Shelf_2 Rack_0_1_0
1.339546, 3.229012, 0.2400953, 468.1192, 14.29001
1.140641, 3.229012, 0.2610011, 451.8337, 14.62114
1.161547, 3.229012, 0.4599054, 448.0496, 17.68304
1.360451, 3.229012, 0.4389997, 463.9096, 17.36856
1.161547, 3.229012, 0.4599054, 448.0496, 17.68304
1.161547, 3.019012, 0.4599054, 448.0496, 33.79579
1.360451, 3.019012, 0.4389997, 463.9096, 33.52451
1.360451, 3.229012, 0.4389997, 463.9096, 17.36856
1.360451, 3.229012, 0.4389997, 463.9096, 17.36856
1.360451, 3.019012, 0.4389997, 463.9096, 33.52451
1.339546, 3.019012, 0.2400953, 468.1192, 30.86876
1.339546, 3.229012, 0.2400953, 468.1192, 14.29001
1.140641, 3.019012, 0.2610011, 451.8337, 31.15442
1.339546, 3.019012, 0.2400953, 468.1192, 30.86876
1.360451, 3.019012, 0.4389997, 463.9096, 33.52451
1.161547, 3.019012, 0.4599054, 448.0496, 33.79579
1.140641, 3.229012, 0.2610011, 451.8337, 14.62114
1.140641, 3.019012, 0.2610011, 451.8337, 31.15442
1.161547, 3.019012, 0.4599054, 448.0496, 33.79579
1.161547, 3.229012, 0.4599054, 448.0496, 17.68304
1.339546, 3.229012, 0.2400953, 468.1192, 14.29001
1.339546, 3.019012, 0.2400953, 468.1192, 30.86876
1.140641, 3.019012, 0.2610011, 451.8337, 31.15442
1.140641, 3.229012, 0.2610011, 451.8337, 14.62114
box_1_Parle-G-GOLD(Clone) stack 87 Shelf_2 Rack_0_1_0
1.526659, 2.560843, 0.4471184, 476.4503, 68.84169
1.526659, 2.560843, 0.4471184, 476.4503, 68.84169
1.526659, 2.388343, 0.4471184, 476.4503, 82.09882
1.526659, 2.388343, 0.4471184, 476.4503, 82.09882
1.526659, 2.388343, 0.4471184, 476.4503, 82.09882
1.526659, 2.560843, 0.4471184, 476.4503, 68.84169
box_1_Parle-G-GOLD(Clone) stack 87 Shelf_2 Rack_0_1_0
1.524981, 2.733343, 0.4452356, 476.3783, 55.5654
1.524981, 2.733343, 0.4452356, 476.3783, 55.5654
1.524981, 2.560843, 0.4452356, 476.3783, 68.82573
1.524981, 2.560843, 0.4452356, 476.3783, 68.82573
1.524981, 2.560843, 0.4452356, 476.3783, 68.82573
1.524981, 2.733343, 0.4452356, 476.3783, 55.5654
box_2_Parle-G(Clone) stack 90 Shelf_0 Rack_0_1_1
-0.7993499, 0.2744219, 0.2931767, 298.8501, 246.7636
-0.9982544, 0.2744219, 0.272271, 283.3747, 247.0698
-1.012396, 0.2744219, 0.406824, 281.5308, 245.1283
-0.813492, 0.2744219, 0.4277297, 296.7437, 244.8326
-1.012396, 0.2744219, 0.406824, 281.5308, 245.1283
-1.012396, 0.01942196, 0.406824, 281.5308, 264.8275
-0.813492, 0.01942196, 0.4277297, 296.7437, 264.4789
-0.813492, 0.2744219, 0.4277297, 296.7437, 244.8326
-0.813492, 0.2744219, 0.4277297, 296.7437, 244.8326
-0.813492, 0.01942196, 0.4277297, 296.7437, 264.4789
-0.7993499, 0.01942196, 0.2931767, 298.8501, 266.7553
-0.7993499, 0.2744219, 0.2931767, 298.8501, 246.7636
-0.9982544, 0.01942196, 0.272271, 283.3747, 267.1162
-0.7993499, 0.01942196, 0.2931767, 298.8501, 266.7553
-0.813492, 0.01942196, 0.4277297, 296.7437, 264.4789
-1.012396, 0.01942196, 0.406824, 281.5308, 264.8275
-0.9982544, 0.2744219, 0.272271, 283.3747, 247.0698
-0.9982544, 0.01942196, 0.272271, 283.3747, 267.1162
-1.012396, 0.01942196, 0.406824, 281.5308, 264.8275
-1.012396, 0.2744219, 0.406824, 281.5308, 245.1283
-0.7993499, 0.2744219, 0.2931767, 298.8501, 246.7636
-0.7993499, 0.01942196, 0.2931767, 298.8501, 266.7553
-0.9982544, 0.01942196, 0.272271, 283.3747, 267.1162
-0.9982544, 0.2744219, 0.272271, 283.3747, 247.0698
box_2_Parle-G(Clone) stack 90 Shelf_0 Rack_0_1_1
-0.7993499, 0.5294219, 0.2931767, 298.8501, 226.7719
-0.9982544, 0.5294219, 0.272271, 283.3747, 227.0233
-1.012396, 0.5294219, 0.406824, 281.5308, 225.4291
-0.813492, 0.5294219, 0.4277297, 296.7437, 225.1863
-1.012396, 0.5294219, 0.406824, 281.5308, 225.4291
-1.012396, 0.2744219, 0.406824, 281.5308, 245.1283
-0.813492, 0.2744219, 0.4277297, 296.7437, 244.8326
-0.813492, 0.5294219, 0.4277297, 296.7437, 225.1863
-0.813492, 0.5294219, 0.4277297, 296.7437, 225.1863
-0.813492, 0.2744219, 0.4277297, 296.7437, 244.8326
-0.7993499, 0.2744219, 0.2931767, 298.8501, 246.7636
-0.7993499, 0.5294219, 0.2931767, 298.8501, 226.7719
-0.9982544, 0.2744219, 0.272271, 283.3747, 247.0698
-0.7993499, 0.2744219, 0.2931767, 298.8501, 246.7636
-0.813492, 0.2744219, 0.4277297, 296.7437, 244.8326
-1.012396, 0.2744219, 0.406824, 281.5308, 245.1283
-0.9982544, 0.5294219, 0.272271, 283.3747, 227.0233
-0.9982544, 0.2744219, 0.272271, 283.3747, 247.0698
-1.012396, 0.2744219, 0.406824, 281.5308, 245.1283
-1.012396, 0.5294219, 0.406824, 281.5308, 225.4291
-0.7993499, 0.5294219, 0.2931767, 298.8501, 226.7719
-0.7993499, 0.2744219, 0.2931767, 298.8501, 246.7636
-0.9982544, 0.2744219, 0.272271, 283.3747, 247.0698
-0.9982544, 0.5294219, 0.272271, 283.3747, 227.0233
box_2_Parle-G(Clone) stack 90 Shelf_0 Rack_0_1_1
-0.813492, 0.7844219, 0.272271, 297.8995, 206.9769
-1.012396, 0.7844219, 0.2931767, 282.1475, 206.7802
-0.9982544, 0.7844219, 0.4277297, 282.5089, 205.5401
-0.7993499, 0.7844219, 0.406824, 297.989, 205.7299
-0.9982544, 0.7844219, 0.4277297, 282.5089, 205.5401
-0.9982544, 0.5294219, 0.4277297, 282.5089, 225.1863
-0.7993499, 0.5294219, 0.406824, 297.989, 225.4291
-0.7993499, 0.7844219, 0.406824, 297.989, 205.7299
-0.7993499, 0.7844219, 0.406824, 297.989, 205.7299
-0.7993499, 0.5294219, 0.406824, 297.989, 225.4291
-0.813492, 0.5294219, 0.272271, 297.8995, 227.0233
-0.813492, 0.7844219, 0.272271, 297.8995, 206.9769
-1.012396, 0.5294219, 0.2931767, 282.1475, 226.7719
-0.813492, 0.5294219, 0.272271, 297.8995, 227.0233
-0.7993499, 0.5294219, 0.406824, 297.989, 225.4291
-0.9982544, 0.5294219, 0.4277297, 282.5089, 225.1863
-1.012396, 0.7844219, 0.2931767, 282.1475, 206.7802
-1.012396, 0.5294219, 0.2931767, 282.1475, 226.7719
-0.9982544, 0.5294219, 0.4277297, 282.5089, 225.1863
-0.9982544, 0.7844219, 0.4277297, 282.5089, 205.5401
-0.813492, 0.7844219, 0.272271, 297.8995, 206.9769
-0.813492, 0.5294219, 0.272271, 297.8995, 227.0233
-1.012396, 0.5294219, 0.2931767, 282.1475, 226.7719
-1.012396, 0.7844219, 0.2931767, 282.1475, 206.7802
box_8_lizol(Clone) stack 92 Shelf_0 Rack_0_1_1
-0.04045259, 0.1961813, 0.2199211, 359.4905, 254.037
-0.2399654, 0.1961813, 0.2338724, 343.5073, 253.8183
-0.2227489, 0.1961813, 0.4800797, 341.5743, 250.087
-0.0232361, 0.1961813, 0.4661284, 357.0513, 250.2922
-0.2227489, 0.1961813, 0.4800797, 341.5743, 250.087
-0.2227489, 0.01993132, 0.4800797, 341.5743, 263.5754
-0.0232361, 0.01993132, 0.4661284, 357.0513, 263.8046
-0.0232361, 0.1961813, 0.4661284, 357.0513, 250.2922
-0.0232361, 0.1961813, 0.4661284, 357.0513, 250.2922
-0.0232361, 0.01993132, 0.4661284, 357.0513, 263.8046
-0.04045259, 0.01993129, 0.2199211, 359.4905, 267.9884
-0.04045259, 0.1961813, 0.2199211, 359.4905, 254.037
-0.2399654, 0.01993129, 0.2338724, 343.5073, 267.744
-0.04045259, 0.01993129, 0.2199211, 359.4905, 267.9884
-0.0232361, 0.01993132, 0.4661284, 357.0513, 263.8046
-0.2227489, 0.01993132, 0.4800797, 341.5743, 263.5754
-0.2399654, 0.1961813, 0.2338724, 343.5073, 253.8183
-0.2399654, 0.01993129, 0.2338724, 343.5073, 267.744
-0.2227489, 0.01993132, 0.4800797, 341.5743, 263.5754
-0.2227489, 0.1961813, 0.4800797, 341.5743, 250.087
-0.04045259, 0.1961813, 0.2199211, 359.4905, 254.037
-0.04045259, 0.01993129, 0.2199211, 359.4905, 267.9884
-0.2399654, 0.01993129, 0.2338724, 343.5073, 267.744
-0.2399654, 0.1961813, 0.2338724, 343.5073, 253.8183
box_8_lizol(Clone) stack 92 Shelf_0 Rack_0_1_1
-0.02735492, 0.3724313, 0.2301612, 360.3647, 239.9439
-0.2272331, 0.3724313, 0.2231813, 344.6606, 240.0405
-0.2358465, 0.3724313, 0.4698395, 340.7035, 236.7315
-0.03596842, 0.3724313, 0.4768194, 355.9168, 236.6409
-0.2358465, 0.3724313, 0.4698395, 340.7035, 236.7315
-0.2358465, 0.1961813, 0.4698395, 340.7035, 250.2375
-0.03596842, 0.1961813, 0.4768195, 355.9168, 250.1349
-0.03596842, 0.3724313, 0.4768194, 355.9168, 236.6409
-0.03596842, 0.3724313, 0.4768194, 355.9168, 236.6409
-0.03596842, 0.1961813, 0.4768195, 355.9168, 250.1349
-0.02735492, 0.1961813, 0.2301612, 360.3647, 253.8764
-0.02735492, 0.3724313, 0.2301612, 360.3647, 239.9439
-0.2272331, 0.1961813, 0.2231813, 344.6606, 253.9859
-0.02735492, 0.1961813, 0.2301612, 360.3647, 253.8764
-0.03596842, 0.1961813, 0.4768195, 355.9168, 250.1349
-0.2358465, 0.1961813, 0.4698395, 340.7035, 250.2375
-0.2272331, 0.3724313, 0.2231813, 344.6606, 240.0405
-0.2272331, 0.1961813, 0.2231813, 344.6606, 253.9859
-0.2358465, 0.1961813, 0.4698395, 340.7035, 250.2375
-0.2358465, 0.3724313, 0.4698395, 340.7035, 236.7315
-0.02735492, 0.3724313, 0.2301612, 360.3647, 239.9439
-0.02735492, 0.1961813, 0.2301612, 360.3647, 253.8764
-0.2272331, 0.1961813, 0.2231813, 344.6606, 253.9859
-0.2272331, 0.3724313, 0.2231813, 344.6606, 240.0405
box_8_lizol(Clone) stack 92 Shelf_0 Rack_0_1_1
-0.02527931, 0.5486813, 0.2319989, 360.4995, 225.9894
-0.2250052, 0.5486813, 0.2215317, 344.8597, 226.115
-0.2379222, 0.5486813, 0.4680019, 340.5681, 223.2462
-0.03819626, 0.5486813, 0.4784691, 355.7219, 223.1283
-0.2379222, 0.5486813, 0.4680019, 340.5681, 223.2462
-0.2379222, 0.3724313, 0.4680019, 340.5681, 236.7554
-0.03819626, 0.3724313, 0.4784691, 355.7219, 236.6195
-0.03819626, 0.5486813, 0.4784691, 355.7219, 223.1283
-0.03819626, 0.5486813, 0.4784691, 355.7219, 223.1283
-0.03819626, 0.3724313, 0.4784691, 355.7219, 236.6195
-0.02527931, 0.3724313, 0.2319989, 360.4995, 239.9185
-0.02527931, 0.5486813, 0.2319989, 360.4995, 225.9894
-0.2250052, 0.3724313, 0.2215317, 344.8597, 240.0634
-0.02527931, 0.3724313, 0.2319989, 360.4995, 239.9185
-0.03819626, 0.3724313, 0.4784691, 355.7219, 236.6195
-0.2379222, 0.3724313, 0.4680019, 340.5681, 236.7554
-0.2250052, 0.5486813, 0.2215317, 344.8597, 226.115
-0.2250052, 0.3724313, 0.2215317, 344.8597, 240.0634
-0.2379222, 0.3724313, 0.4680019, 340.5681, 236.7554
-0.2379222, 0.5486813, 0.4680019, 340.5681, 223.2462
-0.02527931, 0.5486813, 0.2319989, 360.4995, 225.9894
-0.02527931, 0.3724313, 0.2319989, 360.4995, 239.9185
-0.2250052, 0.3724313, 0.2215317, 344.8597, 240.0634
-0.2250052, 0.5486813, 0.2215317, 344.8597, 226.115
box_7_litchi(Clone) stack 94 Shelf_1 Rack_0_1_1
-0.818454, 1.414419, 0.2432683, 297.7288, 157.5362
-1.017967, 1.414419, 0.2572196, 281.9077, 157.4949
-1.004015, 1.414419, 0.4567324, 281.9089, 156.9208
-0.8045027, 1.414419, 0.4427811, 297.3255, 156.96
-1.004015, 1.414419, 0.4567324, 281.9089, 156.9208
-1.004015, 1.204419, 0.4567324, 281.9089, 173.04
-0.8045027, 1.204419, 0.4427811, 297.3255, 173.108
-0.8045027, 1.414419, 0.4427811, 297.3255, 156.96
-0.8045027, 1.414419, 0.4427811, 297.3255, 156.96
-0.8045027, 1.204419, 0.4427811, 297.3255, 173.108
-0.818454, 1.204419, 0.2432683, 297.7288, 174.108
-0.818454, 1.414419, 0.2432683, 297.7288, 157.5362
-1.017967, 1.204419, 0.2572196, 281.9077, 174.0364
-0.818454, 1.204419, 0.2432683, 297.7288, 174.108
-0.8045027, 1.204419, 0.4427811, 297.3255, 173.108
-1.004015, 1.204419, 0.4567324, 281.9089, 173.04
-1.017967, 1.414419, 0.2572196, 281.9077, 157.4949
-1.017967, 1.204419, 0.2572196, 281.9077, 174.0364
-1.004015, 1.204419, 0.4567324, 281.9089, 173.04
-1.004015, 1.414419, 0.4567324, 281.9089, 156.9208
-0.818454, 1.414419, 0.2432683, 297.7288, 157.5362
-0.818454, 1.204419, 0.2432683, 297.7288, 174.108
-1.017967, 1.204419, 0.2572196, 281.9077, 174.0364
-1.017967, 1.414419, 0.2572196, 281.9077, 157.4949
box_7_litchi(Clone) stack 94 Shelf_1 Rack_0_1_1
-0.8095047, 1.624419, 0.2517608, 298.3698, 140.9577
-1.009474, 1.624419, 0.2482703, 282.6267, 140.9604
-1.012965, 1.624419, 0.4482399, 281.2668, 140.8078
-0.8129952, 1.624419, 0.4517304, 296.6076, 140.8052
-1.012965, 1.624419, 0.4482399, 281.2668, 140.8078
-1.012965, 1.414419, 0.4482399, 281.2668, 156.9446
-0.8129952, 1.414419, 0.4517304, 296.6076, 156.9348
-0.8129952, 1.624419, 0.4517304, 296.6076, 140.8052
-0.8129952, 1.624419, 0.4517304, 296.6076, 140.8052
-0.8129952, 1.414419, 0.4517304, 296.6076, 156.9348
-0.8095047, 1.414419, 0.2517608, 298.3698, 157.511
-0.8095047, 1.624419, 0.2517608, 298.3698, 140.9577
-1.009474, 1.414419, 0.2482704, 282.6267, 157.5214
-0.8095047, 1.414419, 0.2517608, 298.3698, 157.511
-0.8129952, 1.414419, 0.4517304, 296.6076, 156.9348
-1.012965, 1.414419, 0.4482399, 281.2668, 156.9446
-1.009474, 1.624419, 0.2482703, 282.6267, 140.9604
-1.009474, 1.414419, 0.2482704, 282.6267, 157.5214
-1.012965, 1.414419, 0.4482399, 281.2668, 156.9446
-1.012965, 1.624419, 0.4482399, 281.2668, 140.8078
-0.8095047, 1.624419, 0.2517608, 298.3698, 140.9577
-0.8095047, 1.414419, 0.2517608, 298.3698, 157.511
-1.009474, 1.414419, 0.2482704, 282.6267, 157.5214
-1.009474, 1.624419, 0.2482703, 282.6267, 140.9604
box_7_litchi(Clone) stack 95 Shelf_1 Rack_0_1_1
