box_3_Hareli(Clone) stack 80 Shelf_0 Rack_0_1_0
1.320619, 1.534311, 0.2372142, 462.7621, 148.0855
1.120893, 1.534311, 0.226747, 447.274, 148.1035
1.108523, 1.534311, 0.4627866, 440.0711, 147.7082
1.308248, 1.534311, 0.4732538, 455.1021, 147.6912
1.108523, 1.534311, 0.4627866, 440.0711, 147.7082
1.108523, 1.369311, 0.4627866, 440.0711, 160.3635
1.308248, 1.369311, 0.4732538, 455.1021, 160.3296
1.308248, 1.534311, 0.4732538, 455.1021, 147.6912
1.308248, 1.534311, 0.4732538, 455.1021, 147.6912
1.308248, 1.369311, 0.4732538, 455.1021, 160.3296
1.320619, 1.369311, 0.2372142, 462.7621, 161.1166
1.320619, 1.534311, 0.2372142, 462.7621, 148.0855
1.120893, 1.369311, 0.226747, 447.274, 161.1526
1.320619, 1.369311, 0.2372142, 462.7621, 161.1166
1.308248, 1.369311, 0.4732538, 455.1021, 160.3296
1.108523, 1.369311, 0.4627866, 440.0711, 160.3635
1.120893, 1.534311, 0.226747, 447.274, 148.1035
1.120893, 1.369311, 0.226747, 447.274, 161.1526
1.108523, 1.369311, 0.4627866, 440.0711, 160.3635
1.108523, 1.534311, 0.4627866, 440.0711, 147.7082
1.320619, 1.534311, 0.2372142, 462.7621, 148.0855
1.320619, 1.369311, 0.2372142, 462.7621, 161.1166
1.120893, 1.369311, 0.226747, 447.274, 161.1526
1.120893, 1.534311, 0.226747, 447.274, 148.1035
box4_Fairever(Clone) stack 85 Shelf_1 Rack_0_1_0
1.32449, 1.699311, 0.2409839, 462.9572, 135.0544
1.125251, 1.699311, 0.2235528, 447.7062, 135.0545
1.104651, 1.699311, 0.4590169, 439.8705, 135.0529
1.30389, 1.699311, 0.476448, 454.6807, 135.0527
1.104651, 1.699311, 0.4590169, 439.8705, 135.0529
1.104651, 1.534311, 0.4590169, 439.8705, 147.7143
1.30389, 1.534311, 0.476448, 454.6807, 147.686
1.30389, 1.699311, 0.476448, 454.6807, 135.0527
1.30389, 1.699311, 0.476448, 454.6807, 135.0527
1.30389, 1.534311, 0.476448, 454.6807, 147.686
1.32449, 1.534311, 0.2409839, 462.9572, 148.079
1.32449, 1.699311, 0.2409839, 462.9572, 135.0544
1.125251, 1.534311, 0.2235527, 447.7062, 148.109
1.32449, 1.534311, 0.2409839, 462.9572, 148.079
1.30389, 1.534311, 0.476448, 454.6807, 147.686
1.104651, 1.534311, 0.4590169, 439.8705, 147.7143
1.125251, 1.699311, 0.2235528, 447.7062, 135.0545
1.125251, 1.534311, 0.2235527, 447.7062, 148.109
1.104651, 1.534311, 0.4590169, 439.8705, 147.7143
1.104651, 1.699311, 0.4590169, 439.8705, 135.0529
1.32449, 1.699311, 0.2409839, 462.9572, 135.0544
1.32449, 1.534311, 0.2409839, 462.9572, 148.079
1.125251, 1.534311, 0.2235527, 447.7062, 148.109
1.125251, 1.699311, 0.2235528, 447.7062, 135.0545
box4_Fairever(Clone) stack 85 Shelf_1 Rack_0_1_0
1.316618, 1.864311, 0.2335818, 462.5526, 122.0171
1.116648, 1.864311, 0.2300913, 446.8472, 122.0111
1.112523, 1.864311, 0.4664189, 440.285, 122.4034
1.312493, 1.864311, 0.4699094, 455.5192, 122.409
1.112523, 1.864311, 0.4664189, 440.285, 122.4034
1.112523, 1.699311, 0.4664189, 440.285, 135.0528
1.312493, 1.699311, 0.4699094, 455.5192, 135.0528
1.312493, 1.864311, 0.4699094, 455.5192, 122.409
1.312493, 1.864311, 0.4699094, 455.5192, 122.409
1.312493, 1.699311, 0.4699094, 455.5192, 135.0528
1.316618, 1.699311, 0.2335818, 462.5526, 135.0544
1.316618, 1.864311, 0.2335818, 462.5526, 122.0171
1.116648, 1.699311, 0.2300914, 446.8472, 135.0545
1.316618, 1.699311, 0.2335818, 462.5526, 135.0544
1.312493, 1.699311, 0.4699094, 455.5192, 135.0528
1.112523, 1.699311, 0.4664189, 440.285, 135.0528
1.116648, 1.864311, 0.2300913, 446.8472, 122.0111
1.116648, 1.699311, 0.2300914, 446.8472, 135.0545
1.112523, 1.699311, 0.4664189, 440.285, 135.0528
1.112523, 1.864311, 0.4664189, 440.285, 122.4034
1.316618, 1.864311, 0.2335818, 462.5526, 122.0171
1.316618, 1.699311, 0.2335818, 462.5526, 135.0544
1.116648, 1.699311, 0.2300914, 446.8472, 135.0545
1.116648, 1.864311, 0.2300913, 446.8472, 122.0111
box_7_litchi(Clone) stack 86 Shelf_2 Rack_0_1_0
1.353975, 2.599012, 0.2535512, 464.9128, 64.15167
1.154097, 2.599012, 0.2465713, 449.353, 64.08665
1.147117, 2.599012, 0.4464495, 443.4562, 65.90234
1.346995, 2.599012, 0.4534294, 458.6232, 65.96407
1.147117, 2.599012, 0.4464495, 443.4562, 65.90234
1.147117, 2.389012, 0.4464495, 443.4562, 82.04285
1.346995, 2.389012, 0.4534294, 458.6232, 82.09015
1.346995, 2.599012, 0.4534294, 458.6232, 65.96407
1.346995, 2.599012, 0.4534294, 458.6232, 65.96407
1.346995, 2.389012, 0.4534294, 458.6232, 82.09015
1.353975, 2.389012, 0.2535512, 464.9128, 80.70111
1.353975, 2.599012, 0.2535512, 464.9128, 64.15167
1.154097, 2.389012, 0.2465713, 449.353, 80.65128
1.353975, 2.389012, 0.2535512, 464.9128, 80.70111
1.346995, 2.389012, 0.4534294, 458.6232, 82.09015
1.147117, 2.389012, 0.4464495, 443.4562, 82.04285
1.154097, 2.599012, 0.2465713, 449.353, 64.08665
1.154097, 2.389012, 0.2465713, 449.353, 80.65128
1.147117, 2.389012, 0.4464495, 443.4562, 82.04285
1.147117, 2.599012, 0.4464495, 443.4562, 65.90234
1.353975, 2.599012, 0.2535512, 464.9128, 64.15167
1.353975, 2.389012, 0.2535512, 464.9128, 80.70111
1.154097, 2.389012, 0.2465713, 449.353, 80.65128
1.154097, 2.599012, 0.2465713, 449.353, 64.08665
box_7_litchi(Clone) stack 86 Shelf_2 Rack_0_1_0
1.355643, 2.809012, 0.255371, 464.9905, 47.62312
1.155917, 2.809012, 0.2449038, 449.5425, 47.50285
1.14545, 2.809012, 0.4446297, 443.3754, 49.74196
1.345176, 2.809012, 0.4550969, 458.4369, 49.85616
1.14545, 2.809012, 0.4446297, 443.3754, 49.74196
1.14545, 2.599012, 0.4446297, 443.3754, 65.88623
1.345176, 2.599012, 0.4550969, 458.4369, 65.97881
1.345176, 2.809012, 0.4550969, 458.4369, 49.85616
1.345176, 2.809012, 0.4550969, 458.4369, 49.85616
1.345176, 2.599012, 0.4550969, 458.4369, 65.97881
1.355643, 2.599012, 0.255371, 464.9905, 64.16859
1.355643, 2.809012, 0.255371, 464.9905, 47.62312
1.155917, 2.599012, 0.2449038, 449.5425, 64.07111
1.355643, 2.599012, 0.255371, 464.9905, 64.16859
1.345176, 2.599012, 0.4550969, 458.4369, 65.97881
1.14545, 2.599012, 0.4446297, 443.3754, 65.88623
1.155917, 2.809012, 0.2449038, 449.5425, 47.50285
1.155917, 2.599012, 0.2449038, 449.5425, 64.07111
1.14545, 2.599012, 0.4446297, 443.3754, 65.88623
1.14545, 2.809012, 0.4446297, 443.3754, 49.74196
1.355643, 2.809012, 0.255371, 464.9905, 47.62312
1.355643, 2.599012, 0.255371, 464.9905, 64.16859
1.155917, 2.599012, 0.2449038, 449.5425, 64.07111
1.155917, 2.809012, 0.2449038, 449.5425, 47.50285
box_7_litchi(Clone) stack 86 Shelf_2 Rack_0_1_0
1.339546, 3.019012, 0.2400953, 464.1718, 30.86876
1.140641, 3.019012, 0.2610011, 447.8972, 31.15442
1.161547, 3.019012, 0.4599054, 444.2132, 33.79579
1.360451, 3.019012, 0.4389997, 460.063, 33.52451
1.161547, 3.019012, 0.4599054, 444.2132, 33.79579
1.161547, 2.809012, 0.4599054, 444.2132, 49.90851
1.360451, 2.809012, 0.4389997, 460.063, 49.68042
1.360451, 3.019012, 0.4389997, 460.063, 33.52451
1.360451, 3.019012, 0.4389997, 460.063, 33.52451
1.360451, 2.809012, 0.4389997, 460.063, 49.68042
1.339546, 2.809012, 0.2400953, 464.1718, 47.44748
1.339546, 3.019012, 0.2400953, 464.1718, 30.86876
1.140641, 2.809012, 0.2610011, 447.8972, 47.68767
1.339546, 2.809012, 0.2400953, 464.1718, 47.44748
1.360451, 2.809012, 0.4389997, 460.063, 49.68042
1.161547, 2.809012, 0.4599054, 444.2132, 49.90851
1.140641, 3.019012, 0.2610011, 447.8972, 31.15442
1.140641, 2.809012, 0.2610011, 447.8972, 47.68767
1.161547, 2.809012, 0.4599054, 444.2132, 49.90851
1.161547, 3.019012, 0.4599054, 444.2132, 33.79579
1.339546, 3.019012, 0.2400953, 464.1718, 30.86876
1.339546, 2.809012, 0.2400953, 464.1718, 47.44748
1.140641, 2.809012, 0.2610011, 447.8972, 47.68767
1.140641, 3.019012, 0.2610011, 447.8972, 31.15442
box_7_litchi(Clone) stack 86 Shelf_2 Rack_0_1_0
1.339546, 3.229012, 0.2400953, 464.1718, 14.29001
1.140641, 3.229012, 0.2610011, 447.8972, 14.62114
1.161547, 3.229012, 0.4599054, 444.2132, 17.68304
1.360451, 3.229012, 0.4389997, 460.063, 17.36856
1.161547, 3.229012, 0.4599054, 444.2132, 17.68304
1.161547, 3.019012, 0.4599054, 444.2132, 33.79579
1.360451, 3.019012, 0.4389997, 460.063, 33.52451
1.360451, 3.229012, 0.4389997, 460.063, 17.36856
1.360451, 3.229012, 0.4389997, 460.063, 17.36856
1.360451, 3.019012, 0.4389997, 460.063, 33.52451
1.339546, 3.019012, 0.2400953, 464.1718, 30.86876
1.339546, 3.229012, 0.2400953, 464.1718, 14.29001
1.140641, 3.019012, 0.2610011, 447.8972, 31.15442
1.339546, 3.019012, 0.2400953, 464.1718, 30.86876
1.360451, 3.019012, 0.4389997, 460.063, 33.52451
1.161547, 3.019012, 0.4599054, 444.2132, 33.79579
1.140641, 3.229012, 0.2610011, 447.8972, 14.62114
1.140641, 3.019012, 0.2610011, 447.8972, 31.15442
1.161547, 3.019012, 0.4599054, 444.2132, 33.79579
1.161547, 3.229012, 0.4599054, 444.2132, 17.68304
1.339546, 3.229012, 0.2400953, 464.1718, 14.29001
1.339546, 3.019012, 0.2400953, 464.1718, 30.86876
1.140641, 3.019012, 0.2610011, 447.8972, 31.15442
1.140641, 3.229012, 0.2610011, 447.8972, 14.62114
box_1_Parle-G-GOLD(Clone) stack 87 Shelf_2 Rack_0_1_0
1.526659, 2.560843, 0.4471184, 472.6077, 68.84169
1.526659, 2.560843, 0.4471184, 472.6077, 68.84169
1.526659, 2.388343, 0.4471184, 472.6077, 82.09882
1.526659, 2.388343, 0.4471184, 472.6077, 82.09882
1.526659, 2.388343, 0.4471184, 472.6077, 82.09882
1.526659, 2.560843, 0.4471184, 472.6077, 68.84169
box_1_Parle-G-GOLD(Clone) stack 87 Shelf_2 Rack_0_1_0
1.524981, 2.733343, 0.4452356, 472.5347, 55.5654
1.524981, 2.733343, 0.4452356, 472.5347, 55.5654
1.524981, 2.560843, 0.4452356, 472.5347, 68.82573
1.524981, 2.560843, 0.4452356, 472.5347, 68.82573
1.524981, 2.560843, 0.4452356, 472.5347, 68.82573
1.524981, 2.733343, 0.4452356, 472.5347, 55.5654
box_2_Parle-G(Clone) stack 90 Shelf_0 Rack_0_1_1
-0.7993499, 0.2744219, 0.2931767, 294.9301, 246.7636
-0.9982544, 0.2744219, 0.272271, 279.444, 247.0698
-1.012396, 0.2744219, 0.406824, 277.6682, 245.1283
-0.813492, 0.2744219, 0.4277297, 292.8915, 244.8326
-1.012396, 0.2744219, 0.406824, 277.6682, 245.1283
-1.012396, 0.01942196, 0.406824, 277.6682, 264.8275
-0.813492, 0.01942196, 0.4277297, 292.8915, 264.4789
-0.813492, 0.2744219, 0.4277297, 292.8915, 244.8326
-0.813492, 0.2744219, 0.4277297, 292.8915, 244.8326
-0.813492, 0.01942196, 0.4277297, 292.8915, 264.4789
-0.7993499, 0.01942196, 0.2931767, 294.9301, 266.7553
-0.7993499, 0.2744219, 0.2931767, 294.9301, 246.7636
-0.9982544, 0.01942196, 0.272271, 279.444, 267.1162
-0.7993499, 0.01942196, 0.2931767, 294.9301, 266.7553
-0.813492, 0.01942196, 0.4277297, 292.8915, 264.4789
-1.012396, 0.01942196, 0.406824, 277.6682, 264.8275
-0.9982544, 0.2744219, 0.272271, 279.444, 247.0698
-0.9982544, 0.01942196, 0.272271, 279.444, 267.1162
-1.012396, 0.01942196, 0.406824, 277.6682, 264.8275
-1.012396, 0.2744219, 0.406824, 277.6682, 245.1283
-0.7993499, 0.2744219, 0.2931767, 294.9301, 246.7636
-0.7993499, 0.01942196, 0.2931767, 294.9301, 266.7553
-0.9982544, 0.01942196, 0.272271, 279.444, 267.1162
-0.9982544, 0.2744219, 0.272271, 279.444, 247.0698
box_2_Parle-G(Clone) stack 90 Shelf_0 Rack_0_1_1
-0.7993499, 0.5294219, 0.2931767, 294.9301, 226.7719
-0.9982544, 0.5294219, 0.272271, 279.444, 227.0233
-1.012396, 0.5294219, 0.406824, 277.6682, 225.4291
-0.813492, 0.5294219, 0.4277297, 292.8915, 225.1863
-1.012396, 0.5294219, 0.406824, 277.6682, 225.4291
-1.012396, 0.2744219, 0.406824, 277.6682, 245.1283
-0.813492, 0.2744219, 0.4277297, 292.8915, 244.8326
-0.813492, 0.5294219, 0.4277297, 292.8915, 225.1863
-0.813492, 0.5294219, 0.4277297, 292.8915, 225.1863
-0.813492, 0.2744219, 0.4277297, 292.8915, 244.8326
-0.7993499, 0.2744219, 0.2931767, 294.9301, 246.7636
-0.7993499, 0.5294219, 0.2931767, 294.9301, 226.7719
-0.9982544, 0.2744219, 0.272271, 279.444, 247.0698
-0.7993499, 0.2744219, 0.2931767, 294.9301, 246.7636
-0.813492, 0.2744219, 0.4277297, 292.8915, 244.8326
-1.012396, 0.2744219, 0.406824, 277.6682, 245.1283
-0.9982544, 0.5294219, 0.272271, 279.444, 227.0233
-0.9982544, 0.2744219, 0.272271, 279.444, 247.0698
-1.012396, 0.2744219, 0.406824, 277.6682, 245.1283
-1.012396, 0.5294219, 0.406824, 277.6682, 225.4291
-0.7993499, 0.5294219, 0.2931767, 294.9301, 226.7719
-0.7993499, 0.2744219, 0.2931767, 294.9301, 246.7636
-0.9982544, 0.2744219, 0.272271, 279.444, 247.0698
-0.9982544, 0.5294219, 0.272271, 279.444, 227.0233
box_2_Parle-G(Clone) stack 90 Shelf_0 Rack_0_1_1
-0.813492, 0.7844219, 0.272271, 293.9688, 206.9769
-1.012396, 0.7844219, 0.2931767, 278.2276, 206.7802
-0.9982544, 0.7844219, 0.4277297, 278.6566, 205.5401
-0.7993499, 0.7844219, 0.406824, 294.1264, 205.7299
-0.9982544, 0.7844219, 0.4277297, 278.6566, 205.5401
-0.9982544, 0.5294219, 0.4277297, 278.6566, 225.1863
-0.7993499, 0.5294219, 0.406824, 294.1264, 225.4291
-0.7993499, 0.7844219, 0.406824, 294.1264, 205.7299
-0.7993499, 0.7844219, 0.406824, 294.1264, 205.7299
-0.7993499, 0.5294219, 0.406824, 294.1264, 225.4291
-0.813492, 0.5294219, 0.272271, 293.9688, 227.0233
-0.813492, 0.7844219, 0.272271, 293.9688, 206.9769
-1.012396, 0.5294219, 0.2931767, 278.2276, 226.7719
-0.813492, 0.5294219, 0.272271, 293.9688, 227.0233
-0.7993499, 0.5294219, 0.406824, 294.1264, 225.4291
-0.9982544, 0.5294219, 0.4277297, 278.6566, 225.1863
-1.012396, 0.7844219, 0.2931767, 278.2276, 206.7802
-1.012396, 0.5294219, 0.2931767, 278.2276, 226.7719
-0.9982544, 0.5294219, 0.4277297, 278.6566, 225.1863
-0.9982544, 0.7844219, 0.4277297, 278.6566, 205.5401
-0.813492, 0.7844219, 0.272271, 293.9688, 206.9769
-0.813492, 0.5294219, 0.272271, 293.9688, 227.0233
-1.012396, 0.5294219, 0.2931767, 278.2276, 226.7719
-1.012396, 0.7844219, 0.2931767, 278.2276, 206.7802
box_8_lizol(Clone) stack 92 Shelf_0 Rack_0_1_1
-0.04045259, 0.1961813, 0.2199211, 355.5327, 254.037
-0.2399654, 0.1961813, 0.2338724, 339.5567, 253.8183
-0.2227489, 0.1961813, 0.4800797, 337.7478, 250.087
-0.0232361, 0.1961813, 0.4661284, 353.218, 250.2922
-0.2227489, 0.1961813, 0.4800797, 337.7478, 250.087
-0.2227489, 0.01993132, 0.4800797, 337.7478, 263.5754
-0.0232361, 0.01993132, 0.4661284, 353.218, 263.8046
-0.0232361, 0.1961813, 0.4661284, 353.218, 250.2922
-0.0232361, 0.1961813, 0.4661284, 353.218, 250.2922
-0.0232361, 0.01993132, 0.4661284, 353.218, 263.8046
-0.04045259, 0.01993129, 0.2199211, 355.5327, 267.9884
-0.04045259, 0.1961813, 0.2199211, 355.5327, 254.037
-0.2399654, 0.01993129, 0.2338724, 339.5567, 267.744
-0.04045259, 0.01993129, 0.2199211, 355.5327, 267.9884
-0.0232361, 0.01993132, 0.4661284, 353.218, 263.8046
-0.2227489, 0.01993132, 0.4800797, 337.7478, 263.5754
-0.2399654, 0.1961813, 0.2338724, 339.5567, 253.8183
-0.2399654, 0.01993129, 0.2338724, 339.5567, 267.744
-0.2227489, 0.01993132, 0.4800797, 337.7478, 263.5754
-0.2227489, 0.1961813, 0.4800797, 337.7478, 250.087
-0.04045259, 0.1961813, 0.2199211, 355.5327, 254.037
-0.04045259, 0.01993129, 0.2199211, 355.5327, 267.9884
-0.2399654, 0.01993129, 0.2338724, 339.5567, 267.744
-0.2399654, 0.1961813, 0.2338724, 339.5567, 253.8183
box_8_lizol(Clone) stack 92 Shelf_0 Rack_0_1_1
-0.02735492, 0.3724313, 0.2301612, 356.4122, 239.9439
-0.2272331, 0.3724313, 0.2231813, 340.7045, 240.0405
-0.2358465, 0.3724313, 0.4698395, 336.872, 236.7315
-0.03596842, 0.3724313, 0.4768194, 352.0887, 236.6409
-0.2358465, 0.3724313, 0.4698395, 336.872, 236.7315
-0.2358465, 0.1961813, 0.4698395, 336.872, 250.2375
-0.03596842, 0.1961813, 0.4768195, 352.0887, 250.1349
-0.03596842, 0.3724313, 0.4768194, 352.0887, 236.6409
-0.03596842, 0.3724313, 0.4768194, 352.0887, 236.6409
-0.03596842, 0.1961813, 0.4768195, 352.0887, 250.1349
-0.02735492, 0.1961813, 0.2301612, 356.4122, 253.8764
-0.02735492, 0.3724313, 0.2301612, 356.4122, 239.9439
-0.2272331, 0.1961813, 0.2231813, 340.7045, 253.9859
-0.02735492, 0.1961813, 0.2301612, 356.4122, 253.8764
-0.03596842, 0.1961813, 0.4768195, 352.0887, 250.1349
-0.2358465, 0.1961813, 0.4698395, 336.872, 250.2375
-0.2272331, 0.3724313, 0.2231813, 340.7045, 240.0405
-0.2272331, 0.1961813, 0.2231813, 340.7045, 253.9859
-0.2358465, 0.1961813, 0.4698395, 336.872, 250.2375
-0.2358465, 0.3724313, 0.4698395, 336.872, 236.7315
-0.02735492, 0.3724313, 0.2301612, 356.4122, 239.9439
-0.02735492, 0.1961813, 0.2301612, 356.4122, 253.8764
-0.2272331, 0.1961813, 0.2231813, 340.7045, 253.9859
-0.2272331, 0.3724313, 0.2231813, 340.7045, 240.0405
box_8_lizol(Clone) stack 92 Shelf_0 Rack_0_1_1
-0.02527931, 0.5486813, 0.2319989, 356.548, 225.9894
-0.2250052, 0.5486813, 0.2215317, 340.9027, 226.115
-0.2379222, 0.5486813, 0.4680019, 336.7357, 223.2462
-0.03819626, 0.5486813, 0.4784691, 351.8946, 223.1283
-0.2379222, 0.5486813, 0.4680019, 336.7357, 223.2462
-0.2379222, 0.3724313, 0.4680019, 336.7357, 236.7554
-0.03819626, 0.3724313, 0.4784691, 351.8946, 236.6195
-0.03819626, 0.5486813, 0.4784691, 351.8946, 223.1283
-0.03819626, 0.5486813, 0.4784691, 351.8946, 223.1283
-0.03819626, 0.3724313, 0.4784691, 351.8946, 236.6195
-0.02527931, 0.3724313, 0.2319989, 356.548, 239.9185
-0.02527931, 0.5486813, 0.2319989, 356.548, 225.9894
-0.2250052, 0.3724313, 0.2215317, 340.9027, 240.0634
-0.02527931, 0.3724313, 0.2319989, 356.548, 239.9185
-0.03819626, 0.3724313, 0.4784691, 351.8946, 236.6195
-0.2379222, 0.3724313, 0.4680019, 336.7357, 236.7554
-0.2250052, 0.5486813, 0.2215317, 340.9027, 226.115
-0.2250052, 0.3724313, 0.2215317, 340.9027, 240.0634
-0.2379222, 0.3724313, 0.4680019, 336.7357, 236.7554
-0.2379222, 0.5486813, 0.4680019, 336.7357, 223.2462
-0.02527931, 0.5486813, 0.2319989, 356.548, 225.9894
-0.02527931, 0.3724313, 0.2319989, 356.548, 239.9185
-0.2250052, 0.3724313, 0.2215317, 340.9027, 240.0634
-0.2250052, 0.5486813, 0.2215317, 340.9027, 226.115
box_7_litchi(Clone) stack 94 Shelf_1 Rack_0_1_1
-0.818454, 1.414419, 0.2432683, 293.7831, 157.5362
-1.017967, 1.414419, 0.2572196, 277.9692, 157.4949
-1.004015, 1.414419, 0.4567324, 278.071, 156.9208
-0.8045027, 1.414419, 0.4427811, 293.4807, 156.96
-1.004015, 1.414419, 0.4567324, 278.071, 156.9208
-1.004015, 1.204419, 0.4567324, 278.071, 173.04
-0.8045027, 1.204419, 0.4427811, 293.4807, 173.108
-0.8045027, 1.414419, 0.4427811, 293.4807, 156.96
-0.8045027, 1.414419, 0.4427811, 293.4807, 156.96
-0.8045027, 1.204419, 0.4427811, 293.4807, 173.108
-0.818454, 1.204419, 0.2432683, 293.7831, 174.108
-0.818454, 1.414419, 0.2432683, 293.7831, 157.5362
-1.017967, 1.204419, 0.2572196, 277.9692, 174.0364
-0.818454, 1.204419, 0.2432683, 293.7831, 174.108
-0.8045027, 1.204419, 0.4427811, 293.4807, 173.108
-1.004015, 1.204419, 0.4567324, 278.071, 173.04
-1.017967, 1.414419, 0.2572196, 277.9692, 157.4949
-1.017967, 1.204419, 0.2572196, 277.9692, 174.0364
-1.004015, 1.204419, 0.4567324, 278.071, 173.04
-1.004015, 1.414419, 0.4567324, 278.071, 156.9208
-0.818454, 1.414419, 0.2432683, 293.7831, 157.5362
-0.818454, 1.204419, 0.2432683, 293.7831, 174.108
-1.017967, 1.204419, 0.2572196, 277.9692, 174.0364
-1.017967, 1.414419, 0.2572196, 277.9692, 157.4949
